GLOBAL MAGNETIC FIELD X,GLOBAL MAGNETIC FIELD Y,GLOBAL MAGNETIC FIELD Z,REF_POINT
1.23E-07,11.074436962,-27.1362508344,13
-2.33E-07,10.8632195472,-27.4933878879,13
-3.11E-07,11.3362125627,-27.4007361947,13
-4.59E-08,11.442172414,-27.1268913738,13
-3.97E-07,11.2201008705,-27.3121307667,13
-1.50E-07,11.424906946,-26.8573422079,13
6.13E-07,11.3530729225,-26.9541469867,13
-5.09E-08,10.8411513774,-27.4866950181,13
-1.01E-07,11.3943466624,-27.217416837,13
7.42E-07,11.7134917361,-26.9491603859,13
4.51E-07,11.8142462293,-26.6776376569,13
2.11E-07,11.8126258755,-27.0456973377,13
-6.15E-07,11.095327968,-27.1290852435,13
-3.67E-07,11.3344117288,-26.4957249008,13
1.10E-07,11.3236924492,-26.4952175219,13
5.36E-08,11.0303594687,-27.2155371686,13
-6.79E-07,11.4618143301,-27.2204609996,13
1.17E-07,11.4676366308,-26.674123116,13
-7.42E-07,11.1421485253,-27.1308681667,13
5.16E-07,11.3312823679,-27.4935448188,13
5.47E-08,11.5361938916,-27.5831492002,13
9.22E-08,11.2917148351,-27.587125918,13
3.06E-07,11.3878110816,-27.401302952,13
6.17E-08,11.3638615043,-27.4998097865,13
-6.36E-07,10.8798338737,-27.4008451217,13
5.06E-07,11.2097853347,-26.6708086331,13
1.50E-07,11.7956636041,-26.4915759007,13
-1.15E-07,11.5210699737,-26.5872889267,13
5.76E-07,11.1329296694,-26.8582463813,13
4.53E-07,11.0479066003,-26.6755910342,13
2.00E-07,11.1375923918,-26.4940074362,13
7.32E-07,11.0841313966,-26.7655626136,13
-5.10E-07,11.6222944603,-27.4936767716,13
6.74E-09,11.1220575784,-26.6775890265,13
3.58E-07,10.8851801358,-26.9455856719,13
3.27E-07,11.6950535331,-27.1418842682,13
-1.52E-06,9.3713070898,-24.5941846704,14
5.01E-07,9.2181073341,-24.021865123,14
7.25E-07,9.3814924281,-23.6613713321,14
3.76E-07,9.4069463117,-23.8497500702,14
9.43E-07,9.6346302258,-24.4763478864,14
-8.86E-07,9.0296277289,-24.0286780819,14
-5.52E-07,9.2055867472,-24.2099960321,14
1.24E-06,9.0166748232,-24.4801803307,14
-1.55E-07,9.1624862958,-23.6694938227,14
-1.16E-06,9.2891681271,-24.2126338076,14
7.87E-07,9.4040127059,-24.208969551,14
-3.36E-08,9.5860971641,-24.3858115967,14
-1.51E-06,9.6284427867,-24.653749556,14
-3.18E-07,9.4200804683,-24.656419535,14
-6.87E-07,9.5889578333,-24.5709448658,14
9.19E-07,9.171030607,-24.2053631573,14
2.47E-07,9.072192912,-24.1174151086,14
-1.05E-06,9.1889284353,-24.4789779207,14
-4.51E-07,9.7101146005,-24.3885787074,14
6.28E-07,9.4609207395,-24.3080814342,14
5.60E-07,9.4363711619,-24.2149746298,14
3.22E-07,9.0364588233,-24.392471017,14
7.67E-07,9.4438606035,-24.1119202459,14
-3.53E-07,9.2926741675,-24.3852629964,14
-6.43E-07,9.2918821686,-24.393491581,14
4.66E-07,9.4648821358,-24.2992207433,14
-1.52E-07,9.1880754869,-24.6610922745,14
-8.10E-07,9.5871377019,-24.5671629677,14
-4.65E-07,9.709171646,-24.2980292176,14
-5.67E-07,9.5078492489,-24.0234023835,14
-1.03E-07,9.4923241534,-24.5656332852,14
-1.02E-06,9.2312491262,-24.2082231188,14
