06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),18:28:61:9e:ab:5c(MMD),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),00:0f:f7:2e:0a:d0(ESOGU-WIFI),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),c4:6e:1f:58:40:d2(DLink_D01),00:26:5a:52:0b:8c(RFKON_115),4c:5e:0c:23:44:33(RFKON2014-Mesh),18:28:61:58:78:6a(Dlink_DAP-1360),1c:87:2c:7e:23:9c(EROGLU-PRI),1c:87:2c:7e:23:9d(EROGLU-PUB),REF_POINT
-70,-58,-46,-60,-39,-66,-75,-70,-34,-56,-69,-49,-63,-77,-75,-76,-87,-85,-81,NaN,NaN,-90,5
-73,-58,-47,-62,-48,-60,-71,-70,-34,-57,-69,-48,-63,-77,-75,-76,-87,-85,-81,-86,NaN,NaN,5
-71,-58,-47,-63,-41,-60,-71,-74,-35,-57,-67,-47,NaN,-86,NaN,-77,NaN,NaN,NaN,-86,NaN,NaN,5
-71,-58,-50,-69,-48,-68,-75,-71,-36,-54,-70,-49,-63,-82,NaN,-76,NaN,NaN,NaN,-87,-92,-92,5
-71,-58,-48,-69,-44,-64,-74,-72,-91,-56,-67,-49,-62,-82,-76,-77,-87,NaN,NaN,-87,-92,-92,5
-70,-57,-45,-66,-41,-62,-68,-69,-34,-57,-73,-48,-63,NaN,-77,-76,-87,-86,NaN,NaN,NaN,NaN,5
-70,-57,-47,-70,-41,-65,-68,-69,-33,-54,-73,-50,-62,NaN,-75,-76,NaN,-86,NaN,NaN,-90,-91,5
-69,-58,-47,-69,-42,-65,-73,-67,-34,-54,NaN,-49,-64,-77,-75,NaN,NaN,NaN,-74,NaN,-91,-91,5
-70,-56,-63,-71,-48,NaN,-67,-70,-34,-54,-69,-48,-64,-83,-76,NaN,-84,NaN,-74,NaN,-91,-91,5
-69,-57,-48,-68,-48,-65,-70,-67,-36,-54,-68,-50,-63,-80,-79,NaN,-88,NaN,NaN,NaN,NaN,NaN,5
-70,-68,-47,-70,-43,-62,-71,-68,-34,-54,-69,-49,-62,-78,-75,-75,-88,-87,NaN,NaN,NaN,NaN,5
-69,-56,-48,-68,-42,-63,-69,-72,-34,-54,-68,-49,-63,-80,-75,-75,-88,-87,-81,NaN,NaN,NaN,5
-70,-65,-48,-64,-46,-63,-69,-72,-36,-54,-69,-49,-63,-80,-76,NaN,-88,-87,-81,NaN,NaN,NaN,5
-69,-66,-46,-71,-53,-66,-73,-70,-37,-55,-68,-48,-63,-83,-76,-80,NaN,NaN,NaN,NaN,NaN,NaN,5
-69,-63,-46,-71,-51,-66,-71,-71,-36,-55,-69,-49,-63,-83,-76,-76,NaN,NaN,-79,NaN,NaN,NaN,5
-69,-57,-51,-73,-51,-66,-68,-69,-36,-55,-69,-48,-63,-78,-76,-80,NaN,NaN,-79,NaN,NaN,NaN,5
-69,-57,-47,-72,-51,-66,-68,-74,-35,-54,-69,-48,-63,-79,NaN,-78,-88,-88,-82,NaN,-92,-91,5
-70,-63,-47,-73,-50,-65,-71,-69,-35,-54,-69,-49,-63,-78,NaN,-76,-88,-87,-78,NaN,-92,-91,5
-70,-57,-47,-71,-51,-77,-69,-69,-35,-55,-68,-49,-65,-78,-76,-77,NaN,-87,-78,NaN,NaN,NaN,5
-70,-57,-52,-77,-52,-66,-69,-70,-35,-59,-69,-49,-63,-79,-74,-78,NaN,NaN,NaN,NaN,NaN,NaN,5
-70,-65,-48,-73,-51,-65,-76,-69,-36,-54,-68,-49,-63,-79,-74,-76,NaN,-86,NaN,NaN,NaN,NaN,5
-70,-57,-49,-79,-79,-69,-81,-74,-35,-51,-69,-49,-63,-77,-75,-75,NaN,-86,NaN,NaN,NaN,NaN,5
-70,-65,-47,-73,-52,-65,-70,-69,-35,-55,-69,-49,-63,-79,-75,-78,-87,NaN,NaN,NaN,NaN,NaN,5
-70,-57,-49,-73,-50,-65,-68,-70,-35,-55,-68,-49,-63,-79,-66,-76,-87,-86,NaN,NaN,NaN,NaN,5
-69,-56,-49,-72,-51,-65,-69,-68,-35,-54,-68,-49,-63,-84,-75,-76,-87,-86,NaN,NaN,NaN,-92,5
-69,-57,-49,-75,-52,-64,-69,-69,-36,-54,-68,-49,-63,-84,-75,-80,-87,NaN,-81,NaN,NaN,-92,5
-69,-58,-49,-73,-50,-67,-69,-69,-35,-54,-68,-48,-63,NaN,-82,-75,-86,NaN,-81,NaN,NaN,NaN,5
-69,-57,-49,-72,-51,-67,-70,-74,-35,-55,-69,-48,-63,-85,-82,-77,-84,NaN,-79,NaN,NaN,NaN,5
-69,-67,-46,-72,-50,-67,-68,-70,-36,-54,-69,-49,-63,-85,-74,-76,-83,-85,-79,NaN,NaN,NaN,5
-69,-57,-49,-71,-50,-64,-68,-69,-35,-55,-70,-49,-63,-77,-75,-76,-85,-85,NaN,NaN,NaN,-91,5
-69,-59,-49,-71,-51,-66,-69,-68,-35,-51,-68,-48,-63,-86,-77,-76,-86,-85,-80,NaN,NaN,-91,5
-69,-57,-47,-71,-50,-64,-69,-68,-35,-55,-68,-49,-63,-78,-75,-77,-86,-85,-80,NaN,NaN,-91,5
-69,-57,-49,-58,-51,-63,-69,-74,-35,-54,-67,-49,-63,-79,-75,-77,-86,NaN,NaN,NaN,NaN,-91,5
-69,-57,-51,-61,-52,-63,-69,-74,-35,-54,-70,-49,-63,-79,-84,-76,-88,-85,-77,NaN,NaN,NaN,5
-69,-65,-52,-70,-48,-65,-69,-73,-35,-55,-70,-48,-63,-78,-73,-76,-88,-85,-77,NaN,NaN,NaN,5
-69,-56,-48,-60,-44,-64,-73,-71,-34,-55,-70,-49,-63,-78,-73,NaN,-87,NaN,NaN,NaN,NaN,NaN,5
-68,-56,-48,-68,-43,-68,-69,-71,-36,-55,-68,-49,-63,-79,-76,-79,-87,NaN,NaN,NaN,NaN,NaN,5
-69,-57,-48,-67,-48,-66,-75,-68,-37,-55,-68,-48,-63,-89,-76,-79,-89,NaN,-80,NaN,NaN,NaN,5
-69,-57,-50,-67,-55,-65,-70,-70,-36,-55,-68,-48,-59,-89,-75,-79,-90,-86,-80,NaN,NaN,NaN,5
-69,-56,-50,NaN,-49,-64,-71,-69,-36,-56,-68,-50,-63,-78,-75,-79,-88,-86,NaN,NaN,-91,-91,5
-69,-56,-49,-77,-90,-64,-76,-69,-36,-56,-68,-48,-63,-78,-75,-78,-88,NaN,NaN,NaN,-91,-91,5
-69,-56,-49,-69,-51,-63,-78,-68,-35,-56,-69,-50,-61,-85,-68,-78,NaN,-78,NaN,NaN,NaN,NaN,5
-69,-66,-49,-70,-49,-71,-67,-69,-34,-57,-69,-50,-62,-77,-68,-78,NaN,-78,-77,NaN,NaN,NaN,5
-69,-56,-50,-68,-51,-64,-69,-69,-36,-55,-68,-48,-62,-87,NaN,-78,NaN,-87,-80,NaN,NaN,NaN,5
-69,-56,-49,-72,-55,-63,-69,-69,-36,-54,-68,-48,-63,-87,-76,NaN,NaN,-87,-80,NaN,NaN,NaN,5
-69,-56,-49,-73,-54,-63,-68,-69,-36,-51,-68,-48,-61,-83,-75,NaN,NaN,-87,-80,NaN,NaN,NaN,5
-69,-56,-50,-73,-75,-65,-67,-68,-37,-53,-68,-48,-62,-83,-75,-74,-89,NaN,-80,NaN,NaN,NaN,5
-68,-57,-50,-73,-52,-65,-69,-71,-39,-51,-73,-49,-63,NaN,-77,-75,-87,NaN,-78,NaN,NaN,NaN,5
-69,-57,-48,-72,-55,-70,-75,-68,-37,-51,-68,-49,-63,-78,-76,-77,-87,-86,-78,NaN,NaN,NaN,5
-69,-56,-51,-70,-51,-65,-75,-69,-36,-54,-68,-47,-63,-85,-76,-77,NaN,-86,-77,-87,-91,NaN,5
-70,-57,-50,-70,-55,-64,-67,-69,-39,-55,-67,-48,-63,-79,-77,-79,NaN,NaN,-78,-87,-91,NaN,5
-69,-56,-50,-70,-53,-64,-67,-71,-36,-55,-67,-48,-63,-84,-77,-79,-87,-85,-79,NaN,NaN,NaN,5
-69,-69,-50,-64,-53,-66,-68,-74,-37,-55,-68,-48,-63,-81,-75,NaN,-87,-85,-80,-86,NaN,NaN,5
-69,-60,-48,-69,-52,-64,-69,-71,-39,-53,-66,-48,-63,-78,-76,-81,NaN,NaN,-78,-86,NaN,NaN,5
-69,-56,-48,-69,-54,-67,-69,-69,-38,-53,-68,-48,-63,-80,-76,-78,NaN,NaN,-78,-85,NaN,NaN,5
-69,-56,-47,-71,-54,-66,-68,-69,-37,-53,-68,-48,-63,-80,NaN,-78,NaN,NaN,-80,-85,NaN,NaN,5
-69,-67,-45,-70,-51,-66,-69,-71,-37,-53,-68,-48,-66,NaN,-77,NaN,NaN,-85,-80,NaN,NaN,NaN,5
-68,-56,-47,-73,-53,-66,-67,-71,-37,-52,-68,-48,-63,-86,-77,NaN,-86,-85,-81,NaN,NaN,NaN,5
-70,-66,-47,-73,-49,NaN,-67,-72,-35,-53,-68,-49,-63,-86,-75,-79,-86,NaN,-81,-86,NaN,NaN,5
-70,-57,-47,-70,-52,-64,-68,-71,-37,-54,-68,-47,-63,-78,-74,-79,-88,-85,NaN,-86,NaN,NaN,5
-69,-60,-47,-69,-52,-63,-66,-71,-36,-51,-68,-49,-62,-87,-75,NaN,-88,-85,-79,NaN,NaN,NaN,5
-70,-65,-47,-69,-52,-71,-67,-75,-38,-53,-68,-48,-63,-79,-75,-77,NaN,NaN,-78,NaN,NaN,NaN,5
-70,-56,-47,-70,-51,-64,-67,-72,-37,-54,-68,-49,-61,-79,-74,-78,-88,-87,-78,NaN,NaN,NaN,5
-69,-57,-48,-69,-51,-74,-68,-71,-37,-54,-68,-49,-63,-79,-76,-78,-88,-87,-78,-86,NaN,NaN,5
-69,-57,-46,-65,-50,-65,-69,-70,-37,-53,-68,-49,-63,NaN,-75,NaN,-88,-87,-84,-86,NaN,NaN,5
-71,-56,-47,-75,-51,-65,-78,-71,-36,-51,-69,-48,-63,NaN,-83,-80,NaN,-86,-84,NaN,NaN,NaN,5
-70,-57,-47,-68,-50,-65,-69,-70,-36,-54,-69,-48,-66,-81,-83,-78,-87,-86,NaN,NaN,NaN,NaN,5
-70,-56,-53,-68,-49,-65,-69,-71,-35,-54,-69,-47,-62,-80,-84,-76,-87,NaN,NaN,NaN,-89,-89,5
-70,-58,-48,-72,-49,-65,-80,-72,-35,-54,-69,-48,-63,-80,-75,-78,NaN,NaN,NaN,NaN,-89,-89,5
-70,-56,-58,-61,-32,-55,-69,-64,-41,-59,-66,-53,-63,-91,-78,-76,-87,-84,-75,NaN,NaN,-89,6
-71,-57,-50,-60,-33,-54,-72,-71,-48,-61,-73,-49,-72,-87,-78,-79,-85,NaN,-78,NaN,NaN,NaN,6
-71,-59,-55,-62,-33,-53,-72,-71,-50,-60,-72,-50,-72,-83,-83,-77,-85,NaN,-78,NaN,NaN,NaN,6
-72,-59,-54,-62,-33,-55,-72,-80,-51,-60,-72,-50,-73,-89,-83,-78,NaN,NaN,NaN,NaN,NaN,NaN,6
-71,-59,-53,-60,-34,-54,-74,-71,-49,-59,-72,-50,-74,-89,-78,-79,NaN,NaN,-74,NaN,NaN,NaN,6
-71,-59,-53,-60,-33,-53,-73,-71,-46,-60,-73,-49,-73,NaN,-77,-79,-86,NaN,-75,NaN,NaN,NaN,6
-71,-57,-53,-62,-33,-53,-73,-71,-44,-60,-75,-50,-72,NaN,-76,-77,-86,NaN,-73,NaN,NaN,NaN,6
-71,-59,-53,-62,-33,-53,-72,-69,-44,NaN,-75,-50,-72,-82,-76,-78,-87,NaN,-73,NaN,NaN,NaN,6
-71,-58,-54,-60,-33,-53,-73,-74,-49,-60,-72,-50,-73,-82,-77,-78,-87,NaN,NaN,NaN,NaN,NaN,6
-71,-58,-54,-60,-33,-60,-73,-70,-44,-63,-73,-51,-73,-83,-77,-78,NaN,NaN,NaN,NaN,NaN,NaN,6
-71,-56,-53,-60,-34,-53,-74,-81,-45,-57,-73,-50,-71,-83,-77,NaN,NaN,NaN,-73,NaN,NaN,-91,6
-71,-57,-54,-60,-34,-54,-74,-70,-45,-63,-74,-50,-71,-82,-78,NaN,NaN,NaN,-73,NaN,NaN,-91,6
-71,-58,-54,-60,-33,-54,-75,-73,-45,-59,-74,-50,-72,-82,-77,-79,NaN,NaN,NaN,NaN,NaN,NaN,6
-71,-58,-54,-60,-34,-58,-75,-73,-45,-59,-74,-51,-72,-83,-77,-79,NaN,NaN,-80,NaN,NaN,-92,6
-70,-59,-52,-60,-33,-53,-76,-72,-45,-59,-74,-49,-73,-82,-75,-83,-87,NaN,-79,NaN,NaN,-92,6
-71,-60,-52,-62,-33,-53,-72,-72,-45,-60,-74,-49,-73,-82,-75,-83,-86,NaN,-80,NaN,NaN,NaN,6
-70,-59,-54,-59,-33,-53,-74,-71,-46,-59,-74,-51,-72,-73,-77,NaN,-86,NaN,-80,-88,NaN,NaN,6
-71,-60,-54,-60,-33,-52,-72,-70,-44,-60,-74,-49,-73,-81,-77,NaN,NaN,NaN,NaN,-88,NaN,NaN,6
-71,-59,-55,-59,-33,-53,-73,-71,-46,-59,-73,-48,-73,-87,-77,-79,NaN,NaN,NaN,NaN,NaN,NaN,6
-70,-59,-54,-60,-33,-53,-73,-80,-44,-62,-73,-49,-73,-87,-76,-78,NaN,-84,NaN,NaN,NaN,NaN,6
-71,-58,-54,-62,-33,-53,-73,-70,-44,-59,-72,-49,-73,-83,-77,-78,-86,-84,NaN,NaN,NaN,NaN,6
-71,-59,-54,-65,-33,-54,-74,-73,-44,-64,-74,-50,-73,-83,-76,-78,-86,-89,NaN,-91,NaN,NaN,6
-71,-57,-54,-60,-34,-58,-73,-70,-45,-60,-73,-49,-74,-88,-78,-79,-84,-89,NaN,-91,NaN,NaN,6
-72,-56,-55,-61,-33,-53,-72,-71,-45,-60,-74,-49,-73,-85,-79,-79,-84,NaN,NaN,NaN,NaN,NaN,6
-72,-58,-55,-61,-33,-54,-73,-71,-45,-57,-73,-50,-72,-82,-77,NaN,-88,NaN,-73,NaN,NaN,NaN,6
-73,-57,-54,-62,-34,-53,-73,NaN,-45,-59,-73,-49,-72,-87,-77,-79,-88,NaN,-73,NaN,NaN,NaN,6
-72,-57,-54,-61,-33,-58,-71,NaN,-44,-59,-73,-50,NaN,-82,NaN,-79,-88,NaN,-73,NaN,NaN,NaN,6
-72,-56,-54,-60,-33,-54,-74,-70,-45,-61,-73,-50,-72,-83,-78,NaN,-89,NaN,NaN,NaN,NaN,-89,6
-72,-57,-55,-61,-33,-53,-72,-70,-45,-61,-74,-50,-72,-87,-78,NaN,-90,NaN,-82,NaN,NaN,-89,6
-71,-56,-55,-60,-33,-53,-73,-70,-45,-63,-74,-49,-72,-87,-76,NaN,-89,NaN,-82,NaN,NaN,-91,6
-71,-57,-56,-60,-33,-55,-72,-70,-45,-60,NaN,-50,NaN,-81,-79,NaN,-89,NaN,NaN,NaN,NaN,-91,6
-71,-58,-56,-61,-31,-53,-74,-70,-45,-61,-71,-49,-72,-81,-78,NaN,NaN,NaN,-83,NaN,NaN,NaN,6
-72,-59,-53,-61,-32,-58,-71,-71,-46,-61,-72,-49,-72,-82,-78,NaN,NaN,NaN,-78,NaN,NaN,NaN,6
-70,-55,-55,-62,-33,-53,-71,-72,-45,-64,-77,-50,-72,-82,NaN,-80,NaN,NaN,-78,NaN,NaN,NaN,6
-70,-55,-55,-61,-33,-53,-71,-70,-45,-61,-72,-50,-72,-80,-78,-80,-87,NaN,-81,NaN,NaN,NaN,6
-72,-57,-53,-61,-33,-52,-74,-70,-45,-60,-72,-49,-72,-88,-77,NaN,-87,-89,-81,NaN,NaN,NaN,6
-72,-58,-54,-61,-33,-53,-72,-70,-46,-59,-72,-50,-73,-88,-78,-77,NaN,-89,-81,NaN,NaN,NaN,6
-72,-54,-53,-62,-33,-52,-72,-70,-45,-60,-73,-50,-73,-88,-79,-77,NaN,NaN,-83,NaN,NaN,NaN,6
-71,-57,-54,-60,-33,-52,-71,-71,-45,-60,-71,-50,-72,-84,-77,-77,-86,NaN,-83,NaN,NaN,NaN,6
-71,-56,-53,-60,-33,-52,-73,-71,-45,-62,-72,-50,-70,-84,-72,-78,-88,NaN,NaN,NaN,NaN,-88,6
-72,-60,-54,-61,-33,-53,-73,-70,-45,-60,-72,-50,-72,NaN,-78,-78,-88,NaN,NaN,NaN,NaN,-88,6
-71,-56,-53,-61,-33,-54,-71,-70,-46,-65,-72,-50,-70,-82,-75,-78,NaN,-89,NaN,NaN,NaN,NaN,6
-71,-56,-54,-60,-33,-53,-73,-71,-45,-60,-72,-50,-73,-84,-76,-77,NaN,-89,-78,NaN,NaN,NaN,6
-72,-59,-54,-58,-33,-59,-73,-68,-45,-59,-71,-49,-70,-84,-76,-77,NaN,NaN,-78,NaN,NaN,NaN,6
-72,-59,-55,-63,-33,-59,-72,-71,-45,-60,-71,-49,-70,-88,-76,-78,NaN,NaN,-73,NaN,NaN,NaN,6
-72,-57,-54,-59,-33,-58,-74,-71,-44,-56,-72,-49,NaN,-88,NaN,-77,NaN,NaN,-73,NaN,NaN,NaN,6
-73,-57,-54,-59,-32,-52,-74,-72,-80,-60,-74,-50,-73,-83,NaN,-77,NaN,NaN,-73,NaN,NaN,NaN,6
-73,-56,-54,-60,-32,-52,-73,-73,-45,-48,-72,-50,-70,-83,-76,-77,-87,NaN,-73,NaN,NaN,NaN,6
-72,-59,-54,-60,-33,-52,-73,-73,-45,-60,-72,-49,-72,-87,-77,-77,-87,NaN,NaN,NaN,NaN,NaN,6
-72,-56,-54,-60,-33,-53,-72,-73,-45,-61,-72,-49,-72,-87,-78,-76,NaN,-87,-74,NaN,NaN,NaN,6
-72,-58,-55,-59,-33,-52,-72,-72,-44,-61,-71,-49,-72,NaN,-78,-77,NaN,-87,-72,NaN,-91,NaN,6
-73,-56,-55,-61,-32,-52,-72,-75,-45,-61,-71,-49,-73,NaN,-78,-76,NaN,-88,-72,NaN,-91,NaN,6
-72,-56,-55,-58,-33,-53,-71,-74,-45,-61,-71,-49,-70,-80,-78,-76,NaN,-88,NaN,NaN,NaN,NaN,6
-72,-55,-54,-58,-33,-53,-72,-72,-46,-59,-72,-49,-72,-82,-78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6
-72,-56,-54,-59,-32,-62,-73,-74,-45,-63,-72,-49,-73,-87,NaN,-79,NaN,NaN,-82,NaN,-93,NaN,6
-74,-57,-55,-59,-32,-53,-73,-71,-43,-60,-72,-50,-71,-83,-76,-79,-87,NaN,-82,NaN,-93,NaN,6
-72,-55,-55,-68,-33,-53,-73,-68,-45,-60,-72,-49,-72,-83,-78,NaN,-87,NaN,NaN,NaN,NaN,NaN,6
-72,-57,-54,-68,-33,-64,-73,-71,-46,-60,-72,-49,-72,NaN,-77,NaN,-88,NaN,NaN,NaN,NaN,NaN,6
-73,-55,-54,-64,-33,-53,-73,-70,-46,-60,-71,-48,-77,-85,-77,-78,-88,-88,-82,NaN,-86,NaN,6
-73,-55,-55,-66,-33,-53,-74,-73,-45,-60,-72,-50,-73,-85,-77,-78,-88,-88,-81,NaN,-86,NaN,6
-72,-54,-55,-61,-33,-58,-72,-70,-45,-58,-72,-49,-77,-87,-77,-78,-75,-89,-81,NaN,NaN,NaN,6
-72,-56,-72,-60,-33,-53,-72,-71,-46,-61,-71,-48,-72,-87,-77,-76,-89,-89,-80,NaN,NaN,NaN,6
-72,-55,-54,-61,-33,-64,-72,-71,-46,-63,-72,-48,-72,NaN,-77,-77,-89,NaN,-80,NaN,NaN,NaN,6
-71,-56,-54,-59,-33,-54,-72,-72,-46,-62,-75,-50,-72,-83,-77,-79,NaN,NaN,-72,NaN,NaN,NaN,6
-71,-55,-55,-60,-33,-52,-74,-72,-45,-62,-71,-48,-73,-84,-77,-79,NaN,NaN,-72,NaN,NaN,NaN,6
-72,-56,-54,-61,-33,-53,-72,-71,-45,-60,-72,-49,-73,-84,NaN,-79,NaN,-90,NaN,NaN,NaN,NaN,6
-71,-55,-55,-61,-33,-52,-74,-72,-43,-61,-71,-49,-72,-84,-77,-79,-87,-90,-74,NaN,NaN,NaN,6
-72,-56,-54,-62,-32,-53,-72,-72,-45,-61,-71,-49,-72,-84,-79,-78,-87,NaN,-73,NaN,NaN,NaN,6
-72,-56,-54,-61,-33,-47,-68,-70,-45,-59,-75,-49,-72,NaN,-78,-78,-88,NaN,-74,NaN,NaN,NaN,6
-71,-57,NaN,-62,-33,-47,-68,-70,-45,-56,-72,-49,-72,NaN,-77,-76,-88,NaN,-76,NaN,NaN,NaN,6
-71,-58,-53,-61,-33,-64,-74,-70,-45,-60,-71,-49,-74,-84,-77,-76,-87,NaN,-73,NaN,NaN,NaN,6
-71,-57,-53,-62,-33,-54,-74,-72,-46,-59,-72,-49,-73,-84,-77,-78,-86,-90,-73,NaN,NaN,NaN,6
-71,-57,-53,-60,-33,-58,-69,-69,-52,-59,-70,-49,-73,-87,-77,-79,-86,-90,-74,NaN,NaN,NaN,6
-70,-54,-54,-60,-32,-53,-70,-70,-42,-60,-69,-49,-86,-84,-77,-80,-85,NaN,-74,NaN,NaN,NaN,6
-72,-55,-57,-60,-31,-55,-73,-72,-50,-65,-71,-49,-71,-83,-77,-82,-85,NaN,-78,NaN,NaN,NaN,6
-71,-57,-55,-59,-33,-53,-73,-70,-49,-61,-70,-48,-74,-83,-84,-82,NaN,NaN,-78,NaN,NaN,NaN,6
-71,-55,-54,-60,-33,-53,-74,-71,-47,-49,-73,-50,-73,NaN,-78,-80,-88,-89,NaN,NaN,NaN,NaN,6
-70,-56,-55,-63,-33,-53,-72,-68,-46,-60,-72,-49,-73,NaN,-78,-79,-88,-89,NaN,NaN,NaN,NaN,6
-70,-54,-53,-64,-34,-53,-72,-70,-48,-49,-69,-50,-72,-84,-78,-77,-91,NaN,-72,NaN,NaN,-92,6
-70,-57,-54,-63,-33,-53,-71,-68,-47,-63,-69,-55,-77,-84,-78,-76,-91,NaN,-71,-89,NaN,-92,6
-68,-54,-48,-53,-54,-46,-70,-65,-33,-59,-63,-49,-72,-86,-75,-73,-86,NaN,-71,-89,-78,-87,7
-69,-51,-49,-58,-48,-54,-66,-59,-34,-61,-65,-48,-72,-78,-75,-73,-86,-78,-71,-81,-78,-86,7
-66,-51,-51,-55,-50,-44,-66,-66,-32,-65,-64,-48,-74,-78,-74,-68,-74,-84,NaN,-81,NaN,-86,7
-69,-51,-48,-64,-39,-49,-64,-63,-35,-65,-59,-45,-68,-69,-70,-66,-74,-85,-68,-81,NaN,NaN,7
-66,-57,-53,-60,-42,-46,-65,-58,-33,-57,-62,-45,-66,-81,-73,-68,NaN,-79,-69,-90,-84,-85,7
-68,-55,-53,-57,-41,-45,-65,-63,-34,-56,-63,-45,-66,-66,-68,-68,-84,-82,-67,-90,-84,-85,7
-68,-52,-49,-57,-38,-45,-69,-63,-35,-56,-64,-45,-64,-66,-69,-69,-84,-82,-72,NaN,NaN,NaN,7
-68,-50,-49,-56,-40,-45,-64,-59,-35,-56,-64,-45,-67,-72,-69,-72,-82,-81,-69,NaN,NaN,NaN,7
-68,-52,-50,-54,-40,-44,-64,-60,-38,-50,-62,-45,-66,-72,-70,-68,-82,-82,-70,NaN,NaN,NaN,7
-68,-52,-52,-53,-45,-46,NaN,-59,-35,-56,-65,-45,-66,-72,-70,-66,NaN,-82,-70,NaN,NaN,NaN,7
-68,-51,-51,-58,-41,-45,-64,-59,-34,-57,-60,-45,-64,-79,-69,-69,NaN,-82,NaN,NaN,NaN,NaN,7
-68,-52,-49,-59,-42,-50,-65,-62,-34,-58,-62,-45,-66,-72,-70,-70,NaN,-83,NaN,NaN,NaN,NaN,7
-68,-51,-49,-50,-41,-45,-64,-58,-34,-56,-58,-45,-66,-64,-70,-66,-83,-80,NaN,NaN,NaN,NaN,7
-68,-55,-50,-50,-41,-45,-64,-58,-35,-56,-60,-45,-66,-75,-68,-71,-82,-80,NaN,NaN,NaN,NaN,7
-69,-51,-50,-58,-41,-46,-65,-58,-36,-53,-62,-45,NaN,-71,-68,-69,-82,NaN,-67,NaN,NaN,NaN,7
-69,-51,-50,-56,-42,-46,-64,-59,-35,-57,-61,-45,-66,-78,-68,-69,NaN,NaN,-72,NaN,NaN,NaN,7
-69,-51,-51,-57,-41,-44,-70,-59,-35,-56,-60,-45,-65,-78,-69,-68,NaN,-82,-72,NaN,NaN,NaN,7
-68,-51,-51,-57,-42,-44,-70,-60,-36,-57,-60,-45,-65,NaN,-70,-69,NaN,-81,NaN,NaN,NaN,NaN,7
-69,-54,-50,-56,-40,-45,-69,-60,-36,-56,-61,-45,-66,-72,-69,-68,-82,-81,-69,-83,-88,NaN,7
-68,-51,-50,-57,-40,-44,-63,-60,-35,-56,-61,-45,-66,-79,-70,-67,-81,-83,-69,-83,-88,NaN,7
-69,-51,-50,-59,-41,-44,-71,-58,-36,-55,-61,-45,-66,-79,-70,-68,-82,-83,-68,NaN,NaN,NaN,7
-68,-51,-50,-56,-40,-44,-63,-60,-35,-57,-59,-45,-66,-86,-69,-68,-84,-82,-69,NaN,NaN,NaN,7
-69,-55,-50,-57,-42,-44,-64,-60,-34,-56,-59,-46,-66,-78,-69,-68,-84,-81,-67,NaN,NaN,NaN,7
-69,-51,-50,-56,-41,-44,-64,-60,-34,-53,-61,-45,-65,-71,-69,-68,-84,-81,-68,NaN,NaN,NaN,7
-69,-52,-50,-56,-42,-44,-65,-60,-35,-56,-60,-45,-65,-71,-66,-68,-84,NaN,-68,NaN,-85,NaN,7
-69,-52,-51,-56,-41,-49,-64,-59,-35,-57,-60,-45,-66,-66,-67,-67,-83,-80,-69,NaN,-85,NaN,7
-68,-50,-51,-54,-42,-44,-65,-59,-69,-56,-60,-45,-65,-80,-69,-68,-83,-75,-69,NaN,-85,-87,7
-67,-56,-52,-56,-41,-44,-65,-60,-35,-56,-60,-45,-65,-80,-69,-68,-83,-75,-68,NaN,-85,-87,7
-69,-52,-53,-61,-42,-50,-66,-61,-36,-53,-63,-45,-65,-71,-73,-71,NaN,-80,-70,-82,NaN,NaN,7
-68,-52,-53,-64,-45,-50,-63,-59,-36,-58,-63,-45,-66,-71,-68,-70,NaN,-80,-69,-82,-86,NaN,7
-68,-52,-53,-50,-42,-45,-65,-63,-36,-49,-60,-45,-65,-81,-68,-67,NaN,-77,-71,-88,-86,NaN,7
-68,-51,-49,-51,-41,-44,-65,-59,-36,-56,-60,-45,-65,-71,-70,-68,-84,-81,-69,-88,NaN,NaN,7
-68,-51,-51,-55,-42,-49,-68,-59,-37,-55,-60,-45,-65,-72,-69,-68,-84,-81,-69,NaN,NaN,NaN,7
-68,-55,-50,-55,-40,-44,-67,-65,-35,-56,-59,-45,-66,-72,-69,-67,NaN,-82,-68,NaN,NaN,NaN,7
-68,-55,-51,-56,-41,-49,-63,-50,-33,-52,-60,-46,-65,-70,-70,-64,NaN,-82,-68,NaN,NaN,-85,7
-69,-51,-51,-56,-40,-44,-64,-60,-36,-56,-60,-53,-65,-70,-68,-68,-84,-80,-67,-87,NaN,-85,7
-69,-51,-51,-56,-41,-45,-64,-60,-35,-56,-62,-45,-65,-79,-70,-68,-83,-80,-67,-87,NaN,NaN,7
