06:18:d6:c2:98:24(inonet),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),e8:37:7a:6c:7f:55(PYR),dc:02:8e:c2:23:52(ILKSEM),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),4c:5e:0c:71:aa:15(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),18:28:61:9e:ab:5c(MMD),04:bf:6d:d8:e8:a4(Evosoft),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),00:0f:f7:2e:0a:d0(ESOGU-WIFI),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),c4:6e:1f:58:40:d2(DLink_D01),00:26:5a:52:0b:8c(RFKON_115),4c:5e:0c:23:44:33(RFKON2014-Mesh),18:28:61:58:78:6a(Dlink_DAP-1360),1c:87:2c:7e:23:9c(EROGLU-PRI),1c:87:2c:7e:23:9d(EROGLU-PUB),REF_POINT
-45,-45,-38,-38,-49,-56,-57,-50,-35,-49,-48,-55,-70,-64,-59,-64,NaN,-69,-60,-79,NaN,NaN,12
-46,-42,-38,-38,-47,-56,-60,-51,-35,-48,-48,-57,-70,-66,-60,-63,-81,-69,-59,NaN,-71,-82,12
-46,-45,-37,-38,-50,-55,-57,-51,-35,-48,-48,-55,-70,-63,-61,-63,-78,-69,-58,-78,-71,-75,12
-46,-41,-39,-38,-49,-56,-59,-57,-36,-49,-48,-56,-70,-65,-56,-64,-81,-70,-60,-80,-71,-75,12
-46,-43,-38,-38,-49,-53,-59,-50,-35,-49,-48,-56,-69,-63,-61,-63,-81,-70,-58,-80,-71,-69,12
-46,-43,-77,-38,-49,-55,-60,-51,-35,-48,-48,-56,-71,-67,-60,-64,NaN,NaN,-58,NaN,-71,-69,12
-46,-43,-38,-38,-49,-56,-60,-50,-35,-48,-48,-55,-70,-67,-60,-63,NaN,-69,-65,-79,NaN,NaN,12
-46,-43,-38,-39,-49,-55,-60,-50,-35,-49,-48,-55,-69,-65,-60,-63,-81,-69,-65,-77,NaN,NaN,12
-46,-46,-38,-40,-49,-54,-58,-51,-35,-48,-49,-56,-72,-67,-60,-62,-81,-69,-65,-77,NaN,NaN,12
-45,-41,-38,-40,-49,-55,-61,-57,-35,-47,-48,-55,-70,-65,-59,-63,NaN,-69,-64,-80,NaN,-86,12
-45,-45,-39,-38,-50,-57,-58,-50,-36,-49,-48,-55,-70,-68,-61,-62,-81,-69,-62,-80,NaN,-86,12
-46,-43,-38,-38,-50,-56,-58,-51,-35,-48,-48,-56,-69,-65,-60,-64,-81,-70,-64,-80,-80,NaN,12
-46,-42,-38,-38,-49,-55,-59,-52,-35,-49,-48,-55,-69,-65,-60,-62,-86,-69,-57,-80,-80,NaN,12
-45,-43,-39,-43,-49,-56,-60,-52,-35,-45,-48,-56,-69,-67,-60,-62,-86,-69,-65,NaN,NaN,NaN,12
-45,-42,-39,-38,-49,-55,-60,-51,-35,-47,-48,-55,-69,-63,-63,-63,NaN,NaN,-55,-81,-71,NaN,12
-45,-41,-38,-38,-50,-54,-58,-51,-35,-49,-48,-55,-69,-64,-62,-61,NaN,-69,-59,-81,-71,NaN,12
-45,-48,-38,-39,-49,-54,-58,-51,-35,-46,-48,-56,NaN,-67,-61,-63,NaN,-70,-60,NaN,NaN,NaN,12
-46,-45,-38,-38,-47,-55,-59,-52,-35,-49,-48,-55,-61,-64,-61,-64,NaN,-70,-60,NaN,NaN,NaN,12
-45,-48,-38,-38,-49,-54,-53,-51,-35,-47,-48,-55,-69,-70,-60,-63,NaN,-70,-70,NaN,NaN,NaN,12
-45,-42,-39,-68,-48,-56,-59,-51,-35,-49,-49,-55,-71,-65,-64,-64,NaN,NaN,-62,NaN,NaN,-72,12
-45,-43,-38,-39,-49,-55,-58,-52,-35,-49,-48,-54,-70,-67,-60,-65,NaN,NaN,-65,-82,NaN,-72,12
-45,-43,-43,-85,-48,-54,-61,-52,-35,-48,-48,-56,-69,-68,-60,-62,NaN,NaN,-63,-77,NaN,-71,12
-45,-41,-38,-38,-49,-55,-58,-46,-35,-48,-48,-56,-71,-64,-61,-65,NaN,NaN,-70,-77,NaN,-72,12
-45,-43,-38,-79,-52,-55,-58,-51,-36,-48,-48,-55,-70,-63,-61,-66,NaN,-84,-70,-78,NaN,-72,12
-46,-42,-38,-38,-49,-56,-59,-51,-35,-48,-48,-55,-70,-64,-62,-64,NaN,-70,-60,-78,NaN,NaN,12
-46,-43,-38,-38,-49,-56,-59,-51,-31,-47,-48,-56,NaN,-58,-62,-63,-80,-60,-60,-79,NaN,NaN,12
-46,-42,-38,-38,-49,-54,-59,-52,-35,-49,-48,-56,-70,-67,-62,-63,-80,-60,-60,-79,NaN,NaN,12
-45,-43,-39,-38,-49,-51,-57,-52,-35,-49,-48,-55,-70,-67,-62,-63,NaN,-69,-60,NaN,NaN,NaN,12
-45,-49,-38,-38,-48,-55,-59,-52,-34,-49,-48,-56,-69,-60,-57,-64,-82,-70,-57,-79,-73,NaN,12
-45,-43,-38,-38,-50,-57,-58,-51,-35,-49,-48,-56,-70,-59,-57,-64,-81,-65,-65,-81,-73,NaN,12
-46,-42,-38,-38,-48,-56,-59,-51,-33,-48,-48,-56,-69,-59,-63,-64,-81,-65,-67,-80,NaN,NaN,12
-45,-41,-38,-38,-49,-54,-58,-51,-35,-48,-48,-55,-71,-64,-57,-60,NaN,-70,-65,-80,NaN,NaN,12
-45,-43,-42,-38,-49,-56,-58,-51,-34,-49,-48,-55,-71,-68,-61,-63,-81,-70,-65,NaN,NaN,NaN,12
-45,-49,-38,-38,-50,-55,-59,-51,-33,-47,-49,-56,-70,-68,-61,-63,-81,-70,-67,-75,NaN,NaN,12
-45,-49,-38,-37,-49,-55,-58,-52,-35,-48,-48,-56,-71,-64,NaN,-70,-82,-70,-61,-75,-73,-73,12
-45,-43,-38,-38,-50,-54,-60,-50,-35,-49,-48,-56,-71,-64,-63,-63,-82,NaN,-61,NaN,-73,-73,12
-45,-45,-38,-38,-50,-56,-63,-52,-33,-49,-48,-56,-71,-67,-64,-73,NaN,-69,-63,NaN,-72,NaN,12
-45,-43,-39,-39,-50,-57,-59,-52,-36,-47,-48,-56,-73,-64,-64,-62,NaN,-69,-63,NaN,-72,NaN,12
-45,-42,-39,-38,-50,-55,-58,-52,-33,-47,-48,-56,-70,-68,-58,-63,NaN,-65,NaN,NaN,NaN,-73,12
-45,-43,-39,-38,-50,-57,-58,-60,-34,-46,-48,-56,-70,-66,-62,-63,-80,-70,-63,-78,NaN,-73,12
-45,-42,-39,-38,-49,-56,-63,-51,-35,-48,-49,-55,NaN,-59,-62,-65,-80,-70,-58,-78,NaN,NaN,12
-45,-43,-71,-37,-63,-55,-60,-51,-35,-49,-48,-56,-71,-67,-63,-63,-82,-70,-62,NaN,NaN,NaN,12
-45,-43,-39,-38,-61,-56,-59,-51,-35,-47,-48,-56,-71,-65,-63,-62,-83,-71,-64,NaN,NaN,NaN,12
-45,-41,-39,-38,-51,-57,-59,-52,-35,-49,-48,-55,-71,-65,NaN,-64,-83,-70,-64,-78,NaN,NaN,12
-45,-42,-40,-40,-50,-56,-59,-52,-35,-48,-48,-56,NaN,-66,-62,-64,NaN,-70,NaN,-78,NaN,NaN,12
-45,-41,-40,-38,-49,-56,-61,-53,-35,-48,-48,-55,-70,-68,-62,-65,NaN,-70,-73,NaN,NaN,-72,12
-45,-44,-42,-38,-49,-57,-58,-52,-35,-47,-48,-56,-71,-60,-62,-65,-84,-69,-73,NaN,NaN,-80,12
-45,-42,-38,-38,-49,-56,-58,-50,-35,-48,-48,-56,-69,-67,-59,-63,-84,-70,-68,-78,NaN,-82,12
-46,-42,-38,-40,-50,-56,-59,-51,-33,-49,-48,-56,-70,-65,-62,-63,NaN,-70,-75,-78,NaN,-82,12
-45,-49,-38,-39,-49,-56,-59,-51,-35,-48,-48,-55,-70,-65,-58,-65,NaN,-70,-75,NaN,NaN,NaN,12
-45,-42,-39,-38,-49,-56,-59,-51,-35,-48,-48,-56,-71,-67,-58,-63,NaN,-70,-65,-82,NaN,NaN,12
-45,-43,-38,-38,-50,-56,-57,-53,-35,-49,-51,-56,-70,-66,-61,-62,NaN,-70,-59,-82,NaN,NaN,12
-45,-42,-39,-39,-51,-56,-59,-50,-34,-48,-49,-55,-70,-58,-57,-65,NaN,-69,-69,NaN,NaN,NaN,12
-45,-43,-39,-38,-63,-56,-59,-50,-35,-48,-48,-56,-69,-66,-62,-64,NaN,-69,-63,NaN,NaN,NaN,12
-45,-43,-38,-39,-50,-57,-57,-50,-35,-49,-48,-55,-69,-60,-62,-63,-82,-69,-63,-81,NaN,NaN,12
-45,-45,-40,-36,-50,-56,-59,-51,-35,-47,-48,-56,-70,-60,NaN,-63,-79,-69,NaN,-81,NaN,NaN,12
-45,-48,-38,-38,-48,-55,-59,-51,-36,-49,-48,-56,-70,-66,NaN,-64,-79,-72,-64,NaN,NaN,-70,12
-45,-42,-38,-39,-49,-58,-59,-50,-35,-48,-49,-56,-59,-63,-61,-63,-77,-62,-63,NaN,NaN,-70,12
-45,-40,-38,-38,-51,-56,-57,-50,-36,-48,-48,-57,-59,-66,-63,-64,-83,-70,-63,NaN,NaN,NaN,12
-46,-43,-38,-77,-47,-57,-60,-52,-35,-49,-49,-56,NaN,-65,-64,-64,-84,-63,-64,NaN,NaN,NaN,12
-45,-42,-38,-38,-50,-56,-57,-50,-35,-49,-49,-56,-70,-65,-64,-65,-84,-70,-60,NaN,NaN,NaN,12
-45,-43,-39,-40,-50,-55,-57,-52,-39,-47,-49,-60,-69,-68,-62,-64,NaN,-70,-61,NaN,NaN,-65,12
-45,-43,-38,-38,-50,-55,-58,-52,-35,-48,-47,-56,-69,-63,-63,-63,NaN,-69,-63,-79,NaN,-65,12
-55,-50,-53,-33,-51,-52,-54,-47,-52,-49,-45,-57,-72,-64,-57,-63,NaN,-63,-55,-78,-70,NaN,13
-55,-50,-54,-37,-48,-55,-54,-55,-44,-54,-49,-59,-75,-69,-55,-59,NaN,-69,-58,NaN,-70,NaN,13
-54,-51,-46,-36,-47,-51,-53,-56,-43,-52,-50,-62,-74,-69,-55,-60,NaN,-69,-58,-75,NaN,NaN,13
-54,-49,-44,-37,-49,-50,-52,-54,-43,-54,-49,-57,-74,-63,-56,-58,NaN,NaN,-63,-75,NaN,NaN,13
-53,-49,-45,-37,-50,-50,-52,-54,-43,-53,-50,-56,NaN,-64,-53,-60,NaN,-69,-55,NaN,NaN,NaN,13
-53,-49,-44,-36,-49,-50,-53,-50,-43,-55,-49,-57,-74,-62,-55,-60,NaN,-69,-55,NaN,NaN,NaN,13
-53,-49,-44,-35,-47,-50,-54,-54,-44,-53,-50,-57,-75,-63,-55,-60,NaN,NaN,-54,-77,NaN,NaN,13
-53,-49,-46,-77,-47,-51,-53,-54,-44,-53,-49,-56,-74,-60,-55,-61,NaN,NaN,-55,-74,NaN,NaN,13
-53,-48,-46,-36,-51,-49,-53,-54,-44,-52,-49,-61,-73,-63,-56,-59,NaN,-74,-58,-74,NaN,NaN,13
-53,-48,-54,-36,-53,-50,-53,-53,-43,-53,-49,-56,-75,-62,-56,-60,NaN,-74,-57,-74,NaN,NaN,13
-53,-48,-47,-37,-48,-50,-54,-51,-42,-52,-49,-57,-75,-64,-55,-60,NaN,NaN,-60,-72,-79,NaN,13
-53,-48,-46,-37,-49,-50,-53,-52,-46,-51,-49,-62,-75,-59,-56,-60,NaN,-68,-58,-72,-79,NaN,13
-53,-48,-52,-34,-49,-48,-53,-46,-43,-56,-48,-58,-71,-62,-54,-58,-89,-66,-62,-79,NaN,NaN,13
-53,-51,-47,-75,-49,-50,-53,-54,-44,-51,-49,-57,-76,-68,-54,-60,-89,-66,-62,-75,NaN,-72,13
-54,-48,-46,-36,-50,-50,-53,-54,-43,-52,-49,-64,-74,-67,-56,-59,-85,NaN,-61,-76,-69,-72,13
-53,-49,-45,-36,-47,-54,-53,-54,-42,-54,-49,-61,-80,-69,-55,-59,-85,-69,-64,-74,-69,NaN,13
-54,-48,-46,-36,-48,-54,-53,-57,-42,-52,-48,-57,-78,-64,-57,-59,-85,-69,-64,-75,NaN,-76,13
-53,-50,-45,-36,-51,-50,-52,-55,-43,-51,-49,-56,-73,-61,-55,-59,-85,-69,-62,-75,-69,-70,13
-54,-48,-45,-36,-50,-51,-52,-55,-43,-53,-50,-60,-73,-63,-54,-58,NaN,-69,-62,-74,-70,-70,13
-53,-48,-45,-36,-51,-51,-53,-54,-45,-51,-49,-57,-74,-64,-54,-59,NaN,-69,-60,-73,-71,-86,13
-54,-47,-47,-36,-50,-54,-53,-54,-43,-51,-49,-60,-73,-65,-53,-58,NaN,-69,-59,-73,-71,-86,13
-53,-50,-48,-78,-52,-50,-53,-55,-46,-51,-49,-60,-73,-65,-53,-58,NaN,-68,-59,-74,NaN,NaN,13
-53,-52,-45,-35,-51,-51,-54,-55,-43,-54,-49,-56,-75,-63,-53,-59,NaN,-68,-60,-76,-71,-71,13
-53,-49,-45,-36,-51,-51,-52,-56,-43,-53,-50,-57,-76,-63,-53,-59,NaN,NaN,-60,-76,-71,-71,13
-53,-48,-46,-36,-56,-57,-53,-55,-43,-53,-49,-57,-76,NaN,-55,-58,NaN,NaN,-59,-76,NaN,NaN,13
-53,-48,-46,-34,-52,-52,-54,-55,-43,-53,-49,-66,-74,-62,-55,-58,NaN,NaN,-59,-76,NaN,NaN,13
-53,-53,-45,-36,-51,-58,-53,-56,-43,-51,-49,-56,-75,-60,NaN,-59,NaN,NaN,-62,NaN,-72,-72,13
-54,-48,-45,-37,-51,-51,-51,-55,-43,-54,-49,-57,-73,-65,NaN,-60,NaN,-70,-60,NaN,-72,-72,13
-54,-49,-74,-36,-51,-51,-54,-56,-43,-54,-48,-56,-73,-65,-58,-60,NaN,-70,-60,NaN,-72,-74,13
-54,-50,-45,-35,-51,-52,-53,-56,-43,-50,-49,-54,-73,-63,-54,-59,NaN,-67,-63,-78,-72,-74,13
-53,-48,-45,-36,-52,-54,-57,-55,-43,-52,-49,-56,-74,-60,-51,-59,NaN,-61,-56,-75,NaN,NaN,13
-53,-52,-45,-35,-51,-53,-54,-55,-43,-52,-49,-55,-73,-68,-56,-58,NaN,-69,-56,-75,-72,-72,13
-54,-49,-45,-36,-75,-54,-53,-55,-42,-53,-49,-57,-73,-67,-51,-58,NaN,-67,-61,-75,-70,-71,13
-54,-48,-45,-36,-49,-52,-60,-55,-42,-53,-49,-58,-73,-69,-51,-58,NaN,-68,-60,-75,-70,-71,13
-53,-49,-44,-36,-50,-51,-53,-55,-43,-54,-48,-57,-72,-68,-55,-59,NaN,-67,-62,-75,NaN,NaN,13
-54,-50,-44,-35,-53,-51,-53,-57,-75,-51,-49,-63,-72,-68,-55,-58,NaN,-67,-65,NaN,-73,-72,13
-54,-47,-44,-36,-53,-54,-54,-55,-42,-53,-49,-56,-74,-63,-54,-59,-85,-61,-63,NaN,-73,-72,13
-54,-49,-44,-36,-50,-51,-53,-55,-43,-54,-49,-56,-74,-69,-54,-59,-74,-69,-63,-75,NaN,NaN,13
-53,-49,-45,-36,-52,-54,-55,-53,-40,-52,-49,-60,-75,-64,-55,-59,-85,-68,-60,-74,-72,-72,13
-53,-48,-45,-37,-51,-52,-54,-54,-44,-52,-49,-56,-71,-66,-54,-59,-85,-68,-61,-74,-68,-72,13
-53,-49,-45,-35,-52,-52,-54,-57,-43,-53,-49,-57,-74,-61,-54,-58,-85,-68,-60,NaN,-68,NaN,13
-54,-48,-44,-36,-52,-52,-62,-55,-43,-53,-49,-58,-74,-68,-55,-59,-85,-68,-60,NaN,NaN,NaN,13
-54,-51,-44,-36,-48,-52,-53,-55,-43,-52,-49,-57,-75,-64,-55,-59,NaN,-70,-62,-74,NaN,NaN,13
-53,-49,-45,-35,-52,-51,-53,-79,-43,-52,-48,-56,-74,-63,-54,-59,NaN,-69,-60,-74,NaN,NaN,13
-54,-50,-44,-37,-50,-52,-63,-54,-43,-54,-49,-57,-73,-62,-55,-61,NaN,-69,-57,-74,-72,NaN,13
-54,-54,-44,-37,-51,-51,-53,-55,-43,-50,-49,-56,-73,-62,-57,-59,-84,-70,-61,-75,-72,NaN,13
-54,-49,-45,-37,-48,-52,-54,-54,-44,-52,-49,-57,-73,-63,-55,-60,-84,-69,-57,-75,NaN,NaN,13
-54,-50,-44,-38,-51,-52,-54,-55,-42,-54,-49,-60,-74,-62,-55,-59,-85,-69,-56,-73,NaN,NaN,13
-54,-53,-45,-36,-53,-53,-54,-55,-44,-53,-49,-62,-74,-69,-55,-59,-86,-69,-57,-74,NaN,NaN,13
-54,-47,-46,-37,-51,-52,-53,-57,-42,-53,-48,-62,-73,-71,-55,-59,-86,-68,-57,-74,NaN,NaN,13
-54,-48,-49,-37,-51,-52,-57,-55,-43,-54,-49,-54,-73,-72,-55,-59,NaN,-68,NaN,-77,NaN,NaN,13
-54,-47,-45,-35,-75,-55,-53,-55,-44,-53,-49,-57,-74,-68,-53,-58,NaN,-69,-55,-77,NaN,NaN,13
-54,-50,-45,-36,-50,-55,-53,-56,-43,-53,-49,-55,-75,-68,-53,-59,NaN,-69,-57,-77,NaN,NaN,13
-54,-50,-45,-36,-50,-54,-53,-55,-39,-54,-49,-57,-72,-62,-55,-59,NaN,-73,-57,-76,-82,-76,13
-54,-48,-46,-36,-50,-54,-54,-57,-43,-54,-48,-57,-73,-68,-55,-59,NaN,-73,-58,-75,-73,-76,13
-53,-48,-46,-42,-50,-51,-52,-55,-43,-52,-48,-57,-74,-67,-55,-60,NaN,-66,-62,-75,-73,-76,13
-54,-50,-43,-35,-50,-53,-54,-54,-48,-53,-48,-60,-73,-68,-55,-58,NaN,-66,-57,-76,NaN,NaN,13
-54,-50,-44,-36,-58,-53,-54,-50,-44,-54,-49,-62,-73,-66,-55,-59,NaN,-67,-60,-78,NaN,NaN,13
-54,-48,-45,-37,-49,-53,-54,-51,-43,-51,-49,-56,-73,-64,-55,-59,NaN,-68,-60,-78,NaN,NaN,13
-54,-48,-45,-36,-52,-54,-54,-56,-42,-51,-49,-56,-74,-70,-59,-59,NaN,-69,-60,NaN,NaN,NaN,13
-54,-51,-45,-36,-78,-54,-54,-57,-42,-52,-49,-65,-71,-63,-55,-59,NaN,-69,-61,NaN,-65,NaN,13
-54,-48,-43,-37,-51,-52,-54,-54,-43,-54,-48,-56,-71,-63,-56,-58,NaN,-69,-60,NaN,-65,NaN,13
-54,-48,-45,-37,-50,-54,-53,-54,-43,-54,-49,-55,-75,-61,-55,-60,NaN,-68,-60,NaN,NaN,NaN,13
-54,-48,-45,-36,-50,-51,-53,-54,-43,-49,-49,-72,-73,-63,-55,-58,-85,-68,NaN,NaN,-75,NaN,13
-54,-48,-44,-37,-51,-53,-53,-54,-44,-54,-49,-56,-73,-63,-56,-58,-85,-69,-60,NaN,-75,NaN,13
-54,-48,-45,-36,-50,-51,-52,-54,-43,-54,-48,-60,-74,-63,-56,-58,NaN,-69,-61,-79,NaN,NaN,13
-54,-49,-45,-36,-49,-53,-52,-54,-43,-50,-48,-56,-74,-68,-55,-59,NaN,-65,-62,-79,NaN,NaN,13
-54,-48,-72,-36,-52,-51,-53,-55,-43,-54,-49,-57,-72,-69,-55,-59,NaN,-68,-61,NaN,NaN,-67,13
-54,-52,-45,-37,-50,-51,-53,-54,-43,-54,-48,-57,-74,-67,-56,-59,NaN,-69,-60,-76,-73,-73,13
-54,-48,-45,-37,-51,-52,-52,-54,-43,-52,-49,-57,-73,-63,-55,-59,NaN,-68,-61,-76,-73,-73,13
-54,-48,-45,-36,-52,-52,-53,-54,-43,-51,-49,-55,-72,-63,-58,-59,-87,-68,-61,-78,-73,NaN,13
-54,-47,-45,-36,-51,-51,-54,-54,-42,-53,-49,-62,-74,-63,-57,-61,-81,-69,-60,-76,-73,NaN,13
-54,-49,-51,-39,-52,-55,-54,-50,-61,-50,-48,-55,-73,-63,-55,-59,-81,-68,-64,-76,NaN,-73,13
-53,-49,-43,-36,-51,-53,-62,-50,-46,-52,-49,-60,-73,-68,-55,-61,NaN,-68,-64,-76,-71,-71,13
-53,-46,-43,-36,-51,-53,-52,-52,-43,-50,-48,-58,-73,-61,NaN,-58,NaN,NaN,-64,-76,-71,-71,13
-53,-48,-43,-37,-47,-55,-54,-46,-43,-53,-48,-59,-73,-69,-57,-59,-85,-65,-63,NaN,NaN,NaN,13
-54,-48,-56,-37,-50,-55,-53,-54,-43,-56,-50,-57,-73,-63,-56,-59,-85,-65,-63,NaN,NaN,NaN,13
-53,-49,-44,-36,-51,-51,-54,-52,-42,-54,-49,-56,-70,-63,-56,-57,-87,-64,-58,-77,-86,NaN,13
-53,-46,-44,-35,-51,-51,-53,-52,-44,-51,-49,-56,-73,-68,-56,-59,-87,-69,-62,-75,-86,-72,13
-54,-49,-76,-35,-51,-52,-54,-54,-43,-50,-49,-56,-73,-61,-55,-58,-85,-69,-64,-77,NaN,-72,13
-66,-53,-49,-39,-50,-56,-52,-55,-50,-58,-55,-65,-64,-54,-54,-58,-85,-60,-64,-71,-70,-72,14
-67,-47,-42,-36,-56,-48,-52,-47,-49,-56,-53,-58,-64,-55,-56,-56,-71,-62,-53,-73,-71,-71,14
-67,-47,-42,-36,-56,-48,-54,-46,-48,-57,-54,-57,NaN,-56,-58,-60,-71,-62,-49,-73,-70,-72,14
-68,-51,-45,-36,-56,-48,-54,-47,-49,-57,-55,-58,-63,-55,-58,-61,NaN,-57,-53,-74,-70,-72,14
-67,-47,-45,-35,-55,-46,-54,-47,-48,-54,-54,-58,-61,-56,-58,-61,NaN,-63,-54,-74,-70,-74,14
-67,-47,-45,-35,-52,-48,-57,-46,-49,-56,-55,-57,-61,-56,-66,-63,NaN,-61,-54,NaN,-70,-74,14
-67,-47,-45,-36,-55,-48,-54,-46,-49,-54,-55,-57,NaN,-58,-56,-59,NaN,-58,-50,NaN,NaN,NaN,14
-67,-50,-44,-62,-54,-48,-55,-47,-47,-54,-54,-57,NaN,-55,-58,-60,NaN,-62,-50,NaN,NaN,NaN,14
-68,-54,-46,-35,-54,-49,-54,-47,-73,-54,-55,-58,NaN,-56,-58,-60,-84,-70,-50,NaN,-70,-71,14
-67,-47,-46,-36,NaN,-50,-54,-48,-49,-54,-55,-58,-63,-58,-61,-62,-84,-70,-50,-75,-70,-71,14
-66,-47,-44,-36,-62,-49,-55,-47,-50,-56,-54,-62,-62,-55,-60,-60,NaN,-60,-54,-75,NaN,NaN,14
-67,-47,-44,-33,-55,-54,-55,-47,-50,-57,-54,-56,-62,-55,-60,-56,-77,-62,-54,NaN,-71,NaN,14
-68,-49,-47,-36,-54,-48,-73,-47,-49,-57,-55,-58,-66,-54,-60,-60,-85,-61,-52,NaN,-71,NaN,14
-68,-48,-44,-36,-56,-49,-73,-47,-49,-57,-55,-57,-64,-58,-60,-60,-85,-62,-54,NaN,-71,NaN,14
-67,-48,-46,-36,-56,-48,-54,-47,-49,-55,-55,-58,-64,-55,-59,-59,NaN,-63,-51,NaN,NaN,-70,14
-66,-48,-46,-36,-72,-48,-55,-48,-50,-54,-56,-57,NaN,-56,-58,-59,-83,-62,-51,-72,NaN,-72,14
-67,-50,-44,-35,-54,-48,-54,-47,-49,-51,-54,-56,NaN,-56,-61,-59,-83,-59,-54,-72,NaN,-72,14
-66,-50,-47,-36,-50,-49,-54,-48,-49,-55,-54,-55,NaN,-63,-59,-60,NaN,-62,-54,-74,NaN,NaN,14
-67,-53,-44,-37,-59,-49,-55,-47,-47,-60,-57,-58,-65,-59,-59,-59,-84,-62,-59,-74,-70,-71,14
-68,-50,-43,-36,-53,-49,-54,-47,-48,-55,-55,-58,-65,-56,-60,-57,-84,-63,-56,NaN,-70,-71,14
-67,-49,-46,-36,-70,-48,-55,-48,-49,-59,-55,-58,-65,-56,-60,-60,NaN,-73,-53,NaN,NaN,NaN,14
-68,-51,-45,-35,-55,-49,-54,-47,-50,-57,-55,-58,-63,-62,-61,-55,NaN,-62,-55,-75,NaN,NaN,14
-68,-51,-45,-36,-49,-49,-54,-49,-49,-57,-55,-58,-63,-56,-63,-59,NaN,-58,-54,-75,-72,-71,14
-67,-49,-42,-36,-49,-49,-55,-48,-49,-56,-54,-57,-63,-55,-57,-60,NaN,-61,-47,-73,-72,-71,14
-67,-49,-45,-37,-53,-48,-55,-48,-49,-55,-55,-57,-63,-56,-65,-61,-83,-61,-54,-72,NaN,NaN,14
-67,-49,-41,-36,-54,-49,-54,-47,-50,-56,-54,-55,NaN,-61,-60,-60,-83,-61,-53,-71,-71,-71,14
-67,-49,-45,-36,-55,-48,-55,-48,-50,-53,-55,-57,NaN,-57,-57,-60,-87,-61,-53,-71,-70,-71,14
-67,-51,-46,-36,-55,-48,-55,-47,-50,-57,-54,-58,NaN,-59,-57,-60,-87,-62,-54,-76,-70,-71,14
-67,-50,-46,-35,-55,-49,-53,-47,-48,-55,-54,-55,NaN,-57,-58,-59,NaN,-62,-56,-76,-70,-64,14
-67,-51,-45,-35,-56,-49,-55,-47,-50,-58,-55,-58,-63,-55,-55,-61,-73,-62,-51,-73,-71,-87,14
-67,-48,-44,-35,-56,-48,-56,-45,-50,-51,-54,-59,-64,-55,-57,-60,-86,-62,-50,-75,-71,-87,14
-66,-53,-46,-36,-53,-48,-53,-48,-50,-59,-54,-58,-63,-56,-57,-60,-86,-61,-48,-75,NaN,NaN,14
-66,-48,-45,-36,-56,-48,-53,-48,-47,-59,-55,-58,-63,-62,-58,-57,NaN,-63,-51,NaN,NaN,-71,14
-66,-48,-47,-36,-56,-53,-55,-46,-47,-54,-54,-58,-63,-60,-54,-63,-90,-60,-48,NaN,NaN,-71,14
-66,-48,-45,-35,-56,-48,-55,-48,-49,-56,-54,-57,-64,-55,-58,-54,-90,-62,-51,-70,-73,NaN,14
-67,-48,-46,-35,-57,-49,-54,-49,-49,-58,-54,-57,-64,-54,-58,-59,NaN,-62,-47,-76,-73,NaN,14
-67,-48,-45,-36,-55,-50,-55,-48,-60,-59,-54,-57,-63,-61,-60,-60,-75,-71,-52,-76,NaN,NaN,14
-67,-51,-46,-35,-57,-49,-54,-49,-49,-57,-54,-58,-63,-61,-58,-58,-75,-71,-49,NaN,NaN,NaN,14
-67,-51,-48,-36,-56,-48,-55,-57,-47,-59,-54,-57,-63,-61,-63,-55,NaN,-58,-52,NaN,NaN,NaN,14
-67,-48,-45,-36,-54,-53,-55,-48,-48,-58,-54,-57,-62,-56,-59,-61,NaN,-62,-54,-75,NaN,NaN,14
-67,-49,-48,-35,-56,-49,-54,-47,-48,-54,-54,-58,-63,-56,-64,-59,-83,-61,-53,-74,NaN,-71,14
-68,-49,-48,-35,-55,-50,-60,-47,-49,-57,-55,-56,-63,-62,-61,-62,-87,-62,-54,-76,NaN,-71,14
-68,-52,-47,-35,-63,-50,-54,-47,-50,-50,-55,-57,-62,-61,-69,-58,-87,-61,-54,-76,NaN,NaN,14
-68,-52,-48,-37,-57,-54,-54,-48,-49,-55,-54,-58,-62,-57,-56,-60,NaN,-61,-52,-76,NaN,NaN,14
-68,-49,-48,-75,-58,-48,-55,-47,-47,-57,-55,-57,-64,-65,-65,-59,NaN,NaN,-51,-73,NaN,NaN,14
-68,-49,-45,-36,-58,-49,-55,-45,-71,-53,-55,-58,-64,-57,-55,-56,NaN,-62,-52,-72,NaN,NaN,14
-68,-49,-47,-36,-56,-53,-57,-46,-49,-56,-52,-57,-62,-56,-61,-59,NaN,-58,-50,-72,NaN,-71,14
-67,-49,-46,-75,-57,-49,-54,-47,-50,-56,-55,-56,-62,-56,-59,-59,-73,-62,-52,-69,NaN,-71,14
