06:18:d6:c2:98:24(inonet),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),4c:5e:0c:71:aa:15(RFKON2014-Mesh),18:28:61:1c:0b:69(EVOSOFT),dc:02:8e:c2:23:52(ILKSEM),e8:37:7a:6c:7f:55(PYR),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),00:26:5a:52:0b:8c(RFKON_115),18:28:61:13:0d:9d(EROGLU),REF_POINT
-66,-74,-63,-75,-53,-51,-33,-57,-59,-39,-46,-71,-69,-68,-90,NaN,-90,-78,-80,NaN,5
-67,-75,-63,-76,-59,-50,-33,-56,-60,-40,-45,-72,-56,-67,-90,NaN,-90,-78,-80,NaN,5
-67,-75,-64,-75,-63,-51,-32,-56,-60,-39,-46,-70,-69,-67,-90,NaN,NaN,-79,-75,NaN,5
-68,-78,-63,-75,-74,-51,-33,-57,-59,-40,-46,-69,-56,NaN,NaN,NaN,-74,-79,-75,NaN,5
-67,-74,-68,-72,-53,-50,-33,-56,-59,-41,-46,-69,-68,-67,-88,NaN,-77,NaN,-80,NaN,5
-67,-77,-68,-75,-53,-49,-32,-58,-63,-75,-46,-71,-56,-67,-88,NaN,-77,NaN,-80,NaN,5
-67,-74,-63,-75,-63,-50,-33,-58,-61,-40,-46,-75,-56,-67,NaN,NaN,-72,NaN,-79,NaN,5
-66,-73,-59,NaN,-63,-51,-33,-58,-63,-39,-46,-70,-56,-67,NaN,NaN,-72,NaN,-80,NaN,5
-67,-74,-63,-76,-63,-49,-33,-56,-61,-41,-47,-70,-56,-67,NaN,NaN,-83,-77,-79,NaN,5
-67,-74,-63,-75,-53,-50,-33,-57,-63,-40,-48,-69,-56,-67,-89,NaN,-83,-77,-76,NaN,5
-68,NaN,-63,-77,-51,-53,-33,-56,-60,-40,-46,-71,-57,-68,-89,NaN,-81,-77,-76,NaN,5
-67,-88,-63,-76,-60,-49,-33,-56,-65,-39,-48,-71,-56,-67,-88,NaN,-81,-77,-76,NaN,5
-67,-86,-62,-76,-54,-49,-33,-87,-65,-40,-48,-72,-57,-67,-87,NaN,-81,-76,-76,NaN,5
-67,-86,-63,-75,-55,-49,-33,-87,-63,-41,-46,-73,-55,-68,-88,NaN,-81,-64,-76,NaN,5
-67,-71,-63,-79,-54,-49,-33,-58,-63,-39,-48,-70,-55,-67,-90,NaN,NaN,-64,-79,NaN,5
-66,-73,-63,-76,-54,-50,-33,-57,-59,-39,-48,-72,-55,-67,-90,NaN,NaN,NaN,-79,NaN,5
-67,-73,-59,-76,-53,-49,-33,-57,-64,-41,-48,-70,-57,-67,-90,NaN,NaN,-76,NaN,NaN,5
-67,-74,-63,-76,-70,-50,-33,-58,-68,-39,-48,-70,-56,-67,-89,NaN,NaN,-77,-79,NaN,5
-68,-74,-63,-75,-51,-49,-33,-57,-65,-40,-46,-72,-57,-67,-89,NaN,-81,-77,-79,-90,5
-67,-74,-63,-75,-54,-49,-33,-57,-64,-39,-48,-72,-56,-67,-89,NaN,-81,-77,-79,-90,5
-67,-74,-63,-77,-64,-49,-33,-58,-60,-39,-48,-71,-55,-68,-88,NaN,NaN,-78,-69,NaN,5
-68,-73,-63,-91,-54,-49,-34,-56,-60,-40,-48,-71,-55,-67,-89,NaN,-81,-78,-79,-90,5
-68,-73,-63,-76,-53,-48,-33,-55,-60,-39,-48,-71,-56,-70,-87,NaN,-81,-77,-79,-90,5
-68,-74,-64,-76,-60,-49,-32,-57,-67,-39,-46,-71,-56,-67,-87,NaN,-80,-77,-68,NaN,5
-68,-74,-63,-76,-64,-48,-33,-57,-60,-39,-48,-71,-56,-67,-90,-87,-81,-77,-80,NaN,5
-68,-74,-63,-76,-53,-89,-33,-57,-60,-40,-48,-69,-56,-67,-90,-87,-81,-77,-80,NaN,5
-68,NaN,-63,-75,-62,-48,-32,-58,-59,-39,-48,-61,-57,-67,-87,NaN,NaN,NaN,-80,NaN,5
-67,NaN,-68,-75,-62,-48,-31,-57,-60,-38,-48,-70,-56,NaN,-87,NaN,NaN,NaN,NaN,NaN,5
-68,NaN,-64,NaN,NaN,-49,-33,-57,-60,-41,-48,-70,-57,-67,-88,NaN,NaN,NaN,NaN,NaN,5
-68,NaN,-68,NaN,-64,-47,-33,-57,NaN,-41,-48,-70,-56,-67,-88,NaN,NaN,-79,-81,NaN,5
-68,-74,-64,-89,-55,-49,-32,-56,-67,-39,-48,-70,-56,-67,-87,NaN,NaN,-84,-68,NaN,5
-67,-76,-68,-76,-63,-48,-33,-58,-60,-39,-48,NaN,-56,-67,-87,NaN,NaN,-84,-78,-88,5
-68,-74,-63,-76,-65,-47,-33,-57,-64,-41,-48,-69,-56,-67,-87,NaN,NaN,NaN,-80,-89,5
-68,-73,-63,-76,-54,-48,-33,-57,-59,-40,-46,-74,-56,-89,-89,NaN,NaN,NaN,-81,-89,5
-68,-74,-63,-76,-54,-53,-32,-56,-60,-40,-48,-69,-56,-67,-89,NaN,-74,-60,-81,NaN,5
-68,-75,-63,NaN,-66,-53,-33,-59,-59,-40,-48,-69,-55,-67,NaN,NaN,-74,-60,-80,-88,5
-68,-74,-63,NaN,-54,-48,-32,-57,-60,-40,-46,-68,-56,-67,NaN,NaN,NaN,NaN,-80,-88,5
-68,-74,NaN,-76,-65,-48,-32,-58,-59,-40,-48,-70,-56,NaN,NaN,NaN,-84,NaN,-78,NaN,5
-68,-75,-63,-77,-65,-48,-33,-57,-58,-38,-46,-69,-56,-67,NaN,NaN,-84,NaN,-78,NaN,5
-67,-74,-63,-77,-65,-48,-33,-57,-60,-39,-48,-69,-55,-68,-89,NaN,NaN,-77,-79,NaN,5
-67,-75,-64,NaN,-68,-48,-33,-60,-60,-39,-46,NaN,-56,-68,-90,-91,NaN,-77,-79,-91,5
-67,-75,-64,NaN,-67,-48,-33,-60,-59,-40,-48,-74,-55,-68,-90,-91,NaN,NaN,NaN,-91,5
-67,-74,-64,-78,-54,-49,-33,-57,-60,-39,-48,-69,-55,-67,-89,NaN,NaN,NaN,-74,NaN,5
-67,-73,-60,-78,-67,-48,-32,-59,-60,-41,-48,-70,-56,-66,-89,NaN,NaN,-77,-68,NaN,5
-67,-74,-60,-79,-67,-49,-91,-57,-59,-57,-48,-71,-55,-67,-89,NaN,NaN,-77,-80,NaN,5
-66,-88,-70,-64,-60,-47,-50,-56,-57,-33,-63,-68,-54,-69,-88,NaN,-75,-77,-84,NaN,6
-66,-88,-71,-64,-60,-48,-40,-55,-57,-30,-64,-69,-56,-68,-88,NaN,-76,-74,-84,-85,6
-65,NaN,-71,-66,-61,-45,-45,-56,-57,-30,-61,-71,-57,-66,NaN,NaN,-76,-76,-79,-87,6
-65,NaN,-74,-64,-61,-46,-43,-55,-56,-29,-65,-71,-56,-66,-88,NaN,NaN,-77,-79,-87,6
-66,NaN,-71,-60,-60,-46,-44,-55,-57,-29,-64,-61,-55,-66,-88,NaN,-74,-77,NaN,NaN,6
-65,NaN,-72,-65,-63,-46,-43,-55,-56,-29,-61,-70,-87,-66,-88,NaN,-78,-75,NaN,NaN,6
-65,-75,-70,-65,-63,-47,-42,-56,-58,-29,-62,-70,-64,-67,-87,NaN,-78,-76,NaN,NaN,6
-66,-75,-74,-65,-61,-44,-44,-55,-56,-30,-63,-69,-54,-67,-88,NaN,NaN,-76,NaN,NaN,6
-65,NaN,-70,-64,-61,-46,-43,-54,-57,-30,-63,-70,-54,-66,-88,NaN,NaN,-76,-86,NaN,6
-65,NaN,-73,-69,-66,-47,-43,-54,-56,-29,-58,-70,-54,-68,-87,NaN,-74,-73,-86,NaN,6
-65,-80,-73,-64,-58,-47,-42,-54,-57,-28,-61,NaN,-55,-68,-87,NaN,-73,-79,NaN,NaN,6
-66,-80,-71,-65,-59,-46,-43,-55,-56,-29,-60,-71,-54,-67,NaN,NaN,-83,-79,-90,-85,6
-66,NaN,-71,-65,-64,-47,-43,-55,-57,-29,-60,-69,-56,-87,NaN,NaN,-80,NaN,-90,-84,6
-66,NaN,NaN,-65,-60,-47,-42,-56,-56,-29,-60,-69,-55,-87,NaN,NaN,-80,NaN,-86,-84,6
-64,-81,-72,-66,-60,-47,-40,-55,-55,-29,-60,-70,-55,-67,-89,NaN,NaN,NaN,-88,NaN,6
-66,-81,-72,-65,NaN,-47,-41,-54,-55,-28,-61,-68,-53,-67,-87,NaN,-77,NaN,-86,NaN,6
-66,-83,NaN,-65,-63,-47,-40,-86,-55,-28,-58,-68,-54,-68,-87,-89,-77,NaN,-86,-85,6
-65,-83,-76,-65,-63,-47,-42,-55,-55,-29,-61,-70,-54,-67,-87,-89,-76,-77,-86,-85,6
-66,NaN,-72,-65,-59,-50,-42,-55,-56,-28,-61,-71,-54,-67,-89,NaN,-76,-76,-86,NaN,6
-66,-83,-72,-70,-60,-47,-41,-55,-57,-28,-63,-69,-55,-71,-87,NaN,-77,-76,NaN,NaN,6
-66,-83,-72,-66,-61,-47,-41,-55,-55,-29,-60,-69,-54,-71,-87,NaN,-77,-80,NaN,NaN,6
-65,NaN,-72,-65,-62,-47,-42,-56,-55,-27,-61,-68,-55,-67,-89,NaN,NaN,-80,-85,NaN,6
-65,NaN,-72,-65,-62,NaN,-43,-56,-56,-33,-61,-70,-55,-67,-89,NaN,-77,-77,-87,NaN,6
-65,-84,-73,-65,-56,-88,-43,-55,-55,-30,-60,-67,-55,-68,-87,NaN,-77,-77,-86,NaN,6
-65,-84,-73,-65,-60,-45,-42,-55,-55,-29,-58,-73,-56,-68,-87,NaN,NaN,NaN,-86,NaN,6
-65,NaN,-72,-65,-60,-48,-42,-56,-57,-30,-61,-73,-56,-68,NaN,NaN,NaN,-76,-85,NaN,6
-65,NaN,-70,-65,-61,-87,-42,-55,-56,-28,-60,-68,-58,-68,-88,NaN,-75,-76,-86,NaN,6
-66,-81,-73,-65,-60,-48,-43,-55,-56,-29,-61,-68,-55,-70,-88,NaN,-82,-75,-86,NaN,6
-65,-81,-73,-65,-65,-47,-42,-55,-54,-29,-61,-69,-54,-70,-87,NaN,-82,-75,-85,NaN,6
-65,NaN,-73,-65,-62,-48,-42,-55,-56,-29,-61,-69,-55,-63,-87,NaN,NaN,NaN,-85,NaN,6
-65,NaN,NaN,-65,-60,-47,-42,-55,-56,-29,-58,-60,-55,-69,NaN,-88,NaN,-78,NaN,NaN,6
-66,-83,-72,-65,-67,-47,-42,-55,-56,-29,-59,-68,-55,-68,NaN,-88,NaN,-75,-86,NaN,6
-66,-83,-73,-64,-59,-46,-42,-55,-58,-29,-61,-68,-55,-68,-88,NaN,NaN,-75,-86,NaN,6
-65,NaN,-73,-65,-63,-46,-43,-55,-56,-29,-60,-91,-55,-68,-89,NaN,-81,-75,NaN,NaN,6
-65,NaN,-88,-65,-60,-51,-43,-55,-57,-29,-60,-68,-55,-68,-89,-89,-81,-76,NaN,NaN,6
-65,-83,-74,-64,-58,-47,-43,-55,-56,-29,-60,-68,-55,-68,-87,-89,NaN,-77,NaN,NaN,6
-65,-75,-75,-65,-62,-47,-42,-55,-57,-28,-61,-70,-54,-67,-87,NaN,-81,-74,NaN,NaN,6
-64,-81,-72,-66,-62,-47,-42,-55,-57,-29,-63,-70,-55,-68,-89,NaN,-81,-77,-86,NaN,6
-64,-81,-73,-64,-57,-47,-43,-55,-57,-29,-59,-68,-55,-68,-89,NaN,NaN,-77,-86,-84,6
-65,NaN,-74,-65,-62,-47,-41,-55,-56,-29,-60,-67,-55,-68,-88,NaN,NaN,-76,-85,-84,6
-65,-81,-74,-65,-59,-47,-42,-55,-56,-29,-60,-69,-55,-68,-87,NaN,NaN,-78,-83,NaN,6
-66,-81,NaN,-65,-61,-47,-43,-55,-56,-29,-60,-68,-55,-68,-88,-87,NaN,-77,-86,NaN,6
-65,-81,-75,-65,-60,-47,-42,-55,-55,-29,-60,-67,-55,-68,-88,-87,-76,-77,-86,-85,6
-66,-81,-74,-65,-66,-47,-42,-55,-56,-29,-59,-66,-54,-68,-87,NaN,-76,-76,-86,-85,6
-65,NaN,-74,-66,-58,-47,-41,-55,-55,-29,-58,-66,-55,-67,-87,NaN,-81,-76,-86,NaN,6
-64,NaN,NaN,-65,-64,-47,-43,-56,-55,-29,-60,-69,-54,-68,-88,NaN,-81,-76,-86,-83,6
-65,-80,-72,-65,-60,-47,-41,-55,-56,-29,-60,-68,-55,-68,-88,NaN,NaN,-76,NaN,-83,6
-65,-80,-72,-65,-67,-47,-43,-55,-58,-30,-57,-68,-54,-68,NaN,NaN,NaN,-57,NaN,NaN,6
-65,NaN,-72,-65,-60,-47,-42,-55,-55,-29,-60,-68,-55,-68,-88,NaN,NaN,-57,-81,NaN,6
-65,NaN,-72,-65,-59,-46,-43,-57,-55,-29,-61,-69,-55,NaN,-89,NaN,-81,-76,-85,-85,6
-64,NaN,-71,-65,-61,-47,-42,-56,-55,-29,-60,-69,-56,NaN,-89,NaN,-81,-76,-85,-87,6
-64,-81,-71,-65,-66,-48,-42,-56,-55,-46,-58,-68,-54,-68,-89,NaN,NaN,-75,NaN,-87,6
-65,-79,-72,NaN,-61,-48,-41,-54,-57,-29,-60,-67,-56,-68,-88,NaN,NaN,-75,NaN,NaN,6
-64,-78,-71,-64,-63,-47,-42,-55,-55,-29,-62,-69,-55,-68,-88,NaN,-78,NaN,-86,NaN,6
-64,-80,-70,-64,-63,-49,-42,-55,-55,-29,-60,-68,-56,-68,NaN,NaN,-78,-76,-86,NaN,6
-64,-78,-71,NaN,-60,-48,-43,-55,-56,-28,-59,-68,-56,-67,-88,NaN,NaN,-75,-86,NaN,6
-65,-78,-73,-64,-60,-48,-43,-56,-55,-28,-60,-69,-55,-68,-88,NaN,NaN,-75,-86,NaN,6
-65,-79,-72,-65,-60,-48,-41,-55,-55,-28,-62,-69,-55,-68,-88,NaN,NaN,-76,-85,NaN,6
-64,-86,-73,-65,-60,-48,-41,-56,-56,-29,-62,-69,-55,-68,-88,NaN,NaN,-76,-86,NaN,6
-65,-79,-73,-65,-61,-48,-41,-56,-55,-29,-62,-67,-55,-68,-84,NaN,NaN,-57,-86,-86,6
-65,-82,-72,-65,-61,-47,-43,-55,-56,-28,-61,-68,-54,-68,-84,NaN,NaN,-76,-85,-85,6
-65,-82,-72,-65,-58,-47,-43,-56,-75,-29,-61,-69,-55,-68,NaN,NaN,NaN,-74,-86,-85,6
-65,-82,NaN,-65,-60,-46,-43,-56,-55,-29,-60,-68,-56,-67,NaN,-88,NaN,-76,-86,NaN,6
-64,-82,-75,-66,-60,-48,-42,-55,-57,-29,-60,-68,-55,-70,NaN,-88,-76,-76,NaN,NaN,6
-65,-84,-69,-64,-62,-50,-45,-54,-56,-88,-62,-68,-54,-67,NaN,NaN,-78,-74,NaN,NaN,6
-64,-81,-74,-64,-59,-45,-48,-57,-57,-29,-61,-68,-55,-66,-87,NaN,-78,-74,-88,NaN,6
-63,-79,-73,-63,-60,-89,-48,-56,-58,-33,-61,-70,-56,-68,-87,NaN,-84,-74,-87,-86,6
-63,-82,-77,-65,-60,-47,-47,-58,-59,-29,-60,-71,-53,-67,-89,NaN,-74,-76,-91,-86,6
-63,-81,-72,-68,-56,-45,-46,-54,-57,-29,-63,-72,-56,-67,-88,NaN,-74,-78,-91,NaN,6
-63,-81,-71,-63,-66,-46,-47,-56,-57,-30,-62,-63,-55,-67,-88,NaN,NaN,-76,NaN,NaN,6
-63,-78,-71,-63,-57,-49,-47,-56,-59,-30,-60,-71,-55,-68,NaN,NaN,NaN,-75,NaN,NaN,6
-63,-80,-71,-63,-57,-46,-46,-56,-57,-30,-60,-71,-57,-67,-88,NaN,NaN,-75,NaN,NaN,6
-63,-81,-71,-64,-60,-47,-47,-56,-57,-30,-61,-71,-55,-68,-86,NaN,-79,-76,NaN,NaN,6
-64,-81,-71,-63,-59,-49,-48,-55,-58,-31,-60,-71,-55,-68,-86,NaN,-78,-75,NaN,NaN,6
-63,-81,NaN,-63,-57,-49,-46,-55,-57,-30,-59,-71,-55,-68,NaN,NaN,-78,-75,NaN,NaN,6
-64,-79,-72,-63,-57,-47,-46,-58,-57,-29,-62,NaN,-56,-68,-88,NaN,NaN,-77,NaN,NaN,6
-63,-77,-72,-63,-66,-46,-46,-57,-59,-33,-59,-71,-56,-68,-88,NaN,NaN,-77,NaN,NaN,6
-63,-80,-70,-63,-61,-46,-46,-57,-57,-30,-61,-70,-55,-67,-86,NaN,NaN,NaN,NaN,NaN,6
-64,-78,-76,-64,-58,-47,-46,-56,-57,-30,-62,-71,-60,-67,-87,NaN,NaN,-75,NaN,NaN,6
-64,-78,-76,-64,-62,-47,-49,-57,-59,-29,-61,-69,-56,-69,-87,NaN,NaN,-76,NaN,NaN,6
-67,NaN,-62,-65,-61,-46,-45,-81,-69,-31,-53,-74,-51,-67,-89,-81,-71,-73,-81,NaN,7
-69,-66,-68,-66,-61,-47,-41,-49,-67,-32,-56,-73,-48,-66,-88,-81,-71,-75,-79,-84,7
-69,-66,-68,-70,-60,-48,-88,-48,-66,-32,-56,-72,-47,-66,-88,NaN,-69,-72,-79,-84,7
-70,-65,-67,-66,-55,-51,-42,-49,-64,-32,-56,-72,-47,-57,-88,NaN,-69,-74,-79,NaN,7
-68,-68,-60,-68,-58,-50,-42,-49,-60,-31,-55,-70,-47,-67,-88,NaN,NaN,-79,-80,NaN,7
-67,-67,-68,-64,-58,-47,-41,-49,-60,-31,-56,-68,-48,-68,-88,NaN,-73,-77,-79,NaN,7
-68,-68,-67,-65,-59,-48,-41,-49,-63,-32,-54,-72,-47,-65,-89,NaN,-77,-78,-80,NaN,7
-69,-62,-67,-65,-56,-48,-40,-49,-63,-32,-56,-73,-48,-67,-88,NaN,-77,-75,-79,NaN,7
-69,-71,-69,-66,-57,-52,-42,-49,-63,-31,-56,-73,-48,-62,-88,NaN,NaN,-74,-79,NaN,7
-69,-67,-66,-66,-57,-49,-42,-50,-64,-32,-57,-72,-48,-68,-89,NaN,NaN,-74,-81,NaN,7
-69,-65,-87,-66,-57,-48,-42,-50,-63,-32,-56,-72,-48,-66,-89,NaN,NaN,NaN,-81,NaN,7
-69,-66,-77,-67,NaN,-51,-42,-50,-63,-32,-56,-73,-47,-67,NaN,NaN,NaN,NaN,NaN,NaN,7
-68,-69,-62,-64,-56,-51,-42,-48,-63,-32,-56,-73,-48,-66,-91,NaN,NaN,NaN,NaN,NaN,7
-68,-69,-68,-68,-55,-48,-43,-49,-63,-32,-56,-77,-49,-56,-91,NaN,NaN,-74,-81,NaN,7
-68,NaN,-66,-66,-54,-52,-43,-54,-63,-31,-57,-77,-58,-68,NaN,NaN,-69,-74,-81,NaN,7
-68,NaN,-65,-65,-55,-49,-91,-49,-63,-31,-54,NaN,-47,-90,NaN,NaN,-69,NaN,-78,NaN,7
-68,-67,-65,-67,-55,-88,-42,-49,-63,-31,-53,-71,-49,-87,NaN,NaN,-76,NaN,-78,NaN,7
-68,-65,-69,-68,-57,-88,-42,-49,-63,-32,-57,-71,-47,-66,NaN,NaN,-76,NaN,-78,NaN,7
-69,-66,-64,-63,-59,-51,-40,-48,-86,-32,-54,-69,-47,-66,-88,NaN,NaN,-74,-78,NaN,7
-68,-68,-66,-66,-55,-51,-42,-50,-63,-32,-54,-71,-47,-67,-87,NaN,NaN,-74,-78,NaN,7
-68,-68,-65,-65,-57,-52,-42,-49,-64,-31,-54,-81,-47,-67,-87,NaN,NaN,-74,-78,NaN,7
-69,-68,-67,-66,-57,-49,-49,-49,-65,-32,-57,-73,-47,-67,NaN,NaN,-71,-74,-80,NaN,7
-69,-67,-67,-65,-59,-49,-42,-49,-64,-31,-56,-74,-47,-67,-87,NaN,-72,-73,-80,NaN,7
-69,-67,-66,-66,-56,-48,-42,-49,-89,-31,-52,-72,-46,-67,-89,NaN,-72,-74,NaN,NaN,7
-69,-67,-66,-66,-57,-48,-42,-50,-89,-32,-56,-72,-47,-67,-89,NaN,-81,-74,NaN,NaN,7
-69,-67,-67,-67,-56,-48,-42,-49,-79,-31,-54,-71,-56,-67,-88,NaN,-81,NaN,NaN,NaN,7
-69,-67,-67,-66,-56,-49,-43,-50,-64,-32,-56,-71,-47,-66,-88,NaN,-81,-72,NaN,NaN,7
-69,-66,-67,-66,-58,-49,-42,-49,-64,-32,-56,-73,-47,-68,NaN,-86,NaN,-73,NaN,NaN,7
-70,-69,-66,-66,-57,-48,-43,-49,-64,-31,-57,-73,-46,-68,-88,-85,-72,-73,-79,NaN,7
-70,-75,-67,-66,-55,-48,-42,-49,-64,-32,-54,-70,-47,-67,-88,-85,-72,-75,-79,NaN,7
-70,-68,-66,-65,-57,-48,-42,-49,-62,-31,-56,-74,-47,-67,-88,NaN,NaN,-73,-79,NaN,7
-70,-73,-67,-66,-58,-52,-42,-49,-63,-31,-56,-73,-47,-67,-88,NaN,-79,-73,NaN,NaN,7
-69,-66,-74,-66,-55,-48,-61,-49,-58,-31,-57,-71,-47,-64,NaN,NaN,-79,-74,NaN,NaN,7
-69,-68,-74,-66,-58,-48,-42,-50,-63,-31,-57,-70,-47,-64,-88,NaN,NaN,-74,NaN,NaN,7
-69,-68,NaN,-66,-56,-48,-42,-50,-64,-31,-54,-70,-47,-68,-88,NaN,NaN,NaN,NaN,NaN,7
-69,-67,-67,-66,-56,-48,-41,-50,-62,-32,-55,NaN,-42,-67,-87,NaN,-76,NaN,-79,NaN,7
-69,-68,-63,NaN,NaN,-50,-43,-50,-62,-31,-56,-76,-47,-66,-90,NaN,-71,NaN,-79,NaN,7
-69,-68,-64,-67,-54,-50,-42,-49,-63,-31,-55,-77,-48,-67,-90,NaN,-71,NaN,NaN,NaN,7
-69,-66,-64,-67,-58,-48,-41,-49,-63,-31,-54,-71,-48,-69,-90,NaN,NaN,NaN,NaN,NaN,7
-70,-68,NaN,-67,-55,-49,-42,-50,NaN,-31,-56,-75,-47,-67,-90,NaN,NaN,NaN,-77,NaN,7
-69,-66,-64,-67,-57,-48,-42,-49,-64,-32,-54,-73,-47,-66,-90,NaN,NaN,NaN,-78,-88,7
-69,-71,-66,-66,-57,-48,-42,-49,-64,-31,-56,-72,-48,-66,-90,NaN,NaN,-75,-78,-88,7
-69,-70,-65,-66,NaN,-48,-42,-50,-64,-32,-55,-74,-47,-66,NaN,NaN,-74,-78,-75,NaN,7
-70,-71,-63,-66,-57,-48,-42,-49,-64,-32,-56,-73,-47,-67,NaN,NaN,-67,-77,-77,-92,7
-69,-66,-64,-67,-58,-48,-42,-50,-64,-31,-56,-75,-47,-67,NaN,-84,-74,-77,-77,-92,7
-69,-66,-66,-66,-57,-48,-68,-49,-64,-32,-55,-72,-48,-65,NaN,-84,-74,-75,-79,NaN,7
-69,NaN,-65,-66,-56,-48,-42,-49,-63,-31,-56,-71,-47,-66,NaN,NaN,NaN,-74,-77,NaN,7
-69,NaN,-64,-66,-56,-49,-67,-87,-63,-32,-56,-72,-47,-66,NaN,NaN,-77,-74,-79,NaN,7
-69,-67,-65,-66,-59,-48,-42,-50,-64,-32,-56,-72,-46,-66,NaN,NaN,-77,-75,-80,NaN,7
-69,-67,-87,-66,-56,-49,-42,-49,-63,-32,-57,-70,-47,-66,NaN,NaN,NaN,-75,-80,NaN,7
-69,-75,-64,-66,-57,-49,-42,-50,-63,-32,-56,-69,-47,-67,-88,NaN,NaN,-75,-79,NaN,7
-69,-67,-64,-66,-57,-48,-42,-50,-63,-31,-56,-70,-55,-66,-88,NaN,-72,-74,-79,NaN,7
-69,-74,-66,-66,NaN,-48,-47,-49,-63,-76,-56,-69,-47,-64,-88,NaN,-67,-87,-79,NaN,7
-69,-65,-63,-66,-54,-52,-42,-49,-64,-32,-56,-69,-48,-67,-88,NaN,-77,-74,-78,NaN,7
-69,-68,-69,-72,-54,-48,-42,-50,-64,-32,-56,NaN,-47,-65,-87,NaN,-77,-74,-78,NaN,7
-69,-68,-90,-65,-54,-49,-42,-47,-64,-32,-56,-67,-46,-67,-87,NaN,-77,-74,-77,NaN,7
-69,-68,-90,-65,-57,-50,-41,-50,-64,-31,-56,-69,-47,-66,NaN,-88,-77,-63,-73,NaN,7
-70,NaN,-64,-67,-56,-50,-70,-49,-63,-31,-56,-72,-47,-66,-87,-88,-71,-63,-75,NaN,7
-70,-70,-64,-67,-56,-50,-41,-47,-63,-32,-54,-77,-47,-66,-87,NaN,-72,NaN,-75,NaN,7
-69,-77,-68,-67,NaN,-49,-42,-50,-60,-76,-53,-71,-47,-66,NaN,NaN,-77,-73,NaN,NaN,7
-69,-77,-73,-67,-57,-50,-49,-47,-63,-32,-56,-74,-47,-64,NaN,NaN,-77,-73,-80,NaN,7
-69,NaN,-73,-67,-57,-89,-41,-49,-63,-31,-56,-71,-48,-64,NaN,NaN,-73,-79,-76,NaN,7
-69,-76,-64,-66,-57,-89,-42,-49,-64,-31,-55,-73,-47,-66,NaN,NaN,-70,-75,-76,NaN,7
-69,-68,-63,-66,-57,NaN,-42,-49,-64,-31,-54,-74,-47,-66,NaN,NaN,-70,-73,-75,NaN,7
-69,-68,-85,-67,-56,-86,-42,-88,-64,-32,-56,-74,-47,-66,NaN,NaN,-69,-74,-74,NaN,7
-69,-70,-85,-67,-56,-49,-60,-52,-64,-31,-56,-72,-57,-67,NaN,NaN,-92,-74,-74,NaN,7
-69,-68,NaN,-66,-57,-48,-60,-49,-64,-31,-57,-73,-47,-67,-87,NaN,-92,-74,NaN,NaN,7
-68,-69,-65,-67,-56,-49,-42,-48,-64,-31,-56,-72,-47,-66,-87,NaN,-77,NaN,NaN,NaN,7
-68,-72,-63,-64,-56,-54,-42,-89,-64,-32,-54,-73,-47,-64,NaN,NaN,-68,-76,-78,NaN,7
-69,-70,-68,-68,-55,-51,-42,-50,-64,-31,-56,-70,-48,-66,-90,NaN,-68,-77,-73,NaN,7
-70,-70,-68,-65,-57,-51,-41,-54,-61,-36,-54,-70,-50,-66,-88,-83,-71,-73,-73,NaN,7
-68,-68,-63,-66,-56,-48,-44,-87,-65,-33,-56,-72,-48,-66,-88,-83,-69,-73,-76,NaN,7
-70,-68,-64,-66,-58,-47,-39,-48,-65,-32,-58,-72,-55,NaN,-88,-87,-69,NaN,-76,NaN,7
-71,-68,-64,-67,-58,-48,-43,-48,-66,-33,-55,NaN,-48,-66,-87,-87,-69,-74,NaN,NaN,7
-70,-88,-65,-67,-55,-48,-43,-49,-66,-33,-56,-66,-47,-83,-87,NaN,-69,-74,-77,NaN,7
-69,-68,-63,-67,-57,-48,-43,-86,-64,-32,-55,-76,-47,-64,-87,NaN,-71,-74,-77,NaN,7
-69,-68,-62,-67,-55,-49,-48,-49,-64,-33,-56,-73,-47,-67,-87,NaN,-71,-75,NaN,NaN,7
-69,-67,-75,-66,-56,-49,-43,-52,-65,-33,-56,-72,-48,-67,NaN,NaN,NaN,-74,-77,NaN,7
-70,-76,-62,-66,-57,-49,-43,-48,-65,-33,-54,-73,-47,-67,NaN,NaN,NaN,-74,-78,NaN,7
-70,-68,-63,-66,-55,-49,-43,-48,-65,-33,-56,-73,-47,-67,NaN,NaN,-71,-74,-77,NaN,7
-67,-75,-60,-54,-57,-50,-42,-51,-60,-34,-57,-76,-48,-71,-86,NaN,-71,-74,-75,NaN,8
-67,-68,-57,-55,-54,-47,-73,-91,-66,-73,-52,-64,-48,-71,-86,-80,-74,NaN,NaN,-81,8
