06:18:d6:c2:98:24(inonet),4c:5e:0c:71:a8:bf(RFKON2014-Mesh),d4:ca:6d:bc:1d:73(RFKON2014-Mesh),18:28:61:9e:ab:5c(MMD),04:18:d6:c1:98:24(inonet),4c:5e:0c:6f:20:b2(RFKON2014-Mesh),4c:5e:0c:70:52:5a(RFKON2014-Mesh),d4:ca:6d:c9:f1:c5(RFKON2014-Mesh),c0:4a:00:0f:03:51(BilTAY Teknoloji),4c:5e:0c:71:aa:15(RFKON2014-Mesh),18:28:61:1c:0b:69(EVOSOFT),dc:02:8e:c2:23:52(ILKSEM),e8:37:7a:6c:7f:55(PYR),4c:5e:0c:6f:20:fa(RFKON2014-Mesh),c4:6e:1f:58:40:d2(DLink_D01),18:28:61:58:78:6a(Dlink_DAP-1360),4c:5e:0c:23:44:33(RFKON2014-Mesh),e4:8d:8c:20:4d:c1(UPLAT),00:26:5a:52:0b:8c(RFKON_115),18:28:61:13:0d:9d(EROGLU),REF_POINT
-51,-53,-47,-49,-52,-52,NaN,-36,-69,-49,-65,-66,-48,-66,NaN,-79,-89,-48,-57,-72,18
-51,-52,-47,-49,-52,-53,-54,-36,-69,-48,-63,-65,-48,-60,-81,-69,-82,-49,-58,-72,18
-51,-52,-46,-49,-58,-52,-54,-36,-64,-47,-63,-65,-48,-82,-81,-70,-46,-49,-57,NaN,18
-51,-52,-45,-49,-53,-51,-54,-36,-67,-82,-64,-64,-47,-59,NaN,-72,-49,-48,-65,NaN,18
-52,-57,-46,-49,-53,-74,-54,-36,-69,-49,-65,-65,-48,-60,NaN,-72,-49,-62,-57,-71,18
-51,-52,-47,-49,-53,-55,-54,-36,-68,-47,-64,-66,-47,-61,NaN,NaN,NaN,-49,-57,-73,18
-51,-52,-84,-50,-59,-54,-53,-37,-63,-49,-69,-65,-53,-61,NaN,NaN,-83,-54,-57,-73,18
-52,-54,-48,-48,-54,-54,-55,-37,-68,-71,-65,-69,-48,-61,NaN,-70,-54,-49,-57,NaN,18
-52,-53,-47,-48,-58,-50,-59,-35,-75,-71,-65,-65,-47,-61,NaN,-72,-55,-48,-57,NaN,18
-51,-54,-45,-49,-53,-52,-51,-36,-66,-48,-63,-67,-47,-61,NaN,-71,-58,-49,-58,-72,18
-51,-52,-52,-49,-52,-56,-54,-36,-68,-48,-66,-65,-47,-60,NaN,-72,-54,-70,-57,-73,18
-51,-52,-47,-49,-54,-56,-83,-35,-68,-49,-64,-66,-48,-60,NaN,-73,-55,-48,-57,-73,18
-51,-52,-46,-48,-54,-70,-54,-36,-67,-48,-64,-64,-47,-62,NaN,-70,-87,-49,-57,NaN,18
-52,-48,-44,-48,NaN,-54,-57,-36,-66,-54,-67,-67,-48,-62,NaN,-70,-50,-51,-61,NaN,18
-52,-49,-45,-48,-54,-53,-66,-37,-64,-47,-65,-74,-51,-63,NaN,-71,-52,-50,-60,NaN,18
-52,-54,-45,-48,-57,-50,-66,-36,-64,-48,-64,-70,-48,-63,NaN,-71,-49,-49,-57,-71,18
-51,-52,-48,-48,-56,-52,-54,-36,-62,-49,-64,-64,-48,-63,NaN,-73,-48,-50,-58,-72,18
-51,-54,-48,-49,-56,-52,-58,-36,-62,-48,-65,-64,-46,-62,NaN,-73,-48,-48,-57,-72,18
-51,-53,-43,-47,-56,-52,-58,-34,-65,-50,-64,-64,-52,-62,NaN,-76,-55,-49,-56,-74,18
-51,-53,-43,-49,-58,-51,-53,-34,-65,-49,-64,-65,-47,-62,NaN,-72,-48,-49,-58,-74,18
-51,-53,-53,-48,-58,-54,-53,-36,-65,-48,-65,-65,-48,NaN,NaN,-70,-55,-49,-58,NaN,18
-51,-53,-46,-48,-57,-53,-53,-36,-59,-49,-64,-64,-47,-63,-83,-73,-50,-49,-57,-73,18
-51,-53,-47,-48,-51,-52,-59,-36,-64,-49,-65,-65,-47,-64,-83,-69,-54,-51,-57,-73,18
-51,-51,-47,-49,-57,-54,-58,-78,-64,-49,-63,-64,-48,-62,NaN,-69,-55,-49,-57,-72,18
-51,-52,-48,-49,-52,-54,-53,-36,-66,-49,-64,-64,-53,-60,NaN,-82,-48,-48,-57,-72,18
-51,-47,-47,-48,-52,-52,-53,-36,-66,-49,-64,-63,-47,-62,NaN,-72,-54,-49,-58,-72,18
-51,-47,-47,-49,-53,-52,-58,-36,-64,-49,-63,-64,-47,-60,NaN,-72,-50,-49,-57,-72,18
-51,-52,-48,-49,-53,-52,-53,-36,-67,-49,-65,-65,-48,-61,-81,-70,-49,-50,-57,NaN,18
-51,-51,-48,-48,-56,-53,-58,-37,-61,-50,-65,-65,-47,-61,-82,-70,-48,-48,-57,NaN,18
-51,-52,-53,-49,-53,-54,-54,-36,-61,-50,-65,-64,-54,-61,-82,-69,-49,-49,-57,NaN,18
-51,-52,-47,-48,-53,-61,-53,-82,NaN,-49,-65,-65,-54,-61,NaN,-69,-54,-50,-57,NaN,18
-51,-51,-48,-48,-52,-52,-54,-36,NaN,-48,-63,-64,-48,-61,NaN,-74,-54,-48,-56,NaN,18
-51,-52,-54,-48,-52,-53,-54,-36,NaN,-49,-65,-65,-48,-61,NaN,-74,-54,-48,-57,NaN,18
-69,-55,-33,-71,-73,-53,-57,-43,-75,-62,-76,-67,-64,-62,-86,-63,-50,-57,-45,-78,19
-69,-59,-31,-66,-64,-56,-65,-43,-74,-63,-81,-68,-59,-58,-84,-63,-44,-52,-45,-78,19
-70,-59,-31,-67,-63,-52,-65,-43,-73,-63,-85,-66,-61,-58,-85,-61,-48,-53,-45,-77,19
-69,-51,-31,-67,-65,-54,-59,-44,-71,-56,-84,-64,-62,-57,-85,-61,-49,-54,-45,-72,19
-68,-52,-34,-62,-64,-52,-59,-43,-70,-51,-84,-71,-62,-53,-83,NaN,-57,-53,-45,-73,19
-68,-49,-31,-70,-60,-52,-59,-44,-70,-53,-84,-65,-60,-55,-83,-66,-57,-54,-46,-73,19
-67,-51,-29,-70,-63,-52,-58,-43,-70,-57,-84,-64,-47,-58,NaN,-66,-47,-55,-45,NaN,19
-68,-51,-30,-66,-63,-54,-61,-43,-70,-54,-85,-67,-61,-58,NaN,-68,-49,-55,-45,-72,19
-68,-53,-31,-68,-68,-51,-58,-43,-71,-55,-85,-67,-59,-57,-83,-63,-46,-53,-46,-72,19
-68,-50,-31,-69,-68,-54,-58,-44,-70,-55,-85,-64,-61,-57,-83,-64,-46,-52,-46,NaN,19
-68,-84,-31,-69,-64,-55,-56,-43,-70,-59,NaN,-65,-59,-54,NaN,-64,-52,-53,-45,NaN,19
-68,-54,-30,-68,-63,-54,-58,-42,-70,-56,NaN,-63,-59,-54,-82,-64,-61,-52,-46,NaN,19
-68,-50,-30,-68,-63,-53,-57,-43,-71,-55,NaN,-63,-60,-56,-85,-65,-53,-52,-45,-78,19
-68,-50,-30,-69,-63,-55,-59,-42,-72,-54,-83,NaN,-61,-57,-85,-70,-52,-52,-45,-78,19
-68,-50,-30,-69,-65,-54,-59,-43,-71,-55,-83,-66,-61,-53,-83,-70,-63,-53,-45,NaN,19
-68,-51,-31,-69,-65,-53,NaN,-43,-70,-55,-84,-65,-61,-56,-83,-64,-54,-53,-45,NaN,19
-68,-50,-30,-69,-65,-54,-58,-43,-75,-55,-82,-63,-60,-56,NaN,-64,-54,-53,-45,NaN,19
-68,-50,-30,-70,-63,-58,-57,-43,-75,-56,-82,-86,-61,NaN,NaN,-64,-52,-52,-45,NaN,19
-68,-50,-30,-69,-64,-53,-57,-43,NaN,-56,-84,-66,-61,-66,-83,-63,-59,-53,-46,NaN,19
-68,-51,-30,-68,-65,-52,-58,-43,NaN,-56,-85,-66,-61,-56,-85,-63,-50,-53,-45,NaN,19
-68,-51,-31,-70,-62,-52,-59,-43,NaN,-55,-83,-66,-62,-56,-85,NaN,-49,-53,-46,NaN,19
-68,-51,-30,-70,-67,-53,-59,-76,-71,-54,-84,-66,-61,-58,NaN,-65,-65,-52,-45,-83,19
-69,-51,-30,-70,-63,-53,NaN,-48,-72,-54,-83,-66,-62,-58,NaN,-69,-53,-53,-49,-78,19
-69,-51,-30,-68,-63,-56,-59,-43,-72,-82,-83,-66,-61,-56,NaN,-69,-47,-54,-45,-78,19
-69,-50,-30,-70,-63,-56,-61,-47,-76,-54,-86,NaN,-59,-56,-84,-67,-50,-56,-46,NaN,19
-69,-50,-30,-70,-63,NaN,-57,-41,-70,-55,-84,-65,-59,-54,-84,-64,-50,-52,-45,-78,19
-69,-50,-30,-70,-65,-53,-58,-43,-72,-55,-81,-71,-60,-57,-83,-64,-52,-71,-45,-78,19
-69,-51,-30,-69,-63,-57,-60,-44,-71,-56,-83,-64,-61,-58,-83,-66,-50,-53,-45,NaN,19
-68,-50,-30,-69,-67,-54,-58,-40,-71,-55,-82,-66,-60,-56,-83,-66,-48,-52,-45,NaN,19
-68,-50,-30,-74,-63,-53,-57,-43,-71,-56,-83,-66,-61,-58,NaN,NaN,-49,-53,-46,NaN,19
-68,-50,-30,-70,-66,-66,-56,-42,-71,-54,-84,-65,-61,-56,NaN,-66,-68,-53,-46,NaN,19
-69,-49,-30,-70,-63,-53,-58,-44,-70,-54,-83,-65,-61,-66,NaN,-66,-68,-54,-45,NaN,19
-68,-51,-30,-69,-62,-53,-58,-43,-72,-56,-82,-65,-59,-66,NaN,-67,-48,-53,-60,NaN,19
-68,-51,-30,-70,-64,-58,NaN,-44,-72,-55,-82,-65,-60,-56,NaN,-67,-47,-52,-45,-77,19
-67,-50,-28,-70,-65,-53,-56,-43,NaN,-55,-83,-68,-58,-58,-82,-67,-47,-52,-45,-77,19
-67,-83,-31,-70,-65,-55,-56,-41,-70,-55,-82,-60,-61,-57,-82,-63,-49,-52,-46,-76,19
-67,-49,-30,-70,-66,-83,-57,-43,-70,-56,-82,-65,-61,-57,NaN,-65,-66,-55,-45,-76,19
-68,-53,-30,-70,-64,-84,-56,-43,-70,-59,-84,-65,-61,-56,NaN,-65,-53,-53,-45,NaN,19
-68,-53,-30,-70,-64,-54,-56,-43,-70,-55,-84,-64,-59,-58,NaN,NaN,-53,-52,-45,NaN,19
-68,-50,-31,-71,NaN,-54,-58,-42,-70,-55,NaN,-64,-61,-58,-83,-65,-52,-53,-46,NaN,19
-67,-50,-30,-70,-64,-53,-57,-44,-71,-55,-85,-65,-59,-57,-83,-65,-49,-52,-45,-77,19
-68,-48,-33,-67,-64,-52,-57,-43,-70,-56,-85,-65,-61,-57,NaN,-65,-48,-53,-45,-77,19
-67,-50,-30,-70,-64,-52,-57,-43,-70,-55,-83,NaN,-59,-81,-83,-82,-47,-53,-45,NaN,19
-67,-50,-30,-70,-65,-53,-56,-43,-70,-53,-83,-65,-59,-56,-82,-64,-47,-53,-45,NaN,19
-67,-50,-30,-70,-65,-53,-57,-43,-70,-56,NaN,-67,-61,-58,-85,-66,-51,-53,-46,-77,19
-68,-50,-31,-70,-66,-53,-57,-43,NaN,-56,NaN,-65,-61,-57,-85,-66,-52,-54,-46,-77,19
-67,-51,-30,-70,-67,-57,NaN,-43,-70,-59,NaN,-65,-60,-56,NaN,-66,-53,-53,-46,NaN,19
-68,-50,-34,-70,-65,-53,NaN,-44,-70,-56,-83,-66,-61,-66,NaN,-65,-53,-54,-46,NaN,19
-68,-50,-49,-70,-68,-53,NaN,-42,NaN,-56,-83,-66,-61,-56,-82,-64,-52,-53,-45,NaN,19
-68,-57,-30,-65,-66,NaN,-57,-47,NaN,-55,NaN,-63,-61,-57,-82,-64,-55,-52,-45,NaN,19
-67,-50,-30,-70,-66,NaN,-57,-88,-71,-56,NaN,-63,-62,-56,NaN,NaN,-55,-54,-45,NaN,19
-68,-51,-30,-70,-64,-56,-56,-88,-68,-53,NaN,NaN,-61,-59,NaN,NaN,-55,-53,-45,-76,19
-68,-55,-30,-70,-67,-53,-56,-88,-67,-56,NaN,-66,-62,-67,NaN,NaN,-55,-53,-46,-78,19
-68,-51,-31,-70,-67,-53,-57,-44,-71,-55,NaN,-66,-60,-58,-84,-66,-53,-52,-46,-78,19
-68,-51,-31,-71,-65,-56,-58,-44,-71,-55,NaN,NaN,-61,-66,-84,-66,-53,-56,-46,NaN,19
-67,-50,-31,-71,-62,-53,-57,-45,-69,-56,NaN,-64,-61,-56,NaN,-65,-55,-53,-45,NaN,19
-68,-51,-31,-69,-63,-54,-68,-43,-69,-83,-83,-67,-60,-56,NaN,-66,-53,-53,-46,-76,19
-68,-51,-31,-71,-64,-54,-57,-45,-71,-57,-83,-67,-61,-58,-82,-65,-52,-54,-45,-76,19
-68,-50,-30,-68,-67,-57,-57,-48,-71,-56,-86,-67,-59,-57,-82,-69,-53,-54,-46,NaN,19
-68,-50,-31,-70,-65,-53,-57,-43,-70,-56,-84,-67,-60,-60,-82,-69,-52,-53,-45,NaN,19
-68,-50,-31,-70,-64,-53,-57,-43,-71,-56,-82,-66,-62,-53,-82,-65,-52,-54,-46,NaN,19
-68,-83,-30,-70,-64,-53,-57,-44,-71,-55,-84,-66,-59,-57,-83,-65,-49,-53,-46,NaN,19
-68,-49,-33,-70,-67,NaN,-57,-42,-70,-56,-84,-66,-61,-57,-83,NaN,-54,-53,-45,NaN,19
-68,-50,-73,-69,-64,-56,-57,-43,-71,-56,NaN,-68,-61,-57,NaN,NaN,-56,-52,-46,NaN,19
-68,-51,-31,-71,-64,-54,-57,-43,-75,-56,NaN,-65,-60,-56,NaN,NaN,-54,-53,-46,NaN,19
-68,-49,-31,-70,-65,-55,-57,-44,-75,-56,NaN,-65,-66,-67,NaN,-66,-53,-53,-45,NaN,19
-68,-50,-31,-70,-65,-54,-57,-43,-74,-56,NaN,-65,-61,-67,-82,-63,-52,-53,-46,NaN,19
-68,-50,-30,-70,-64,-55,-57,-43,-74,-67,-85,-60,-61,-58,-82,-63,-54,-52,-46,NaN,19
-68,-51,-30,-70,-64,-55,-57,-43,-70,-56,-86,-60,-60,-56,NaN,-84,-53,-53,-45,NaN,19
-68,-50,-30,-69,-64,-55,-57,-43,-70,-55,-82,-62,-61,-57,-84,-66,-53,-53,-53,-75,19
-68,-51,-30,-69,-64,-53,-57,-43,-71,-55,-83,-62,-61,-57,-84,-66,-52,-54,-45,-75,19
-67,-51,-30,-70,-66,-57,-60,-43,-72,-56,-86,-67,-62,-58,-83,-66,-59,-52,-46,NaN,19
-70,-50,-31,-68,-65,-54,-58,-43,-75,-58,-86,-64,-62,-58,-83,-69,-55,-53,-46,NaN,19
-68,-81,-30,-68,-64,-64,-64,-43,-70,-56,NaN,-66,-59,-57,-83,-69,-50,-52,-46,NaN,19
-67,-51,-31,-69,-63,-51,-65,-50,-68,-56,-82,-66,-62,-58,NaN,-66,-54,-60,-44,NaN,19
-66,-52,-32,-69,-65,-57,-65,-66,-68,-56,-84,-64,-63,-58,-84,-66,-53,-53,-46,-73,19
-67,-50,-30,-68,-64,-56,NaN,-44,-71,-59,-86,-67,-61,-56,-84,NaN,-55,-55,-45,-73,19
-68,-51,-31,-69,-66,-56,-56,-87,-70,-55,-86,-65,-61,-57,-83,-62,-54,-54,-46,-77,19
-68,-53,-30,-68,-68,-53,-57,-43,-71,-53,NaN,-65,-59,-59,-83,-62,-50,-52,-49,-77,19
-68,-51,-30,-67,-65,-56,-58,-45,-77,-56,NaN,NaN,-63,-56,-83,-63,-54,-53,-45,NaN,19
-75,-67,-49,-64,-68,-54,-68,-45,-74,-56,-79,-64,-65,-63,NaN,-65,-54,-50,-57,-68,20
-72,-50,-66,-64,-68,-54,-63,-49,-83,-60,-77,-61,-66,-65,-89,-65,-52,-47,-51,-68,20
-74,-52,-40,-60,-65,-54,-64,-42,-83,-54,-76,-61,-66,-65,-89,-64,-53,-47,-50,NaN,20
-75,-51,-37,-63,-72,-55,-63,-43,NaN,-59,-77,-63,-66,-63,NaN,-64,-50,-47,-52,-75,20
-73,-49,-36,-64,-65,-52,-62,-44,-74,-56,-79,-61,-71,-64,-90,-74,-46,-50,-52,-69,20
-75,-51,-38,-63,-65,-51,-60,-45,-79,-57,-74,-63,-71,-64,-87,-69,-46,-47,-50,-69,20
-75,-57,-38,-62,-77,-50,-58,-43,-79,-57,-71,-62,-67,-63,-87,-68,-54,-47,-50,-67,20
-74,-51,-43,-63,-71,-54,-60,-39,NaN,-56,-71,-62,-67,-63,NaN,-63,-45,-47,-51,-67,20
-74,-49,-43,-70,-71,-52,-59,-43,-82,-58,NaN,-53,-66,-67,NaN,-65,-45,-48,-55,-68,20
-73,-48,-41,-62,-73,-51,-59,-43,-77,-56,-81,-62,-66,-64,NaN,-65,-45,-47,-50,-68,20
-73,-51,-36,-59,-75,-51,-58,-45,-77,-55,-76,-62,-69,-72,NaN,-65,-45,-47,-49,NaN,20
-73,-51,-39,-63,-75,-51,-61,-47,-77,-65,-78,-65,-65,-64,NaN,-67,-47,-48,-53,-75,20
-74,-51,-40,-63,-73,-69,-61,-42,-77,-58,-78,-65,-63,-65,NaN,-67,-46,-46,-50,-71,20
-75,-52,-38,-64,-67,-51,-58,-44,-77,-57,-75,-62,-52,-65,NaN,-71,-51,-47,-51,-71,20
-75,-50,-37,-64,-74,-51,-59,-44,-76,-56,-75,-63,-66,-65,-89,-71,-46,-49,-51,NaN,20
-76,-52,-39,-63,-72,-54,-59,-44,-76,-56,-75,-60,-66,-66,-89,-71,-46,-47,-51,-67,20
-76,-53,-40,-64,-72,-51,NaN,-43,-77,-57,-75,-62,-66,-66,-89,-70,-46,-48,-51,-67,20
-76,-49,-88,-63,-71,-50,NaN,-43,-75,-57,-75,-73,-65,-66,-88,-70,-46,-47,-51,-67,20
-75,-52,-41,-62,-69,-54,-57,-43,-77,-60,-78,-63,-65,-65,-88,-70,-46,-48,-50,NaN,20
-73,-51,-38,-61,-66,-51,-59,-43,-75,-60,-79,-65,-67,-64,NaN,-66,-46,-47,-46,-68,20
-76,-51,-40,-62,-66,-53,-59,-47,-75,-58,-78,-65,-69,-66,NaN,-74,-47,-47,-50,-65,20
-74,-53,-40,-63,-66,-51,-61,-43,-78,-55,-73,-72,-70,-66,NaN,-74,-46,-47,-50,-65,20
-75,-57,-41,-63,-66,-51,-60,-47,-78,-56,-76,-63,-61,NaN,NaN,NaN,-46,-48,-50,-69,20
-75,-52,-40,-63,-67,-51,-60,-43,-78,-56,-75,-64,-66,-63,NaN,-72,-45,-47,-50,-69,20
-76,-50,-39,-63,-65,-51,-60,-43,-78,-56,-78,-64,-67,-62,NaN,-68,-46,-48,-51,-65,20
-74,-52,-41,-63,-65,-50,-58,-43,-78,NaN,-77,-59,-60,-62,NaN,-69,-46,-47,-50,-65,20
-75,-51,-41,-63,-67,-50,-58,-43,-77,-56,-77,-63,-66,-64,-89,-91,-46,-47,-50,-69,20
-74,-50,-41,-63,-65,-47,-58,-43,-77,-52,-77,-64,-66,-64,-89,-70,-87,-47,-50,-69,20
-74,-50,-42,-63,-67,-47,-58,NaN,NaN,-58,-77,-63,-66,NaN,NaN,-70,-63,-48,-51,-69,20
-74,-51,-41,-63,-67,-50,-60,NaN,NaN,-56,-77,-63,-66,-67,NaN,-68,-52,-47,-54,NaN,20
-75,-51,-41,-63,-64,-51,-60,-46,NaN,-56,-76,-62,-65,-64,NaN,-68,-50,-47,-50,NaN,20
-74,-51,-40,-63,-72,-51,-58,-43,-77,-56,-76,-68,-66,-66,-88,-67,-56,-48,-51,NaN,20
-75,-50,-39,-62,-73,-52,-58,-43,-77,NaN,-78,-68,-65,-66,-90,-68,-49,-47,-50,NaN,20
-74,-51,-43,-62,-68,-51,-59,-44,NaN,-58,-78,-63,-71,-70,-90,-67,-49,-48,-50,NaN,20
-75,-50,-43,-62,-67,-50,-66,-47,NaN,-56,-78,-61,-71,-70,NaN,-66,-51,-47,-50,NaN,20
-75,-51,-39,-62,-69,-50,-69,-43,NaN,-55,-78,-62,-65,NaN,NaN,-66,-46,-47,-50,-68,20
-76,-50,-40,-62,-69,-50,-59,-43,-74,-56,-77,-62,-66,-65,NaN,NaN,-46,-48,-51,-69,20
-74,-50,-43,-63,-66,-50,-60,-43,-79,-59,-77,-62,-66,-66,NaN,-66,-60,-47,-50,-69,20
-74,-51,-40,-63,-70,NaN,-59,-43,-79,-57,-77,-62,-71,-66,NaN,-67,-47,-47,-50,-69,20
-75,-50,-40,-63,-70,-49,-60,-43,NaN,-55,-79,-59,-65,-67,-90,-68,-47,-48,-50,NaN,20
-73,-50,-41,-63,-70,-53,-58,-43,NaN,-55,-75,-61,-73,-67,-90,-68,-46,-48,-51,-69,20
-72,-53,-38,-63,-67,-52,-62,-43,-74,-63,-80,-62,-66,NaN,NaN,-67,-46,-48,-48,-69,20
-72,-51,-39,-62,-67,-53,-62,-49,-74,-63,-80,-72,-72,-64,NaN,-65,-47,-47,-50,-71,20
-75,-52,-40,-61,-69,-54,NaN,-42,-76,NaN,-77,-61,-72,-64,NaN,-67,-47,-46,-49,-68,20
-74,-51,-37,-63,-71,-51,-59,-43,-76,NaN,-76,-62,-62,-65,-88,-68,NaN,-47,-50,-68,20
-74,-49,-90,-63,-69,-53,-61,-43,-77,-59,-70,-62,-65,-66,-88,-67,NaN,-47,-71,NaN,20
-75,-52,-43,-62,-64,-52,-60,-43,-77,-56,-79,-64,-63,-66,-89,-67,-47,-48,-50,-71,20
-73,-50,-68,-63,-67,-51,-61,-41,-77,-56,-79,-63,-65,NaN,-89,-64,-47,-47,-50,-69,20
-74,-49,-38,-63,-71,-51,-59,-46,NaN,-55,-78,-63,-65,-64,-90,-64,-46,-47,-49,-69,20
-73,-50,-46,-63,-69,-52,-60,-43,-77,-53,-78,-63,-65,-64,-88,-64,-47,-47,-52,NaN,20
-74,-48,-41,-61,-66,-52,-62,-45,-77,-59,-81,-62,-65,NaN,-88,-68,-46,-47,-51,NaN,20
-73,-50,-39,-61,-70,-52,-59,-43,-76,-59,-81,-62,-65,NaN,-87,-68,-47,-50,-50,NaN,20
-73,-51,-37,-64,-70,-52,-59,-43,-76,-57,-77,-63,-66,-67,-87,-66,-48,-47,-48,NaN,20
-74,-48,-37,-61,-74,-50,-58,-42,-75,-57,-77,-62,-64,-65,NaN,-65,-48,-48,-50,-70,20
-75,-51,-39,-67,-73,-51,-67,-47,-79,-57,NaN,-64,-64,-65,NaN,-67,-47,-47,-52,-72,20
-74,-49,-45,-64,-68,-55,-65,-45,-78,-56,-78,-65,-63,NaN,NaN,-68,-47,-49,-52,-73,20
-75,-53,-79,-64,-72,-54,-65,-47,-80,-70,-86,-65,-63,-65,-90,-68,-49,-49,-51,-73,20
-73,-53,-42,-63,-69,-56,-60,-43,-80,-58,-76,-64,-67,-64,-90,-69,-49,-48,-54,NaN,20
-73,-52,-41,-64,-69,-52,-62,-43,-76,-56,-76,-64,-66,-64,NaN,-69,-48,-51,-51,NaN,20
-75,-51,-41,-63,-68,-52,-61,-44,-76,-58,NaN,-63,-65,-61,NaN,-67,-48,-50,-51,NaN,20
-75,-52,-41,-63,-68,-52,-61,-44,-76,-58,-79,-60,-65,-65,NaN,-65,-49,-48,-51,-68,20
-76,-52,-42,-63,-71,-52,-60,-44,-83,NaN,-80,-63,NaN,-65,NaN,-66,-48,-49,-51,-68,20
-76,-51,-41,-63,-72,-53,-61,-44,-77,-59,-78,-63,-66,-64,NaN,-66,-48,-48,-51,NaN,20
-76,-51,-42,-63,-70,-51,-61,-44,-78,-56,-79,-63,-66,-64,NaN,-67,-58,-48,-51,-71,20
-76,-50,-42,-63,-67,-52,-59,-44,-78,-55,-79,NaN,-66,-65,-90,-67,-89,-51,-51,-70,20
-76,-53,-38,NaN,-74,-54,-62,-46,NaN,-60,NaN,NaN,NaN,-66,-91,-68,-53,-51,-51,-72,20
-73,-51,-43,-62,-68,-51,-58,-44,-74,-57,-76,-64,-67,-62,-91,-69,-53,-48,-54,-72,20
-73,-50,-40,-63,-68,-53,-60,-44,-75,-53,-76,-64,-64,-62,NaN,-67,-51,-48,-50,NaN,20
-75,-50,-42,-62,-71,-50,-61,-89,-75,-58,-75,-72,-67,NaN,NaN,-69,-61,-50,-50,NaN,20
-77,-52,-41,-62,-71,-53,-60,-46,-77,-57,-78,-63,-66,-66,NaN,-68,-52,-49,-50,-70,20
-77,-51,-41,-64,-74,-51,-60,-45,-79,-60,-78,-65,-68,-66,NaN,-65,-52,-48,-52,-70,20
-77,-51,-42,-65,-71,-53,-63,-43,-79,-60,-83,-61,-70,-63,NaN,-65,-50,-58,-54,-71,20
-75,-53,-42,-66,-70,-52,-63,-48,-78,-60,-78,-61,-72,-63,NaN,-70,-50,-49,-50,-71,20
-77,-52,-40,-65,-70,-53,-58,-44,-77,-57,-78,-61,-66,-67,-93,-70,-51,-49,-52,NaN,20
-75,-50,-41,-65,-69,-51,-60,-47,-77,-58,-81,-62,-66,-70,-90,-66,-51,-48,-51,NaN,20
-73,-58,-41,-73,-70,-59,-66,-52,-77,-60,-80,-57,-75,-62,-90,-66,-56,-49,-52,NaN,20
-76,-51,-41,-73,-69,-51,-63,-42,NaN,-55,-80,-63,-66,-64,NaN,NaN,-50,-48,-51,NaN,20
-77,-57,-41,-64,-67,-51,-60,-44,-75,-57,-82,-63,-70,-64,NaN,-67,-50,-48,-51,NaN,20
-77,-52,-39,-63,-66,-51,-65,-44,-77,-57,-79,-89,-65,NaN,NaN,-66,-47,-49,-54,-70,20
-78,-53,-40,-63,-66,-50,-65,-44,-77,-57,-82,-64,-66,-64,NaN,-68,-47,-48,-51,-70,20
