X,Y,Z
-6.946182251,2.544219971,-28.55758667
-7.476806641,2.544219971,-28.0128479
-7.122993469,2.544410706,-27.92205811
-7.211494446,2.907951355,-28.19442749
-6.680679321,2.544410706,-28.37600708
-6.59236908,2.635009766,-27.83126831
-6.150054932,2.544219971,-28.37600708
-6.59198761,-4.176322937,-26.37863159
-6.592178345,-3.359214783,-25.92430115
-6.238555908,-4.267112732,-26.46923065
-5.973243713,-4.539482117,-26.28765106
-6.149864197,-4.357902527,-26.10588074
-6.238365173,-3.994743347,-26.2878418
-6.857299805,-3.722373962,-26.197052
-6.592178345,-3.903953552,-25.83332062
-6.59236908,-4.721252441,-25.65174103
-6.327056885,-4.448883057,-25.83351135
-6.06136322,-4.267112732,-25.83332062
-6.061553955,-4.176322937,-25.92449188
-6.769180298,-4.085533142,-26.37863159
-6.769180298,-4.267112732,-26.01509094
-6.32686615,-4.630271912,-25.37918091
-6.150054932,-4.176322937,-25.74291229
-6.061553955,-3.994743347,-26.37863159
-6.061553955,-4.085533142,-26.19686127
-6.06174469,-4.448692322,-26.46942139
-6.06174469,-4.267112732,-25.74253082
-6.150054932,-4.176322937,-25.4699707
-6.150054932,-3.722373962,-25.74253082
-6.592178345,-4.176322937,-26.19667053
-6.415367126,-4.902641296,-26.37825012
-5.973243713,-4.176322937,-26.01490021
-6.06136322,-4.448692322,-26.46923065
-6.238365173,-4.448692322,-26.197052
-5.973243713,-4.539482117,-26.28765106
-6.415557861,-4.267112732,-25.5607605
-6.857681274,-3.903953552,-25.74253082
-6.150054932,-4.630271912,-25.74253082
-6.061935425,-4.630271912,-25.92430115
-6.504249573,-4.085533142,-26.19686127
-7.122802734,-3.994743347,-25.92430115
-6.238365173,-3.903953552,-25.74253082
-5.884933472,-4.085533142,-26.28746033
-6.06174469,-4.357902527,-26.10588074
-6.32686615,-4.085533142,-26.46942139
-6.149864197,-3.994743347,-25.74291229
-6.415176392,-3.722373962,-25.47016144
-9.335327148,2.181251526,-25.65193176
-8.804321289,1.363571167,-25.47016144
-8.804321289,1.544960022,-25.56114197
-8.715820313,1.726539612,-25.74253082
-9.246826172,1.726730347,-25.37899017
-9.335327148,1.363571167,-25.5607605
-8.981323242,1.817520142,-26.01509094
-8.981323242,1.908119202,-25.65193176
-8.715820313,1.908309937,-25.4699707
-8.892822266,2.089889526,-25.28820038
-9.246826172,1.999099731,-25.10662079
-9.512329102,2.362640381,-25.19741058
-9.335327148,2.180870056,-25.92430115
-9.069824219,1.544960022,-25.4699707
-9.158325195,1.454170227,-25.5607605
-8.892822266,1.363380432,-25.83332062
-8.538818359,1.726730347,-26.10607147
-8.538818359,1.999290466,-25.65174103
-8.715820313,1.635749817,-25.74234009
-8.715820313,1.726730347,-25.83332062
-9.246826172,2.089889526,-25.74253082
-9.423828125,2.089889526,-25.5607605
-9.069824219,1.544960022,-25.74253082
-8.804321289,2.180679321,-25.4699707
-8.892822266,2.544029236,-26.01528168
-8.892822266,2.271659851,-25.92430115
-9.512329102,1.545150757,-25.37918091
-9.600830078,2.090270996,-26.10607147
-8.981323242,1.817901611,-25.92449188
-9.246826172,1.363571167,-26.01528168
-9.246826172,1.181800842,-25.83351135
-9.246826172,0.909431458,-25.4699707
-9.600830078,1.544960022,-25.65155029
-8.892822266,1.817329407,-26.28765106
-8.804321289,1.726921082,-25.37918091
-9.069824219,1.363380432,-25.28820038
-9.423828125,1.817520142,-25.47016144
-8.715820313,1.817329407,-25.92449188
-8.715820313,1.817520142,-26.2878418
-8.981323242,1.999290466,-25.92430115
-12.16621399,5.087287903,-33.55293274
-12.43171692,5.087287903,-33.55255127
-12.07790375,4.905708313,-33.82492065
-11.90109253,4.905708313,-33.73413086
-11.72428131,4.814918518,-33.37097168
-11.54747009,4.451759338,-32.73544312
-11.81278229,4.633338928,-32.82623291
-11.81240082,5.269058228,-33.0078125
-12.52002716,5.632217407,-32.82623291
-12.34340668,5.268867493,-33.46195221
-11.81278229,5.450447083,-33.09860229
-11.37065887,5.178077698,-33.46195221
-11.19346619,5.087097168,-33.55255127
-11.90090179,4.542358398,-33.37097168
-12.16621399,4.542549133,-33.46176147
-11.98940277,5.087287903,-33.46176147
-12.25471497,5.450447083,-33.09860229
-12.07790375,5.359657288,-33.55255127
-11.98940277,5.087287903,-33.46176147
-11.72409058,5.087287903,-33.28018188
-12.60852814,5.359657288,-32.82623291
-12.60871887,5.541236877,-32.82623291
-12.60871887,4.542549133,-33.0078125
-12.60890961,4.814918518,-33.0078125
-11.81278229,4.996498108,-33.28018188
-11.81278229,5.269058228,-33.09860229
-11.90090179,5.359657288,-33.28037262
-11.72428131,4.905708313,-33.46195221
-11.90128326,5.269058228,-33.6435318
-11.98959351,5.450637817,-33.28018188
-11.63578033,5.359657288,-33.28018188
-11.98959351,5.178077698,-33.18939209
-11.90109253,5.541236877,-33.552742
-12.25452423,5.632026672,-34.00688171
-11.6355896,5.178077698,-33.46176147
-12.25471497,5.450447083,-32.91702271
-12.43171692,5.268867493,-33.09860229
-11.90128326,5.268867493,-33.73432159
-11.98978424,5.359657288,-33.552742
-12.16621399,5.632026672,-32.82623291
