04:18:d6:c1:98:24_inonet,e8:37:7a:6c:7f:55_PYR,18:28:61:1c:0b:69_EVOSOFT,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,18:28:61:58:78:6a_Dlink_DAP-1360,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,REF_POINT
-51,-51,-71,-44,-50,-45,-45,-59,-53,-53,-21,-53,-54,-70,-41,-54,NaN,-48,-57,16
-50,-50,-68,-43,-57,-44,-50,-56,-54,-53,-22,-53,-53,-72,-42,-53,NaN,-48,-56,16
-52,-49,-69,-48,-51,-44,-44,-58,-54,-53,-25,-53,-53,-67,-42,-55,-67,-48,-58,16
-51,-50,-67,-43,-50,-45,-43,-60,-55,-55,-24,-58,-50,-65,-40,-54,-67,-49,-56,16
-51,-51,-72,-47,-50,-44,-43,-58,-55,-62,-20,-50,-50,-65,-42,-61,-67,-53,-57,16
-51,-49,-66,-42,-51,-44,-42,-58,-53,-54,-19,-50,-52,-68,-42,-53,-65,-49,-57,16
-51,-51,-66,-43,-51,-42,-42,-59,-54,-54,-22,-54,-49,-68,-41,-54,-65,-48,-59,16
-50,-54,-66,-43,-51,-44,-43,-59,-53,-55,-20,-55,-50,-68,-43,-55,-71,-56,-56,16
-50,-49,-68,-43,-51,-43,-43,-59,-55,-54,-20,-56,-50,-67,-40,-55,-71,-48,-57,16
-51,-53,-73,-45,-50,-43,-52,-57,-55,-54,-19,-56,-52,-67,-43,-55,-71,-49,-57,16
-51,-49,-67,-43,-50,-44,-43,-60,-54,-54,-20,-56,-51,-67,-42,-55,-75,-49,-57,16
-51,-57,-67,-43,-50,-44,-44,-56,-54,-54,-24,-56,-49,-67,-41,-55,-75,-51,-57,16
-46,-50,-61,-39,-51,-48,-47,-58,-52,-55,-36,-44,-49,NaN,-36,-50,-75,-58,-51,17
-50,-48,-58,-37,NaN,-50,-46,-52,-60,-52,-20,-44,-49,NaN,-23,-52,-58,-49,-48,17
-50,-46,-55,-39,-53,-43,-45,-51,-61,-50,-18,-42,-49,NaN,-26,-48,-60,-50,-45,17
-50,-49,-55,-38,-47,-45,-45,-52,-55,-59,-36,-42,-48,NaN,-27,-48,-60,-50,-45,17
-47,-48,-58,-39,-47,-47,-47,-55,-54,-51,-34,-40,-48,NaN,-27,-49,-60,-57,-46,17
-47,-47,-58,-47,-43,-47,-47,-52,-55,-54,-34,-40,-51,NaN,-27,-47,-60,-52,-46,17
-46,-52,-60,-44,-43,-48,-45,-53,-57,-51,-44,-44,-49,NaN,-27,-50,NaN,-57,-47,17
-44,-49,-59,-39,-47,-40,-40,-53,-54,-53,-39,-50,-49,NaN,-38,-50,NaN,-52,-46,17
-47,-50,-56,-39,-47,-44,-47,-53,-63,-58,-42,-44,-47,NaN,-34,-50,NaN,-51,-46,17
-47,-50,-56,-40,-47,-40,-47,-53,-57,-50,-35,-44,-46,NaN,-36,-47,-61,-56,-47,17
-47,-50,-56,-40,-47,-40,-47,-53,-57,-50,-35,-44,-46,NaN,-36,-47,-61,-56,-47,17
-48,-49,-67,-43,-52,-40,-44,-57,-54,-52,-35,-42,-49,NaN,-34,-48,-61,-51,-50,17
-52,-49,-59,-50,-51,-44,-45,-61,-52,-53,-44,-50,-49,-71,-26,-52,-61,-53,-67,17
-45,-54,-60,-39,-51,-52,-47,-57,-53,-53,-35,-50,-49,-71,-38,-49,-61,-49,-49,17
-48,-49,-56,-43,-48,-52,-46,-52,-56,-50,-36,-48,-47,-70,-40,-48,NaN,-50,-54,17
-49,-48,-56,-38,-51,-41,-46,-54,-49,-52,-19,-40,-45,-70,-22,-49,NaN,-51,-49,17
-51,-47,-58,-42,-50,-51,-46,-62,-49,-57,-25,-48,-47,-75,-22,-49,NaN,-49,-49,17
-49,-46,-62,-52,-49,-47,-48,-56,-49,-57,-38,-48,-50,-75,-39,-50,NaN,-54,-47,17
-51,-46,-59,-45,-50,-49,-48,-57,-61,-52,-34,-50,-46,-80,-26,-48,-63,-51,-46,17
-50,-46,-58,-46,-49,-50,-47,-59,-54,-59,-35,-43,-47,-80,-35,-50,-63,-53,-46,17
-50,-49,-55,-38,-51,-48,-51,-58,-53,-54,-26,-43,-48,-80,-38,-49,-63,-50,-59,17
-50,-46,-56,-38,-47,-40,-46,-51,-54,-51,-19,-45,-50,-80,-38,-48,-63,-51,-46,17
-49,-47,-57,-39,-47,-40,-46,-52,-57,-51,-19,-43,-49,NaN,-34,-48,NaN,-52,-46,17
-50,-47,-56,-38,-48,-40,-52,-52,-55,-51,-37,-51,-50,NaN,-27,-48,NaN,-51,-48,17
-49,-47,-55,-42,-49,-43,-44,-53,-55,-51,-25,-50,-49,-69,-34,-49,NaN,-58,-47,17
-46,-47,-57,-39,-50,-42,-44,-53,-59,-59,-21,-48,-49,-69,-38,-49,NaN,-51,-47,17
-48,-46,-56,-38,-45,-42,-44,-51,-56,-57,-19,-48,-49,-69,-34,-48,NaN,-51,-46,17
-48,-48,-57,-38,-48,-43,-45,-51,-55,-57,-19,-44,-49,-69,-34,-49,NaN,-51,-46,17
-50,-51,-62,-38,-48,-43,-45,-51,-55,-57,-19,-44,-49,-69,-34,-49,NaN,-51,-46,17
-48,-51,-57,-43,-46,-41,-48,-52,-55,-57,-21,-49,-50,NaN,-39,-48,NaN,-51,-46,17
-48,-47,-56,-38,-46,-45,-46,-50,-55,-51,-22,-49,-48,-78,-39,-48,-62,-52,-53,17
-44,-48,-56,-39,-49,-44,-51,-52,-55,-51,-20,-49,-49,-78,-27,-48,-62,-53,-47,17
-47,-47,-58,-42,-46,-45,-46,-50,-56,-51,-24,-49,-46,-78,-27,-48,-62,-51,-48,17
-48,-48,-56,-37,-54,-44,-50,-55,-53,-51,-25,NaN,-46,-78,-39,-47,-61,-51,-50,17
-48,-48,-57,-40,-47,-47,-49,-56,-55,NaN,-17,NaN,-48,NaN,-39,-47,-61,-51,-46,17
-47,-48,-58,-39,-55,-43,-45,-50,-53,-57,-23,NaN,-45,-70,-39,-52,-60,-51,-47,17
-48,-49,-59,-37,-49,-48,-49,-54,-56,-54,-40,NaN,-46,-69,-26,-51,-60,-52,-46,17
-49,-48,-56,-37,-49,-40,-49,-55,-54,-52,-19,-51,-46,-69,-26,-49,-60,-53,-47,17
-45,-48,-58,-43,-50,-44,-50,-55,-55,-58,-24,-51,-46,-69,-27,-51,-60,-50,-47,17
-48,-48,-55,-39,-46,-44,-50,-52,-54,-58,-21,-51,-46,-70,-27,-50,NaN,-51,-48,17
-46,-47,-55,-39,-48,-44,-50,-54,-54,-58,-25,-51,NaN,-69,-38,-48,NaN,-51,-47,17
-50,-47,-56,-39,-47,-41,-48,-52,-55,-58,-18,-43,NaN,-69,-27,-49,-59,-52,-46,17
-49,-52,-56,-38,-49,-43,-49,-53,-55,-60,-19,-51,-48,-69,-36,-54,-60,-51,-47,17
-49,-48,-57,-43,-48,-42,-49,-53,-55,-60,-19,-43,-48,-69,-27,-49,-60,-51,-47,17
-50,-47,-56,-38,-46,-41,-49,-52,-55,-52,-19,-43,-48,-69,-36,-49,-59,-53,-46,17
-50,-47,-56,-43,-49,-42,-49,-49,-55,-52,-19,-43,-47,-69,-37,-52,-59,-51,-47,17
-49,-47,-56,-37,-47,-43,-51,-53,-55,-52,-25,-43,-50,-78,-36,-48,-59,-52,-46,17
-48,-52,-64,-37,-47,-43,-51,-53,-55,-52,-25,-43,-50,-78,-36,-48,-59,-52,-46,17
-49,-48,-56,-39,-47,-43,-49,-53,-55,-57,-25,NaN,-47,-78,-27,-49,-59,-53,-46,17
-48,-48,-55,-38,-50,-42,-49,-52,-55,-60,-20,NaN,-45,-78,-37,-49,NaN,-47,-47,17
-47,-47,-55,-38,-46,-42,-49,-52,-56,-52,-24,-49,-47,-78,-37,-51,NaN,-51,-47,17
-49,-47,-60,-43,-47,-43,-49,-53,-55,-52,-24,-41,-47,NaN,-35,-50,-62,-50,-46,17
-49,-47,-56,-38,-47,-47,-49,-52,-55,-52,-24,-40,-56,NaN,-35,-48,-62,-51,-53,17
-50,-47,-56,-38,-45,-46,-49,-52,-55,-52,-19,-40,-48,-68,-38,-49,-62,-51,-48,17
-49,-49,-56,-38,-45,-43,-49,-52,-55,-51,-19,-40,-50,-78,-34,-51,-62,-50,-47,17
-49,-47,-56,-42,-48,-43,-48,-53,-55,-52,-20,-43,-49,-78,-34,-51,-62,-47,-52,17
-49,-47,-56,-38,-48,-45,-47,-53,-55,-52,-19,-43,-47,-78,-37,-49,-65,-52,-47,17
-49,-49,-56,-43,-48,-43,-46,-52,-56,-52,-19,-43,-48,-78,-38,-49,-65,-51,-48,17
-50,-48,-56,-38,-47,-41,-46,-51,-54,-52,-21,-43,-48,NaN,-37,-48,-65,-51,-51,17
-52,-54,-56,-47,-55,-45,-44,-60,-51,-51,-20,-53,-46,-64,-46,-51,-59,-52,-60,18
-54,-53,-57,-51,-54,-46,NaN,-59,-54,-58,-18,-53,-52,NaN,-47,-58,NaN,-57,-59,18
-55,-52,-52,-54,-58,-44,NaN,-66,-52,-58,-19,-53,-52,NaN,-41,-58,NaN,-54,-59,18
-54,-57,-52,-50,-54,-43,-55,-61,-53,-58,-16,-53,-52,-74,-44,-54,NaN,-54,-56,18
-52,-59,-52,-50,-57,-45,-55,-64,-50,-58,-25,-50,-51,-74,-46,-57,NaN,-57,-59,18
-53,-57,-50,-48,-59,-49,-54,-64,-48,NaN,-18,-50,-53,-74,-51,-55,-68,-56,-60,18
-54,-51,-53,-47,-59,-43,-52,-64,-55,NaN,-18,-55,-53,-74,-49,-56,-68,-56,-60,18
-54,-51,-53,-49,-55,-46,-53,-63,-48,NaN,-19,-51,-53,-74,-49,-54,-68,-55,-59,18
-52,-52,-53,-49,-55,-43,-53,-63,-49,NaN,-18,-51,-53,-75,-46,-55,-68,-55,-59,18
-55,-49,-54,-50,-54,-45,-51,-64,-48,-59,-18,-50,-52,-75,-49,-56,-69,-60,-59,18
-54,-53,-54,-49,-49,-42,-51,-63,-47,-58,-18,-51,-47,-79,-50,-54,-69,-59,-60,18
-53,-53,-53,-55,-54,-45,-51,-63,-50,-59,-18,-51,-53,-76,-50,-56,-72,-60,-62,18
-53,-61,-59,-55,-54,-45,-51,-63,-50,-59,-18,-51,-53,-76,-50,-56,-72,-60,-62,18
-53,-57,-53,-50,-54,-45,-51,-70,-49,-59,-19,-55,-49,-76,-50,-56,-76,-60,-59,18
-53,-51,-53,-49,-54,-44,-49,-63,-49,-59,-17,-55,-64,-75,-49,-55,-76,-61,-59,18
-54,-58,-53,-56,-54,-43,-49,-62,-49,-59,-17,-56,-63,-75,-50,-56,-76,-61,-59,18
-51,-53,-53,-46,-53,-43,-51,-64,-47,NaN,-17,-51,-63,-74,-50,-54,-76,-59,-59,18
-54,-52,-54,-49,-53,-46,-59,-64,-49,-59,-23,-54,-53,-76,-50,-58,NaN,-59,-59,18
-53,-50,-53,-49,-53,-44,-50,-64,-50,-59,-17,-56,-47,-78,-50,-55,NaN,-59,-60,18
-52,-54,-53,-53,-55,-42,-52,-62,-49,-59,-26,-53,-47,-71,-48,-55,-75,-64,-60,18
-53,-52,-60,-50,-56,-43,-52,-61,-50,-60,-18,-49,-45,-73,-49,-55,-75,-59,-60,18
-54,-53,-55,-49,-56,-43,-52,-62,-49,-60,-18,-49,-48,-73,-50,-53,-75,-60,-60,18
-52,-52,-54,-49,-53,-53,-52,-62,-49,-57,-19,-50,-48,-75,-48,-55,-75,-61,-60,18
-55,-51,-53,-47,-53,-44,NaN,-63,-50,-59,-23,-50,-48,-73,-51,-55,-77,-60,-61,18
-55,-52,-53,-49,-54,-44,-51,-62,-49,-59,-18,-51,-47,-73,-48,-56,-77,-61,-60,18
-53,-52,-53,-55,-54,-43,-56,-63,-52,-67,-18,-51,-47,-73,-50,-55,-79,-61,-60,18
-54,-50,-53,-48,-54,-43,-51,-60,-49,-59,-23,-51,-47,-73,-51,-54,-79,-59,-59,18
-54,-54,-53,-55,-54,-43,-51,-62,-49,-59,-18,-57,-47,-74,-49,-54,-79,-59,-60,18
-54,-52,-54,-50,-55,-43,-51,-62,-49,-59,-19,-52,-54,-74,-51,-55,-79,-59,-60,18
-54,-52,-53,-48,-54,-42,-51,-63,-49,-59,-19,-52,-47,-78,-51,-54,NaN,-57,-60,18
-58,-59,-60,-48,-54,-42,-51,-63,-49,-59,-19,-52,-47,-78,-51,-54,NaN,-57,-60,18
-54,-49,-53,-55,-55,-45,-52,-62,-49,-59,-24,-57,-47,-78,-51,-56,NaN,-60,-59,18
-54,-52,-51,-49,-55,-43,-51,-64,-48,NaN,-18,-56,-47,-78,-51,-54,NaN,-57,-60,18
-54,-59,-52,-49,-55,-42,-51,-62,-49,NaN,-24,-51,-47,-74,-51,-54,NaN,-59,-59,18
-54,-55,-57,-54,-55,-43,-51,-63,-52,-58,-17,-55,-46,-74,-49,-54,-78,-63,-59,18
-56,-53,-53,-49,-54,-43,-56,-63,-49,-59,-18,-51,-48,-74,-49,-53,-78,-56,-59,18
-54,-59,-53,-48,-54,-43,-51,-63,-51,-59,-17,-50,-53,-74,-51,-54,-78,-56,-60,18
-54,-52,-53,-54,-54,-43,-51,-64,-47,-59,-18,-47,-47,NaN,-50,-54,-78,-56,-60,18
-56,-59,-59,-50,-54,-54,-51,-64,-50,-59,-18,-52,-47,NaN,-51,-56,NaN,-56,-60,18
-55,-58,-54,-55,-54,-54,-51,-64,-50,-58,-23,-52,-54,NaN,-50,-55,NaN,-58,-59,18
-53,-49,-51,-55,-60,-43,-52,-60,-49,-58,-19,-56,-54,NaN,-51,-55,NaN,-59,-59,18
-52,-53,-53,-49,-53,-43,-50,-63,-49,-58,-19,-57,-48,NaN,-51,-54,NaN,-58,-59,18
-56,-59,-57,-55,-54,-45,-50,-63,-47,-59,-24,-57,-47,NaN,-51,-55,NaN,-57,-59,18
-54,-52,-55,-55,-54,-45,-50,-63,-49,-58,-24,-51,-48,-74,-51,-55,NaN,-58,-58,18
-53,-58,-55,-55,-53,-45,-52,-64,-48,-58,-19,-51,-48,-76,-51,-54,NaN,-57,-59,18
-54,-52,-54,-50,-63,-44,-52,-63,-51,-58,-18,-56,-48,-77,-51,-55,NaN,-59,-59,18
-54,-50,-52,-50,-63,-43,-51,-63,-49,-59,-36,-51,-54,-76,-51,-57,NaN,-59,-59,18
-54,-50,-60,-56,-63,-43,-51,-63,-49,-59,-36,-51,-54,-76,-51,-57,NaN,-59,-59,18
-54,-52,-54,-50,-63,-43,-55,-62,-50,-59,-19,-51,-54,-76,-51,-55,NaN,-58,-59,18
-53,-60,-58,-55,-55,-44,-51,-62,-50,-60,-25,-55,-53,-74,-47,-55,NaN,-59,-58,18
-53,-58,-57,-55,-54,-44,-51,-62,-46,-60,-18,-55,-48,-76,-50,-54,NaN,-58,-59,18
-53,-55,-54,-54,-55,-43,-51,-63,-52,-59,-36,-55,-55,-76,-50,-55,NaN,-58,-58,18
-54,-52,-53,-49,-53,-44,-51,-64,-47,-59,-19,-52,-47,-76,-48,-54,NaN,-58,-59,18
-54,-51,-55,-56,-54,-43,-51,-61,-52,-59,-18,-56,-46,-76,-51,-56,NaN,-58,-59,18
-54,-51,-54,-49,-54,-43,-48,-61,-47,-59,-19,-51,-48,-77,-51,-56,NaN,-58,-59,18
-54,-56,-53,-49,-54,-42,-51,-61,-49,-59,-36,-51,-49,-77,-47,-60,NaN,-58,-60,18
-54,-51,-54,-49,-53,-44,-54,-61,-47,-59,-19,-50,-54,-77,-51,-56,NaN,-58,-60,18
-54,-52,-54,-49,-54,-43,-50,-62,-49,-59,-23,-82,-53,-77,-51,-56,NaN,-59,-59,18
-54,-52,-54,-48,-54,-54,-51,-62,-47,-59,-24,-55,-54,-77,-50,-56,-75,-59,-60,18
-55,-60,-55,-48,-53,-43,-50,-64,-46,-60,-19,-54,-48,-77,-52,-55,-75,-57,-59,18
-52,-52,-52,-49,-53,-44,-50,-62,-45,-60,-25,-54,-48,-78,-50,-56,-75,-59,-60,18
-54,-51,-53,-48,-53,-44,-50,-62,-47,-59,-19,-52,-46,-78,-50,-55,-75,-59,-59,18
-53,-52,-54,-49,-53,-43,-51,-63,-47,-61,-19,-52,-47,-77,-50,-56,NaN,-57,-60,18
-54,-57,-53,-48,-54,-44,-51,-64,-49,-61,-17,-51,-47,-77,-51,-54,NaN,-57,-60,18
-54,-59,-53,-48,-54,-44,-51,-64,-49,-61,-17,-51,-47,-77,-51,-54,NaN,-57,-60,18
-54,-52,-54,-55,-53,-44,-51,-63,-49,-61,-18,-52,-47,-77,-49,-56,NaN,-58,-60,18
-55,-60,-53,-49,-54,-53,-51,-76,-49,-61,-18,-51,-54,-78,-48,-56,NaN,-60,-57,18
-54,-56,-54,-49,-54,-40,-53,-63,-49,NaN,-17,-51,-47,-78,-52,-56,NaN,-57,-59,18
-54,-51,-53,-49,-54,-44,-53,-64,-48,NaN,-18,-51,-53,-78,-50,-55,NaN,-57,-59,18
-56,-51,-52,-49,-54,-44,-50,-63,-47,NaN,-18,-51,-53,-78,-50,-56,NaN,-59,-58,18
-55,-53,-54,-49,-54,-44,-50,-63,-49,NaN,-18,-51,-53,-74,-50,-56,NaN,-59,-59,18
-54,-53,-53,-49,-55,-43,-50,-63,-48,NaN,-17,-51,-50,-74,-51,-57,NaN,-60,-58,18
-54,-53,-53,-48,-54,-43,-50,-63,-48,NaN,-18,-51,-52,-74,-50,-55,NaN,-59,-59,18
-56,-57,-53,-48,-54,-44,-50,-63,-48,NaN,-18,-55,-52,-74,-51,-59,NaN,-58,-59,18
-55,-51,-53,-49,-56,-44,-52,-63,-48,-61,-18,-55,-50,NaN,-50,-55,NaN,-57,-59,18
-54,-51,-57,-55,-55,-45,-54,-62,-50,-59,-24,-55,-50,NaN,-51,-59,-78,-58,-63,18
-55,-55,-53,-50,-54,-40,-51,-63,-49,-59,-18,-55,-50,-77,-50,-55,-78,-59,-59,18
-54,-59,-53,-49,-55,-40,-51,-61,-47,-60,-17,-50,-52,-80,-49,-56,-78,-60,-58,18
-56,-52,-59,-55,-54,-53,-51,-63,-50,-60,-18,-54,-53,-78,-46,-55,-78,-59,-61,18
-56,-51,-53,-48,-54,-43,-51,-61,-49,-60,-18,-49,-54,-78,-50,-54,-76,-59,-59,18
-41,-51,-63,-42,-67,-46,-51,-61,-54,-54,-34,-44,-50,-78,-36,-46,-60,-45,-55,19
-45,-48,-64,-44,-62,-46,-46,-61,-53,-55,-24,-51,NaN,-66,-27,-49,-59,-44,-52,19
-47,-47,-63,-42,-56,-62,-47,-61,-55,-57,-36,-49,-49,-64,-42,-49,-57,-44,-54,19
-44,-46,-65,-46,-56,-50,-48,-61,-53,-56,-35,-45,-49,-63,-37,-50,-57,-44,-54,19
-44,-45,-61,-42,-58,-50,-47,-56,-54,-59,-37,-45,-49,-63,-39,-50,-57,-46,-59,19
-50,-46,-61,-40,-56,-50,-51,-56,-59,-59,-35,-43,-49,-63,-36,-48,-57,-44,-58,19
-49,-53,-61,-40,-56,-50,-51,-56,-59,-59,-35,-43,-49,-63,-36,-48,-57,-44,-58,19
-45,-46,-67,-42,-53,-57,-46,-56,-53,-54,-34,-43,-48,-63,-38,-49,-57,-43,-58,19
-44,-42,-67,-42,-53,-57,-43,-57,-52,-54,-27,-44,-49,-60,-37,-49,NaN,-45,-58,19
-45,-45,-67,-45,-53,-57,-43,-57,-57,-55,-35,-43,-48,-65,-37,-47,NaN,-44,-56,19
-45,-45,-61,-41,-55,-55,-43,-56,-55,-55,-27,-43,-44,-65,-37,-51,NaN,-44,-54,19
-45,-45,-62,-41,-54,-55,-41,-56,-53,-55,-27,-42,-48,-66,-36,-53,NaN,-45,-55,19
-44,-49,-62,-46,-54,-55,-49,-60,-53,-57,-39,-44,-46,-66,-37,-51,NaN,-44,-58,19
-44,-45,-69,-46,-54,-55,-45,-52,-53,-57,-27,-44,-46,-66,-37,-52,NaN,-44,-55,19
-45,-44,-62,-41,-55,NaN,-50,-55,-54,-55,-34,-51,-49,-66,-36,-50,NaN,-44,-54,19
-44,-45,-63,-41,-54,-59,-44,-57,-55,-55,-27,-45,-49,-69,-36,-52,-60,-44,-54,19
-45,-45,-63,-40,-54,-54,-43,-56,-52,-55,-27,-43,-49,-64,-36,-49,-60,-44,-53,19
-46,-45,-62,-42,-54,-54,-45,-56,-54,-58,-38,-43,-49,-64,-37,-49,-60,-43,-56,19
-47,-45,-62,-40,-54,-54,-44,-57,-54,-55,-27,-51,-50,-64,-37,-51,-60,-44,-54,19
-47,-45,-69,-46,-53,-60,-42,-57,-54,-55,-27,-51,-50,-64,-37,-52,-59,-45,-54,19
-45,-44,-69,-40,-53,-54,-42,-56,-59,-55,-36,-51,-50,NaN,-37,-49,-58,-43,-54,19
-45,-45,-62,-40,-53,-54,-42,-55,-62,-56,-26,-45,-49,NaN,-37,-51,-58,-43,-54,19
-45,-44,-69,-40,-53,-60,-42,-58,-62,-54,-27,-51,-44,-66,-40,-52,-60,-46,-54,19
-47,-44,-62,-40,-52,-58,-42,-56,-70,-55,-34,-43,-44,-63,-37,-53,-58,-45,-56,19
-45,-51,-62,-40,-52,-58,-42,-56,-70,-55,-34,-43,-44,-63,-37,-53,-58,-45,-56,19
-47,-45,-60,-40,-52,-53,-43,-56,-52,-57,-39,-43,-42,-63,-37,-53,-58,-44,-54,19
-43,-44,-63,-41,-53,-54,-41,-56,-53,-57,-27,-46,-45,-62,-37,-50,-59,-45,-56,19
-44,-45,-62,-40,-58,-54,-42,-54,-54,-57,-34,-44,-45,-64,-36,-49,-58,-45,-57,19
-44,-46,-63,-41,-58,-49,-41,-57,-53,-56,-27,-50,-45,-64,-37,-52,-59,-43,-52,19
-44,-45,-62,-40,-54,-49,-41,-56,-52,-56,-27,-52,-45,-64,-37,-51,-60,-44,-55,19
-46,-46,-69,-41,-56,-56,-41,-55,-52,-56,-27,-44,-43,-63,-36,-51,-60,-44,-54,19
-44,-45,-60,-40,-54,-52,-40,-56,-55,-56,-27,-50,-43,-64,-36,-49,-60,-44,-55,19
-45,-45,-69,-41,-52,-50,-48,-57,-52,-56,-27,-46,-44,-65,-36,-49,-60,-44,-55,19
-44,-49,-62,-41,-52,-50,-41,-56,-53,-56,-34,-46,-44,-65,-37,-50,NaN,-45,-54,19
-45,-45,-63,-40,-60,-50,-42,-56,-53,-56,-27,-46,-48,-66,-37,-51,NaN,-45,-56,19
-44,-47,-62,-40,-60,-53,-43,-56,-53,-56,-27,-44,-45,-64,-36,-50,NaN,-46,-55,19
-46,-45,-63,-40,-60,-58,-49,-54,-55,NaN,-38,-45,-45,-64,-37,-49,-58,-43,-54,19
-45,-52,-63,-40,-60,-52,-49,-56,-53,-56,-27,-52,-48,-63,-37,-49,-58,-43,-57,19
-44,-47,-62,-45,NaN,-56,-49,-56,-63,-56,-34,-42,-52,-64,-42,-50,-58,-44,-54,19
-46,-45,-61,-42,-53,-56,-47,-56,-53,-56,-34,-44,-46,-63,-38,-49,-58,-43,-55,19
-44,-45,-63,-40,-53,-56,-41,-56,-61,-56,-35,-43,-46,-64,-37,-52,-59,-46,-55,19
-44,-45,-63,-41,-58,-56,-41,-56,-55,-57,-27,-41,-46,-64,-37,-49,-58,-45,-55,19
-45,-44,-62,-40,-58,NaN,-41,-56,-56,-57,-27,-43,-53,-64,-38,-52,-58,-45,-55,19
-46,-52,-69,-40,-58,NaN,-41,-56,-56,-57,-27,-43,-53,-64,-38,-52,-58,-45,-55,19
-46,-45,-62,-40,-52,-59,-49,-55,-53,-57,-27,-43,-53,-64,-37,-50,-58,-45,-55,19
-46,-47,-63,-46,-53,-61,-49,-54,-53,-57,-27,-43,-44,-64,-38,-53,-61,-47,-54,19
-44,-45,-68,-40,-56,-54,-42,-56,-53,NaN,-27,-47,-44,-65,-40,-51,-61,-46,-54,19
-45,-45,-69,-40,-57,-56,-49,-56,-53,-60,-27,-45,-40,-65,-37,-51,-59,-46,-55,19
-46,-46,-61,-40,-55,-54,-41,-56,-54,-60,-27,-43,-44,-65,-38,-53,-59,-45,-54,19
-45,-44,-61,-41,-53,-56,-49,-54,-55,-60,-35,-43,-43,-65,-38,-51,-58,-46,-55,19
-45,-46,-69,-42,-52,-56,-42,-57,-55,-60,-27,-43,-43,-62,-37,-51,-57,-46,-56,19
-43,-46,-62,-42,-53,-56,-43,-57,-53,NaN,-34,-51,-45,-62,-38,-51,-57,-44,-54,19
-44,-46,-64,-45,-53,-54,-42,-56,-55,NaN,-34,-41,-42,-62,-38,-51,-57,-43,-55,19
-44,-51,-69,-42,-53,-54,-45,-56,-60,-56,-38,-41,-58,-73,-42,-50,-58,-43,-54,19
-47,-46,-71,-45,-55,-54,-43,-58,-53,-56,-26,-48,-58,-69,-36,-51,-59,-44,-56,19
-43,-46,-71,-41,-55,-53,-40,-55,-54,-58,-27,-48,-44,-69,-37,-51,-59,-46,-56,19
-45,-46,-61,-41,-54,-53,-42,-56,-54,-60,-27,-42,-49,-64,-37,-51,-58,-44,-53,19
-43,-45,-60,-40,-52,-53,-43,-57,-54,-60,-34,-42,-45,-64,-37,-49,-58,-44,-54,19
-44,-48,-61,-41,-52,-54,-42,-53,-54,-61,-26,-50,-46,-64,-38,-50,-58,-46,-55,19
-47,-45,-62,-42,-53,-51,-42,-58,-56,-60,-34,-50,-43,-64,-36,-50,-58,-46,-51,19
-44,-47,-61,-41,-52,-51,-48,-56,-52,-60,-37,-45,-43,-64,-37,-49,-58,-43,-54,19
-46,-52,-61,-41,-52,-51,-48,-56,-52,-60,-37,-45,-43,-64,-37,-49,-58,-43,-54,19
-44,-46,-61,-46,-52,-50,-41,-60,-55,-60,-34,-45,-49,-65,-37,-49,-58,-43,-54,19
-46,-51,-60,-40,-52,-50,-42,-56,-54,-56,-26,-49,-45,-64,-36,-49,-58,-41,-54,19
-42,-46,-62,-41,-55,-51,-40,-56,-53,-59,-27,-44,-47,-66,-36,-50,-60,-45,-54,19
-44,-47,-63,-41,-51,-51,-48,-57,-53,-56,-26,-49,-49,-66,-36,-48,-60,-44,-54,19
-42,-45,-61,-40,-52,-54,-43,-54,-52,-57,-34,-45,-45,-75,-36,-48,-60,-44,-55,19
-41,-45,-63,-46,-51,-64,-48,-56,-52,-57,-26,-45,-44,-75,-40,-48,-61,-48,-58,19
-43,-46,-62,-41,-51,-64,-48,-56,-53,-59,-38,-43,-44,-75,-36,-48,-61,-42,-58,19
-42,-48,-63,-41,-51,-64,-44,-56,-52,-54,-27,-45,-47,-66,-36,-48,-61,-44,-57,19
-45,-45,-63,-40,-58,-55,-44,-55,-52,-56,-27,-45,-47,-63,-38,-49,-60,-44,-57,19
-43,-44,-68,-41,-52,-55,-59,-55,-55,-56,-34,-44,-47,-63,-38,-48,-60,-44,-57,19
-42,-45,-68,-41,-53,-55,-45,-55,-57,-56,-34,-51,-47,-63,-36,-50,-60,-44,-55,19
-43,-46,-68,-45,-51,-55,-45,-56,-53,-56,-34,-51,-43,-63,-40,-49,-61,-42,-54,19
-43,-45,-62,-40,-52,NaN,-42,-56,-52,-56,-27,-51,-47,-63,-37,-49,-61,-43,-54,19
