4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,4c:5e:0c:67:ab:cf_evarobot,18:28:61:1c:0b:69_EVOSOFT,00:66:4b:1f:08:23_TeknoTAM,1c:87:2c:7e:23:9c_EROGLU-PRI,1c:87:2c:7e:23:9d_EROGLU-PUB,4e:0b:3a:ce:61:92_coskun,e4:8d:8c:95:5c:60_evarobot,4c:5e:0c:69:1c:51_evarobot,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:6f:20:2e_evarobot,REF_POINT
-26,-47,-53,-54,-37,-35,-56,-63,-59,-39,-64,-65,-61,-48,-77,-63,-73,NaN,-57,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-21,-50,-48,-46,-39,-40,-51,-63,-57,-37,-63,-60,-61,-45,-77,-63,-73,NaN,-62,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-37,-43,-50,-49,-36,-41,-50,-63,-57,-38,-65,-66,-68,-45,-71,-63,-73,NaN,-60,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-40,-48,-43,-48,-35,-35,-50,-63,-61,-38,-68,-66,-68,-45,-75,-63,-74,NaN,-60,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-34,-48,-42,-46,-35,-36,-54,NaN,-61,-41,-63,-66,-68,-49,-75,-63,-74,NaN,-66,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-51,-44,-59,-35,-34,-54,NaN,-58,-47,-65,-66,-68,-48,-75,-63,-74,NaN,-59,-50,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,13
-20,-45,-44,-49,-35,-36,-53,NaN,-56,-40,-65,-59,-68,-45,-75,NaN,-74,NaN,-63,-50,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-46,-42,-54,-35,-33,-52,NaN,-56,-40,-65,-65,-68,-48,-75,NaN,-74,NaN,-63,-50,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-47,-40,-48,-35,-35,-54,NaN,-60,-39,-65,-59,-68,-48,NaN,NaN,NaN,NaN,-68,-50,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-46,-44,-46,-35,-35,-55,NaN,-58,-39,-65,-67,-68,-44,NaN,-64,-73,NaN,-68,-50,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-49,-48,-47,-35,-36,-54,NaN,-57,-39,-65,-67,-68,-44,NaN,-64,-73,NaN,-68,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-47,-42,-52,-35,-35,-53,NaN,-59,-39,-65,-67,-68,-44,NaN,-64,-72,NaN,-66,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-40,-49,-35,-34,-54,-62,-56,-44,-65,-59,-67,-44,NaN,-63,-74,NaN,-66,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-51,-42,-48,-35,-34,-53,-65,-57,-40,-65,-57,-67,-44,NaN,-65,-74,NaN,-66,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-48,-42,-56,-35,-34,-53,-65,-57,-39,-63,-57,-67,-50,NaN,-65,-74,NaN,-65,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-48,-50,-53,-36,-35,-54,-65,-59,-44,-63,-57,-67,-44,NaN,-64,-74,NaN,-67,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-48,-53,-35,-35,-53,-65,-56,-44,-63,-57,-67,-49,NaN,-64,-76,NaN,-62,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-48,-48,-47,-35,-35,-54,-65,-57,-40,-63,-57,NaN,-45,NaN,-64,-72,NaN,-63,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-48,-40,-47,-36,-36,-53,-60,-56,-40,-64,NaN,NaN,-45,NaN,-64,-73,NaN,-63,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-20,-48,-48,-53,-36,-34,-53,-61,-55,-45,-64,-58,-68,-44,NaN,-63,-72,NaN,-63,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-47,-48,-53,-36,-35,-54,-61,-55,-41,-64,-60,-68,-44,NaN,-74,-72,NaN,-61,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-48,-41,-47,-36,-34,-53,-61,-57,-39,-64,-60,-68,-49,NaN,-64,-72,NaN,-61,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-53,-43,-52,-36,-34,-54,-61,-55,-39,-66,-60,-68,-49,NaN,-64,-72,NaN,-65,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-49,-43,-48,-36,-36,-53,-61,-59,-39,-64,-61,-68,-49,NaN,-64,-70,NaN,-64,-51,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,13
-20,-47,-60,-47,-36,-35,-53,-61,-56,-39,-64,-61,NaN,-48,NaN,-64,-70,NaN,-64,-49,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-47,-41,-53,-36,-37,-52,-62,-56,-38,-63,-61,NaN,-48,NaN,-64,-70,NaN,-64,-51,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-40,-48,-36,-36,-51,-62,-58,-38,-63,-61,NaN,-47,NaN,NaN,-70,NaN,-64,-50,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-41,-48,-35,-36,-51,-62,-61,-38,-63,-58,NaN,-46,NaN,NaN,-70,NaN,-64,-50,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-44,-41,-48,-35,-34,-52,-64,-57,-38,-64,-58,NaN,-46,NaN,NaN,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-43,-39,-53,-35,-35,-52,-62,-58,-38,-64,-59,NaN,-45,NaN,NaN,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-44,-41,-47,-35,-37,-51,-62,-58,-38,-64,-59,NaN,-45,NaN,NaN,NaN,NaN,NaN,-50,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-44,-40,-48,-35,-37,-48,-62,-58,-38,-64,-59,NaN,-52,NaN,NaN,-74,NaN,NaN,-51,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-44,-41,-49,-35,-38,-51,-63,-59,-39,-64,-58,NaN,-48,NaN,-63,-74,NaN,NaN,-51,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-44,-41,-49,-35,-37,-51,-62,-59,-38,-64,-58,NaN,-51,NaN,-63,-74,NaN,NaN,-51,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-44,-50,-48,-35,-38,-52,-62,-57,-38,-64,-63,NaN,-51,NaN,-63,-74,NaN,NaN,-50,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-45,-39,-49,-35,-39,-52,-64,-58,-38,-65,-59,NaN,-47,NaN,-63,-72,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-49,-53,-35,-38,-51,-64,-57,-40,-63,-59,NaN,-48,NaN,-73,-72,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-45,-40,-48,-35,-37,-52,-64,-58,-46,-63,-59,NaN,-48,NaN,-73,-72,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-46,-39,-47,-35,-39,-53,-64,-56,-39,-65,-60,NaN,-50,NaN,-73,-72,NaN,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-47,-51,-48,-35,-38,-50,-64,-58,-45,-63,-60,NaN,-50,-72,-73,-72,NaN,-64,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-44,-39,-50,-35,-36,-56,NaN,-55,-38,-63,-59,-63,-48,-72,-73,-74,NaN,-63,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-45,-40,-48,-34,-35,-54,NaN,-56,-39,-64,-59,-63,-48,-72,-65,-74,NaN,-62,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-39,-48,-34,-35,-51,-63,-54,-37,-64,-67,-63,-48,-72,-65,-74,NaN,-70,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-45,-47,-48,-34,-33,-52,-63,-54,-37,-64,-67,-60,-46,-72,-64,-74,NaN,-70,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-20,-45,-41,-49,-35,-35,-53,-63,-57,-38,-63,-67,-60,-48,NaN,-64,-74,NaN,-67,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-46,-41,-50,-35,-37,-53,-63,-55,-37,-65,-67,-60,-47,NaN,-65,-74,NaN,-67,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-41,-50,-34,-35,-53,-63,-59,-38,-69,-67,-60,-47,NaN,-65,NaN,NaN,-67,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-44,-41,-50,-35,-36,-52,NaN,-56,-39,-69,NaN,-60,-48,NaN,-66,NaN,NaN,-67,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-44,-43,-54,-35,-34,-51,NaN,-56,-38,-69,-60,NaN,-48,NaN,-66,NaN,NaN,-67,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-42,-45,-34,-36,-53,-63,-59,-39,-65,-60,NaN,-48,NaN,-65,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-46,-49,-35,-37,-53,-63,-56,-38,-65,-60,NaN,-47,NaN,-65,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-51,-42,-49,-35,-33,-52,-63,-58,-39,-72,-60,NaN,-48,NaN,-65,-73,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-48,-50,-48,-35,-35,-54,-63,-57,-38,-64,-63,NaN,-47,NaN,-65,-73,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-42,-50,-35,-35,-54,-63,-58,-46,-64,-60,-62,-46,NaN,-70,-73,NaN,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-49,-42,-49,-35,-37,-54,-70,-57,-39,-69,-62,-62,-48,NaN,-70,-73,NaN,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-49,-42,-47,-35,-37,-54,-64,-55,-39,-69,-61,-62,-51,NaN,-65,-73,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-48,-49,-56,-35,-35,-53,-64,-57,-39,-69,-61,-62,-46,NaN,-65,-72,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-24,-47,-41,-56,-35,-35,-53,-64,-57,-38,-69,-62,-62,-49,NaN,-65,-72,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-53,-41,-48,-35,-35,-54,-64,-57,-38,-69,-62,NaN,-46,NaN,-65,-72,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-48,-42,-49,-34,-35,-53,-63,-55,-38,NaN,-59,NaN,-47,-69,-64,-77,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-46,-49,-35,-38,-54,-63,-57,-38,NaN,-60,NaN,-48,-69,-64,-77,NaN,-62,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-34,-48,-42,-48,-35,-39,-54,-63,-55,-38,-64,-58,NaN,-48,-69,-66,-74,NaN,-62,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-54,-43,-50,-35,-37,-53,-63,-59,-39,-66,-58,NaN,-46,-69,-66,-74,NaN,-62,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-34,-48,-43,-51,-35,-39,-53,-63,-57,-39,-66,-59,NaN,-52,-69,-66,-71,NaN,-62,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-46,-43,-58,-35,-34,-53,NaN,-57,-46,-64,-59,-63,-52,NaN,-65,-70,NaN,-62,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-42,-48,-35,-35,-54,NaN,-57,-40,-65,-63,-63,-52,NaN,-65,-70,NaN,-62,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-46,-42,-48,-35,-35,-55,-62,-57,-41,-65,-60,-63,-52,NaN,-64,-70,NaN,NaN,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-25,-47,-42,-49,-36,-34,-54,-62,-56,-36,-61,-62,-66,-48,NaN,-64,-70,NaN,NaN,-50,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-42,-49,-35,-36,-53,-62,-55,-36,-61,-62,-62,-47,NaN,-69,-72,NaN,-63,-50,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-42,-49,-36,-36,-54,-62,-58,-40,-61,-62,-62,-47,NaN,-65,-72,NaN,-63,-50,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-34,-50,-42,-54,-36,-38,-54,-62,-55,-38,-61,-59,-62,-47,NaN,-65,-72,NaN,-63,-51,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-42,-48,-35,-35,-54,NaN,-57,-39,-65,-59,-60,-48,NaN,-65,-72,NaN,-63,-50,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-47,-43,-53,-35,-35,-53,-66,-57,-39,-68,-59,-60,-47,-74,-65,-73,NaN,-63,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-46,-44,-55,-35,-39,-53,-66,-57,-39,-63,-64,-60,-48,-74,-64,-73,NaN,-62,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-45,-42,-50,-35,-34,-53,-61,-58,-38,-64,-64,-59,-46,-74,-64,-73,NaN,-62,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-26,-44,-42,-50,-35,-34,-54,-61,-60,-38,-62,-64,-67,-48,-75,-64,-73,NaN,-60,-51,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-33,-45,-41,-48,-35,-39,-55,-61,-57,-38,-65,-64,-59,-46,-75,-65,-73,-73,-60,-50,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,13
-49,-45,-40,-48,-33,-41,-50,-58,-57,-39,-74,-55,-55,-50,-75,-70,-73,-74,-57,-56,NaN,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-44,-44,-40,-55,-33,-35,-52,-58,-63,-37,NaN,-63,NaN,-38,NaN,-63,NaN,NaN,NaN,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-42,-48,-41,-49,-24,-37,-48,-58,-61,-38,NaN,-56,NaN,-39,NaN,-65,NaN,NaN,-59,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-44,-38,-49,-25,-38,-47,-58,-54,-39,NaN,-57,NaN,-42,NaN,-64,NaN,NaN,-68,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-46,-42,-51,-25,-38,-47,-57,-54,-39,NaN,-54,NaN,-44,NaN,-64,NaN,NaN,-58,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-43,-57,-53,-33,-35,-49,-57,-52,-39,NaN,-55,-69,-39,NaN,-64,NaN,NaN,-58,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-49,-40,-48,-33,-43,-48,-57,-52,-39,NaN,-55,-69,-46,NaN,-64,-70,NaN,-58,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-24,-41,-41,-48,-19,-41,-49,-57,-53,-37,NaN,-55,-69,-43,NaN,-64,-70,NaN,-58,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-25,-43,-40,-51,-25,-40,-48,-57,-53,-38,-64,-58,-69,-43,NaN,-64,-71,NaN,-58,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-34,-44,-40,-51,-25,-26,-48,-55,-53,-37,-64,-58,-69,-40,NaN,-64,-71,NaN,-58,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-38,-51,-25,-38,-47,-55,-51,-38,-64,-56,NaN,-45,NaN,-67,-71,NaN,-58,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-45,-48,-54,-35,-34,-47,-55,-53,-38,-65,-58,NaN,-39,NaN,-66,-71,NaN,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-44,-44,-53,-18,-34,-48,-55,-51,-38,-65,-57,NaN,-39,NaN,-66,-68,NaN,-64,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-47,-50,-25,-39,-45,-58,-62,-38,-65,-57,NaN,-36,NaN,-66,-70,NaN,-62,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-45,-45,-51,-25,-34,-47,-58,-52,-38,-65,-56,NaN,-39,NaN,-65,-70,NaN,-58,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-44,-52,-26,-36,-47,-58,-51,-37,-65,-56,NaN,-39,NaN,-65,-70,NaN,-61,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-48,-47,-51,-25,-38,-47,-55,-61,-38,-66,-55,NaN,-40,NaN,-65,-70,-70,-61,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-44,-51,-25,-34,-47,-56,-62,-38,-66,-55,NaN,-41,NaN,-65,-70,-70,-61,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-44,-50,-25,-36,-48,-56,-51,-37,-72,-55,NaN,-41,-70,-66,NaN,-70,-61,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-48,-43,-52,-22,-39,-46,-56,-52,-39,-64,-55,NaN,-38,-70,-66,-68,-70,-61,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-48,-45,-49,-26,-34,-47,-56,-52,-44,-64,-55,NaN,-40,-70,-64,-68,-70,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-48,-45,-49,-25,-36,-47,-57,-53,-39,-65,-57,NaN,-39,-70,-66,-68,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-34,-48,-45,-49,-26,-33,-46,-57,-53,-39,-65,-57,NaN,-38,-70,-66,-70,NaN,-58,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-37,-49,-48,-49,-25,-34,-47,-57,-55,-39,-65,-57,NaN,-39,NaN,-66,-72,NaN,-60,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-47,-48,-49,-26,-36,-47,-57,-51,-39,-65,-56,NaN,-39,NaN,-66,-69,NaN,-60,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-46,NaN,-25,-33,-47,-57,-51,-38,-65,-56,NaN,-39,NaN,-66,-69,NaN,-58,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-50,-46,-53,-25,-38,-47,NaN,-51,-45,-65,-58,NaN,-43,NaN,-66,-69,NaN,-59,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-39,-49,-48,-50,-25,-39,-47,NaN,-52,-38,-65,-55,NaN,-39,NaN,-66,-69,NaN,-59,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-48,-46,-50,-20,-34,-43,NaN,-63,-38,NaN,-56,NaN,-39,NaN,-66,-69,NaN,-59,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-39,-48,-45,-49,-26,-35,-47,NaN,-51,-39,-65,-56,NaN,-39,NaN,-66,-69,NaN,-59,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-48,-45,-50,-26,-26,-48,-55,-51,-38,-65,-55,NaN,-39,NaN,NaN,-71,NaN,-60,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-47,-45,-53,-25,-35,-47,-55,-54,-39,-64,-54,NaN,-40,NaN,NaN,-71,NaN,-60,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-47,-44,-53,-26,-33,-47,-55,-54,-39,-64,-56,NaN,-40,NaN,NaN,-71,NaN,-60,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-47,-47,-50,-35,-39,-43,-55,-54,-38,-64,-59,NaN,-39,NaN,NaN,-71,NaN,-60,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-39,-45,-49,-53,-25,-38,-47,-55,-60,-39,-65,-59,NaN,-39,NaN,NaN,-71,NaN,-66,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-47,-41,-54,-26,-38,-47,-56,-63,-39,-65,-56,NaN,-39,NaN,NaN,-69,NaN,-66,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-34,-43,-41,-54,-26,-26,-47,-56,-52,-39,-70,-56,NaN,-39,NaN,NaN,-69,NaN,-66,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-43,-41,-50,-25,-34,-45,-56,-51,-38,-65,-58,NaN,-39,NaN,NaN,-69,NaN,-66,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-45,-39,-50,-26,-33,-43,-56,-54,-38,-63,-57,NaN,-38,NaN,NaN,-73,NaN,-66,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-45,-49,-49,-26,-35,-47,-56,-52,-38,-63,-57,-62,-39,NaN,NaN,-73,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-44,-49,-50,-25,-35,-47,NaN,-53,-38,-65,-57,-62,-39,NaN,NaN,-73,NaN,NaN,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-44,-49,-51,-25,-33,-48,NaN,-53,-39,-64,-57,-62,-39,NaN,NaN,-73,NaN,-66,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-39,-47,-49,-51,-25,-35,-47,NaN,-59,-39,-63,-59,-62,-40,NaN,-65,-69,NaN,-60,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-34,-48,-41,-51,-26,-38,-47,NaN,-52,-45,-62,-58,-62,-39,NaN,-65,-69,NaN,-60,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-46,-45,-58,-25,-37,-48,NaN,-61,-44,-64,-56,NaN,-38,NaN,-65,-69,NaN,-63,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-45,-42,-54,-25,-34,-42,-56,-52,-38,-64,-56,NaN,-42,NaN,-65,-69,NaN,-65,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-45,-42,-56,-25,-35,-47,-56,-51,-38,-64,-56,NaN,-38,NaN,-65,-69,NaN,-65,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-46,-47,-56,-25,-25,-47,-56,-53,-39,-65,-56,NaN,-40,-72,NaN,-69,NaN,-65,-49,NaN,-80,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-34,-47,-47,-56,-26,-37,-47,-56,-52,-46,-65,-56,NaN,-40,-72,NaN,-69,NaN,-65,-47,NaN,-80,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-34,-48,-42,-50,-25,-34,-45,-57,-53,-37,-65,-57,-64,-39,-72,NaN,-69,NaN,-61,-50,NaN,-80,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-48,-42,-55,-25,-34,-47,-57,-54,-36,-70,-57,-64,-39,-72,NaN,-69,NaN,-61,-49,NaN,-80,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-35,-51,-40,-51,-25,-37,-47,-56,-52,-38,-70,-56,-64,-38,-72,NaN,NaN,NaN,-61,-45,NaN,-80,-81,NaN,NaN,NaN,NaN,NaN,NaN,14
-33,-47,-42,-53,-33,-34,-48,-56,-52,-38,-70,-56,-64,-39,NaN,NaN,NaN,NaN,-61,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
-26,-46,-43,-51,-25,-35,-47,-56,-51,-39,-70,-55,-64,-39,NaN,NaN,NaN,NaN,-61,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14
