4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,18:28:61:9e:ab:5c_MMD,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:23:44:33_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,64:66:b3:d0:4a:8d_Cisco_KRD,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,4c:5e:0c:67:ab:cf_evarobot,18:28:61:1c:0b:69_EVOSOFT,00:66:4b:1f:08:23_TeknoTAM,1c:87:2c:7e:23:9c_EROGLU-PRI,1c:87:2c:7e:23:9d_EROGLU-PUB,4e:0b:3a:ce:61:92_coskun,e4:8d:8c:95:5c:60_evarobot,4c:5e:0c:69:1c:51_evarobot,4c:5e:0c:69:1c:4b_evarobot,4c:5e:0c:70:53:6e_evarobot,4c:5e:0c:6f:20:2e_evarobot,REF_POINT
-34,-42,-38,-46,-36,-48,-49,-58,-62,-51,-65,NaN,NaN,-55,NaN,NaN,NaN,NaN,-62,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-25,-47,-39,-38,-40,-52,-48,-65,-59,-54,-71,-65,NaN,-56,NaN,NaN,-72,-70,-62,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-16,-47,-47,-37,-39,-46,-50,-62,-60,-49,-64,-65,NaN,-55,NaN,-70,-72,-70,-62,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-19,-43,-39,-40,-40,-48,-47,-62,-57,-50,-66,-65,NaN,-57,NaN,-70,-72,-70,-71,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-26,-42,-42,-37,-39,-50,-49,-63,-58,-48,-66,-65,NaN,-55,NaN,-70,-72,-70,-71,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-19,-42,-40,-43,-40,-49,-49,-62,-59,-48,-66,-70,NaN,-56,NaN,-71,-72,-70,-71,-45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-24,-45,-41,-42,-42,-48,-50,-64,-57,-49,-66,-66,-64,-55,NaN,-71,-75,NaN,-71,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-46,-41,-36,-44,-52,-49,-63,-57,-55,-66,-66,-64,-55,NaN,-71,-75,NaN,-71,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-23,-43,-53,-36,-39,-50,-49,-62,-57,-50,-64,-66,-65,-54,NaN,-66,-75,NaN,-67,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-22,-50,-42,-36,-39,-50,-49,-63,-56,-55,-64,-66,-64,-54,-73,-66,-75,NaN,-63,-50,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-44,-50,-36,-39,-53,-48,-63,-67,-55,-64,-66,-64,-54,-73,-66,-74,NaN,-63,-49,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-23,-43,-50,-35,-40,-50,-49,-62,-58,-55,-64,NaN,-64,-53,-73,-66,-74,NaN,-63,-48,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-51,-42,-41,-46,-49,-49,-61,-67,-53,-64,NaN,-64,-55,-73,-73,-74,-69,-63,-48,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-49,-51,-36,-40,-49,-48,-61,-56,-56,-64,NaN,-64,-54,-73,-73,-74,-69,-63,-49,NaN,-80,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-48,-41,-35,-40,-49,-49,-61,-58,-53,-65,NaN,NaN,-55,NaN,-73,-74,-69,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-51,-41,-36,-40,-49,-48,-61,-66,-53,-64,NaN,-65,-55,NaN,-73,NaN,-69,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-47,-50,-35,-39,-50,-49,-61,-54,-53,-65,NaN,-65,-54,NaN,-73,NaN,-69,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-45,-42,-37,-40,-49,-49,NaN,-56,-49,-64,NaN,-65,-55,NaN,-67,NaN,NaN,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-47,-42,-36,-40,-50,-49,NaN,-56,-54,-67,NaN,-65,-54,NaN,-67,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-46,-42,-45,-41,-51,-49,NaN,-56,-54,-64,NaN,-65,-55,NaN,-67,NaN,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-48,-43,-36,-40,-48,-49,NaN,-57,-48,-64,NaN,NaN,-54,NaN,-67,NaN,NaN,NaN,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-45,-42,-38,-40,-49,-49,-63,-57,-48,-66,NaN,NaN,-53,NaN,-67,NaN,NaN,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-46,-41,-37,-40,-50,-48,-63,-56,-49,-66,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-52,-42,-45,-40,-51,-49,-62,-65,-49,-66,NaN,NaN,-55,NaN,NaN,-76,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-19,-47,-51,-36,-40,-48,-49,-62,-59,-49,-64,NaN,NaN,-55,NaN,NaN,-76,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-49,-46,-36,-45,-48,-46,-62,-59,-49,-65,NaN,NaN,-54,NaN,NaN,-76,NaN,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-23,-49,-42,-36,-40,-50,-48,-63,-55,-49,-65,NaN,NaN,-54,-70,NaN,-76,NaN,NaN,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-49,-42,-36,-39,-48,-49,-63,-57,-49,-65,-71,-63,-52,-72,NaN,-76,NaN,-71,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-46,-42,-36,-41,-49,-49,-62,-56,-49,-65,-71,-62,-52,-72,NaN,-75,NaN,-71,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-48,-41,-35,-39,-49,-49,-64,-60,-49,-84,-76,-65,-53,-75,NaN,-74,NaN,-71,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-51,-42,-35,-38,-48,-50,-63,-56,-55,-84,-76,-69,-56,-75,-69,-73,-67,-71,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-22,-49,-42,-36,-39,-48,-49,-63,-56,-50,-84,-76,-62,-54,-75,-69,-73,-67,-71,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-23,-51,-50,-36,-40,-50,-49,-63,-57,-47,-84,-76,-62,-54,-75,-69,-74,-67,NaN,-48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-50,-41,-35,-40,-48,-48,-62,-59,-49,-63,-76,-62,-54,-77,-69,-74,-67,NaN,-47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-50,-41,-44,-40,-51,-49,-64,-60,-49,-65,-73,-62,-53,-74,-69,-74,-67,NaN,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-50,-40,-36,-39,-50,-49,-64,-58,-49,-63,-73,-62,-55,-74,-69,-74,-67,NaN,-48,NaN,NaN,-87,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-50,-42,-36,-39,-48,-48,-63,-59,-49,-63,-73,NaN,-54,-74,-69,-74,-68,NaN,-47,NaN,-79,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-49,-43,-40,-40,-52,-49,-63,-56,-55,-63,-68,NaN,-54,-74,-69,-74,-68,-64,-48,NaN,-79,-80,NaN,NaN,NaN,NaN,NaN,NaN,11
-23,-47,-41,-36,-40,-49,-48,-63,-56,-49,-63,-68,NaN,-55,-74,-69,-74,-68,-64,-48,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-49,-40,-36,-40,-49,-48,-63,-57,-49,-63,-75,-65,-54,-71,-66,NaN,-68,-64,-49,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-47,-45,-36,-40,-49,-48,-63,-56,-49,-65,-75,-65,-54,-78,-66,NaN,-69,-64,-46,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-48,-41,-36,-39,-49,-48,-63,-58,-53,-65,-75,-65,-55,-78,-66,NaN,-69,-64,-48,NaN,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-18,-47,-41,-36,-39,-48,-49,-63,-64,-49,-68,-75,-65,-57,-78,-66,NaN,-69,-64,-48,NaN,-80,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-46,-42,-36,-40,-52,-49,NaN,-59,-49,-65,-75,-65,-57,-78,-66,NaN,-69,-64,-50,NaN,-80,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-19,-47,-41,-36,-40,-47,-48,-62,-56,-49,-64,NaN,-69,-54,-78,-64,-75,-69,-66,-48,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-20,-48,-41,-36,-44,-50,-49,-63,-58,-48,-64,NaN,-64,-54,NaN,-66,-75,-67,-66,-46,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-19,-47,-41,-36,-40,-48,-48,-63,-58,-48,-64,NaN,-64,-57,NaN,-73,-75,-69,-66,-45,NaN,-79,-79,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-47,-41,-35,-39,-48,-49,-63,-59,-48,-66,NaN,-64,-54,NaN,-73,-75,-69,-66,-47,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-17,-48,-42,-36,-40,-50,-48,-64,-57,-49,-66,NaN,-65,-59,NaN,-72,-75,-69,-66,-50,NaN,-79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11
-35,-43,-44,-37,-37,-38,-36,NaN,-54,-47,-65,-63,NaN,-46,NaN,-75,NaN,NaN,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-42,-38,-43,-46,-48,-37,-63,-54,-47,-68,-59,-64,-43,NaN,-68,NaN,NaN,-60,-51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-35,-42,-38,-45,-42,-48,-40,-63,-54,-50,-68,-59,-64,-43,NaN,-68,NaN,NaN,-60,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-50,-43,-38,-48,-45,-39,-42,-63,-53,-48,-68,-59,-64,-44,-69,-68,NaN,NaN,-60,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-44,-35,-47,-41,-39,-41,-63,-54,-49,-68,-60,-64,-44,-69,-68,NaN,NaN,-60,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-45,-34,-43,-41,-41,-40,-64,-56,-48,-64,-59,-70,-44,-73,-68,NaN,NaN,-65,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-40,-35,-44,-38,-44,-42,-59,-55,-46,-63,-58,-75,-43,-73,NaN,-78,NaN,-62,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-39,-34,-48,-40,-46,-42,-58,-55,-45,-65,-58,-63,-43,-73,NaN,-78,NaN,-62,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-38,-41,-41,-44,-38,-45,-42,-58,-52,-45,-67,-58,-71,-42,-74,-69,-78,NaN,-62,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-37,-40,-38,-47,-38,-39,-40,-58,-53,-47,-63,-60,-71,-42,-74,-72,-78,NaN,-66,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-48,-46,-35,-49,-44,-43,-37,-58,-53,-52,-63,-60,-70,-44,-74,-72,-78,NaN,-66,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-44,-42,-35,-45,-41,-43,-39,-59,-53,-47,-63,-57,-70,-42,-74,-72,-78,NaN,-64,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-46,-41,-33,-45,-43,-44,-40,-59,-55,-46,-64,-57,-62,-44,-75,-72,NaN,NaN,-64,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-45,-41,-41,-43,-40,-47,-42,-58,-54,-45,-64,-57,-62,-48,-75,-72,NaN,NaN,-64,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-46,-40,-35,-44,-44,-44,-42,-62,-54,-48,-65,-55,-62,-44,-75,NaN,-73,NaN,-64,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-45,-42,-36,-44,-44,-45,-41,-62,-54,-47,-65,-56,-66,-43,-75,NaN,-73,NaN,-64,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-50,-41,-36,-44,-45,-44,-42,-61,-52,-47,-65,-59,-66,-44,-75,NaN,-73,NaN,-64,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-42,-41,-36,-43,-45,-45,-41,-61,-52,-47,-65,-59,-66,-45,NaN,-70,-73,NaN,-64,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-42,-41,-35,-42,-45,-46,-41,-61,-59,-46,-64,-59,-66,-45,-72,-70,-73,NaN,-63,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-44,-39,-34,-44,-45,-38,-41,-58,-53,-46,-64,-61,-65,-46,-72,-70,NaN,NaN,-63,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-39,-35,-48,-41,-45,-41,-61,-52,-55,-66,-62,-65,-46,-72,-70,NaN,NaN,-61,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-38,-40,-45,-42,-39,-42,-44,-61,-54,-49,-66,-63,-65,-43,-72,-72,NaN,NaN,-61,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-44,-43,-38,-45,-40,-42,-38,-59,-57,-49,-66,-63,-65,-48,-72,-72,NaN,NaN,-61,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-45,-40,-43,-36,-61,-52,-49,-66,-64,-65,-50,NaN,-72,NaN,NaN,-61,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-49,-39,-44,-36,-66,-53,-49,-65,-61,NaN,-44,NaN,-69,NaN,NaN,-61,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-42,-33,-49,-39,-44,-37,-66,-53,-49,-62,-59,-66,-55,-75,-71,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-43,-33,-49,-40,-47,-36,-61,-53,-50,-63,-59,-59,-45,-75,-71,NaN,NaN,-58,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-40,-34,-47,-38,-43,-38,-64,-62,-47,-64,-59,-60,-45,-75,-72,NaN,NaN,-58,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-41,-34,-45,-37,-42,-37,-63,-52,-46,-64,-63,-60,-42,-75,-72,-79,NaN,-58,-52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-79,-41,-26,-55,-44,-44,-38,-63,-55,-46,-68,-63,-65,-43,-75,-76,-79,NaN,-58,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-45,-33,-44,-40,-46,-36,-57,-54,-46,-68,-64,-65,-44,-74,-76,-79,NaN,-58,-55,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-54,-39,-46,-37,-59,-53,-51,-68,-64,-59,-50,-74,-76,-77,NaN,NaN,-55,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-42,-40,-35,-44,-40,-42,-36,-60,-52,-52,-70,-61,-59,-43,-74,-76,-88,NaN,-65,-56,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-43,-40,-36,-44,-38,-43,-37,-61,-53,-54,-69,-59,-60,-50,-74,-69,-88,NaN,-64,-53,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-43,-42,-35,-50,-36,-50,-37,-59,-54,-54,-63,-59,-62,-53,-74,-69,-77,NaN,-61,-57,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-43,-38,-46,-37,-61,-52,-47,-63,-60,-62,-53,-71,-70,-77,NaN,-62,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-42,-35,-45,-40,-48,-37,-59,-52,-47,-65,-60,-59,-53,-74,-70,-78,NaN,-61,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-59,-40,-43,-37,-64,-51,-47,-62,-60,-60,-43,-74,-70,-78,NaN,-61,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-40,-35,-43,-39,-43,-36,-59,-53,-47,-62,-62,-58,-43,-74,-71,-86,-80,-61,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-38,-42,-35,-43,-41,-46,-36,-59,-52,-48,-62,-61,-58,-43,-74,-71,-86,-80,-61,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-43,-35,-41,-41,-49,-37,-60,-52,-48,-62,-61,-60,-43,-74,-71,-78,-80,-62,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-40,-35,-53,-42,-46,-36,-58,-52,-48,-62,-58,-60,-44,-74,-71,-87,-80,-62,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-52,-42,-50,-37,-58,-54,-53,-62,-64,-62,-44,-74,-71,-87,-80,-63,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-79,-41,-35,-55,-42,-43,-36,-59,-51,-47,-64,-57,-59,-44,-74,NaN,-87,NaN,-63,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-44,-41,-43,-36,-59,-59,-48,-62,-58,-59,-44,-74,NaN,-87,NaN,-63,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-40,-43,-35,-50,-45,-47,-37,-59,-58,-48,-62,-58,-59,-43,NaN,NaN,-87,NaN,-63,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-44,-35,-53,-42,-43,-37,-58,-52,-48,-64,-63,-58,-46,NaN,NaN,-78,NaN,-63,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-37,-46,-35,-53,-41,-49,-37,-58,-53,-47,-63,-63,-59,-43,NaN,NaN,-77,NaN,-63,-56,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-41,-35,-54,-42,-48,-36,-59,-53,-54,-65,-58,-59,-44,NaN,NaN,-77,NaN,-63,-55,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-43,-35,-45,-42,-47,-37,-58,-53,-46,-64,-63,-64,-52,NaN,NaN,-77,NaN,-65,-56,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-35,-42,-35,-49,-39,-45,-37,-58,-51,-46,-64,-60,-62,-51,NaN,NaN,-77,NaN,-62,-54,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-41,-35,-50,-38,-42,-37,-61,-53,-47,-64,-64,-59,-43,NaN,NaN,-77,NaN,-62,-53,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-43,-35,-43,-36,-43,-37,-58,-55,-48,-64,-60,-62,-46,NaN,NaN,NaN,NaN,-62,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-42,-40,-35,-45,-36,-45,-36,-57,-54,-51,-68,-66,-60,-45,NaN,NaN,NaN,NaN,-62,-50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-44,-40,-35,-43,-42,-44,-37,-61,-54,-49,-62,-61,-60,-51,NaN,NaN,-77,NaN,-62,-62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-42,-40,-36,-43,-38,-45,-37,-61,-64,-49,-62,-59,-60,-44,NaN,NaN,-77,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-45,-36,-45,-43,-46,-37,-61,-55,-50,-62,-63,-62,-45,NaN,NaN,-77,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-43,-41,-34,-47,-44,-45,-37,-56,-54,-42,-63,-61,-62,-43,NaN,-71,-77,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-37,-42,-33,-41,-49,-43,-37,-58,-54,-45,-63,-59,-60,-43,NaN,-71,-77,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-39,-38,-43,-45,-46,-37,-58,-54,-45,-63,-59,-60,-45,NaN,-67,NaN,NaN,NaN,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-43,-42,-35,-40,-42,-46,-37,-59,-58,-48,-66,-61,-62,-45,NaN,-67,NaN,NaN,NaN,-58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-39,-44,-38,-40,-39,-41,-39,-59,-54,-48,-66,-65,-62,-46,NaN,-71,NaN,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-43,-43,-36,-49,-42,-43,-38,-63,-52,-47,-65,-58,-62,-44,NaN,-71,NaN,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-37,-46,-35,-42,-43,-42,-37,-61,-51,-49,-65,-58,-69,-46,NaN,-71,-78,NaN,NaN,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-36,-46,-35,-43,-42,-44,-36,-61,-53,-51,-66,-59,-68,-43,NaN,-74,-78,NaN,NaN,-59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-42,-42,-34,-46,-44,-41,-37,-61,-56,-47,-64,-61,-70,-44,NaN,-68,-78,NaN,NaN,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-47,-49,-35,-42,-44,-47,-37,-61,-53,-49,-64,-67,-65,-44,NaN,-68,-78,NaN,NaN,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-47,-45,-35,-42,-49,-42,-37,-61,-52,-51,-66,-67,-72,-42,NaN,-68,-78,NaN,-61,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-44,-35,-46,-51,-50,-37,NaN,-53,-47,-66,-62,-72,-42,NaN,-68,NaN,NaN,-61,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-38,-44,-37,-43,-42,-51,-36,NaN,-53,-50,-66,-61,-72,-43,NaN,-68,NaN,NaN,-61,-61,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-45,-36,-41,-40,-43,-37,NaN,-54,-50,-68,-61,-63,-45,-71,-71,NaN,NaN,-61,-61,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-43,-35,-41,-40,-45,-37,-60,-55,-45,-66,-62,-63,-45,-71,-71,NaN,NaN,-61,-58,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-41,-44,-35,-42,-49,-44,-35,-59,-52,-45,-66,-59,-63,-45,-71,-71,NaN,NaN,-63,-56,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-51,-44,-35,-45,-43,-44,-36,-59,-51,-45,-73,-59,-63,-45,-71,-71,NaN,NaN,-63,-57,NaN,-81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-50,-45,-35,-45,-52,-42,-36,-59,-53,-45,-73,-59,-63,-45,-71,-71,NaN,NaN,-63,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-52,-46,-35,-49,-43,-42,-36,-62,-59,-50,-73,-60,-63,NaN,NaN,NaN,NaN,NaN,-63,-54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-46,-45,-34,-45,-46,-45,-36,-62,-54,-52,-73,-64,-63,-50,NaN,NaN,NaN,NaN,-63,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-46,-45,-34,-45,-48,-45,-36,-62,-53,-46,-73,-65,-63,-44,NaN,NaN,NaN,NaN,NaN,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-46,-45,-34,-47,-44,-38,-36,-62,-52,-50,NaN,-65,-63,-43,NaN,NaN,-75,NaN,-61,-55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-45,-44,-35,-43,-45,-41,-36,-59,-53,-46,NaN,-66,-63,-42,NaN,NaN,-75,NaN,-61,-57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12
-36,-48,-45,-44,-26,-38,-57,-62,-56,-39,-63,-55,-61,-38,-82,-70,-74,NaN,-57,-53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-35,-48,-47,-50,-26,-35,-55,-69,-58,-39,-64,-57,-57,-43,-70,-70,-71,NaN,-62,-49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
-35,-55,-53,-54,-35,-35,-56,-63,-56,-36,-63,-57,-61,-45,-77,NaN,-73,NaN,-62,-46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13
