04:18:d6:c1:98:24_inonet,06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:13:0d:9d_EROGLU,REF_POINT
-52,-64,-44,-54,-37,-47,-58,-55,-67,-47,NaN,-64,NaN,-79,NaN,-73,NaN,-83,-89,NaN,5
-59,-64,-43,-53,-37,-47,-61,-54,-66,-47,NaN,-65,-68,-79,NaN,-70,-75,-83,-89,NaN,5
-59,-63,-44,-54,-38,-47,-59,-54,-65,-46,NaN,-64,-69,NaN,NaN,-70,-75,-84,NaN,NaN,5
-61,-64,-44,-54,-38,-45,-57,NaN,-65,-46,NaN,-65,-69,NaN,NaN,-69,NaN,-84,NaN,NaN,5
-62,-64,-44,-53,-38,-47,-58,-55,-68,-46,NaN,-65,-65,-65,NaN,-69,-76,-66,-87,NaN,5
-52,-64,-45,-54,-38,-46,-61,-55,-65,-46,NaN,NaN,-65,-65,NaN,-71,-76,-66,-87,NaN,5
-59,-65,-44,-53,-38,-46,-58,NaN,-65,-47,NaN,NaN,-69,NaN,NaN,-70,-78,NaN,NaN,NaN,5
-60,-64,-44,-54,-39,-46,-58,-55,-68,-47,NaN,-66,-69,-79,NaN,-70,-78,NaN,NaN,NaN,5
-58,-64,-44,-55,-38,-47,-60,-57,-66,-47,NaN,-65,-68,-77,-79,-69,-75,NaN,NaN,NaN,5
-50,-65,-38,-54,-41,-50,-66,-58,-65,-51,NaN,-65,-60,NaN,NaN,-71,NaN,NaN,NaN,NaN,6
-52,-65,-38,-54,-41,-48,-66,-56,-62,-49,NaN,-65,-68,NaN,NaN,-71,NaN,NaN,NaN,NaN,6
-53,-64,-38,-52,-39,-50,NaN,-57,-66,-49,NaN,-68,-68,NaN,NaN,NaN,-75,NaN,NaN,NaN,6
-53,-64,-37,-54,-42,-50,-65,-57,-63,-52,NaN,-69,-65,NaN,NaN,-70,-75,NaN,-85,NaN,6
-57,-64,-38,-52,-40,-50,-63,-57,-68,-48,NaN,-69,-65,-76,NaN,-71,NaN,-85,-85,NaN,6
-57,-64,-37,-54,-40,-49,-63,-57,-68,-50,NaN,-69,-65,-76,NaN,-71,NaN,-85,NaN,NaN,6
-58,-64,-36,-52,-42,-49,-67,-57,-69,-50,NaN,-69,-65,-76,NaN,NaN,NaN,NaN,NaN,NaN,6
-57,-64,-37,-53,-42,-49,-63,-68,-68,-50,-63,-69,-65,-76,NaN,NaN,NaN,-86,NaN,-85,6
-58,-64,-36,-55,-40,-48,-63,-57,-70,-49,-64,-70,-65,-76,NaN,NaN,NaN,-86,NaN,-85,6
-57,-65,-36,-54,-42,-49,-66,-57,-68,-50,-62,-70,-69,-75,NaN,NaN,NaN,NaN,NaN,NaN,6
-56,-64,-37,-53,-42,-50,-65,-67,-68,-48,-62,NaN,-64,-76,NaN,-71,-75,NaN,NaN,NaN,6
-57,-63,-37,-54,-42,-49,-62,-67,-69,-48,-70,NaN,-68,-76,NaN,-70,-74,NaN,NaN,NaN,6
-53,-65,-37,-53,-43,-50,-66,-56,-70,-50,-70,-69,-68,NaN,NaN,-71,-74,NaN,NaN,NaN,6
-58,-64,-36,-54,-41,-49,-63,-57,-70,-50,NaN,-69,-69,NaN,-76,-71,-74,NaN,-83,NaN,6
-52,-64,-37,-52,-41,-50,-65,-57,-68,-48,-80,-69,-69,NaN,-76,-71,-74,-85,-83,NaN,6
-54,-59,-36,-55,-41,-49,-65,-57,-69,-52,-80,NaN,-71,NaN,NaN,NaN,NaN,-85,NaN,NaN,6
-52,-65,-36,-54,-42,-50,-67,-59,-64,-49,NaN,-71,-65,-76,NaN,NaN,-81,NaN,NaN,NaN,6
-51,-65,-37,-54,-43,-50,-67,-58,-64,-53,NaN,-70,-65,-76,NaN,-72,-73,-83,NaN,NaN,6
-56,-65,-35,-54,-42,-49,-63,-60,-68,-50,NaN,-70,-65,-76,-77,-70,-73,-83,NaN,NaN,6
-52,-65,-36,-51,-42,-49,-66,-58,-68,-50,NaN,-71,-66,NaN,-77,-71,NaN,-83,NaN,-84,6
-53,-64,-36,-52,-41,-50,-63,-60,-72,-50,NaN,-69,-66,-77,NaN,-71,NaN,-83,NaN,-84,6
-52,-64,-37,-62,-42,-50,-65,-59,-73,-50,-70,-71,-65,-77,-75,NaN,-74,-72,NaN,NaN,6
-58,-65,-37,-49,-42,-48,-65,-58,-68,-50,-70,-71,-65,-77,-75,-71,-74,-72,NaN,NaN,6
-57,-64,-36,-54,-43,-48,-64,-57,-68,-50,-70,-71,-63,-77,NaN,-71,-74,-84,-83,-82,6
-56,-64,-36,-51,-43,-48,-62,-59,-73,-50,-70,NaN,-64,-77,-75,NaN,NaN,-84,-83,-82,6
-53,-65,-37,-53,-42,-49,-61,-59,-66,-50,-70,NaN,-66,NaN,-75,NaN,NaN,NaN,NaN,NaN,6
-56,-64,-36,-54,-42,-47,-62,-58,-68,-50,-70,-71,-65,NaN,NaN,-71,-74,-82,-84,NaN,6
-57,-64,-36,-54,-42,-48,-61,-58,-72,-49,-70,-71,-65,NaN,NaN,-71,-74,-78,-84,NaN,6
-53,-64,-37,-54,-43,-49,-67,-57,-67,-49,NaN,NaN,NaN,-78,NaN,NaN,NaN,-78,NaN,NaN,6
-52,-64,-36,-52,-42,-50,-67,-57,-66,-49,NaN,-72,-66,-78,NaN,-71,NaN,NaN,-85,NaN,6
-53,-64,-37,-54,-40,-50,-69,-57,-71,-48,NaN,-71,-65,-77,-74,-71,-75,-83,-85,NaN,6
-50,-64,-37,-54,-41,-46,-69,-57,-67,-48,-80,-71,-62,-77,-74,-71,-75,-83,NaN,NaN,6
-51,-64,-36,-54,-41,-47,-68,-57,-68,-48,-80,-71,-66,-78,-75,-71,-74,-81,-85,NaN,6
-54,-64,-36,-54,-42,-48,-61,-57,-71,-49,NaN,-71,-66,-78,-75,-71,-74,-82,-85,NaN,6
-55,-65,-36,-54,-42,-48,-61,-56,-69,-50,NaN,-70,-66,-78,NaN,NaN,NaN,-83,NaN,-87,6
-56,-64,-36,-54,-41,-49,NaN,-57,-67,-49,NaN,-70,-66,-77,-76,NaN,NaN,-71,-84,-87,6
-52,-65,-36,-54,-41,-50,-64,-57,-69,-49,NaN,NaN,-65,-77,-75,-71,-73,-83,-84,NaN,6
-51,-65,-36,-54,-44,-48,-60,-61,-68,-48,-70,-70,-66,NaN,-78,-70,-72,-83,-84,NaN,6
-53,-63,-36,-54,-42,-50,-62,-58,-68,-50,-79,-70,-65,-77,-75,-70,-72,-84,NaN,NaN,6
-53,-65,-36,-54,-42,-50,-62,-53,-67,-50,-79,NaN,-65,-77,-75,-71,NaN,-84,NaN,NaN,6
-52,-64,-36,-54,-42,-50,NaN,-72,-74,-51,NaN,NaN,NaN,-76,-75,-71,NaN,-83,NaN,NaN,6
-51,-65,-36,-54,-41,-50,-64,-56,-68,-52,NaN,NaN,NaN,-78,-78,-71,-74,-83,-83,-85,6
-56,-64,-36,-52,-42,-50,-62,-56,-69,-50,NaN,-81,-66,-78,-78,-71,-74,NaN,-83,-85,6
-58,-57,-36,-54,-70,-47,-62,-57,-67,-50,NaN,-81,-65,-76,NaN,-70,-73,-83,NaN,NaN,6
-53,-66,-36,-54,-42,-50,-68,-55,-70,-48,NaN,NaN,-59,-76,NaN,-70,-73,-70,NaN,NaN,6
-52,-66,-36,-54,-41,-49,-64,-54,-67,-48,NaN,-74,-65,-77,-77,-79,NaN,-70,NaN,NaN,6
-56,-65,-36,-54,-41,-50,-61,-54,-67,-50,NaN,-74,-65,-76,-77,-71,NaN,-83,NaN,NaN,6
-56,-64,-34,-53,-40,-50,-63,-54,-70,-49,NaN,NaN,-65,-76,NaN,-71,-73,-83,NaN,NaN,6
-56,-63,-36,-54,-42,-50,-66,-55,-69,-51,NaN,NaN,-64,-76,NaN,-70,-73,-84,-85,-86,6
-53,-63,-36,-53,-42,-50,-66,-54,-69,-50,-78,NaN,-65,-76,-75,-72,-72,-84,-85,-86,6
-57,-63,-37,-54,-41,-50,NaN,-53,-69,-50,-78,NaN,-65,NaN,-75,-72,-72,NaN,-85,NaN,6
-57,-65,-37,-50,-41,-50,-63,-55,-69,-53,NaN,-74,NaN,NaN,NaN,NaN,NaN,-83,-85,NaN,6
-58,-64,-37,-54,-44,-49,-63,-55,-67,-49,NaN,-74,NaN,NaN,-76,NaN,NaN,-83,-85,NaN,6
-57,-65,-36,-54,-44,-50,NaN,-56,-69,-48,-72,NaN,NaN,-76,-76,-70,-74,-80,-86,NaN,6
-58,-64,-36,-54,-41,-50,-65,-56,-63,-48,-72,NaN,-64,-69,-79,-70,-74,-84,-86,NaN,6
-60,-65,-37,-54,-42,-48,-64,-55,-67,-49,NaN,-72,-64,-76,-79,-70,-72,-84,NaN,NaN,6
-57,-64,-37,-52,-40,-50,-65,-55,-67,-47,NaN,-74,-65,-76,NaN,-70,-72,NaN,NaN,NaN,6
-58,-64,-37,-52,-43,-50,-63,-53,-69,-49,NaN,-73,-65,NaN,NaN,-70,-72,NaN,NaN,NaN,6
-50,-64,-35,-54,-42,-47,-59,-53,-69,-48,NaN,-73,NaN,NaN,NaN,-71,-72,NaN,NaN,NaN,6
-50,-64,-35,-54,-41,-48,-64,-55,-69,-51,NaN,-70,-64,NaN,NaN,-78,-73,NaN,NaN,NaN,6
-51,-64,-37,-49,-42,-47,-66,-56,-66,-51,NaN,-70,-64,NaN,NaN,-70,-73,NaN,-71,NaN,6
-59,-64,-35,-55,-41,-48,-62,-57,-67,NaN,NaN,NaN,-63,NaN,NaN,-71,NaN,NaN,-71,NaN,6
-52,-64,-36,-51,-42,-50,-64,-56,-68,-49,NaN,-72,-59,NaN,NaN,-70,NaN,-82,NaN,NaN,6
-60,-64,-36,-54,-42,-49,-64,-56,-69,-72,NaN,-72,-59,NaN,NaN,-71,-73,-82,NaN,NaN,6
-55,-63,-37,-54,-41,-51,-61,-56,-67,-48,NaN,NaN,-63,NaN,NaN,-71,-73,-84,NaN,NaN,6
-56,-63,-37,-54,-41,-50,-61,NaN,-67,-49,NaN,NaN,-70,NaN,-77,NaN,-73,-84,NaN,NaN,6
-52,-64,-36,-53,-40,-50,-63,NaN,NaN,-50,NaN,-73,-64,NaN,-77,-70,-74,NaN,NaN,NaN,6
-51,-64,-37,-52,-42,-49,-64,-56,NaN,-49,NaN,-76,-66,NaN,NaN,-70,-74,NaN,-84,NaN,6
-55,-65,-37,-51,-40,-49,-63,-56,NaN,-49,NaN,-76,-60,NaN,NaN,NaN,NaN,-85,-84,NaN,6
-51,-63,-36,-54,-40,-48,-63,-55,-63,-51,NaN,-72,-66,-67,-78,-66,NaN,-83,NaN,-82,6
-51,-63,-36,-54,-40,-49,-61,-54,-63,-50,NaN,-72,-66,-77,-81,-72,NaN,-83,NaN,-83,6
-55,-63,-35,-53,-41,-49,-62,-53,-69,-51,NaN,-71,NaN,-76,-81,-72,NaN,NaN,NaN,-83,6
-55,-63,-37,-53,-41,-50,-65,-53,-71,-51,NaN,-72,-68,-76,NaN,-72,NaN,NaN,-84,NaN,6
-55,-63,-37,-50,-42,-50,-61,-54,-68,-51,-78,-72,-65,NaN,-77,NaN,-72,-85,-84,NaN,6
-52,-63,-37,-53,-42,-49,-64,-54,-63,-50,-78,-75,-65,-77,-77,NaN,-72,-85,NaN,NaN,6
-55,NaN,-36,-54,-42,-50,-63,-53,-67,-51,NaN,-72,-65,-77,NaN,-71,-72,NaN,NaN,NaN,6
-52,NaN,-37,-54,-40,-50,-63,-53,-68,-52,NaN,-72,NaN,NaN,-76,-71,-72,NaN,NaN,NaN,6
-51,-63,-35,-53,-41,-50,-67,-66,-66,-51,NaN,NaN,-63,NaN,-76,-66,-73,NaN,-84,NaN,6
-53,-64,-36,-54,-41,-49,-59,-52,-71,-50,NaN,-71,-69,-72,NaN,-66,-76,NaN,-84,NaN,6
-55,-64,-37,-53,-37,-49,-64,-54,-71,-49,NaN,-71,-61,-72,NaN,-69,-76,NaN,NaN,NaN,6
-51,-67,-35,-60,-56,-50,-61,-59,-63,-48,-71,-67,-58,NaN,NaN,NaN,-65,-52,-84,NaN,7
-53,-67,-40,-59,-43,-45,-51,-51,-65,-48,-71,-65,-58,-67,-69,NaN,-65,-65,NaN,NaN,7
-52,-66,-41,-61,-46,-46,-51,-56,-67,-49,-69,-65,-61,-73,-69,NaN,-66,-78,NaN,NaN,7
-58,-67,-42,-59,-45,-46,-52,-55,-67,-48,-68,-67,-61,-73,-73,-64,-67,-84,NaN,NaN,7
-54,-65,-42,-59,-45,-44,-51,-55,-67,-48,-68,-67,-65,-73,-73,-64,-67,-84,NaN,NaN,7
-55,-66,-44,-59,NaN,-44,-51,-54,-64,-50,NaN,-67,-58,-73,NaN,NaN,NaN,-77,NaN,NaN,7
-55,-64,-41,-62,-45,-45,-52,-53,-68,-56,-66,-64,-57,-73,NaN,NaN,-66,-77,NaN,NaN,7
-53,-64,-44,-54,-43,-44,-51,-61,-63,-47,-66,-67,-56,NaN,NaN,NaN,-66,NaN,NaN,NaN,7
-53,-64,-43,-60,-45,-46,-51,-54,-67,-48,NaN,-66,-56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-47,-65,-41,-58,-43,-46,-51,-54,-67,-48,NaN,-64,NaN,-65,-75,-65,NaN,NaN,NaN,NaN,7
-53,-65,-41,-52,-43,-88,-62,NaN,-69,-47,NaN,-63,NaN,-72,-75,-64,-69,NaN,NaN,-84,7
-59,-67,-38,-59,-43,-46,-51,-50,-69,-49,NaN,-63,NaN,-72,NaN,-64,-65,-78,NaN,-84,7
-52,-66,-44,-60,-43,-44,-52,-55,-68,-47,-74,-63,-60,NaN,NaN,-66,-65,-79,NaN,NaN,7
-49,-63,-44,-58,-44,-46,-51,-52,-67,-49,-74,-63,-60,-72,NaN,-66,NaN,-79,NaN,NaN,7
-57,-65,-43,-59,-44,-46,-50,-55,-67,-49,NaN,-65,NaN,-73,NaN,-65,-66,-79,NaN,NaN,7
-53,-66,-43,-59,-43,-46,-50,-55,-69,-45,NaN,-65,-70,-73,-74,-64,-66,-78,NaN,NaN,7
-55,-67,-44,-59,-43,-45,-51,-59,-68,-45,-73,-65,-60,NaN,-75,-64,-69,-77,NaN,-86,7
-56,-64,-44,-58,-44,-45,-51,-54,-65,-44,-73,-65,-60,-74,-75,-64,-66,-77,NaN,-86,7
-55,-67,-44,-54,-43,-46,-57,-54,-69,-55,-67,-60,-60,-74,-75,-64,-66,NaN,NaN,NaN,7
-55,-67,-43,-58,-43,-46,-55,-51,-67,-44,-74,-62,-56,NaN,NaN,-64,-71,NaN,NaN,NaN,7
-55,-67,-43,-64,-44,-44,-50,-51,-69,-47,-74,-62,-57,NaN,NaN,NaN,-71,NaN,NaN,NaN,7
-54,-67,-43,-57,-46,-45,-54,-54,-69,-45,-65,NaN,-62,-67,NaN,-65,-68,-78,NaN,NaN,7
-54,-65,-42,-54,-46,-46,-51,-55,-66,-46,-65,-63,-67,-67,NaN,-65,-68,-78,NaN,NaN,7
-55,-64,-43,-54,-44,-46,-59,-56,-68,-46,-65,-69,-60,NaN,-70,-64,-74,-78,-83,NaN,7
-51,-66,-41,-57,-44,-46,-59,-52,-67,-43,-65,-69,-61,NaN,-69,-64,-66,-78,-83,NaN,7
-52,-65,-42,-59,-45,-46,-51,-53,-65,-47,-65,-65,-63,-74,-69,-62,-66,-78,NaN,NaN,7
-54,-67,-43,-57,-45,-43,-50,-54,-69,-47,-65,-68,-61,-74,-80,-67,NaN,-66,NaN,NaN,7
-54,-66,-43,-51,-45,-46,-50,-55,-68,-45,-65,-64,-63,-72,-80,-67,NaN,-76,-85,NaN,7
-47,-66,-42,-51,-45,-44,-56,-55,-68,-45,-65,-64,-65,-73,NaN,-64,-66,-76,-85,NaN,7
-54,-66,-41,-58,-51,-46,-56,-58,-67,-45,NaN,NaN,-64,-73,NaN,-64,-65,NaN,NaN,NaN,7
-47,-66,-44,-58,-47,-46,-57,-54,-68,-50,-67,NaN,-64,NaN,NaN,-64,-65,NaN,NaN,NaN,7
-57,-67,-43,-58,-48,-44,-57,-53,-69,-49,-67,NaN,-64,NaN,-70,NaN,-60,NaN,NaN,NaN,7
-54,-67,-43,-58,-47,-45,-57,-53,-69,-45,NaN,NaN,NaN,NaN,-70,-60,-60,NaN,NaN,NaN,7
-53,-67,-42,-59,-47,-46,-57,-53,-68,-45,NaN,-65,NaN,NaN,-70,-63,NaN,-77,NaN,NaN,7
-54,-66,-43,-58,-47,-43,-50,-53,-67,-44,NaN,-67,-63,NaN,NaN,-63,NaN,-77,NaN,NaN,7
-53,-61,-41,-58,-44,-45,-57,-53,-66,-43,-67,-66,-63,NaN,-71,-63,NaN,NaN,NaN,NaN,7
-53,-66,-42,-59,-44,-46,-51,-54,-67,-43,-67,-65,-62,NaN,-71,-63,NaN,NaN,NaN,NaN,7
-53,-65,-42,-60,-67,-46,-50,-54,-68,-44,NaN,-65,-63,NaN,NaN,-63,-66,NaN,NaN,NaN,7
-54,-62,-41,-59,-47,-44,-58,NaN,-66,-44,NaN,-68,-62,NaN,NaN,-63,-66,-78,NaN,NaN,7
-52,-66,-42,-58,-47,-43,-50,-55,-67,-43,NaN,-66,-61,-73,-68,-64,-65,-88,NaN,NaN,7
-52,-60,-41,-58,-47,-45,-57,-54,-65,-50,NaN,NaN,-72,-74,-68,-64,-65,NaN,NaN,NaN,7
-52,-66,-43,-59,-46,-46,-50,-53,-68,-44,NaN,NaN,-63,-65,NaN,NaN,-66,NaN,NaN,NaN,7
-48,-66,-42,-56,-46,-45,-91,-53,-71,-44,NaN,NaN,-64,-65,NaN,-65,-66,NaN,NaN,NaN,7
-52,-67,-42,-59,-43,-46,-52,-53,-69,-45,NaN,NaN,-64,NaN,NaN,-64,-66,NaN,NaN,NaN,7
-51,-65,-41,-60,-43,-45,-57,-53,-67,-43,NaN,-65,-64,NaN,-71,-64,-67,NaN,NaN,NaN,7
-47,-66,-43,-61,-47,-46,-51,-53,-66,-45,NaN,-64,-64,NaN,-71,-65,-67,NaN,NaN,NaN,7
-47,-67,-43,-61,-46,-45,-51,-53,-66,-45,NaN,-64,NaN,NaN,-70,-65,NaN,NaN,NaN,NaN,7
-47,-66,-41,-61,-45,-45,-51,-54,-67,-45,-65,-65,-62,-75,-70,-65,NaN,-79,NaN,NaN,7
-53,-67,-42,-60,-46,-46,-59,-54,-69,-45,-65,-65,-66,-75,NaN,-65,-63,-79,-83,NaN,7
-52,-66,-39,-61,-43,-46,-52,-55,-68,-45,NaN,-65,-65,-75,NaN,NaN,-63,NaN,-83,NaN,7
-54,-65,-40,-59,-49,-45,-57,-54,-68,-45,NaN,-65,-65,-73,-75,-68,-67,NaN,NaN,NaN,7
-48,-66,-42,-63,-44,-45,-51,-55,NaN,-45,NaN,NaN,-63,-73,-75,-68,-67,-76,NaN,NaN,7
-54,-64,-39,-61,-44,-44,-55,-52,-68,-47,-66,-63,-63,NaN,NaN,NaN,NaN,-76,NaN,NaN,7
-55,-64,-44,-63,-44,-46,-56,-56,-70,-45,-66,-63,-60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
-47,-64,-43,-60,-44,-45,-61,-56,-68,-49,-66,-58,-59,NaN,NaN,NaN,-68,NaN,NaN,NaN,7
-53,-65,-43,-60,-45,-44,-53,-56,-69,-46,NaN,-58,-61,NaN,NaN,NaN,-66,NaN,NaN,NaN,7
-52,-65,-43,-60,-45,-45,-58,-54,-69,-45,NaN,NaN,-61,-82,NaN,-64,-66,NaN,NaN,NaN,7
-48,-65,-43,-61,-45,-45,-52,-53,-67,-45,-68,-66,-64,-82,NaN,-64,-67,NaN,NaN,NaN,7
-52,-65,-43,-58,-45,-43,-59,-53,-67,-45,-71,-64,-64,NaN,NaN,-64,-67,NaN,NaN,NaN,7
-46,-65,-42,-60,-45,-45,-51,-53,-66,-45,-67,-63,-64,NaN,-74,-64,-67,-79,NaN,NaN,7
-52,-65,-42,-60,-45,-43,-51,-53,-69,-45,-66,-63,-63,NaN,-74,-64,-67,-79,NaN,NaN,7
-52,-65,-42,-59,-44,-45,-51,-53,-69,-45,-66,-63,-63,-79,-72,-65,-66,-66,NaN,NaN,7
-53,-64,-43,-59,-45,-43,-56,-53,-68,-46,-66,-63,-67,-79,-72,-65,-66,-66,NaN,NaN,7
-48,-65,-43,-59,-45,-43,-54,-58,-70,-45,-69,-68,-65,NaN,NaN,NaN,-68,NaN,NaN,NaN,7
-53,-65,-44,-59,-45,-46,-56,-53,-70,-45,-64,-65,-64,NaN,NaN,NaN,-68,-78,NaN,NaN,7
-52,-63,-42,-60,-45,-45,-57,-51,-69,-44,-64,-65,-64,NaN,NaN,-63,-69,-78,NaN,NaN,7
-53,-65,-42,-58,-45,-41,-56,-51,-70,-45,NaN,-64,-64,NaN,-72,-64,-69,-71,NaN,NaN,7
-54,-65,-42,-58,-46,-45,-51,-55,-66,-45,NaN,-64,-64,NaN,-72,-64,NaN,-71,-83,NaN,7
-53,-65,-40,-53,-43,-46,-51,-53,-65,-44,-65,-65,-64,-82,NaN,-64,NaN,-78,-83,NaN,7
-57,-65,-43,-53,-44,-46,-52,-53,-65,-45,-65,-65,-64,-84,NaN,-65,NaN,-78,-83,NaN,7
-53,-65,-43,-51,-45,-46,-51,-53,-67,-45,-65,-65,-63,-84,-74,-65,-67,-78,NaN,NaN,7
-47,-66,-42,-58,-45,-46,-51,-53,-69,-44,-65,-65,-70,NaN,-74,-64,-66,-78,NaN,NaN,7
-53,-65,-39,-58,-45,-46,-50,-55,-68,-44,-64,-66,-63,NaN,-69,-64,-65,NaN,NaN,NaN,7
-53,-66,-42,-51,-44,-46,-58,-57,-68,-44,-64,-66,-63,-81,-69,-63,-65,-79,NaN,NaN,7
-54,-65,-43,-58,-44,-45,-51,-54,-69,-44,NaN,-65,NaN,-81,NaN,-63,NaN,-79,NaN,NaN,7
-56,-66,-42,-58,-45,-45,-50,-53,-67,-44,NaN,-66,-66,NaN,NaN,NaN,-64,-79,-84,NaN,7
-57,-65,-43,-58,-45,-46,-60,-54,-70,-45,-68,-66,-66,NaN,NaN,NaN,-64,-68,-84,-85,7
-47,-65,-43,-57,-44,-44,-51,-53,-68,-45,-68,-66,-62,-80,NaN,NaN,NaN,-68,NaN,-85,7
-47,-65,-42,-57,-45,-45,-51,-55,-68,-45,NaN,-64,-64,-82,NaN,NaN,-65,-78,NaN,NaN,7
-53,-65,-41,-58,-45,-43,-50,-55,-67,-45,NaN,-65,-62,-79,-69,NaN,-65,-78,NaN,NaN,7
-54,-66,-31,-55,-39,-48,-55,-48,-64,-68,-68,-65,-55,-82,-71,-64,-78,-69,-88,NaN,8
-48,-63,-33,-55,-40,-46,-52,-48,-64,-46,NaN,-54,-57,NaN,NaN,NaN,-65,-77,NaN,NaN,8
-55,-64,-31,-41,-41,-45,-55,-47,-65,-44,NaN,-54,-55,NaN,-71,-69,-64,-82,NaN,-81,8
-55,-63,-32,-57,-42,-44,-52,-46,-64,-45,-76,NaN,-54,NaN,-71,-69,-63,-74,-83,-82,8
-58,-63,-31,-57,-62,-46,-53,-46,-64,-43,-75,-58,-55,NaN,NaN,-65,-63,-74,-83,-82,8
-54,-52,-29,-57,-41,-46,-52,-46,-66,-43,-75,-58,-54,NaN,NaN,-65,-64,-66,NaN,NaN,8
-49,-64,-32,-57,-42,-46,-52,-46,-64,-44,-75,-58,-53,-78,NaN,-68,-63,-73,-78,-80,8
-49,-64,-34,-61,-43,-46,-59,-46,-63,-44,-75,NaN,-53,-78,NaN,-63,-63,-74,-84,-80,8
-50,-64,-32,-56,-42,-46,-62,-47,-68,-44,-69,-57,-54,NaN,NaN,-63,-64,-74,-84,NaN,8
-56,-64,-32,-57,-42,-46,-50,-46,-65,-44,-69,-58,-54,NaN,NaN,-67,-64,-74,NaN,NaN,8
-52,-64,-33,-59,-40,-46,-52,-46,-68,-43,NaN,-58,-54,-78,NaN,-67,-64,-73,NaN,-82,8
-56,-63,-32,-60,-42,-45,-54,-47,-67,-44,NaN,-58,-53,-77,-74,-69,-64,-74,-86,-82,8
-56,-63,-32,-57,-43,-44,-54,-46,-70,-44,-74,-58,-52,-77,-74,-69,NaN,-74,-76,NaN,8
-55,-64,-32,-54,-42,-44,-54,-46,-67,-43,-75,-58,-52,-79,-75,NaN,NaN,-75,-76,NaN,8
-57,-64,-30,-58,-42,-46,-60,-46,-67,-43,-75,-57,-53,-79,-75,NaN,-63,-75,NaN,NaN,8
-56,-64,-30,-58,-44,-44,-60,-47,-65,-44,-69,-57,-53,NaN,-75,-68,-64,-84,NaN,NaN,8
-56,-64,-32,-57,-45,-44,-54,-47,-67,-44,-69,-57,-53,NaN,NaN,-68,-63,-74,-85,NaN,8
-55,-66,-31,-56,-46,-45,-52,-47,-63,-44,NaN,-60,-53,NaN,NaN,-68,-69,-74,-85,NaN,8
-55,-64,-33,-55,-48,-43,-54,-48,-68,-43,NaN,-56,-53,NaN,-73,NaN,-64,-73,NaN,NaN,8
-48,-64,-31,-58,-47,-46,-59,-47,-65,-45,-70,-56,-54,-79,-75,-67,-64,-73,-86,-84,8
-48,-63,-31,-58,-44,-44,-55,-47,-65,-44,-70,-57,-56,-79,-84,-68,-62,-74,-84,-82,8
-55,-63,-31,-58,-43,-46,-53,-47,-63,-44,-69,-58,-54,-78,-75,-68,-62,-76,-86,-82,8
-49,-64,-32,-58,-44,-46,-56,-48,-62,-48,-69,-59,-56,-78,-74,NaN,NaN,-75,-86,NaN,8
-57,-64,-32,-57,-44,-44,-60,-49,-62,-45,-72,-60,-53,-71,-74,-67,NaN,-71,NaN,-86,8
-56,-64,-31,-58,-43,-46,-53,-47,-68,-45,-72,-60,-54,-71,-74,-67,-64,-75,-86,-86,8
-55,-64,-32,-57,-43,-46,-59,-47,-66,-45,NaN,-57,-53,NaN,-74,NaN,-63,-74,-86,NaN,8
-49,-64,-32,-57,-43,-46,-54,-46,-65,-45,NaN,-57,-54,NaN,NaN,NaN,-63,-74,-85,NaN,8
-55,-64,-31,-58,-42,-43,-54,-47,-64,-45,-69,-58,-54,NaN,-76,-66,-63,-74,-85,NaN,8
-49,-64,-30,-58,-71,-46,-55,-47,-65,-44,-70,-58,-57,-80,-74,-68,-63,-73,-86,NaN,8
-55,-64,-31,-58,-42,-46,-55,-47,-65,-45,-70,-57,-54,-80,-74,-66,-69,-74,-77,NaN,8
-53,-65,-32,-57,-43,-44,-55,-48,-65,-44,NaN,-57,-55,NaN,-59,-67,-61,-73,-84,NaN,8
-54,-64,-31,-58,-43,-44,-55,-46,-64,-44,NaN,NaN,-54,NaN,-78,-68,-61,-73,-84,NaN,8
-55,-64,-31,-57,-43,-47,-54,-46,-64,-44,NaN,-57,-53,NaN,-78,-68,-62,-75,-86,NaN,8
-55,-64,-32,-56,-63,-47,-54,-47,-65,-44,-74,-57,-55,NaN,NaN,-66,-62,-75,-86,NaN,8
-49,-64,-31,-55,-69,-47,-54,-47,-65,-45,-74,-58,-55,NaN,-72,-67,-63,-75,NaN,NaN,8
