04:18:d6:c1:98:24_inonet,06:18:d6:c2:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:67:ab:cf_evarobot,e4:8d:8c:20:4d:c1_UPLAT,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:13:0d:9d_EROGLU,REF_POINT
-65,-67,-59,NaN,-54,-75,-66,-46,-68,-59,-48,-65,-43,-57,-60,-63,-57,-45,-69,-75,19
-66,-67,-59,NaN,-55,NaN,-65,-45,-69,-62,-49,-64,-46,-58,-61,NaN,-57,-45,NaN,NaN,19
-65,-66,-54,-73,-55,NaN,-64,-45,-67,-56,-47,-64,-46,-57,-59,NaN,-54,-45,NaN,-67,19
-65,-67,-54,-73,-53,-64,-66,-46,-71,-60,-47,-59,-46,-57,-59,-63,-54,-45,-68,-67,19
NaN,-67,-55,-75,-60,-64,-66,-44,-69,-57,-48,-67,-45,-57,-58,-65,-54,-45,-69,NaN,19
-59,-67,-56,-75,-57,NaN,-66,-50,-70,-67,-49,-67,-46,-57,-59,-65,-55,-45,-68,-69,19
-61,-67,-56,NaN,-57,NaN,-67,-44,-73,-59,-86,-64,-46,-56,-59,-65,-55,-45,-68,-69,19
-64,-67,-56,NaN,-55,-70,-65,-47,-73,-66,-62,-65,-46,-57,-59,-68,-55,-45,-68,NaN,19
-62,-67,-56,-72,-57,-71,-64,-46,-72,-58,-63,-64,-94,-56,-61,-68,-55,-45,-67,NaN,19
-65,-66,-57,-72,-57,-71,-67,-44,-73,-64,-65,-63,-43,-56,-59,NaN,-54,-45,-67,-67,19
-62,-67,-57,NaN,-53,NaN,-66,-45,-69,-60,-65,-63,-45,-56,-59,NaN,-54,-46,-68,-67,19
-65,-67,-54,-70,-53,-74,-66,-45,-67,-60,-48,NaN,-46,-56,-76,-63,NaN,-45,-68,NaN,19
-63,-68,-53,-70,-54,-80,-66,-45,-70,-62,-48,NaN,-46,-55,-59,-64,-54,-45,-68,NaN,19
-63,-68,-55,NaN,-54,-80,-65,-46,-65,-59,-48,-65,-45,-55,-58,-64,-54,-45,-68,NaN,19
-65,-67,-54,NaN,-53,-72,-65,-46,-65,-62,-45,-64,-44,-77,-60,-64,-51,-48,-68,NaN,19
-65,-67,-54,NaN,-53,-77,-60,-46,-70,-58,-45,-64,-47,-56,-60,-64,-55,-46,-69,NaN,19
-61,-66,NaN,NaN,NaN,-77,-68,-46,-73,-59,-44,-63,-46,-55,-59,-68,-55,-45,-67,NaN,19
-64,-67,-54,-63,-54,-75,-68,-45,-67,-60,-46,-65,-44,-54,-59,-74,-57,-45,-68,NaN,19
-63,-67,-50,-63,-52,-77,-66,-45,-71,-60,-49,-64,-46,-55,-58,-62,-55,-52,-69,-69,19
-63,-67,-53,NaN,-52,-73,-66,-63,-69,-57,-48,-64,-46,-56,-57,-64,-50,-45,-68,-68,19
-63,-67,-54,NaN,-54,-77,-65,-46,-70,-60,-49,-63,-45,-56,-45,-64,-50,-46,-68,-68,19
-61,-67,-54,NaN,-55,-77,-65,-44,-66,-60,-49,-67,-47,-54,-44,-64,-53,-45,-69,NaN,19
-65,-68,-57,NaN,-65,NaN,-66,-45,-68,-60,-49,-63,-45,-55,-44,NaN,-55,-46,-67,NaN,19
-63,-67,-57,-72,-65,NaN,-67,-43,-71,-60,-48,-63,-44,-55,-44,-64,-53,-45,-68,-69,19
-61,-67,-53,-70,-54,NaN,-66,-45,-68,-60,-63,-63,-44,-55,-44,-64,-56,-45,-72,-69,19
-61,-67,-54,-70,-54,-76,-66,-45,-69,-60,-49,-63,-46,-55,-44,-65,-58,-45,-66,NaN,19
-61,-68,-53,NaN,-64,-74,-65,-46,-67,-63,-50,-64,-45,-56,-43,-65,-55,-48,-66,NaN,19
-62,-68,-54,-75,-54,-75,-66,-45,-68,-63,-50,-63,-41,-53,-44,NaN,-53,-45,-66,-71,19
-62,-68,-51,-72,-52,-75,-66,-45,-67,-61,-50,-65,-45,-55,-44,NaN,-58,-45,-68,-71,19
-65,-67,-54,-73,-54,-76,-66,-45,-67,-60,-87,-64,-45,-56,-45,NaN,-56,-46,-67,-72,19
-62,-67,-62,-73,-54,-76,-66,-43,-69,-58,-87,-64,-46,-56,-44,NaN,-52,-45,-64,-72,19
-62,-67,-53,-66,-54,-76,-65,-46,-68,-59,-48,NaN,-44,-57,-44,NaN,-52,-45,-67,-73,19
-61,-67,-53,-70,-54,-69,-65,-45,-69,-66,-48,NaN,-45,-56,-45,-65,NaN,-45,-67,-72,19
-65,-67,-52,-70,-58,-74,-68,-48,-64,-61,-50,NaN,-42,-54,-45,-60,-55,-46,-65,-71,19
-65,-68,-53,NaN,-54,-74,-66,-46,-68,-60,-51,-63,-43,-55,-43,-64,-55,-45,-66,-71,19
-63,-68,-53,NaN,-60,NaN,-66,-45,-77,-60,-49,-63,-46,-56,-44,-72,-55,-45,-66,NaN,19
-59,-68,-53,NaN,-54,NaN,-66,-45,-77,-63,-50,-63,-44,-57,-45,-78,-55,-45,-73,NaN,19
-61,-67,-55,NaN,-55,-73,-66,-46,-66,-60,-49,-69,-45,-55,-44,-78,-52,-45,-66,-70,19
-64,-69,-55,-78,-55,-73,NaN,-48,-66,-58,-49,-66,-44,-49,-49,NaN,-55,-45,-66,-70,19
-61,-67,-54,-73,-53,-75,-65,-46,-69,-62,-50,-62,-45,-55,-45,-63,-56,-45,-66,-69,19
-61,-67,-50,-76,-53,-76,-68,-46,-69,-60,-45,-64,-43,-53,-45,-64,-54,-45,-68,-72,19
-57,-67,-54,-78,-53,-78,-65,-46,-69,-63,-45,-63,-44,-54,-44,-64,-55,-63,-69,-72,19
-60,-67,-54,-78,-55,-78,-65,-46,-70,-60,-45,-62,-43,-54,-44,-62,-55,-45,-69,NaN,19
-61,-67,-52,-67,-54,-75,-65,-47,-69,-62,-54,-62,-38,-53,-45,-62,-55,-44,-68,NaN,19
-59,-67,-53,-78,-54,-78,-66,-46,-69,-60,-45,-65,-41,-54,-45,-63,-55,-45,-68,NaN,19
-60,-67,-62,-78,-54,-75,-66,-47,-68,-59,-44,-65,-42,-54,-44,-63,-55,-45,-67,-70,19
-64,-67,-54,NaN,-54,-69,-69,-46,-69,-61,-42,-67,-41,-54,-48,-70,-51,-45,-73,-70,19
-63,-67,-50,-77,-56,-78,-69,-47,-68,-58,-45,-70,-40,-53,-42,-66,-56,-45,-67,-69,19
-59,-67,-53,-77,-54,-78,-67,-47,-68,-62,-45,-65,-40,-53,-45,-66,-56,-45,-67,-69,19
-64,-67,-57,NaN,-54,NaN,-71,-47,-68,-60,-45,-64,-41,-55,-44,NaN,-54,-46,-68,-70,19
-60,-67,-57,NaN,-54,-78,-67,-47,-67,-60,-45,-67,-42,-54,-45,-61,-55,-45,-67,-70,19
-60,-67,NaN,NaN,NaN,-76,-66,-46,-69,-61,-45,-64,-44,-55,-44,-66,-55,-52,-77,-72,19
-61,-67,-56,-79,-53,-76,-68,-45,-67,-59,-62,-63,-41,-56,-44,-66,-55,-45,-77,-72,19
-62,-67,-56,-70,-54,NaN,-66,-45,-67,-62,-50,-65,-44,-56,-44,NaN,-53,-45,-67,NaN,19
-62,-67,NaN,-70,-53,NaN,-66,-45,-71,-63,-50,-63,-44,NaN,-45,NaN,-53,-45,-67,NaN,19
-64,-68,-53,NaN,-52,-76,-66,-46,-68,-59,-60,-64,-45,-56,-44,NaN,-55,-45,-67,-73,19
-63,-67,-58,NaN,-62,-77,-65,-46,-68,-59,-49,-64,-44,-55,-44,NaN,-54,-45,-68,-71,19
-60,-67,-54,-65,-52,-77,-66,-46,-69,-63,-44,-64,-43,-58,-44,-64,-55,-56,-68,-71,19
-61,-67,-54,-65,-54,NaN,-67,-46,-69,-60,-45,-64,-45,-56,-43,-65,-53,-46,-68,-70,19
-59,-67,-53,-82,-53,-74,-65,-46,-69,-60,-45,-63,-43,-56,-44,-68,-60,-45,-68,-70,19
-65,-67,-53,-82,-54,-74,-67,-47,-70,-60,-45,-63,-42,-55,-67,-68,-52,-45,-67,-72,19
-70,-71,-57,-75,-61,-74,-74,-49,-61,-52,-54,-65,-34,-54,-62,-64,-57,-54,-76,-69,20
-69,-71,-61,-75,NaN,NaN,-70,-49,-63,-58,-63,-64,-34,-60,-64,-59,-53,-69,-75,-68,20
-64,-71,-61,-74,-65,-74,-70,-49,-60,-56,-56,-64,-34,-52,-61,-59,-53,-53,-79,-63,20
-68,-71,-69,-74,-65,-74,-75,-46,-59,-50,-56,-65,-33,-53,-62,NaN,-61,-53,-79,-66,20
-70,-71,-69,-72,NaN,NaN,-75,-46,-59,-50,-57,-77,-33,-52,-64,-62,-55,-53,NaN,-66,20
-70,-71,-56,-78,-67,NaN,NaN,-46,NaN,-51,-55,-77,-33,-53,-64,-62,-53,-53,-75,-66,20
-80,-71,-57,-67,-67,NaN,-71,-46,-57,-56,-60,-65,-33,-53,-61,-61,-52,-53,-75,-66,20
-68,-71,-57,-67,NaN,NaN,-71,-47,-60,-56,-54,-65,-33,-53,-63,-62,-53,-53,-79,NaN,20
-66,-71,-57,-76,NaN,NaN,NaN,-46,-68,-50,-53,-65,-33,-53,-63,-62,-58,-53,-77,NaN,20
-66,-71,-57,-76,NaN,NaN,-71,-46,-68,-52,-56,-65,-33,-53,-63,-63,-53,-53,-77,-66,20
-69,-69,-60,NaN,NaN,NaN,-74,-47,-65,-51,-60,-65,-33,-54,-64,-63,-53,-52,NaN,-66,20
-71,-70,-57,NaN,NaN,-75,-74,-48,-60,-53,-51,NaN,-33,-53,-63,NaN,-51,-52,-77,-66,20
-69,-71,-57,NaN,NaN,-82,-71,-47,-59,-51,-51,NaN,-34,-51,-65,-63,-53,-53,-78,-68,20
-67,-71,-57,NaN,NaN,-82,-70,-47,-59,-51,NaN,-65,-33,-53,-63,-63,-55,-53,-90,-68,20
-70,-71,-57,-69,-66,NaN,-70,-46,-59,-52,-55,-66,-33,-52,-64,-63,-53,-53,-76,NaN,20
-68,-71,-57,-76,-66,-79,-69,-44,-60,-52,-54,-64,-33,-53,-71,-63,-57,-54,-76,-65,20
-68,-71,-56,-70,NaN,-79,-69,-46,-60,-52,-54,-64,-33,-53,-63,-58,-53,-53,-79,-67,20
-64,-70,-57,-70,-69,NaN,NaN,-47,NaN,-53,-59,NaN,-33,-53,-60,-61,-52,-59,-76,-64,20
-66,-70,-58,NaN,-69,NaN,NaN,-47,-60,-53,-53,NaN,-33,-53,-63,-62,-50,-53,-78,-64,20
-65,-70,-61,NaN,-69,NaN,NaN,-58,-61,-50,-53,-65,-33,-53,-63,-63,-52,-53,-77,-67,20
-65,-70,-58,NaN,-69,-80,NaN,-47,-61,-52,-52,-65,-33,-53,-64,-63,-53,-53,-76,-67,20
-65,-70,-58,NaN,-69,-81,-79,-45,-58,-53,-60,-65,-33,-55,-63,-63,-53,-52,-75,-66,20
-65,-70,-57,NaN,-67,-81,-72,-44,-60,-52,-53,-64,-33,-53,-61,-62,-52,-78,-76,-67,20
-66,-70,-55,-67,-67,NaN,-72,-46,-60,-52,-54,-65,-33,-53,-60,-61,-52,-54,-76,-67,20
-66,-69,-61,-67,NaN,NaN,-73,-46,-60,-52,-55,-65,-34,-53,-62,-60,-53,-52,NaN,NaN,20
-68,-69,-58,NaN,-65,-80,-70,-47,-60,-53,-54,-65,-34,-52,-62,-63,-53,-52,NaN,NaN,20
-67,-70,-57,NaN,-67,-80,-72,-47,-60,-53,-57,-66,-33,-53,-49,-63,-53,-53,-81,-66,20
-68,-70,-58,-77,-66,NaN,-72,-46,-58,-52,-57,-65,-33,-53,-50,NaN,-53,-53,-76,-66,20
-65,-70,-58,-77,-66,-82,-71,-46,-66,-52,-54,-73,-33,-53,-50,NaN,-59,-53,-76,NaN,20
-64,-70,-57,-69,-66,-81,-70,-47,-59,-51,-54,-65,-33,-53,-47,NaN,-51,-53,-77,-68,20
-67,-70,-58,-69,-69,-81,-71,-46,-60,-52,-54,-64,-33,-53,-50,-63,-53,-53,-82,-69,20
-61,-70,-58,NaN,-65,NaN,-71,-46,-60,-52,-54,-64,-34,-52,-50,-63,-52,-54,-76,-67,20
-69,-69,-57,NaN,-65,NaN,NaN,-45,-60,-53,-55,NaN,-34,-56,-61,-63,-52,-52,-76,-66,20
-69,-70,-71,-71,NaN,NaN,NaN,-47,-60,-52,-51,-66,-33,-50,-63,-61,-52,-54,-79,-67,20
-68,-69,-71,-71,NaN,NaN,-70,-47,-56,-53,-54,-65,-33,-53,-60,-61,-50,-53,-79,-69,20
-67,-69,-56,NaN,-66,-70,-74,-46,-60,-52,-53,-65,-32,-53,-65,-62,-54,-54,-79,-68,20
-69,-69,-56,NaN,-67,-80,-72,-50,-59,-57,-61,-64,-33,-54,-61,-61,-53,-52,-79,-65,20
-68,-69,-58,NaN,-66,-80,-71,-47,-59,-52,-54,-65,-34,-55,-61,-61,-52,-53,NaN,-66,20
-68,-69,-57,NaN,-66,NaN,-79,-47,-59,-52,-53,-64,-33,-50,-60,-60,-53,-52,-78,-70,20
-69,-69,-55,NaN,-66,-81,-79,-47,-59,-52,-53,-65,-33,-55,-61,-60,-51,-59,-77,-65,20
-68,-69,-57,NaN,-68,-81,-71,-46,-59,-52,-58,-64,-33,-60,-61,-64,-57,-52,-78,-65,20
-68,-69,-57,-78,-67,-81,-71,-47,-60,-51,-58,-64,-32,-55,-63,-62,-52,-53,-77,-67,20
-68,-70,-56,-78,-67,-81,-71,-47,-59,-52,-56,-64,-33,-50,-64,-62,-51,-53,-74,-67,20
-68,-69,-60,NaN,-66,-79,-71,-47,-59,-51,-53,-65,-33,-53,-62,-61,-51,-52,-76,-66,20
-67,-69,-59,NaN,-66,-79,-77,-47,-65,-52,-64,-64,-33,-53,-59,-62,-51,-53,-78,-65,20
-66,-70,-59,NaN,-66,NaN,-77,-47,-60,-52,-56,-64,-34,-53,-63,-62,-52,-52,-78,-65,20
-68,-69,-56,NaN,-66,NaN,-78,-47,-60,-52,-55,NaN,-38,-53,-66,NaN,-51,-53,-74,-65,20
-67,-69,-60,NaN,NaN,NaN,-78,-64,-59,-64,-56,NaN,-33,-52,-65,-64,-52,-53,-76,NaN,20
-70,-69,-56,NaN,NaN,NaN,NaN,-47,-58,-51,-58,-65,-34,-54,-65,-63,-51,-52,-73,NaN,20
-66,-69,-68,-78,-65,-80,-72,-47,-59,-68,-58,-65,-33,-52,-59,-63,-52,-53,-75,-65,20
-67,-69,-56,-77,-65,-80,-71,-47,-58,-68,-56,-64,-33,-52,-64,-63,-52,-52,-75,-65,20
-66,-69,-57,-77,-65,NaN,-71,-47,-57,-52,-56,-65,-33,-52,-67,-63,-56,-53,-78,-66,20
-68,-70,-60,NaN,-66,-81,-71,-68,-59,-52,-56,-65,-34,-52,-64,NaN,-51,-53,-76,-66,20
-66,-70,-60,NaN,-64,-81,-70,-46,-66,-52,-57,-65,-77,-54,-66,-62,-51,-53,-75,NaN,20
-65,-70,-57,NaN,-65,-82,-71,-47,-59,-51,-52,-65,-33,-53,-64,-62,-56,-53,-73,-66,20
-66,-70,-57,NaN,-65,-78,-71,-47,-60,-52,-57,-65,-33,-52,-63,-63,-51,-53,-76,-65,20
-66,-70,-57,NaN,-67,-79,-69,-47,-60,-52,-53,-64,-34,-51,-60,-63,-51,-53,-76,-65,20
-65,-70,-57,-77,-66,-79,-71,-45,-59,-51,-53,-65,-33,-52,-61,-63,-52,-53,-76,-66,20
-67,-69,-57,-77,-66,NaN,-71,-46,-58,-63,-60,-65,-33,-53,-61,-63,-52,-53,-76,-66,20
-67,-70,NaN,-77,-65,NaN,-78,-47,-59,-50,-58,-64,-34,-52,-60,NaN,-51,-53,-75,NaN,20
-65,-70,-57,-77,-67,NaN,-74,-47,-58,-52,-58,-69,-33,-53,-61,NaN,-52,-53,-77,-93,20
-65,-71,-57,-78,-67,NaN,-74,-47,-67,-52,-57,-65,-33,-53,-59,-60,-53,-53,-78,-65,20
-66,-69,-60,-78,NaN,NaN,-73,-50,-60,-51,-54,-64,-34,-57,-52,-60,-54,-52,-80,-66,20
-68,-70,-67,NaN,-71,NaN,-71,-46,-58,-52,-54,-64,-32,-51,-60,-63,-51,-60,-75,-68,20
-65,-70,-55,NaN,-66,-81,-72,-47,-65,-52,-54,-65,-33,-52,-63,-65,-52,-53,-75,-66,20
-65,-70,-58,-71,-64,-81,-72,-50,-59,-50,-57,-69,-32,-56,-53,-65,-51,-51,-74,-66,20
-67,-69,-58,-71,-64,-82,-72,-47,-59,-52,-60,-64,-34,-53,-50,-63,-52,-53,-76,-67,20
-67,-70,-57,NaN,-64,-82,-70,-47,-60,-52,-56,-64,-33,-51,-49,-60,-54,-52,-79,-68,20
-68,-70,-57,-55,-64,-82,-69,-47,-65,-54,-64,-63,-33,-51,-48,-60,-85,-52,-76,-68,20
-67,-71,-63,-69,-64,-80,-68,-48,-59,-53,-50,-68,-33,-53,-51,-64,-54,-55,-77,-71,20
-68,-70,-69,-68,-66,-81,-76,-47,-59,-52,-58,-65,-33,-53,-50,-63,-54,-53,-75,-66,20
-68,-70,-57,-68,-64,-81,-73,-47,-59,-52,-54,-64,-34,-52,-49,-63,-52,-53,-74,-66,20
-68,-70,-57,NaN,-64,NaN,-70,-47,-59,-52,-56,-64,-33,-53,-49,-65,-53,-53,-74,-68,20
-67,-70,NaN,NaN,-69,NaN,-69,-47,-60,-52,-56,-64,-33,-53,-49,-64,-52,-53,-76,-68,20
-66,-70,-57,NaN,-69,NaN,-69,-64,-59,-52,-56,-64,-33,-51,-50,-64,-52,-53,-76,NaN,20
