04:18:d6:c1:98:24_inonet,4c:5e:0c:71:aa:15_RFKON2014-Mesh,4c:5e:0c:70:52:5a_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e8:37:7a:6c:7f:55_PYR,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,e4:8d:8c:20:4d:c1_UPLAT,00:26:5a:52:0b:8c_RFKON_115,4c:5e:0c:67:ab:cf_evarobot,64:66:b3:d0:4a:8d_Cisco_KRD,18:28:61:9e:ab:5c_MMD,18:28:61:13:0d:9d_EROGLU,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-43,-74,-49,-64,-52,-47,NaN,-56,-60,-34,-57,-41,-55,-51,-50,-54,-51,-73,-41,NaN,NaN,15
-44,-41,-48,-69,-53,-46,-51,-55,-60,-34,NaN,-40,-57,-46,-49,-54,-51,-74,-41,NaN,-67,15
-44,-45,-49,-66,-53,-46,-56,NaN,-61,-37,-59,-41,-57,-46,-50,-54,-51,-75,-41,NaN,NaN,15
-44,-42,-48,-65,-53,-47,-55,-54,-61,-33,-58,-39,-57,-46,-49,-51,-51,-76,-41,-70,-68,15
-44,-42,-48,-68,-52,-47,-46,-54,-61,-33,-59,-41,-56,-46,-50,-54,-49,-76,-42,-70,NaN,15
-45,-42,NaN,-66,-62,-47,-55,-55,-60,-33,-59,-53,-55,-47,-51,-54,-50,-75,-41,NaN,-64,15
-55,-42,-50,-68,-55,-48,-56,-54,-51,-34,NaN,-40,-57,-47,-49,-54,-51,NaN,-41,-69,NaN,15
-44,-42,-48,NaN,-62,-46,-53,-54,-61,-34,NaN,-40,-58,-80,-48,-54,-50,NaN,NaN,NaN,NaN,15
-45,-43,-48,NaN,-53,-49,-56,-57,-60,-34,NaN,-40,-58,-46,-49,-54,-50,NaN,-40,NaN,NaN,15
-44,NaN,-48,-68,-69,-47,-47,-54,-58,-37,NaN,-41,-58,-46,-51,-53,-51,-76,-42,NaN,NaN,15
-45,-59,-48,NaN,-53,-47,-56,-55,-61,-33,NaN,-40,NaN,-44,-48,-52,-50,NaN,-42,NaN,NaN,15
-45,-42,-49,NaN,-73,-47,-56,-56,-60,-68,NaN,-40,-51,-47,-49,-53,-50,NaN,-41,NaN,NaN,15
-45,-42,-49,-67,-53,-47,-56,-54,-61,-33,-63,-40,-54,-46,-50,-54,-52,-74,-42,-68,-68,15
-45,-43,-50,-67,-63,-46,-56,-54,-61,-33,-62,-41,-54,-50,-51,-53,-49,NaN,-42,-67,NaN,15
-46,-42,-49,-69,-53,-47,-57,-52,-60,-33,-62,-41,-52,-48,-50,-55,-50,-77,-41,NaN,NaN,15
-45,-43,-49,-67,-53,-46,-57,-55,-61,-33,NaN,-41,-53,-52,-48,-54,-51,NaN,-41,NaN,-68,15
-45,-41,-48,-67,-64,-48,-55,-54,-61,-33,NaN,-41,-52,-51,-52,-54,-50,-69,-41,-69,-71,15
-45,-42,-48,-66,-54,-44,-56,-54,-61,-33,NaN,-42,-52,-46,-51,-55,-49,-74,-42,NaN,NaN,15
-44,-42,-46,-66,-51,-47,-52,-54,-61,-33,NaN,-40,-53,-46,-50,-54,-49,-68,-41,-71,-70,15
-46,-42,-49,-67,-53,-46,-55,-54,-50,-33,-61,-41,-54,-47,-49,-53,-47,-74,-41,-68,-69,15
-45,-43,-47,-67,-52,-47,-56,-55,-60,-33,-59,-40,-53,-45,NaN,-55,-49,NaN,-40,-70,-72,15
-45,-43,-46,-66,-51,-48,-56,-57,-61,-33,-59,-41,-52,NaN,-48,-53,-49,-75,-41,NaN,NaN,15
-48,-44,-49,-69,-51,-47,-57,-54,-61,-35,NaN,-40,-54,-47,-49,-53,-48,-67,-42,-67,NaN,15
-47,-60,-48,-66,-60,-48,-56,-51,-59,-33,-60,-41,-50,-50,-49,-55,-49,-72,-42,NaN,-70,15
-45,-45,NaN,-67,-60,-45,-56,-55,-59,-62,-62,-40,-52,-45,-51,-53,-49,-68,-44,-69,-71,15
-48,-43,-53,NaN,-54,-50,-42,-50,-59,-30,-59,-41,-53,-46,-48,-54,-50,NaN,-44,NaN,-70,15
-46,NaN,-53,NaN,-59,-46,-55,-52,-59,-30,NaN,-41,-53,-47,-50,-57,-51,-73,-45,NaN,-74,15
-50,-42,-54,-66,-58,-45,-54,-52,-60,-31,NaN,-42,-55,-49,-48,-59,-51,-71,-45,-69,-71,15
-47,-40,-53,-66,NaN,-45,-55,-52,-60,-32,NaN,-42,-50,-48,-50,-57,NaN,NaN,-46,NaN,-70,15
-47,-42,-52,-66,-65,-46,-54,-52,-60,-37,NaN,-43,-53,-46,-49,-58,-50,NaN,-46,NaN,-68,15
-44,-47,-51,-66,-50,-45,-51,-51,-61,-32,-60,-39,-51,-47,-52,-54,-49,-70,-42,-70,-70,15
-45,-41,-46,-67,-66,-47,-45,-55,-62,-31,-59,-40,NaN,-46,-50,-54,-48,-73,-42,-65,-70,15
-45,-43,-47,-63,-64,-47,-82,-54,-61,-32,-60,-41,-51,-44,-49,-62,-48,-68,-42,NaN,-68,15
-45,-43,-49,-64,-53,-48,-54,-56,-60,-33,NaN,-40,-52,-97,-49,-53,-49,NaN,-41,NaN,NaN,15
-53,-42,-47,-65,-52,-47,-47,-54,-61,-33,-59,-40,-51,-48,-49,-54,-49,-75,-41,NaN,-70,15
-45,-41,-46,-66,-53,-47,-56,-54,-61,-32,NaN,-40,NaN,-47,-50,-54,-49,-74,NaN,-66,-71,15
-45,-43,-48,-65,-63,-46,-55,-55,-62,-33,-60,-41,-54,-44,-49,-54,-48,-73,-41,-66,NaN,15
-46,-43,-48,-67,-52,-46,-54,-54,-61,-33,-59,-40,-52,-48,-47,-54,-48,-71,-41,-68,-72,15
-44,-38,-47,-66,-53,-46,-55,-55,-60,-32,-58,-41,-51,-48,-49,-54,-48,-74,-41,NaN,-71,15
-45,-73,-44,-65,-52,-60,-56,-54,-61,-32,NaN,-40,-54,-47,-50,-54,-48,-70,-41,-66,-73,15
-45,-43,-48,-64,-53,-47,-57,-54,-60,-33,-60,-39,-53,NaN,-49,-54,-49,-70,-42,-67,-71,15
-46,-42,-47,-66,-53,-46,-47,-54,-61,-33,NaN,-40,-53,-46,-49,-54,-49,-74,-41,-73,-70,15
-45,-42,-47,-67,-52,-47,-56,-51,-60,-34,-59,-39,-54,-46,-50,-54,-49,-77,-42,NaN,-72,15
-44,-42,-47,NaN,-52,-45,-57,-54,-60,-34,NaN,-40,-53,-48,-46,-53,-69,NaN,-41,NaN,NaN,15
-44,-43,-46,-63,-52,-46,-55,-53,-60,-34,-63,-40,-53,-51,-51,-54,-49,NaN,-42,NaN,NaN,15
-44,NaN,-48,-66,-53,-47,-56,-54,-61,-33,NaN,-41,-55,-49,-47,-55,-48,-69,-41,-68,-71,15
-45,-42,-47,NaN,NaN,-47,-56,-54,-61,-33,NaN,-39,-53,-47,-50,-53,-50,NaN,-41,NaN,NaN,15
-45,-42,-47,-66,-71,-48,-56,-54,-60,-33,-60,-41,NaN,-49,-48,-55,-49,-76,-41,NaN,-69,15
-44,-42,-47,-66,-52,-47,-50,-55,-61,-32,NaN,-40,-52,NaN,-49,-61,-50,-71,-41,-67,NaN,15
-45,-42,-44,-65,-51,-47,-55,-56,-60,-33,-60,-41,-54,-46,-48,-53,-49,-75,-41,NaN,NaN,15
-44,-44,-47,-67,-62,-47,NaN,-53,-60,-34,-62,-38,-53,-48,-48,-53,-49,NaN,-41,-67,NaN,15
-44,-42,-47,-66,-52,-49,-56,-53,-61,-33,NaN,-40,-52,-47,-49,-54,-48,-74,-41,NaN,NaN,15
-45,-42,-47,-67,-62,-47,-55,-52,-61,-34,NaN,-40,-53,NaN,-48,-54,-48,NaN,-41,NaN,NaN,15
-45,-43,-48,-66,-62,-47,-46,-53,-61,-33,-60,-40,-52,-47,-49,-53,-49,-77,-42,-67,NaN,15
-44,-43,-48,-65,-52,-46,-52,-53,-60,-33,NaN,-40,-52,-47,-48,-53,-48,-75,-40,NaN,-73,15
-44,-42,-47,-65,-52,-46,-55,-53,-60,-33,-58,-40,-53,-48,-48,-54,-49,-77,-41,NaN,-71,15
-44,-42,-48,-67,-52,-46,-56,-53,-61,-33,-57,-40,-51,-48,-49,-54,-50,-78,-41,-67,-70,15
-44,-42,-47,-70,-50,-46,-52,-55,-60,-32,-60,-42,-53,-47,-49,-54,-49,-71,-41,NaN,-72,15
-53,-46,-48,-68,-52,-46,-47,-54,-60,-33,-58,-40,-52,NaN,-49,-61,-49,-75,-42,-69,-70,15
-46,-42,-47,-66,-52,-46,-56,-55,-60,-33,-59,-40,-52,-48,-49,-53,-49,-76,-42,NaN,NaN,15
-45,-43,-48,-66,-53,-48,-55,-53,-59,-33,-58,-40,-52,-47,-49,-54,-49,-75,-72,-68,NaN,15
-45,-48,-47,NaN,-52,-48,-56,-53,-60,-33,-59,-41,-52,-47,NaN,-54,-49,-76,-41,NaN,NaN,15
-45,-43,-47,NaN,NaN,-47,-57,-55,-60,-33,-57,-39,-54,-47,-48,-54,-49,NaN,-41,NaN,NaN,15
-45,-51,-47,NaN,-52,-47,-54,-54,-60,-33,-57,-39,-54,-47,-48,-54,-49,NaN,-42,NaN,-71,15
-45,-45,-49,-64,NaN,-48,-60,-52,-49,-32,NaN,-41,-51,-49,-48,-55,-49,NaN,NaN,NaN,NaN,15
-54,-43,NaN,-66,NaN,-48,-58,-55,-60,-33,-59,-39,-52,-48,-48,-53,-50,-73,-41,NaN,NaN,15
-46,-43,-45,-67,-51,-47,-55,-55,-49,-33,-58,-39,-53,-49,-50,-54,-49,-74,-41,-67,-71,15
-45,-44,-48,-65,-51,-46,-57,-55,-60,-33,-59,-41,-51,-48,-49,-54,-50,-74,-42,-68,-69,15
-45,-43,-46,-65,-50,-47,-58,-55,-57,-34,-57,-39,-55,-46,-49,-54,-49,-73,-41,-69,-74,15
-46,-42,-49,-68,-51,-48,-46,-55,-60,-33,-59,-39,NaN,-51,-52,-53,-50,-76,-42,-70,NaN,15
-47,-49,-49,-66,-61,-50,-52,-54,-64,-34,NaN,-39,-52,-47,-49,-54,-49,-74,-44,-67,NaN,15
-49,-43,-47,-69,-50,-49,NaN,-53,-63,-34,-59,-77,-53,-49,-49,-54,-48,-72,-41,NaN,-72,15
-56,-47,-49,-69,-50,-43,-56,-53,-52,-33,NaN,-41,-51,NaN,-50,-53,-49,-71,-41,-67,NaN,15
-48,-45,-48,-73,-51,-48,-57,-53,-62,-32,-59,-40,-51,-48,-49,-53,-61,-76,-41,-67,-72,15
-47,-45,-47,-70,-50,-47,-55,-54,-62,-32,-59,-39,-52,-47,-49,-54,-48,-73,-42,-67,-73,15
-54,-45,-47,-65,-54,-50,-61,-54,-58,-38,-57,-42,-52,-50,-51,-59,-58,-64,-51,-72,-67,16
-51,-45,-57,-59,-50,-47,-60,-55,-55,-37,-57,-42,NaN,NaN,-50,-56,-55,-59,-50,NaN,-67,16
-50,-42,-58,-66,-54,-50,-60,-56,-51,-35,-57,-43,-55,-49,-50,-55,-62,-65,-49,-70,NaN,16
-50,-45,-55,-67,-54,NaN,-55,-55,-51,-35,NaN,-43,-64,NaN,-50,-55,-62,NaN,-50,-75,-66,16
-50,-45,-53,-66,-50,-47,-68,-58,-50,-35,-56,-41,-54,-48,-49,-54,-60,-64,-78,NaN,NaN,16
-50,-42,-62,-66,-54,-46,-59,-55,-49,-34,NaN,-41,-54,-48,-47,-55,-60,NaN,-50,-70,-66,16
-49,-42,-57,-66,-53,-45,NaN,-53,-50,-34,-69,-41,-53,-56,-49,-55,-63,-59,-49,NaN,NaN,16
-53,-42,-57,-65,-52,-46,-60,-52,-50,-34,-57,-45,-52,-48,-51,-54,-62,-67,-49,NaN,NaN,16
-55,-43,-56,-66,-53,-45,-61,-55,-49,-33,NaN,-43,-56,NaN,-52,-54,-61,-67,-49,-74,NaN,16
-56,-42,-55,-66,-51,-45,-61,-54,-49,-34,NaN,-41,NaN,-47,-48,-54,-60,-65,-47,-67,NaN,16
-53,-43,-54,-66,-53,-45,-59,-65,-50,-66,-67,-42,NaN,-50,-49,NaN,NaN,-65,-50,-67,-66,16
-53,-42,-55,-65,-51,-46,-62,-55,-50,-34,-56,-41,NaN,-48,-48,-55,-63,-65,-50,-66,NaN,16
-54,-42,-56,-64,-53,-45,-60,-57,-50,-34,NaN,-41,NaN,NaN,-50,-54,-60,-66,-49,NaN,NaN,16
-54,-42,-57,NaN,-51,-46,-58,-54,-50,-34,NaN,-40,-52,-48,-49,-53,-60,-65,-50,NaN,NaN,16
-55,-43,NaN,-64,-49,-44,-60,-56,-50,-35,-55,NaN,-55,-49,-53,-55,-57,-68,-51,NaN,NaN,16
-53,-43,-67,-67,-52,-45,-63,-55,-50,-34,-56,-40,-55,-48,-48,-54,-64,-67,-49,-75,-65,16
-51,-47,-55,NaN,-51,-44,-56,-58,-50,-34,NaN,NaN,-54,NaN,-52,-54,NaN,-66,-49,NaN,NaN,16
-52,-45,-57,NaN,-54,-44,-63,-54,-50,-34,-57,-40,-54,-48,-48,-55,-65,-59,-50,NaN,-64,16
-52,-45,NaN,-64,-54,-47,-63,-54,-50,-34,-57,-41,-53,-49,-50,-55,NaN,-67,-49,NaN,NaN,16
-55,-43,NaN,-65,-50,-43,-62,-53,-50,-66,NaN,-41,NaN,-48,-51,-54,-57,-68,-49,NaN,NaN,16
-54,-44,-55,-69,-50,-45,-57,-58,-50,-34,NaN,-42,-53,-49,-51,-54,-56,-62,-50,NaN,NaN,16
-52,-44,-56,-67,-51,-55,-61,-55,-59,-34,-57,-42,-53,-54,-51,-54,-59,-66,-50,NaN,NaN,16
-55,NaN,-55,-66,-51,-46,-60,-54,-50,-34,-57,NaN,-54,-54,-51,-54,-57,NaN,-50,-73,-66,16
-55,-42,-55,-64,-51,-45,-63,-53,-50,-34,NaN,-44,-52,-54,-50,-56,-58,-64,-49,NaN,NaN,16
-51,-43,-55,-64,-51,-45,-60,-54,-50,-34,NaN,-40,-53,NaN,-49,-56,-62,-65,-49,-70,NaN,16
-51,-42,-54,-65,-51,-45,-63,-55,-50,-33,-69,-41,-52,-48,-48,-55,-58,-65,-50,-70,-67,16
-50,-44,-54,-65,-51,-45,-56,-53,-50,-34,-57,-43,-54,-49,-48,-56,-58,-65,-49,-69,-66,16
-51,-42,-53,-65,-51,-46,-60,-55,-50,-33,-66,-41,-60,-48,-49,-55,-58,-65,-49,-75,-65,16
-51,-42,-54,-67,-51,-46,-55,-54,-50,-34,NaN,-40,-51,-48,-46,-56,-61,-66,-50,-70,-65,16
-54,-41,-54,-65,-50,-47,NaN,-53,-49,-34,-68,-42,-48,-49,-49,-55,-61,-66,-50,-68,-66,16
-51,NaN,-55,-67,-50,-44,NaN,-53,-50,-35,NaN,-44,NaN,-48,-52,-55,-60,-66,-50,-69,-66,16
-52,-43,-53,NaN,-53,-48,-64,-55,-50,-35,-56,-41,-55,-48,-50,-53,-58,-67,-49,NaN,NaN,16
-51,-42,-55,NaN,-54,-45,-62,-54,-50,-34,-56,-44,-56,-49,-50,-55,-54,-67,-49,NaN,-66,16
-51,-42,-55,-67,-51,-45,-58,-53,-50,-34,-56,-40,-59,-47,-50,-55,-59,-67,-50,-65,-65,16
-51,-42,-57,NaN,-51,-45,-64,NaN,-50,-34,-57,-40,-57,-48,-50,-57,-58,-67,-49,NaN,NaN,16
-55,NaN,-54,-65,-51,NaN,-64,-54,-50,-35,-57,-39,-55,-49,-49,-55,-57,-66,-47,-75,-65,16
-51,-45,-55,-67,-51,-45,-58,-54,-50,-34,-55,-40,-55,-49,-49,-74,-56,-65,NaN,NaN,NaN,16
-55,-42,-55,NaN,-51,-44,-63,-53,-50,-34,-57,-41,-62,-50,-49,-55,-55,-68,-51,-70,NaN,16
-55,-43,-55,-66,-51,-43,-57,-52,-50,-35,NaN,-40,-53,NaN,-49,-55,-56,-67,NaN,NaN,NaN,16
-55,-43,-56,-64,-51,-45,NaN,-54,-50,-34,-56,-40,-51,-49,-48,-58,-54,-66,-51,-66,-67,16
-54,-42,-60,-68,-51,-45,-60,-53,-50,-34,NaN,-39,-51,NaN,NaN,-55,-56,-67,-49,-68,-66,16
-54,-42,-58,-78,-50,-45,NaN,-57,-50,-34,-57,-80,-52,-50,-50,-56,-55,-66,NaN,-68,-66,16
-54,-42,-56,-68,-50,-45,-56,-53,-50,-35,-55,-41,-51,-48,-49,-55,-56,-67,-48,-68,-67,16
-53,-42,-55,-68,-54,-45,-58,-53,-50,-35,NaN,-40,-53,-49,-50,-55,-56,-66,-50,-71,-66,16
-53,-42,NaN,-66,-51,-46,-61,-53,-50,-34,NaN,-40,-51,-49,-49,-55,-54,-66,-50,-67,NaN,16
-54,-43,-55,-67,-79,-45,-63,-53,-51,-35,NaN,NaN,-52,-48,-48,-56,NaN,-67,-49,-69,NaN,16
-56,-43,-56,-67,-70,-43,-62,-57,-50,-35,-66,-40,-51,-47,-48,-56,-57,-65,-49,-66,-67,16
-52,-42,-55,-66,-51,-44,-57,-52,-50,-34,-57,-42,-52,-49,-50,-55,-56,-67,-49,NaN,NaN,16
-56,-42,-55,NaN,-51,-43,NaN,-52,-51,-34,-55,-40,-52,-49,-48,-56,-57,-66,-51,-71,-66,16
-55,-43,-56,-68,-48,-45,-63,-52,-50,-34,NaN,-41,-53,-49,-50,-55,-55,-66,-50,NaN,NaN,16
-51,-42,-58,-67,-52,-43,-63,-53,-50,-34,-55,-41,-52,-48,-49,-55,-55,-66,-49,NaN,NaN,16
-50,-42,-55,-68,-51,-44,-64,-52,-50,-34,NaN,-39,-52,-48,-55,-55,-58,-66,-47,-69,-67,16
-51,-42,NaN,NaN,-51,-44,-63,-52,-50,-34,NaN,-41,-51,-48,-54,-55,-56,-65,-49,NaN,NaN,16
-50,-42,-56,-67,-51,-44,NaN,-53,-50,-34,NaN,-40,-50,-54,-53,-55,-55,-66,-50,NaN,NaN,16
-50,-43,-55,-65,-51,-45,-64,-51,-50,-34,-64,-41,-51,-48,-54,-54,-54,-67,-50,NaN,-68,16
-54,-42,-55,-66,-51,-44,-57,NaN,-50,-35,-55,-41,-51,-48,-53,-55,-57,-66,-49,-67,-67,16
-50,-43,NaN,-65,-51,-44,NaN,-58,-50,-34,-56,-41,-51,-48,-53,-55,-57,-67,-49,NaN,-66,16
-50,-42,-56,-67,-51,NaN,-59,-52,-50,-34,NaN,-42,-50,-49,-54,-55,-57,-69,-49,NaN,-67,16
-51,-49,-56,-67,-51,-49,-60,-53,-50,-34,NaN,-41,-51,-49,-54,-65,NaN,NaN,-50,-66,-65,16
-54,-41,-57,-66,-51,-43,-63,-56,-50,-34,-54,-43,NaN,-48,-54,-56,-57,-66,-49,-67,-69,16
-50,-42,NaN,-65,-51,NaN,NaN,-53,-50,-35,NaN,-40,-52,-49,-53,-56,-57,-67,-49,-68,-64,16
-50,-42,-58,-67,-51,-44,-57,-54,-50,-35,-65,-41,-52,-48,-52,-55,-57,-66,-50,-65,-66,16
-50,-65,-55,-67,-51,-44,-58,-54,-50,-35,-57,-37,-51,-48,-54,-55,-57,-66,-49,-66,-66,16
-59,-42,-56,-67,-51,-42,-63,-52,-50,-34,-57,-41,-51,-47,-71,-55,-57,NaN,-49,NaN,NaN,16
-51,-42,-57,-66,-50,-56,-63,-53,-50,-33,-56,-41,-51,-48,-48,-56,-56,-67,-49,NaN,-67,16
-51,-42,NaN,-67,-51,-43,-62,-53,-50,-34,-56,NaN,-51,-48,-53,-55,-58,-67,-48,-76,-67,16
-50,-43,-58,NaN,-53,-45,-64,-54,-50,-56,-54,NaN,-51,NaN,-53,NaN,-57,-66,NaN,NaN,NaN,16
-54,-42,-57,NaN,-53,-43,-64,-54,-51,-35,NaN,-40,-55,-48,-52,-56,-61,-66,-49,NaN,NaN,16
-51,NaN,-67,-68,-51,-43,-56,NaN,-50,-34,NaN,-40,-52,NaN,-54,-55,-59,-66,-49,NaN,NaN,16
-50,-43,-56,-68,-49,-42,-63,-53,-50,-34,-55,-41,-52,-49,-53,-55,NaN,-67,-49,NaN,NaN,16
-56,-39,NaN,NaN,-51,-44,-60,-53,-50,-34,-56,-40,-53,-49,-52,-53,-57,-66,-49,NaN,NaN,16
-56,-43,NaN,NaN,-52,-43,-62,-53,-50,-34,-57,-41,-53,-49,-48,-56,NaN,-65,-51,NaN,-67,16
-50,-42,-55,-66,-51,-44,NaN,-52,-50,-35,-56,NaN,-53,-49,-52,-62,-58,-65,-49,-71,NaN,16
-52,-43,-56,-67,-51,-45,-64,-53,-50,-35,-56,-39,-54,-49,-53,-56,-57,-65,-49,-65,NaN,16
-56,-43,-57,-69,-52,-44,-64,-53,-51,-36,NaN,-40,NaN,-50,-55,-56,-57,NaN,-50,-72,NaN,16
-52,-43,-56,-69,-52,-45,-62,-53,-51,-33,-57,-42,-52,NaN,-57,-57,-58,-69,-50,NaN,NaN,16
-52,-45,NaN,-66,-54,-44,-58,-55,-51,-35,NaN,-44,-54,-51,-55,-57,-59,-68,-50,NaN,-66,16
-50,-42,-55,-68,-51,-44,-60,-53,-50,-34,NaN,-39,-54,-48,-54,-56,-56,-63,-49,-67,-66,16
-50,-42,-57,-68,-51,-44,-62,-53,-50,-34,-53,-41,-54,-49,-51,-55,-57,-66,-49,NaN,-66,16
-52,-43,-57,-68,-51,-45,-58,-53,-51,-33,-56,-41,-54,-49,-55,-56,-56,-65,-49,-67,-66,16
-47,-42,-46,-66,-60,-44,-58,-52,-57,-34,-56,-41,-53,-55,-44,-52,-46,-66,-42,-68,-67,17
-48,-48,-56,-65,-52,-45,NaN,-49,-58,-32,-64,-45,-46,-53,-44,-49,-48,NaN,-38,NaN,-64,17
-57,-45,NaN,-63,-48,-47,-47,-53,-58,-35,-57,NaN,-48,NaN,-43,-50,-46,-67,-41,NaN,NaN,17
-53,-45,NaN,NaN,-52,-46,-59,-51,-57,-35,NaN,-41,-50,-55,-44,-49,-46,NaN,-42,-66,NaN,17
-51,-48,-56,-65,-48,-59,-59,-54,-58,-34,-57,-44,-47,-52,-42,-49,-44,-63,-41,-68,-66,17
-52,-50,-51,-78,-47,-50,-57,-52,-56,-37,NaN,-40,-47,NaN,-44,-47,NaN,-66,-41,NaN,NaN,17
-51,-45,-54,-60,-48,-50,-54,-53,-55,-29,-57,NaN,-48,NaN,-44,NaN,-45,NaN,-38,-66,NaN,17
-52,-45,-51,-62,-48,-51,-54,-52,-56,-30,NaN,NaN,-48,-54,-44,-47,-44,NaN,-38,NaN,-65,17
-52,-53,-49,-64,-48,-49,-46,-51,-58,-29,-58,-40,-49,-58,-43,-48,-44,NaN,-38,NaN,-66,17
-50,-53,-50,-63,-50,-47,-56,-52,-57,-30,NaN,-40,-48,-58,-44,-48,-44,-64,-39,NaN,-66,17
-54,-45,-44,-61,-48,-49,-52,-51,-57,-35,-58,-40,-47,-58,-43,-57,-44,-67,-38,NaN,-66,17
-51,-47,-47,-63,-48,-50,-55,-51,-57,-30,-57,NaN,-50,NaN,-43,-48,-43,-62,-42,NaN,-65,17
-52,-48,-49,-62,-51,NaN,-54,-51,-57,-33,NaN,-41,-49,-55,-45,-48,-65,-61,-40,-65,-64,17
-52,-48,-47,-63,-48,-50,-54,-51,-57,-30,-57,-41,-49,NaN,-43,-48,-44,-66,-38,-65,-65,17
-52,-47,-49,-59,-48,-49,-55,-51,-56,-29,-57,NaN,-49,-53,-43,-48,-44,-64,-38,NaN,NaN,17
-51,-46,-48,-63,-48,-48,-54,-51,-57,-30,-57,-40,-50,NaN,-43,-48,-44,-60,-38,NaN,-62,17
-51,-47,-51,-64,-48,-52,-54,-51,-57,-30,NaN,-42,NaN,-53,-45,-50,-42,-65,-38,NaN,NaN,17
-51,-48,-49,-64,-52,-51,-56,-51,-57,-33,-63,-42,-51,-52,-43,-46,-43,-65,-38,-63,NaN,17
-53,NaN,-45,-69,-47,-51,-55,-50,-56,-29,-56,-42,-51,-52,-44,-47,-44,-65,-40,NaN,-68,17
-50,-44,-46,-65,-49,-56,-54,-51,-57,-29,-51,-41,-51,-58,-44,-48,-44,-65,-38,NaN,-67,17
-52,-49,-50,NaN,-48,-47,-54,-52,-56,-30,-57,-41,-50,NaN,-42,-49,-43,-59,-38,NaN,-65,17
-51,-48,-48,NaN,-49,-47,-54,-51,-59,-29,-64,-39,-49,-53,-42,-52,-43,-66,-39,-65,NaN,17
-55,-49,-48,-64,-50,-50,-55,-53,-56,-37,-59,-42,-50,-53,-44,-50,-44,-66,-39,NaN,NaN,17
-54,-52,-49,-64,-49,-51,-56,-51,-58,-31,-58,-43,-50,NaN,-44,-49,-45,-64,-40,NaN,NaN,17
-54,-49,-47,-65,-48,-54,-55,-51,-57,-30,-57,-42,-55,-58,-41,-48,-44,NaN,-38,NaN,NaN,17
-53,-46,-46,-63,-48,-51,-56,-51,-57,-29,NaN,-42,-50,-58,-43,-48,-44,-65,-38,NaN,-65,17
-52,-48,-48,-63,-49,-53,-55,-51,-58,-30,NaN,-41,NaN,-57,-43,-48,-43,-65,-39,NaN,-66,17
-53,-49,-48,-63,-49,-50,-56,-52,-58,-31,-58,NaN,-51,-57,-45,-49,-44,-64,-38,-65,-64,17
-52,-48,NaN,-66,-49,NaN,-57,-52,-58,-31,NaN,-90,-49,NaN,-44,-49,-44,NaN,-39,-69,-61,17
-55,-49,-48,-63,-48,-54,-56,-50,-58,-30,-56,-42,-51,-54,-44,-48,-43,-64,-38,NaN,NaN,17
-50,-47,-50,-60,-48,-53,-54,-51,-58,-30,-56,-43,-51,-55,-43,-49,-43,-65,-39,-67,NaN,17
-51,-48,-49,-67,-49,-56,-54,-51,-58,-30,-56,-41,-50,-54,-43,-48,-43,-65,-38,-68,NaN,17
-52,-48,-49,-67,-49,-55,-53,-53,-58,-31,-56,-44,-52,-54,-45,-49,-45,-65,-39,-61,-66,17
-52,-47,-53,-69,-50,-51,-54,-52,-59,-31,-58,-42,-49,-56,-44,-48,-45,-65,-39,-63,-68,17
-49,-47,-50,NaN,-47,-53,-54,-52,-59,-30,NaN,-45,-50,-54,-43,-48,-44,-65,-38,NaN,NaN,17
-50,-48,NaN,NaN,-48,NaN,-54,-52,-57,-30,-56,-43,-50,-54,-44,-57,-43,-64,-37,-64,NaN,17
-49,-51,-51,-61,-48,-57,-54,-51,-58,-31,-57,-41,-53,-53,-44,-76,NaN,NaN,-38,NaN,NaN,17
-49,-48,NaN,NaN,-48,-53,-53,-51,-58,-30,-55,-41,-51,-55,-43,-48,-44,-63,-38,NaN,NaN,17
-48,-47,-47,-65,-48,-54,NaN,-51,-58,-30,-57,-42,-49,-54,-43,-48,-43,-63,-38,-62,-67,17
-49,-46,-49,-61,-49,-51,-53,-50,-58,-29,-60,-44,-50,-54,-43,-49,-44,-65,-38,NaN,NaN,17
-48,-50,-44,-65,-49,-57,-53,-52,-57,-29,-57,-42,-50,-55,-43,-68,-43,-65,-38,-61,-65,17
-50,-48,-47,-63,-48,NaN,-54,-53,-58,-29,NaN,-41,-47,-54,-43,-48,-46,-65,-38,NaN,NaN,17
-50,-48,-50,-67,-48,-52,-54,-51,-57,-30,NaN,-42,-47,-57,-43,-48,-43,-63,-38,NaN,-66,17
-48,-47,-46,-65,-48,-54,-54,-50,-58,-30,NaN,-42,-47,-54,-44,-48,-43,-65,-38,NaN,NaN,17
-55,-47,-49,-63,-48,NaN,-52,-52,-57,-30,-57,-41,-48,-57,-43,-48,-43,NaN,-38,NaN,-66,17
