@relation RFKON_train
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:c7:6b:67_inonet numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 18:28:61:c7:6b:40_evarobot_wifi numeric
@attribute 98:fc:11:d7:73:e4_inonet-104 numeric
@attribute 18:28:61:72:86:cc_isimbulamadimp numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 08:37:3d:c7:8d:ea_B.B. numeric
@attribute 06:18:d6:c2:98:24_inonet-alt numeric
@attribute 04:18:d6:c1:98:24_inonet-alt numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 88:e3:ab:57:c1:14_VINNWiFi-c114 numeric
@attribute 4c:5e:0c:6f:73:41_feniks-2 numeric
@attribute 64:70:02:a4:35:04_regulateurrestaurant numeric
@attribute 'ba:b4:2e:cd:29:8a_BLU LIFE PLAY' numeric
@attribute e8:37:7a:6c:7f:55_TTNET_ZyXEL_CA3E numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute 38:2d:d1:3e:15:9d_isimbulamadimxx numeric
@attribute '3c:33:00:50:6c:77_RC Leading-506c77' numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute REF_POINT {1,6,7,8,9,10,11,12,50,51,52,53,54}

@data
100,-66,100,100,100,-49,100,-59,-30,-62,100,100,100,100,-59,-32,100,-42,100,100,100,-64,100,100,100,100,-54,-67,100,100,100,100,-57,100,-65,100,100,52
-74,-71,100,100,100,-52,100,-58,-31,100,-62,100,100,100,-57,-30,100,-42,100,100,100,-58,100,100,100,100,-54,-66,100,100,100,100,-57,-74,-68,100,100,52
100,-67,100,100,100,-48,-81,-61,-31,-66,100,100,100,100,-58,-33,100,-42,100,100,100,-58,-74,100,100,100,-49,-66,100,100,100,100,-57,100,-73,100,100,52
100,-74,100,100,100,-53,100,-60,-32,-65,-63,100,-73,100,-58,-33,100,-44,100,100,100,-59,-72,100,100,100,-56,-66,100,100,100,100,-55,100,-61,100,100,52
-74,100,100,100,100,-50,100,-60,-29,-65,100,100,-71,100,-57,-34,100,-44,100,100,100,-57,100,100,100,100,-49,-64,100,100,100,100,-56,-73,-60,100,100,52
100,100,100,100,100,-50,100,-61,-29,-64,100,100,-73,100,-58,-33,100,-44,100,100,100,-60,-73,100,100,100,-49,-67,100,100,100,100,-56,-74,-60,100,100,52
100,-73,100,100,100,-48,100,-60,-30,-67,-64,100,-70,100,-60,-34,100,-44,100,100,100,-60,100,100,100,100,-49,-67,100,100,100,100,-56,100,-62,100,100,52
100,100,100,100,100,-53,100,-63,-29,-65,100,100,-70,100,-56,-33,100,-42,100,100,100,-63,-72,100,100,100,-54,-65,100,100,100,100,-55,100,-62,100,100,52
100,-67,100,100,100,-54,100,100,-28,-64,-64,100,-69,100,-58,-34,100,-43,100,100,100,-65,100,100,100,100,-48,-66,100,100,100,100,-58,-77,-60,100,100,52
-73,-68,100,100,100,-53,100,-60,-31,-64,100,100,100,100,-64,-34,100,-42,100,100,100,-60,100,100,100,100,-56,-67,100,100,100,100,-58,100,-70,100,100,52
100,-67,100,100,100,-49,100,-60,-30,100,-64,100,100,100,-59,-34,100,-44,100,100,100,-59,-71,100,100,100,-56,-65,100,100,100,100,-56,100,-68,100,100,52
100,100,100,100,100,-48,100,-60,-29,-65,100,100,-69,100,-59,100,100,-42,100,100,100,-58,100,100,100,100,-47,-65,100,100,100,100,-57,-75,-65,100,100,52
100,-68,100,100,100,100,100,-65,-29,-67,100,100,100,100,-59,-33,100,-43,100,100,100,-59,100,100,100,100,-55,-65,100,100,100,100,-56,-74,-65,100,100,52
-73,-66,100,100,100,-50,100,-62,-30,100,100,100,-70,100,-60,-34,100,-42,100,100,100,-58,100,100,100,100,-57,-66,100,100,100,100,-56,-76,-65,100,100,52
-74,-70,100,100,100,-47,100,-67,-29,-64,-63,100,100,100,-63,-33,100,-44,100,100,100,-59,-73,100,100,100,-59,-65,100,100,100,100,-55,100,-69,100,100,52
-76,-69,100,100,100,-49,-80,-64,-29,-66,-65,100,-74,100,-60,-33,100,-44,100,100,100,-59,-75,100,100,100,-56,-65,100,100,100,100,-57,100,-66,100,100,52
-73,-70,100,100,100,-47,-81,-62,-30,-66,100,100,-70,100,100,-33,100,-44,100,100,100,-58,-73,100,100,100,-49,-65,100,100,100,100,-55,100,-72,100,100,52
100,-75,100,100,100,-48,100,-62,-28,-65,100,100,-73,100,-64,-34,100,-45,100,100,100,-60,-76,100,100,100,-49,-59,100,100,100,100,-57,-77,-65,100,100,52
100,-70,100,100,100,-45,100,-60,-29,100,-63,100,100,100,-62,-32,100,-42,100,100,100,-60,-77,100,100,100,-50,-67,100,100,100,100,-56,100,-63,100,100,52
-76,100,100,100,100,100,100,100,-24,-63,-65,100,100,100,-64,-31,100,-43,100,100,100,-57,-76,100,100,100,-57,-63,100,100,100,100,-58,-73,-64,100,100,52
-75,100,100,100,100,-46,100,-60,-29,-63,100,100,-71,100,-63,-33,100,-41,100,100,100,-56,100,100,100,100,-50,-64,100,100,100,100,-55,-78,-66,100,100,52
100,-68,100,100,100,-48,-76,-60,-29,-66,100,100,-71,100,-58,-34,100,-44,100,100,100,-61,100,100,100,100,-48,-65,100,100,100,100,-56,-78,-62,100,100,52
-73,-68,100,100,100,-46,100,-60,-29,-65,100,100,100,100,-58,-34,100,-44,100,100,100,-59,100,100,100,100,-49,-64,100,100,100,100,-56,-77,-65,100,100,52
100,-67,100,100,100,-49,100,-60,-29,-68,-64,100,100,100,-59,-31,100,-44,100,100,100,-59,100,100,100,100,-56,-64,100,100,100,100,-57,-75,-64,100,100,52
-74,-68,100,100,100,-49,100,-60,-29,100,-64,100,-71,100,-57,-34,100,-44,100,100,100,-59,-71,100,100,100,-48,-63,100,100,100,100,-68,-78,-65,100,100,52
-75,-71,100,100,100,-49,100,-62,-29,100,100,100,-69,100,-58,-34,100,-44,100,100,100,-60,-72,100,100,100,-49,-64,100,100,100,100,-57,100,-64,100,100,52
100,100,100,100,100,-49,100,-60,-28,-64,-65,100,100,100,-60,-34,100,-44,100,100,100,-57,-75,100,100,100,-50,-64,100,100,100,100,-55,100,-64,100,100,52
100,-66,100,100,100,-51,100,-60,-29,-66,100,100,100,100,100,-33,100,-44,100,100,100,-61,100,100,100,100,-48,-65,100,100,100,100,100,100,-64,100,100,52
-74,-67,100,100,100,-57,-78,-60,-29,-66,-64,100,-70,100,-57,-36,100,-44,100,100,100,-59,100,100,100,100,-55,-64,100,100,100,100,-56,100,-65,100,100,52
-74,-68,100,-87,100,-52,-80,-60,-29,100,100,100,100,100,-59,-33,100,-44,100,100,100,-67,-74,100,100,100,-49,-63,100,100,100,100,100,100,-63,100,100,52
100,-68,100,100,100,-51,-79,-60,-29,-65,100,100,-71,100,100,-34,100,-44,100,100,100,-60,-73,100,100,100,-55,-63,100,100,100,100,-57,-76,100,100,100,52
100,-69,100,100,100,-52,100,-61,-29,-66,100,100,-71,100,-58,-34,100,-44,100,100,100,-61,-74,100,100,100,-50,-63,100,100,100,100,100,100,-63,100,100,52
-74,-75,100,100,100,-53,100,-68,-29,-67,-64,100,-70,100,-58,-33,100,-44,100,100,100,-59,-74,100,100,100,-49,-64,100,100,100,100,-56,100,-64,100,100,52
-74,100,100,-85,100,-51,100,-61,-28,100,100,100,-70,100,-59,-34,100,-44,100,100,100,-57,100,100,100,100,-48,-52,100,100,100,100,100,100,-66,100,100,52
-75,100,100,100,100,-51,-80,-60,-29,100,-65,100,-70,100,-58,-33,100,-44,100,100,100,-60,100,100,100,100,-55,-64,100,100,100,100,-67,100,-66,100,100,52
100,-69,100,-85,100,-52,100,-61,-28,100,100,100,100,100,-58,-34,100,-42,100,100,100,-61,-74,100,100,100,-54,-64,100,100,100,100,-58,100,-65,100,100,52
100,100,100,100,100,-51,100,-60,-29,100,100,100,-71,100,-58,-34,100,-44,100,100,100,-60,-75,100,100,100,-49,-58,100,100,100,100,-57,-75,-65,100,100,52
-74,-67,100,100,100,-54,-68,-63,-27,-62,-67,100,100,100,-64,-25,100,-46,100,100,100,-58,100,100,100,100,-58,-67,100,100,100,100,-61,100,-63,100,100,6
100,-67,100,100,100,-53,100,-64,-27,-63,100,100,100,100,-64,-86,100,-46,100,100,100,-57,-74,100,100,100,-58,-68,100,100,100,100,-61,100,-62,100,100,6
-74,100,100,100,100,-53,100,-63,-27,-61,-67,100,100,100,-65,-23,100,-46,100,100,100,-54,-73,100,100,100,-59,-68,100,100,100,100,-60,-73,-61,100,100,6
-74,-67,100,100,100,-54,100,-69,-27,-63,100,100,100,100,-65,-26,100,-46,100,100,100,-57,-73,100,100,100,-50,-68,100,100,100,100,-61,-73,-60,100,100,6
100,-67,100,100,-83,100,100,-68,-27,-62,100,100,100,100,-65,-26,100,-46,100,100,100,-56,-72,100,100,100,-51,-67,100,100,100,100,-60,-73,-61,100,100,6
-74,-69,100,100,100,-54,100,100,-27,-62,-67,100,100,100,-66,-25,100,-47,100,100,100,-56,-74,100,100,100,-57,-66,100,100,100,100,-62,-72,-63,100,100,6
100,-68,100,-82,-85,-55,100,-62,-27,-66,-66,100,100,100,100,-25,100,-46,100,100,100,-57,-73,100,100,100,-50,-67,100,100,100,100,-65,-73,-63,100,100,6
-73,-69,100,-83,100,-55,100,100,-27,-65,100,100,100,100,-66,-25,100,-46,100,100,100,-56,-75,100,100,100,-59,-67,100,100,100,100,-60,-72,100,100,100,6
100,-68,100,100,-85,-54,100,100,-28,-63,-66,100,100,100,-67,-25,100,-44,100,100,100,-57,100,100,100,100,-52,-66,100,100,100,100,-65,100,-63,100,100,6
-75,-69,100,100,100,-54,-82,-65,-26,-61,100,100,-76,100,-66,-23,100,-46,100,100,100,-56,-75,100,100,100,-52,-66,100,100,100,100,-61,-71,-63,100,100,6
-75,-68,-87,-82,100,-55,-81,-67,-26,-62,-66,100,-74,100,-65,-25,100,-47,100,100,100,-57,100,100,100,100,-56,-67,100,100,100,100,-60,-70,-62,100,100,6
-75,100,100,100,100,-54,100,-65,-27,100,-68,100,-74,100,-64,-25,100,-45,100,100,100,-56,-73,100,100,100,-59,-67,100,100,100,100,-62,-73,-63,100,100,6
100,100,100,100,100,-52,-77,-64,-27,-63,100,100,-75,100,-65,-25,100,-46,100,100,100,-53,-74,100,100,100,-51,-66,100,100,100,100,-60,-72,-63,100,100,6
100,-70,100,-77,100,-52,100,-69,-27,-63,-67,100,-74,100,-65,-44,100,-46,100,100,100,-57,-74,100,100,100,-58,-66,100,100,100,100,-60,100,-64,100,100,6
100,100,100,100,100,-52,100,-63,-27,-63,-68,100,100,100,-65,-25,100,-47,100,100,100,-58,-76,100,100,100,-51,-65,100,100,100,100,-60,100,-63,100,100,6
100,100,100,100,100,-55,100,-70,-30,-63,100,100,100,100,-65,-25,100,-46,100,100,100,-57,-74,100,100,100,-58,-67,100,100,100,100,100,100,-62,100,100,6
100,100,100,100,100,100,100,-75,-27,-63,100,100,100,100,100,-26,100,-47,100,100,100,-58,100,100,100,100,-59,-66,100,100,100,100,-60,100,-63,100,100,6
-75,100,100,-83,100,100,100,-64,-27,-64,100,100,100,100,-66,-75,100,-46,100,100,100,-59,100,100,100,100,-58,-66,100,100,100,100,100,-72,-63,100,100,6
100,100,100,100,100,-54,100,-63,-27,-62,100,100,-77,100,-65,-25,100,-45,100,100,100,-58,100,100,100,100,-59,-65,100,100,100,100,-62,100,-62,100,100,6
100,-68,100,-84,100,100,100,-70,-27,-63,-67,100,-76,100,100,-25,100,-47,100,100,100,-58,100,100,100,100,-51,-66,100,100,100,100,-60,-71,-63,100,100,6
-75,-68,100,100,100,-54,100,-67,-27,-63,100,100,100,100,-65,-25,100,-46,100,100,100,-55,-75,100,100,100,-58,-66,100,100,100,100,-60,100,-63,100,100,6
100,100,100,100,100,-59,100,100,-27,100,100,100,100,100,-65,-24,100,-46,100,100,100,-57,-75,100,100,100,-50,-65,100,100,100,100,100,-74,-63,100,100,6
100,100,100,100,100,-59,100,100,-27,-63,-66,100,-75,100,-67,-23,100,-46,100,100,100,-59,100,100,100,100,-52,-65,100,100,100,100,-60,-64,-63,100,100,6
-74,-68,100,100,100,-53,-80,-62,-27,-62,-65,100,100,100,-67,-25,100,-45,100,100,100,-58,100,100,100,100,-51,-66,100,100,100,100,-61,-72,-62,100,100,6
100,100,100,100,100,-52,-81,-63,-27,-66,100,100,100,100,-66,-26,100,-47,100,100,100,-55,-76,100,100,100,-59,-66,100,100,100,100,-61,100,-63,100,100,6
-74,-68,100,-83,100,-52,-82,-68,-29,100,-66,100,-76,100,-66,-25,100,-46,100,100,100,-58,-75,100,100,100,-59,-67,100,100,100,100,-61,-74,-63,100,100,6
100,-69,100,-81,100,-54,-82,-65,-27,-63,100,100,-73,100,-65,-25,100,-46,100,100,100,-55,-76,100,100,100,-59,-67,100,100,100,100,-62,100,-62,100,100,6
-74,100,100,100,100,-55,100,-64,-27,-62,100,100,-73,100,-63,-25,100,-46,100,100,100,-58,-74,100,100,100,-59,-66,100,100,100,100,-59,-72,-64,100,100,6
-74,-68,100,100,100,-55,-81,-65,-27,-63,100,100,-75,100,-64,-25,100,-47,100,100,100,-57,100,100,100,100,-59,-65,100,100,100,100,-62,100,-63,100,100,6
100,-66,100,100,100,-54,100,-65,-27,100,-67,100,100,100,-65,-25,100,-44,100,100,100,100,-74,100,100,100,-58,-65,100,100,100,100,100,100,-63,100,100,6
100,100,100,100,100,-56,100,-66,-26,-63,-66,100,-75,100,-65,-25,100,-44,100,100,100,-57,-75,100,100,100,-50,-65,100,100,100,100,-61,100,-63,100,100,6
100,100,100,100,100,-62,100,-65,-27,-63,-65,100,100,100,-66,-25,100,-47,100,100,100,-56,100,100,100,100,-58,-66,100,100,100,100,-58,100,-62,100,100,6
100,-68,100,100,-85,100,100,100,-27,-67,100,100,100,100,-66,-26,100,-46,100,100,100,-57,-74,100,100,100,-51,-66,100,100,100,100,-60,100,-62,100,100,6
100,100,100,-82,100,-55,100,-65,-27,-63,-66,100,100,100,-66,-25,100,-44,100,100,100,-57,100,100,100,100,-57,-64,100,100,100,100,-60,100,-63,100,100,6
100,-68,100,100,100,-57,100,-71,-27,-61,-66,100,100,100,100,-25,100,-47,100,100,100,-58,100,100,100,100,-51,-65,100,100,100,100,-60,-73,-63,100,100,6
100,-69,100,100,100,-54,100,-70,-27,100,100,100,100,100,-65,-26,100,-44,100,100,100,-57,100,100,100,100,-55,-65,100,100,100,100,-62,100,100,100,100,6
100,-68,100,100,100,-52,100,-64,-27,-63,100,100,100,100,-66,-25,100,-47,100,100,100,-57,-72,100,100,100,-58,-66,100,100,100,100,-62,100,-63,100,100,6
-74,-68,100,100,100,-53,100,-63,-30,-62,-66,100,100,100,-65,-26,100,-46,100,100,100,-57,-73,100,100,100,-52,-67,100,100,100,100,-61,-71,-63,100,100,6
100,-67,100,-81,100,-51,100,-62,-27,-62,-61,100,100,100,-65,-23,100,-46,100,100,100,-54,-75,100,100,100,-56,-66,100,100,100,100,-62,-72,-62,100,100,6
100,-75,100,100,100,100,100,100,-30,-63,100,100,-76,100,-66,-25,100,-46,100,100,100,-57,-73,100,100,100,-58,-63,100,100,100,100,-60,100,-62,100,100,6
100,100,100,100,100,-54,100,-64,-27,100,100,100,100,100,-68,-26,100,-47,100,100,100,-58,100,100,100,100,-59,-65,100,100,100,100,-60,100,-61,100,100,6
-74,-68,100,-82,100,-54,100,100,-27,-61,-66,100,100,100,100,-25,100,-47,100,100,100,-56,-74,100,100,100,-59,-66,100,100,100,100,-61,-73,-63,100,100,6
-74,-67,100,-83,-84,-55,100,-63,-27,-62,100,100,100,100,-67,-25,100,-44,100,100,100,-59,-74,100,100,100,-59,-65,100,100,100,100,-62,100,-62,100,100,6
-74,100,100,100,100,-56,100,-68,-28,-64,100,100,100,100,-66,-25,100,-47,100,100,100,100,-74,100,100,100,-51,-67,100,100,100,100,-60,-72,-63,100,100,6
-74,100,100,100,100,-56,100,-65,-27,-63,100,100,100,100,-65,100,100,-46,100,100,100,-58,-73,100,100,100,-52,-67,100,100,100,100,-60,-74,-62,100,100,6
100,100,100,-82,100,-54,100,100,-27,-65,100,100,100,100,-68,-25,100,-43,100,100,100,-57,-75,100,100,100,-51,-68,100,100,100,100,-60,100,-63,100,100,6
-74,-71,-86,100,100,-55,100,-62,-27,-62,-66,100,100,100,-67,-20,100,-47,100,100,100,-58,100,100,100,100,-51,-67,100,100,100,100,-60,-74,-63,100,100,6
-73,100,100,-82,100,-55,-67,-69,-27,100,100,100,-76,100,-67,-30,100,-46,100,100,100,-59,100,100,100,100,-57,-68,100,100,100,100,-60,-74,-62,100,100,6
-76,-75,100,100,100,-57,100,-72,-26,-63,-63,100,100,100,-65,-25,100,-44,100,100,100,-55,100,100,100,100,-52,-67,100,100,100,100,-62,100,-62,100,100,6
-75,100,100,100,100,-56,100,-64,-27,-63,-66,100,100,100,-65,-25,100,-46,100,100,100,-54,-72,100,100,100,-56,-67,100,100,100,100,-61,100,-62,100,100,6
-75,-68,100,-82,100,-54,100,-64,-27,-63,-66,100,-75,100,-65,-21,100,-46,100,100,100,-56,100,100,100,100,-57,-66,100,100,100,100,-60,100,-61,100,100,6
100,100,100,100,100,-56,100,-66,-27,-63,100,100,100,100,-65,-29,100,-47,100,100,100,-56,-73,100,100,100,-51,-65,100,100,100,100,-60,100,-61,100,100,6
100,-68,100,-82,100,-53,100,-64,-29,100,-61,100,100,100,-66,-21,100,-47,100,100,100,-57,-74,100,100,100,-57,-66,100,100,100,100,-61,100,-63,100,100,6
100,-67,100,-83,100,-60,100,-68,-27,-62,100,100,100,100,-66,-25,100,-46,100,100,100,-57,-70,100,100,100,-52,-66,100,100,100,100,-61,-72,-61,100,100,6
-74,100,100,100,100,-54,100,-70,-27,100,100,100,100,100,-66,-25,100,-47,100,100,100,-58,-73,100,100,100,-52,-65,100,100,100,100,-61,100,-62,100,100,6
100,-65,-85,100,100,-54,100,-69,-27,100,-66,100,-76,100,-65,-25,100,-45,100,100,100,-57,100,100,100,100,-57,-66,100,100,100,100,-64,-70,-61,100,100,6
100,-69,100,100,100,100,100,100,-27,-62,-66,100,-77,100,-67,-24,100,-47,100,100,100,100,-73,100,100,100,-57,-66,100,100,100,100,-61,100,100,100,100,6
-74,-67,100,-83,100,-56,100,-67,-27,-61,100,100,100,100,-65,-23,100,-47,100,100,100,-57,-71,100,100,100,-59,-65,100,100,100,100,-61,-71,100,100,100,6
100,-69,100,100,100,-56,-83,-65,-27,-63,-65,100,100,100,100,-25,100,-46,100,100,100,-57,-72,100,100,100,-58,-65,100,100,100,100,-61,-67,-63,100,100,6
-75,-67,100,100,100,-57,100,100,-27,-63,100,100,-75,100,-66,-30,100,-45,100,100,100,-57,-72,100,100,100,-51,-66,100,100,100,100,-62,-71,-62,100,100,6
-72,-68,100,-83,-82,-61,100,100,-26,-63,-66,100,-74,100,-67,-25,100,-46,100,100,100,-57,-72,100,100,100,-51,-66,100,100,100,100,-65,-72,-62,100,100,6
-75,-69,100,100,100,-59,-81,-71,-27,-62,-66,100,-77,100,-66,-25,100,-47,100,100,100,100,100,100,100,100,-59,-67,100,100,100,100,-60,-75,-63,100,100,6
100,-69,100,100,-82,-60,100,-63,-27,100,100,100,100,100,-65,-25,100,-46,100,100,100,-56,100,100,100,100,-57,-66,100,100,100,100,-60,100,-63,100,100,6
100,-73,100,100,100,-53,100,-62,-27,-69,100,100,-77,100,-66,-25,100,-47,100,100,100,-56,-83,100,100,100,-51,-67,100,100,100,100,-63,-72,-62,100,100,6
-75,-72,100,100,100,-52,100,-66,-27,100,-67,100,100,100,-65,-25,100,-47,100,100,100,-58,-80,100,100,100,-59,-66,100,100,100,100,-61,100,100,100,100,6
-75,-71,100,-85,100,-53,100,-65,-27,-63,-67,100,-76,100,-66,-25,100,-47,100,100,100,-54,100,100,100,100,-58,-65,100,100,100,100,-61,100,-62,100,100,6
100,100,100,100,100,-56,100,-70,-27,-65,100,100,100,100,-67,-25,100,-47,100,100,100,-58,-83,100,100,100,-51,-67,100,100,100,100,-60,100,-63,100,100,6
100,100,100,100,100,-56,100,-64,-29,-63,-65,100,100,100,-64,-25,100,-46,100,100,100,-56,100,100,100,100,-61,-66,100,100,100,100,-60,100,-61,100,100,6
100,-69,100,100,100,-61,100,100,-66,-63,100,100,-76,100,-66,-25,100,-47,100,100,100,-57,100,100,100,100,-58,-66,100,100,100,100,-61,-72,-63,100,100,6
100,100,100,100,100,-57,100,-69,-27,-63,100,100,-74,100,-65,-25,100,-47,100,100,100,-57,100,100,100,100,-51,-65,100,100,100,100,-61,100,-63,100,100,6
-74,100,100,100,100,-57,100,-65,-27,100,-65,100,100,100,-64,-29,100,-46,100,100,100,-57,100,100,100,100,-58,-66,100,100,100,100,-61,100,-61,100,100,6
100,-69,100,100,100,-56,-77,-63,-27,-62,-62,100,-75,100,-64,-25,100,-46,100,100,100,-57,100,100,100,100,-58,-67,100,100,100,100,-60,-66,-61,100,100,6
-74,-71,100,100,-85,-57,100,-64,-27,-65,100,100,100,100,-63,-25,100,-46,100,100,100,-57,100,100,100,100,-61,-66,100,100,100,100,-60,-71,-61,100,100,6
100,100,100,100,100,-54,100,-64,-27,-61,-66,100,100,100,-65,-25,100,-46,100,100,100,-57,-84,100,100,100,-62,-67,100,100,100,100,-60,-74,-62,100,100,6
-72,-74,100,100,100,-58,100,-63,-27,-62,100,100,-75,100,-63,-25,100,-46,100,100,100,-58,-83,100,100,100,-58,-67,100,100,100,100,-60,-72,100,100,100,6
100,100,100,100,100,-54,100,-69,-42,100,100,100,-71,100,-64,-34,100,-51,100,100,100,-54,100,100,100,100,-51,-67,100,100,100,100,-59,-73,-68,100,100,53
100,-66,100,-86,100,-53,100,-69,-42,-69,-67,100,-66,100,-66,-35,100,-51,100,100,100,-53,100,100,100,100,-51,-68,100,100,100,100,-56,-73,-69,100,100,53
100,-66,100,100,100,-54,100,-69,-44,-70,100,100,-70,100,-63,-35,100,-50,100,100,100,-53,-75,100,100,100,-52,-68,100,100,100,100,-59,100,-69,100,100,53
-77,-67,100,100,-87,-51,100,-72,-42,100,100,100,-65,100,-64,-36,100,-50,100,100,100,-53,-75,100,100,100,-52,-68,100,100,100,100,100,100,-65,100,100,53
100,-66,100,100,100,-54,100,-68,-43,-69,100,100,-71,100,-63,-36,100,-50,100,100,100,-54,-77,100,100,100,-49,-68,100,100,100,100,-57,100,-68,100,100,53
100,-68,100,100,100,-51,100,-67,-42,-70,100,100,-68,100,-67,-35,100,-52,100,100,100,-55,-73,100,100,100,-51,-70,100,100,100,100,-56,100,-70,100,100,53
-77,100,100,-84,100,-55,100,-63,-44,-71,100,100,-71,100,-63,-35,100,-50,100,100,100,-55,-73,100,100,100,-51,-70,100,100,100,100,100,100,-72,100,100,53
100,-68,100,100,100,-52,100,100,-44,-74,-69,100,-71,100,-66,-35,100,-49,100,100,100,-55,-74,100,100,100,-54,-68,100,100,100,100,-56,100,-71,100,100,53
100,-67,100,-88,100,-53,100,-69,-45,100,100,100,-72,100,-63,-34,100,-49,100,100,100,-54,-73,100,100,100,-52,-70,100,100,100,100,-58,100,-70,100,100,53
100,100,100,-86,100,-53,-73,-68,-44,-68,100,100,100,100,-62,-34,100,-51,100,100,100,-53,-70,100,100,100,-50,-69,100,100,100,100,-62,100,-69,100,100,53
-76,-65,100,100,100,-53,100,-67,-45,100,100,100,100,100,-62,-35,100,-52,100,100,100,-54,-73,100,100,100,-52,-69,100,100,100,100,-57,100,-70,100,100,53
100,100,100,100,100,-54,100,-68,-47,-71,100,100,100,100,-62,-36,100,-53,100,100,100,-50,-76,100,100,100,-52,-55,100,100,100,100,-63,100,-70,100,100,53
100,100,100,100,100,-55,100,-76,-43,-70,100,100,100,100,-65,-87,100,100,100,100,100,-54,-79,100,100,100,-52,-69,100,100,100,100,-58,100,-70,100,100,53
100,-67,100,100,100,-53,100,100,-45,100,100,100,100,100,-64,-38,100,-51,100,100,100,-53,100,100,100,100,-52,-61,100,100,100,100,-63,100,100,100,100,53
100,-67,-82,-87,-87,-52,100,-75,-44,-72,100,100,100,100,-70,-34,100,-51,100,100,100,-54,-76,100,100,100,-52,-69,100,100,100,100,-64,-65,100,100,100,53
100,-65,100,100,100,-55,100,-68,-45,100,100,100,-72,100,-70,-34,100,-52,100,100,100,-55,-78,100,100,100,-52,-71,100,100,100,100,-59,-71,-69,100,100,53
-74,-67,100,100,100,-52,100,-72,-44,-72,100,100,100,100,-65,-36,100,-52,100,100,100,-54,-75,100,100,100,-56,-72,100,100,100,100,-58,-71,-68,100,100,53
100,100,-88,100,100,-51,-84,-69,-44,-73,100,100,-69,100,100,-37,100,-52,100,100,100,-55,100,100,100,100,-51,-71,100,100,100,100,-58,-71,-67,100,100,53
-75,-67,100,-88,100,100,100,100,-45,100,100,100,100,100,100,-37,100,-53,100,100,100,-54,-75,100,100,100,-51,-72,100,100,100,100,-59,-72,-68,100,100,53
100,-66,100,100,100,-51,-82,-68,-44,-71,100,100,-70,100,-66,-37,100,-53,100,100,100,-54,-75,100,100,100,-51,-71,100,100,100,100,-58,-72,-67,100,100,53
100,-67,-86,100,100,-53,-84,-66,-46,-70,-67,100,100,100,-65,-35,100,-52,100,100,100,-54,-83,100,100,100,-55,-71,100,100,100,100,-57,-73,-68,100,100,53
-75,-65,100,100,100,100,100,-66,-46,-71,100,100,-71,100,-67,-35,100,-53,100,100,100,-54,100,100,100,100,-51,-71,100,100,100,100,-58,-70,-66,100,100,53
100,100,100,100,100,-54,-81,-68,-46,-71,100,100,-72,100,-65,-34,100,-50,100,100,100,-54,100,100,100,100,-51,-71,100,100,100,100,100,-69,-67,100,100,53
100,100,100,100,100,-56,100,-65,-47,-72,100,100,-71,100,-64,-34,100,-51,100,100,100,-54,-75,100,100,100,-51,-70,100,100,100,100,-58,-72,-68,100,100,53
-75,-65,100,100,100,-54,100,-66,-45,-72,100,100,-71,100,-71,-35,100,-50,100,100,100,-54,-73,100,100,100,-51,-69,100,100,100,100,-60,-72,-65,100,100,53
100,100,100,100,100,-52,100,-67,-45,100,100,100,-69,100,-63,-39,100,-51,100,100,100,-50,-75,100,100,100,-51,-69,100,100,100,100,-59,100,-66,100,100,53
100,-63,100,100,100,-50,100,-68,-46,100,100,100,-70,100,-64,-37,100,-55,100,100,100,-55,100,100,100,100,-54,-70,100,100,100,100,100,100,-66,100,100,53
100,100,100,100,100,100,100,100,-78,100,100,100,-71,100,100,-38,100,-53,100,100,100,-55,100,100,100,100,-53,-69,100,100,100,100,-59,100,-67,100,100,53
