@relation SamsungTablet_Train

@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
-67,-43,-59,-53,-68,-61,-32,-53,100,-59,-69,100,-62,100,-70,-72,-78,100,-76,100,100,100,100,100,50
-66,-41,-60,-57,-68,-61,-27,-53,100,-56,-65,100,-61,-69,-67,-71,100,100,-76,100,-86,100,100,100,50
-68,-41,-61,-54,-68,-58,-27,-51,-86,-55,-69,100,-61,-70,-69,-71,-77,100,-77,100,-86,100,100,100,50
-68,-42,-60,-53,-69,-59,-27,-51,100,-55,100,-79,-63,-69,-66,-72,-73,-87,-77,100,-84,100,100,100,50
-67,-43,-60,-54,-68,-61,-28,-51,100,-57,-68,100,-60,-72,-67,100,-73,100,100,100,-85,100,100,100,50
-67,-42,-62,-56,100,-52,-27,-51,100,-56,100,100,-65,-72,-68,100,100,100,100,100,-81,100,100,100,50
-67,-42,-61,-53,100,-60,-27,-55,100,-56,100,-79,-64,-72,-67,100,-71,100,-78,100,100,100,100,100,50
-67,-42,-60,-53,-71,-62,-26,-52,100,-54,100,-74,-61,-73,-67,-73,-72,100,-76,100,100,100,100,100,50
-68,-42,-60,-57,-70,-59,-27,-50,-85,-56,-69,-75,-61,-72,-64,-70,100,100,-77,100,100,100,100,100,50
-68,-44,-61,-55,100,-60,-27,-54,100,-58,-69,-75,-63,-73,-65,100,-73,100,-78,100,-74,100,100,100,50
-67,-40,-63,-58,-69,-52,-28,-53,100,-54,-69,-77,-64,100,-65,-72,100,100,100,100,-85,100,100,100,50
-67,-40,-62,-53,-69,-59,-28,-52,100,-53,-81,-78,100,-71,-64,-72,100,100,100,100,100,100,100,100,50
-67,-40,-63,-54,-70,-60,-26,-53,-88,-55,100,-78,-68,-72,-63,-75,-72,100,-78,100,100,100,100,100,50
-66,-40,-63,-57,-70,-59,-27,-53,-87,-56,-70,-79,-64,-69,-64,-67,100,100,100,100,-87,100,100,100,50
-68,-42,-60,-54,-71,-60,-28,-52,100,-56,100,-79,100,-71,-63,-70,100,100,100,100,-86,100,100,100,50
-68,-42,-63,-57,-70,-60,-28,100,-86,-57,-70,-76,-66,100,-63,100,-68,100,100,100,100,100,100,100,50
-67,-42,-63,-57,100,-59,-27,-52,100,-62,-69,100,100,100,-63,-73,-73,100,-78,100,-86,100,100,100,50
-67,-41,100,-54,-68,-52,-27,-53,100,-55,-69,100,100,-72,-64,100,100,100,-80,100,100,100,100,100,50
-67,-40,-64,-54,-68,-50,-27,-52,100,-54,100,100,-68,100,-64,100,-76,100,100,100,100,100,100,100,50
-68,-42,-63,-55,100,-60,-28,-57,-84,-56,-64,-77,-67,-72,-65,100,100,100,100,100,100,100,100,100,50
-69,-36,-56,-56,-70,-60,-29,-48,100,-54,-68,-76,-67,-69,-63,-70,-73,-81,-78,100,-86,100,100,100,50
-67,-40,-62,-62,-73,-51,-29,-54,100,-56,-65,100,-64,-70,-64,-72,-73,100,-77,100,100,100,100,100,50
-67,-40,-64,-55,-69,-50,-28,-54,100,-56,-72,100,-73,-73,100,100,-76,100,-78,100,100,100,100,100,50
-68,-39,-62,-59,100,-59,-28,-55,100,-55,-70,100,-66,-75,-64,100,100,100,100,-82,-84,100,100,100,50
-68,-38,100,-60,100,-58,-28,-53,-85,-55,-69,100,-64,-76,100,100,-73,100,100,100,100,100,100,100,50
-67,-40,-65,-53,-69,-58,-28,-53,100,-55,100,100,-64,-75,-64,-72,-73,100,-76,100,100,100,100,100,50
-66,-41,-57,-57,100,-59,-27,-50,100,-57,-70,-74,-65,-73,-66,-68,-71,100,100,100,-83,100,100,100,50
-63,-42,-60,-53,100,-50,-26,-51,-83,-56,-67,-76,-66,-73,-66,100,-72,-84,-75,100,-85,100,100,100,50
-68,-40,-65,-53,-68,-49,-26,-50,-84,-57,-71,-77,-62,-74,-67,-71,100,-87,-78,100,-85,100,100,100,50
-67,-40,-66,-54,100,-51,-27,-52,-87,-54,-70,-77,-64,-73,-65,-73,-68,100,-76,100,100,100,100,100,50
-67,-42,-66,-57,-69,-45,-28,-50,100,-55,-70,-79,-83,-73,-65,-72,-71,-86,100,100,100,100,100,100,50
-68,-42,-66,-54,-68,-61,-28,-51,-85,-56,-70,-76,-63,-73,-66,-72,-71,100,100,100,100,100,100,100,50
-66,-42,-66,-53,-69,-59,-27,-50,100,-55,-72,-79,-62,100,100,100,-72,-87,100,100,100,100,100,100,50
-65,-41,-67,-53,-71,-58,-29,-52,100,-60,-70,-77,-62,-73,-65,100,-72,-87,-77,100,100,100,100,100,50
-66,-43,-65,-54,100,-58,-49,-53,-86,-59,-72,-77,-62,-75,-65,100,-72,100,-77,100,100,100,100,100,50
-66,-41,-63,-57,100,-51,-28,-52,-87,-58,-70,100,-60,-74,-66,100,-72,100,-77,100,100,100,100,100,50
-59,-40,-50,-61,-62,-58,-30,-62,100,-52,100,-71,-65,-69,-66,-79,100,100,100,100,100,100,100,100,9
-70,-40,-50,-61,-62,-58,-29,-63,-88,-53,-63,-75,-65,-69,-67,-79,-77,100,-73,-82,100,100,100,100,9
-70,-40,-50,-54,-63,-58,-29,-63,100,-54,-63,-75,-65,-69,-68,-78,-77,100,-72,100,100,100,100,100,9
-65,-40,-51,-61,-64,-50,-28,-62,100,-53,-63,-75,-65,-69,-65,100,-77,100,100,100,100,100,100,100,9
-70,-40,-51,-54,-62,-59,-30,-62,100,-53,-63,100,-65,100,-67,100,-77,100,-73,100,100,100,100,100,9
-70,-40,-50,-54,-62,-58,-29,-62,-88,-53,-63,-75,-65,-69,-67,100,100,100,-77,-82,100,100,100,100,9
-70,-40,-50,-55,-63,-59,-29,-63,100,-54,-63,-74,-68,-69,-67,-80,-77,100,-72,100,100,100,100,100,9
-64,-40,-51,-61,100,-49,-29,-59,100,-52,-63,100,-66,100,-67,-81,-77,100,-73,100,-91,100,100,100,9
-70,-41,-50,-57,-63,-58,-29,-64,100,-55,-63,-74,100,-69,-70,100,100,100,-74,-82,100,100,100,100,9
-70,-40,-50,100,100,-58,100,-64,100,-55,-63,100,-67,-69,-65,100,-82,100,100,100,100,100,100,100,9
-70,-40,-49,-54,-63,-58,100,-64,100,-53,100,-76,100,100,-67,100,100,100,-73,100,100,100,100,100,9
-70,-40,-51,-53,-63,-58,-29,-63,-89,-54,-64,-74,100,-70,-67,-79,100,-89,-77,100,100,100,100,100,9
-70,-40,-50,-53,-63,-58,-29,-64,100,-52,-62,-75,-64,-69,-68,-78,-82,100,-77,100,-90,100,100,100,9
-69,-40,-50,-54,-63,-51,-29,-64,100,-56,-63,-76,-65,-67,-67,-78,-81,-87,-73,-81,100,100,100,100,9
-70,-41,-51,-60,-63,-50,-30,-63,-86,-53,-58,100,-65,-69,-67,100,100,100,-73,100,100,100,100,100,9
-63,-40,-50,-54,-63,-58,-30,-63,100,-56,-63,100,-65,-71,-67,-78,100,100,-74,-83,100,100,100,100,9
-70,-41,-50,-60,-63,-46,-30,-59,100,-56,100,-74,-63,-76,-68,-78,100,100,100,100,100,100,100,100,9
-69,-68,-51,-54,-63,-58,-46,-62,-87,-55,-63,-74,-62,100,-67,-78,-77,100,-73,100,100,100,100,100,9
-69,-41,-51,-54,-63,-46,-30,100,100,-53,100,-74,-64,-69,-68,100,100,100,-71,100,100,100,100,100,9
-70,-42,-50,-54,-63,-58,-30,-61,-87,-56,-63,-75,-64,-70,-70,-79,100,100,-72,100,100,100,100,100,9
-70,-40,-50,-54,-63,-58,-29,-63,100,-53,-62,100,-65,-70,-68,-80,-77,100,-72,100,100,100,100,100,9
-69,-41,-50,-54,-63,-50,-29,-61,-90,-52,-63,-74,-62,-70,-68,-78,-77,100,-73,-81,100,100,100,100,9
-69,-41,-50,-54,-63,-50,-29,-61,100,-54,-65,100,-64,-69,-67,-78,-77,100,100,100,100,100,100,100,9
-70,-40,-51,-60,-63,-50,-30,-61,100,-52,100,-75,-63,-70,-67,-79,100,100,-73,100,100,100,100,100,9
-70,-41,-50,-54,-63,100,-29,-58,-85,-53,-63,-74,-64,100,-68,100,-80,100,-72,100,100,100,100,100,9
-70,-40,-51,-60,-63,-49,-29,-62,100,-56,-63,100,100,100,-67,-79,-81,100,-72,100,100,100,100,100,9
-70,-41,-50,-54,-63,-58,-29,-62,100,-54,-62,100,-67,100,-67,100,100,100,-73,-83,100,100,100,100,9
-70,-40,-51,-54,100,-58,-30,-62,-88,-55,100,100,100,100,100,100,100,100,-73,100,100,100,100,100,9
-70,-40,-51,-60,100,-58,-33,-62,100,-53,-62,100,-65,100,-67,100,100,100,100,100,100,100,100,100,9
-70,-40,-51,-54,-63,-57,-29,-61,100,-54,-61,-76,-66,-70,-67,-78,-81,100,-73,100,100,100,100,100,9
-65,-41,-51,-57,-62,-46,-29,-62,-85,-53,-63,-75,-63,-70,-67,-78,-82,100,-73,100,100,100,100,100,9
-70,-40,-50,-60,-63,-58,-29,-62,-86,-58,-61,100,-66,-71,-67,-78,100,100,-73,-82,100,100,100,100,9
-70,-40,-50,-54,100,-58,-29,-62,100,-53,-60,-75,-66,100,-73,100,100,100,100,100,100,100,100,100,9
-70,100,-50,-54,-63,-58,-29,-59,-86,-53,-62,100,-67,-70,-67,-78,100,100,-77,100,100,100,100,100,9
-70,-41,-51,-54,-62,-58,-29,-62,100,-52,100,-75,-68,100,-67,-79,100,100,100,100,100,100,100,100,9
-70,-41,-50,-60,-63,-58,-30,-63,-85,-52,100,-74,-66,-70,-67,-78,100,100,-73,100,100,100,100,100,9
-70,-40,-50,-62,-62,-58,-29,-62,100,-56,-66,-75,-65,100,-67,-78,100,100,100,100,100,100,100,100,9
-70,-40,-50,-60,-63,-51,-30,-60,-84,-53,-62,-75,-64,-70,-67,-78,100,100,-73,100,100,100,100,100,9
-70,-40,-51,-54,-62,-57,-29,-61,-86,-53,-63,-75,-65,-70,-68,-78,100,100,-73,100,100,100,100,100,9
-69,-40,-48,-54,-63,-57,-30,-62,100,-53,-62,-75,-66,100,-81,-78,100,100,100,100,100,100,100,100,9
-70,-40,-50,-54,-63,-57,-30,-57,100,-54,-62,-75,-64,100,-67,-79,100,100,100,100,100,100,100,100,9
-70,-40,-51,-61,100,-57,-29,-59,-88,-56,-63,-73,-62,100,-67,100,-82,100,100,100,-93,100,100,100,9
-70,-40,-50,-62,-64,-58,-30,-61,100,-57,-63,-75,100,100,-67,-78,-82,-89,-73,100,100,100,100,100,9
-70,-40,-51,-54,-62,-51,-29,-62,-81,-55,-63,-74,100,-69,-66,100,-81,100,100,100,100,100,100,100,9
-70,-40,-51,-54,100,-51,-30,-61,100,-55,-62,100,-63,-69,-67,100,100,100,-73,100,100,100,100,100,9
-70,-40,-51,-54,100,100,-29,-60,100,-55,-63,100,100,100,-68,100,-83,100,-73,100,100,100,100,100,9
-70,-40,-51,-53,-63,-58,-28,-61,100,-55,-66,100,-64,100,-67,100,100,100,100,100,100,100,100,100,9
-70,-40,-50,-54,-63,-51,-29,-61,100,-53,-59,-74,-63,-69,-67,100,100,100,100,100,100,100,100,100,9
-70,-40,-50,-54,-63,-58,-30,-62,-70,-52,-63,-74,-63,-69,-67,-78,100,100,-76,100,100,100,100,100,9
-70,-40,-51,-61,-63,-58,-30,-60,-84,-55,-65,-74,-63,-69,-66,-79,-82,100,-72,100,100,100,100,100,9
-61,-40,-50,-61,-63,-50,-30,-59,100,-52,-59,-75,-63,-70,-67,-79,100,100,-73,100,100,100,100,100,9
-70,-40,-50,-54,-62,-57,-29,-59,-86,-53,-63,100,-63,-70,100,100,100,100,100,100,100,100,100,100,9
-70,-40,-50,-54,-62,-58,-29,-60,100,-53,-63,100,-63,-70,-67,-79,100,100,-73,100,100,100,100,100,9
-70,-40,-51,-62,-63,-58,-29,-67,-85,-53,100,-74,-63,-69,-68,100,100,100,100,-81,100,100,100,100,9
-70,-40,-50,-59,-58,-57,-30,-58,-84,-55,100,-74,-63,-70,-67,-76,-84,100,-73,100,100,100,100,100,9
-70,-40,-51,-54,-63,-58,-30,-60,100,-52,-63,100,-64,-69,-67,-80,100,100,-73,100,-92,100,100,100,9
-70,-40,-50,-54,-63,100,-29,-61,100,-52,-62,100,-62,-70,-67,-79,-77,100,-73,100,100,100,100,100,9
-70,-40,-51,-54,-63,100,-29,-60,-83,-53,-62,-75,-63,-70,-67,100,100,-88,-77,100,100,100,100,100,9
-70,-40,-48,-55,-62,-58,-29,-59,-83,-54,100,-74,-64,-69,-67,-79,-78,-90,100,100,100,100,100,100,9
-70,-40,-51,-61,100,-49,-29,-58,100,-57,-63,-74,-64,-69,-67,-79,-77,-87,-73,100,100,100,100,100,9
-70,-40,-50,-54,-62,-52,-30,-62,100,-53,-62,-74,100,-69,-67,-80,100,100,-74,100,100,100,100,100,9
-70,-40,-51,-61,-63,-57,-30,-60,-87,-52,-63,-75,-64,100,-67,100,100,100,100,100,100,100,100,100,9
-70,-40,-50,100,-59,-58,-30,-61,100,-55,-63,100,-64,-69,100,100,100,100,100,-83,100,100,100,100,9
-70,-67,-51,-54,-63,-58,-29,-63,100,-52,-61,100,-63,-69,-64,100,100,100,-73,100,100,100,100,100,9
-70,-40,-50,-54,100,-49,-29,-62,100,-57,-62,100,-64,100,-69,100,100,100,100,100,100,100,100,100,9
-70,-40,-51,-61,-62,-57,-30,-62,100,-55,-63,100,-65,-69,-67,-80,-82,-88,-73,100,100,100,100,100,9
-70,-40,-51,-62,-63,-57,-29,-60,100,-53,-63,-75,-63,-70,-67,-81,100,100,-73,100,100,100,100,100,9
-70,-40,-50,-61,-62,-58,-30,-61,100,-53,-61,100,-63,-70,-67,-78,-82,100,-73,100,100,100,100,100,9
-69,100,-50,-63,-63,-60,-30,-59,-86,-56,-63,100,-66,-70,-66,-78,100,100,-73,100,100,100,100,100,9
-68,-43,-50,-53,-63,-57,-30,-57,100,-56,100,100,-61,-67,-71,100,100,100,-75,100,100,100,100,100,9
-71,-42,-54,-56,-65,-53,-28,-61,100,-56,100,100,-63,-68,-67,-76,100,100,100,100,100,100,100,100,9
-68,-38,-50,-64,-65,-53,-29,-56,-88,-52,100,-76,-64,-68,100,-79,100,100,-76,100,100,100,100,100,9
-69,-41,-51,-54,-63,-60,-28,-55,-89,-54,100,-76,-63,-69,-70,-81,-80,100,-72,-81,100,100,100,100,9
-68,-38,-50,-56,-62,-60,-29,-54,100,-54,-62,100,-61,-68,-70,-77,-77,100,-73,-81,-90,100,100,-91,9
-67,-37,-49,-56,-63,-60,-29,-54,100,-57,-62,-75,-62,-68,-66,-75,100,100,100,-81,100,100,100,100,9
-67,-45,-53,-60,-73,-63,-21,-51,-81,-54,-67,-75,-62,-66,-63,-68,-72,-81,-78,100,-77,100,100,100,54
-68,-43,-53,-62,100,-61,-22,-51,-82,-53,-68,100,-63,-68,-62,100,-71,100,-78,100,100,100,100,100,54
-68,-43,-54,-61,100,100,-22,-51,-81,-55,-68,-75,-68,-67,-63,100,-72,100,-79,100,100,100,100,100,54
-67,-45,100,-62,100,100,-47,-52,100,-53,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,54
-67,-46,-53,-60,-74,-58,-21,-53,-81,-54,100,100,-62,-67,-62,-67,100,-81,-79,100,100,100,100,100,54
-67,-47,-53,-63,100,-61,-21,-50,-81,-54,-68,100,-60,-67,-62,-72,-73,-81,-78,100,-76,100,100,100,54
-67,-47,-52,-67,-77,-62,-57,-51,100,-54,-67,100,-61,-67,-62,-68,-72,-81,-78,100,-76,100,100,100,54
-67,-68,-53,-63,100,-62,-22,-52,-81,-55,-67,100,-62,-66,-62,-68,-72,100,100,-88,100,100,100,100,54
-67,-46,-52,-63,-77,-62,-22,-52,-81,-54,-67,100,-61,-66,-62,-70,-72,100,-77,-87,100,100,100,100,54
-68,-46,-52,-62,100,-60,-22,-52,-81,-54,-67,-80,-62,-66,-64,-69,100,100,-78,100,-77,100,100,100,54
-68,-47,-52,-62,100,-61,-22,-52,100,-54,-69,-77,-62,-66,-65,-69,-72,100,-79,100,100,100,100,100,54
-67,-47,-52,-62,-76,-63,-22,-51,-82,-54,-67,100,-62,-67,-62,-68,-72,100,-77,100,100,100,100,100,54
-60,-44,-53,-62,-79,-68,-22,-52,-82,-54,-67,-78,-65,-66,-67,-68,100,100,-77,-87,-77,100,100,100,54
-68,-46,-52,-64,-77,-61,-22,-50,-81,-53,-68,-73,-65,-67,-63,-73,-73,-79,-79,100,-77,100,100,100,54
-67,-46,-53,-63,-75,-61,-22,-51,-82,-55,-68,-79,-63,-73,-61,-68,100,100,-77,100,-76,100,100,100,54
-67,-46,-52,-63,-76,-61,-22,-50,-83,-54,-69,-79,-63,-67,100,-68,-72,100,-78,100,-77,100,100,100,54
-67,-46,-52,-63,-74,-61,-22,-51,-82,-52,-68,-77,-64,-68,-62,-72,100,-81,100,100,-77,100,100,100,54
-67,-47,-52,-61,-77,-61,-22,-51,100,-56,-68,-79,-64,100,-62,-68,-72,-82,-79,100,-77,100,100,100,54
-68,-46,-52,-66,-78,-62,-22,-51,-82,-53,-68,-79,-66,100,-62,-68,-72,-81,-78,100,-77,100,100,100,54
-68,-46,-52,100,100,-61,-22,-51,100,-55,100,100,-63,100,-65,-68,-72,100,-77,100,100,100,100,100,54
-68,-47,-52,-62,100,-61,-22,-51,-81,-55,100,100,100,-68,-62,100,100,100,100,100,100,100,100,100,54
-68,-46,-52,100,100,-61,-22,-51,-82,-55,-68,100,100,100,-65,100,-72,100,-78,100,100,100,100,100,54
-68,-48,-52,-63,-75,-61,-22,-51,100,-53,-68,100,-64,-67,-62,-69,100,-81,-78,100,-77,100,100,100,54
-68,-46,-52,-62,-74,-61,-67,-51,100,-55,-67,-79,-63,-67,-62,-68,-72,-81,-78,100,-76,100,100,100,54
-67,-46,-52,-63,-74,-61,-22,-50,-81,-55,-68,-78,-64,-67,-62,-68,-72,100,-78,-86,-77,100,100,100,54
-68,-47,-52,-62,100,100,-22,-51,100,-53,-68,100,-65,-68,-64,100,100,100,-78,100,100,100,100,100,54
-67,-46,-52,-62,100,-61,-22,-51,-80,-55,-68,100,-64,-65,-61,-68,-73,100,100,100,100,100,100,100,54
-67,-72,-52,-63,-74,-61,-22,-51,-80,-53,-70,-77,-64,-67,-62,-68,-72,100,100,100,-77,100,100,100,54
-68,-46,-53,-62,-75,-58,-22,-51,100,-54,-68,100,-64,-68,-62,-69,-72,-81,-78,100,100,100,100,100,54
-68,-46,-51,-63,-76,-61,-22,-52,-81,-53,100,-79,-64,-68,-62,-68,-72,100,100,100,-77,100,100,100,54
-68,-46,-52,-62,-74,-57,-22,-50,-81,-53,-69,-78,-63,-68,-62,-68,-73,-81,-78,100,100,100,100,100,54
-68,-47,-52,-64,-76,-61,-22,-50,-81,-53,-68,-77,-64,-68,-62,-68,-72,-80,-78,100,-77,100,100,100,54
-68,-47,-52,-62,100,-60,-22,-51,-81,-53,-68,-77,-65,100,-62,-68,-72,100,-78,100,100,100,100,100,54
-62,-46,-52,-62,-74,-61,-22,-50,100,-54,-68,-79,-65,100,-62,-68,-73,100,-77,-87,100,100,100,100,54
-67,-47,-52,-62,100,-61,-22,-51,100,-55,100,-78,-65,-68,-62,-68,100,100,-78,-89,100,100,100,100,54
-68,-47,-52,-63,-74,100,-22,-53,100,-55,100,-78,-65,100,-66,-69,100,-81,100,100,-78,100,100,100,54
-68,-62,-52,-62,100,-57,-21,-51,-81,-55,-68,-78,100,100,-61,-68,-72,-82,-78,100,-77,100,100,100,54
-68,-46,100,100,100,-57,-22,-51,-81,-52,-68,100,100,-68,-64,-68,-73,100,100,100,100,100,100,100,54
-68,-46,-52,-61,100,-61,-22,-51,-82,-55,-69,100,100,100,-63,-67,100,100,-77,100,100,100,100,100,54
-68,-47,-52,100,100,-61,-21,-51,-81,-56,-68,100,100,100,-62,-67,-80,100,-77,100,100,100,100,100,54
-68,-46,-52,-61,-74,-58,-22,-51,-82,-53,-68,-77,-65,-68,-62,-68,-81,100,-78,100,-78,100,100,100,54
-67,-54,-52,-61,-74,-61,-22,-44,100,-53,-68,-77,-68,100,-63,-69,100,-81,-72,100,-77,100,100,100,54
-68,-46,-52,-61,-72,-61,-22,-50,100,-53,-68,-79,-62,-68,-62,-68,-80,-81,-78,100,-77,100,100,100,54
-68,-80,-52,-61,-74,-58,-22,-50,-81,-55,-68,100,-64,-69,-62,-68,-73,100,-78,100,-77,100,100,100,54
-68,-45,-52,-61,100,-61,-22,-51,-82,-54,-68,100,-64,100,-62,-68,-73,-81,100,-86,-77,100,100,100,54
-68,-47,-52,-61,-73,-58,-22,-51,-82,-55,-67,-78,-64,-69,-64,-68,-72,100,100,-87,-77,100,100,100,54
-68,-46,-52,-61,-73,-61,-22,-51,-82,-55,100,-78,-64,-69,-60,-68,-72,-81,-78,100,-77,100,100,100,54
-68,-46,-52,-61,-73,100,-22,-50,100,-53,100,-78,-64,100,-62,100,-72,100,-78,100,100,100,100,100,54
-68,-52,-53,-64,-73,-61,-22,-51,-82,-52,-68,-78,-64,-68,-62,-68,-73,-81,-77,100,-77,100,100,100,54
-68,-50,-52,-64,-72,-61,-22,-51,-79,-54,-68,-77,-64,-69,-62,-68,-71,-77,-78,100,100,100,100,100,54
-68,-46,-52,-62,100,-61,-22,-51,-82,-54,-68,-79,-63,-68,-62,-72,-72,-81,100,100,100,100,100,100,54
-68,-46,-52,-61,-73,-61,-22,-51,-81,-53,-68,100,-65,-69,-62,-68,-72,100,-78,100,-77,100,100,100,54
-68,-47,-52,-62,-73,-58,-22,-51,-81,-54,-68,-77,-64,-68,-59,-65,-81,-81,100,100,100,100,100,100,54
-68,-47,-52,-70,-73,-61,-22,-51,-82,-53,-68,-78,-64,-70,-62,-68,-72,100,100,100,100,100,100,100,54
-68,-46,-52,100,-73,-61,-22,-50,100,-54,-68,-77,-63,-69,-61,100,-72,100,-78,-87,100,100,100,100,54
-68,-48,-52,-63,100,-61,-22,-50,-82,-55,-68,100,-64,100,-64,-67,-72,100,100,100,100,100,100,100,54
-68,-46,-52,100,100,100,-22,-52,100,-55,-68,100,100,100,-61,100,-73,100,100,100,100,100,100,100,54
-68,-46,-52,-63,100,100,-22,-51,100,-55,100,100,-68,-70,-69,100,-72,100,100,100,100,100,100,100,54
-68,-47,-52,-61,-72,100,-22,-51,100,-53,-68,-77,-63,-70,-62,-68,-73,100,-79,100,-76,100,100,100,54
-68,-52,-68,-61,-73,-59,-22,-50,-73,-55,-68,-77,-64,-69,-62,-72,-81,-81,-78,100,100,100,100,100,54
-69,-49,-54,-64,-73,-62,-22,-52,-81,-53,-69,-82,-63,-69,-62,-68,-71,-81,-79,100,100,100,100,100,54
-68,-48,-51,-68,100,-61,-21,-52,-73,-55,-68,100,-65,100,-60,-68,100,-79,100,100,-78,100,100,100,54
-70,-48,-51,-64,-77,-60,-22,-52,-83,-55,-70,-76,-69,-71,-59,-68,-73,100,-79,-88,-78,100,100,100,54
-69,-47,-51,-64,100,-60,-21,-49,-83,-53,-72,-77,-65,-68,-58,-69,-71,100,-78,100,100,100,100,100,54
-68,-43,-54,-62,-71,-60,-22,-47,-82,-54,100,-76,-60,-67,-62,-67,-71,100,-79,100,100,100,100,100,54
-67,-45,-52,-65,100,-60,-21,-52,-82,-52,100,100,-64,-69,-63,-67,-73,100,100,100,-76,100,100,100,54
-68,-49,-53,-71,-72,-60,-22,-51,-83,-54,-68,-76,-63,-69,-60,-66,-73,100,-78,100,-76,100,100,100,54
-68,-47,-54,-72,100,-59,-21,-51,-82,-53,-68,-78,-64,-68,-62,-68,100,-82,100,100,-76,100,100,100,54
-67,-46,-52,-65,-73,-59,-22,-51,100,-54,-68,100,-60,-68,-61,-68,100,100,100,100,100,100,100,100,54
-68,-43,-53,-63,-72,-61,-21,-52,-81,-53,-69,-77,-65,-68,-63,100,100,100,100,100,100,100,100,100,54
-68,-47,-52,-63,-73,-59,-22,-51,-81,-54,-70,-77,-65,100,-62,-68,-73,-81,100,100,100,100,100,100,54
-67,-45,-57,-63,-72,-57,-22,-51,100,-56,-68,-77,100,100,-62,-67,-72,-79,-78,100,-77,100,100,100,54
-69,-46,-56,-63,-73,-60,-22,-56,100,-55,-69,100,-63,100,-62,-67,-82,100,-80,100,100,100,100,100,54
-60,-46,-57,100,100,-60,-22,-56,-64,-55,100,100,-67,100,100,-68,100,-80,-84,100,100,100,100,100,54
-68,-46,-56,100,100,-60,-22,-56,100,-55,-68,100,-64,-69,-61,-68,-74,100,-76,100,100,100,100,100,54
