@relation SamsungTablet_Train

@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute c8:d7:19:bc:98:31_ numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 04:18:d6:3e:4d:9f_ESOGU-WIFI numeric
@attribute e4:8d:8c:95:5c:60_evarobot_wifi numeric
@attribute c8:6c:87:46:62:1c_ZyXEL8908bS3 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
-62,-31,-50,-53,-56,-54,-34,-52,-79,-51,100,-75,-55,100,-63,100,100,100,100,100,100,100,100,100,5
-62,-31,-51,100,-56,-53,-35,-54,-72,-51,-67,-74,-56,-68,100,100,100,-83,100,100,100,100,100,100,5
-62,-31,-50,-54,-56,-54,-32,-53,-77,-53,100,-75,-55,100,-58,-70,100,-83,100,100,100,100,100,100,5
-62,-31,-51,-54,-55,-54,-34,-53,100,-51,-68,100,-54,-66,100,-69,100,100,100,100,100,100,100,100,5
-62,-32,-49,-53,-55,-53,-35,-53,100,-50,100,100,-55,100,-58,-69,100,100,100,100,100,100,100,100,5
-62,-31,-49,-53,-56,-54,-34,-52,100,-51,100,100,-55,100,-60,100,100,100,100,100,100,100,100,100,5
-63,-34,-50,-53,-57,-56,-34,100,100,-50,100,100,-55,100,-65,100,100,100,100,100,100,100,100,100,5
-64,-31,-48,-54,-55,-51,-35,-52,-78,-51,-67,100,-60,-65,-64,100,100,-83,100,100,100,100,100,100,5
-63,-31,-50,-53,-55,-54,-35,-54,-76,-53,100,-76,-56,-62,100,-69,100,100,100,100,100,100,100,100,5
-63,-32,-50,-54,-55,-56,-36,100,100,-52,100,-76,-55,100,-64,100,100,100,100,100,100,100,100,100,5
-62,-31,-50,-53,-55,-54,-33,-54,100,-52,100,100,-55,100,-61,-61,100,100,100,100,100,100,100,100,5
-59,-31,-50,-54,-55,-55,-34,-55,100,-54,100,-76,-53,-63,100,-69,100,100,100,100,100,100,100,100,5
-62,-31,-51,-54,-56,-55,-35,-54,100,-53,100,100,-55,-66,100,100,100,100,100,100,100,100,100,100,5
-63,-31,-48,-54,-56,-54,-35,-55,-79,-53,100,100,-55,100,-62,-70,100,100,100,100,100,100,100,100,5
-63,-30,-50,-54,-56,-54,-35,-53,100,-53,100,100,-55,-67,100,-70,100,100,100,100,100,100,100,100,5
-62,-33,-51,-54,-55,-54,-34,100,-72,-53,-67,100,-55,100,100,-68,100,100,100,100,100,100,100,100,5
-63,-31,-51,-54,-56,-54,-34,100,-78,-53,100,100,-55,100,-65,100,100,100,100,100,100,100,100,100,5
-63,-30,-48,-54,-57,-54,-34,-52,100,-53,100,-82,100,100,-62,100,100,100,100,100,100,100,100,100,5
-63,-31,-50,-54,-56,-53,-35,-54,100,-51,100,100,-55,100,-63,-70,100,100,100,100,100,100,100,100,5
-63,-31,-51,-55,-56,-53,-33,-50,-81,-53,100,100,-55,100,-58,-71,100,100,100,100,100,100,100,100,5
-63,-31,-51,-53,-57,-52,-34,-52,-79,-52,100,100,-68,-66,100,-71,100,100,100,100,100,100,100,100,5
-62,-30,-51,-54,-56,-53,-35,-52,-78,-55,100,100,-56,-62,-64,-73,100,-83,100,100,100,100,100,100,5
-62,-31,-49,-54,-60,-52,-34,100,100,-50,100,100,-53,100,100,-72,100,-83,100,100,100,100,100,100,5
-63,-31,-51,-53,-56,-53,-34,-50,-78,-52,100,100,-54,100,100,100,100,100,100,100,100,100,100,100,5
-63,-30,-49,-53,-56,-54,-35,-50,-74,-50,-68,100,-55,100,-64,100,100,-74,-73,100,100,100,100,100,5
-63,-30,-51,-54,-56,-52,-35,100,-78,-50,100,-77,-55,100,-64,-71,100,100,100,100,100,100,100,100,5
-62,-30,-51,-54,-56,-53,-35,-52,-78,-51,100,100,-54,100,-65,-70,100,-83,-73,100,100,100,100,100,5
-63,-31,-51,-60,-57,-53,-35,-55,-76,-51,100,-77,-84,100,100,-72,100,100,100,100,100,100,100,100,5
-63,-30,-51,-53,-56,-54,-34,-53,-78,-50,-68,-75,-54,-65,-63,-70,-73,-84,-73,100,100,100,100,100,5
-64,-31,-50,-52,-56,-56,-35,-51,-79,-50,-71,100,-54,-64,-65,-70,100,-84,100,100,100,100,100,100,5
-63,-32,-51,-55,-56,-55,-34,-50,-79,-49,100,-74,-54,100,100,-70,100,-82,100,100,100,100,100,100,5
-63,-32,-50,-60,-56,-54,-34,-51,-74,-51,100,100,-54,100,100,-71,100,100,100,100,100,100,100,100,5
-64,-31,-49,-52,-56,-54,-35,-50,100,-50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,5
-62,-31,-49,-52,-55,-53,-34,-52,-78,-50,100,-77,-52,100,-59,100,100,100,100,100,100,100,100,100,5
-68,-42,-43,-60,-60,-57,-45,100,100,-55,-68,-70,-50,-65,-62,-75,-72,100,-70,100,100,100,-69,100,12
-69,-25,-43,-59,-60,-57,-48,-54,-78,-56,-68,100,-49,-70,-62,-76,100,100,-71,100,100,100,-69,100,12
-70,-25,-43,-58,-60,-57,-46,-53,-78,-53,-68,100,-49,100,-63,100,-71,100,-70,-88,100,100,-69,100,12
-69,-25,-43,-59,-61,-57,-46,-53,100,-54,-68,-72,-50,-66,-64,-76,-71,100,-70,-86,100,100,-70,100,12
-68,-25,-43,-58,-60,-57,-46,-53,100,-47,-68,-69,-53,100,-64,100,-71,100,-70,100,100,100,-65,100,12
-68,-25,-43,-57,-60,-53,-48,-51,100,-57,100,100,100,-69,-66,100,-70,100,100,100,100,100,-70,100,12
-68,-25,-43,-51,-59,-59,-47,-54,100,-55,100,100,-52,-66,-64,100,100,100,100,100,100,100,-70,100,12
-67,-25,-42,-54,-60,-57,-47,-52,100,-56,100,100,-52,-67,-61,100,100,100,-71,100,100,100,-70,100,12
-68,-25,-43,-57,-59,-59,-46,-51,100,-66,-67,100,-52,-66,-64,100,100,100,100,100,100,100,-70,100,12
-67,-26,-44,-58,100,-56,-46,100,100,-48,100,100,-51,-66,-64,100,-72,100,100,100,100,100,-70,100,12
-68,-24,-44,-54,-59,-58,-45,-51,-77,-49,-65,-69,-51,-67,-64,-75,-76,100,-71,100,100,100,-70,100,12
-66,-25,-44,-60,-59,-56,-46,-51,-79,-54,-68,-69,-54,-65,-64,100,-76,100,100,100,100,100,-69,100,12
-67,-25,-44,-61,-60,-52,-47,-51,100,-55,100,100,-51,-67,-63,100,100,100,-71,100,100,100,-70,100,12
-66,-25,-43,-64,100,-57,-48,100,100,-56,-67,100,-50,-67,-61,100,100,100,100,100,100,100,-70,100,12
-65,-25,-44,-59,-60,100,-48,100,100,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,12
-66,-29,-44,-58,-60,-58,-46,-52,100,-55,100,100,-52,100,100,100,100,100,100,100,100,100,-70,100,12
-68,-26,-44,-57,-59,-57,-43,-52,100,-47,100,-68,-51,100,100,100,100,100,100,100,100,100,-64,100,12
-68,-30,-44,-59,-60,-54,-44,-53,-78,-56,-69,-69,-51,-65,-63,100,-79,100,100,100,100,100,-70,100,12
-68,-26,-44,-56,-59,-57,-45,-53,-77,-54,-69,100,-51,-67,100,100,-80,100,-70,100,100,100,-64,100,12
-67,-26,-44,-59,-60,-52,-45,-52,-66,-54,-68,-68,-51,-66,100,-76,100,-80,100,100,100,100,-65,100,12
-68,-26,-44,-58,-60,-56,-44,-51,100,-54,-69,-68,-50,-67,-65,100,100,100,-71,100,100,100,-69,100,12
-67,-25,-44,-57,-59,-57,-41,-53,100,-55,-69,-69,-50,-68,-63,100,100,100,-71,100,100,100,-65,100,12
-68,-25,-44,-58,100,-59,-44,-52,-78,-49,100,-69,-51,-68,100,100,-80,100,-70,100,-84,100,-69,100,12
-67,-25,-44,-58,-59,-59,-41,-51,100,-53,100,-73,-52,-67,-63,100,100,100,-71,100,100,100,-68,100,12
-67,-25,-44,-58,-60,-58,-43,-53,100,-53,100,-69,-51,-68,-63,100,100,100,-70,100,100,100,-70,100,12
-67,-25,-44,-61,-60,-57,-45,-55,100,-54,100,100,-51,-66,-64,100,-70,100,100,100,100,100,-69,100,12
-67,-25,-42,-58,-60,-58,-45,-54,-77,-61,-66,-71,-51,-67,-64,100,-69,100,-70,100,100,100,-69,100,12
-66,-25,-45,-59,100,-59,-42,-57,-76,-48,-67,-69,-52,-68,-66,-73,-70,-82,-70,100,100,100,-70,100,12
-68,-25,-45,-59,-58,-59,-43,-54,100,-55,-64,100,-51,-70,-64,100,-70,100,100,100,100,100,-70,100,12
-67,-24,-44,-58,-59,-58,-43,-52,-66,-48,-67,100,-52,-67,-65,-76,-70,-83,-71,100,100,100,-64,100,12
-67,-25,-44,-58,-59,-56,-42,-52,-76,-54,100,-69,-52,100,-63,-72,100,100,100,100,100,100,-69,100,12
-67,-25,-45,-58,-59,-56,-43,-53,100,-53,100,100,-50,100,100,100,100,100,100,100,100,100,100,100,12
-58,-25,-45,-54,-59,-62,-43,-54,100,-54,100,100,-51,-67,100,100,100,100,-67,100,100,100,-70,100,12
-68,-24,-45,-58,-60,-59,-45,-52,100,-47,100,-69,-51,-67,-64,100,100,100,100,100,100,100,100,100,12
-67,-24,-44,-59,-60,-61,-47,-54,-76,-54,100,100,-51,-67,-64,100,100,100,-70,100,100,100,-70,100,12
-67,-26,-43,-58,-59,-60,-44,-53,100,-54,100,-71,-55,-67,-62,-76,-70,100,100,100,100,100,-69,100,12
-68,-25,-45,-54,-63,-58,-46,-66,-65,-53,-68,100,-50,-68,-64,-76,-70,100,100,100,100,100,-69,100,12
-67,-24,-45,-58,-59,-58,-45,-52,100,-54,-75,100,-51,-68,-64,100,100,100,100,100,100,100,-69,100,12
-68,-25,-43,-58,-60,-58,-44,-52,-76,-53,-66,-68,-50,-66,-67,100,-71,100,-72,100,100,100,-68,100,12
-68,-25,-44,-60,-58,-58,-42,-56,100,-56,-67,-68,-50,-67,-63,-74,-71,100,-71,100,100,100,-63,100,12
-68,-26,-44,-61,-59,-58,-42,-53,100,-48,-66,-70,-51,-70,100,-74,-72,100,100,100,100,100,-68,100,12
-68,-26,-44,-57,-59,-58,-42,100,100,-55,-67,-68,-50,100,-64,100,100,100,100,100,100,100,-65,100,12
-67,-26,-45,-57,-60,-58,-42,-54,100,-49,100,-68,-51,-69,-64,100,-72,100,100,100,100,100,-69,100,12
-67,-25,-45,-57,-60,-54,-42,-52,100,-53,100,100,-49,100,100,-74,100,100,100,100,100,100,-68,100,12
-67,-25,-44,-59,-60,-54,-43,-53,-65,-55,-68,-70,-50,-67,100,-73,100,100,100,100,100,100,-63,100,12
-67,-30,-45,-60,-59,-58,-46,100,100,-49,100,-68,100,-65,-64,100,100,100,100,100,100,100,-69,100,12
-67,-26,-45,-60,-59,-56,-45,-52,-77,-54,100,-69,-50,100,-64,-72,-70,100,-72,100,100,100,-64,100,12
-68,-26,-44,-60,100,-55,-44,-53,100,-54,100,100,100,100,100,100,100,100,-71,100,100,100,-69,100,12
-67,-26,-44,-58,-60,-57,-42,-53,100,-53,-72,100,-51,-67,-64,-72,100,100,-72,100,100,100,-69,100,12
-68,-26,-44,-60,100,-57,-45,-53,100,-48,100,-68,-50,-69,-63,100,-70,100,100,100,100,100,100,100,12
-68,100,-44,100,-59,-58,100,-52,100,-59,100,-68,-49,-67,-65,-70,-69,100,100,100,100,100,-71,100,12
-69,-26,-44,-58,100,-58,-44,100,-77,-48,100,-68,100,-68,-63,-73,-70,100,100,-87,100,100,-69,100,12
-69,-26,-45,-59,-59,-58,-44,-53,-76,-54,-67,-69,-50,-67,-64,-73,100,100,-73,100,100,100,-65,100,12
-69,-26,-45,-58,-60,-59,-44,-52,100,-53,-67,-69,-50,-67,-65,100,100,100,-73,100,100,100,-64,100,12
-69,-26,-45,-58,-61,-58,-44,-52,-78,-53,100,-69,100,100,-67,100,-69,100,100,100,100,100,-69,100,12
-68,-26,-45,-60,-59,-59,-45,100,-77,-53,-67,-69,-50,100,100,-78,100,-84,100,100,100,100,-71,100,12
-68,-26,-45,-59,-59,-58,-45,-51,-78,-48,100,100,-53,-67,-67,-73,100,100,100,100,100,100,-65,100,12
-67,-26,-45,-60,-60,-55,-44,-51,100,-48,-67,-69,-49,-68,-63,100,-70,100,-71,100,-86,100,-64,100,12
-68,-26,-45,-59,-60,-58,-87,-53,-75,-52,100,100,-49,100,-65,100,100,100,100,100,100,100,-68,100,12
-68,-26,-45,-60,100,-58,-43,-53,100,-54,100,100,-49,-67,-65,-73,100,100,100,100,100,100,-69,100,12
-67,-26,-45,-58,-60,-57,-44,-54,100,-49,100,100,-49,-67,-65,100,100,100,-72,100,100,100,-69,100,12
-68,-26,-44,-58,-60,-57,-43,-54,100,-48,-67,100,-49,100,-64,100,-79,100,100,100,100,100,-68,100,12
-67,-26,-45,-59,-59,-57,-44,-55,-74,-48,-68,100,-49,-67,-64,100,-78,100,100,100,100,100,-59,100,12
-69,-26,-45,-60,-59,-53,-44,-55,100,-53,-67,-69,100,100,-63,100,100,100,-72,100,100,100,-68,100,12
-67,-26,-45,-58,-59,-59,-44,-54,100,-48,100,100,-50,-67,-65,100,-80,100,-72,100,100,100,-69,100,12
-66,-26,-45,-59,-59,-59,-44,-52,-78,-48,100,100,100,-64,100,100,100,100,100,100,100,100,100,100,12
-67,-26,-45,-58,100,-59,-45,-52,100,-54,-67,100,-48,-68,100,100,100,100,100,100,100,100,100,100,12
-68,-26,-44,-59,-60,-59,-44,-53,-78,-48,100,100,-50,100,100,100,100,100,100,100,100,100,-69,100,12
-57,-26,-44,-57,-59,-57,-44,-52,-77,-58,-67,-70,-49,-68,-65,-73,-77,100,100,100,100,100,-69,100,12
-67,-25,-44,-59,-59,-57,-44,-54,100,-53,100,100,-50,-68,-64,100,-80,100,100,100,100,100,-69,100,12
-68,-25,-44,-58,-60,-58,-40,100,-74,-48,-67,100,-50,-68,-66,100,-78,100,100,100,100,100,-68,100,12
-68,-25,-45,100,100,-59,-39,-54,100,-48,100,100,-50,100,-62,100,100,100,100,100,100,100,-69,100,12
-68,-25,-44,-59,-60,-53,-41,-52,100,-48,100,100,-50,-68,-62,-70,100,100,100,100,100,100,-64,100,12
-69,-25,-44,-58,100,-58,-44,-53,100,-55,100,100,-54,-69,-63,100,100,100,-70,100,100,100,-67,100,12
-68,-25,-44,-59,-59,-58,-43,-55,100,-49,-68,100,-50,-67,-64,100,100,100,100,100,100,100,-68,100,12
-68,-32,-49,-60,100,-58,-27,-48,100,-51,-62,100,-69,100,-63,-65,100,100,100,100,100,100,-75,100,52
-65,-32,-49,100,100,-59,-29,100,100,-55,-63,100,-72,-68,100,100,100,100,100,100,100,100,100,100,52
-68,-34,-48,100,-65,-59,-28,100,100,-56,-62,100,-70,100,-66,-70,100,100,-82,100,100,100,100,100,52
-69,-33,-48,-66,-66,-57,-27,100,100,-54,100,100,-61,-70,-68,100,100,-85,100,100,100,100,-80,100,52
-67,-35,-44,-60,-60,-57,-28,-48,100,-49,-62,100,-67,100,100,100,100,100,100,100,100,100,-79,100,52
-67,-38,-47,100,-64,-59,-26,-50,100,-54,100,-72,100,100,100,100,100,100,100,100,100,100,100,100,52
-66,-32,-48,-56,100,100,-27,-49,100,-59,100,-73,-68,-68,-67,100,100,100,100,100,100,100,-75,100,52
-68,-32,-48,-56,-63,-59,-25,-48,100,-57,-62,-74,-66,-68,100,-72,100,100,100,-90,100,100,-81,100,52
-69,-36,-44,-55,100,-60,-26,100,100,-60,-60,100,100,100,-65,100,100,100,100,100,100,100,-79,100,52
-66,-34,-46,100,100,-59,-27,-48,100,-58,-59,100,100,-69,-66,-71,100,100,100,100,100,100,-80,100,52
-68,-33,-46,-56,100,-58,-27,100,100,-58,-63,100,-71,100,100,-74,100,100,100,100,100,100,100,100,52
-67,-32,-45,-56,100,-62,-28,-50,100,-54,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,52
-67,-32,-45,-65,-64,-61,-29,-46,100,-50,-60,100,-69,-70,-69,100,100,100,100,100,100,100,100,100,52
-68,-33,-45,-60,-63,-59,-28,100,100,-56,100,-73,-70,100,100,-72,100,100,100,100,100,100,-79,100,52
-68,-32,-45,-59,100,-56,-29,-47,-82,-50,100,-77,-66,-65,-67,-70,100,100,100,100,100,100,-80,100,52
-68,-32,-46,-59,-61,-58,-27,100,100,-52,-64,-73,-71,100,-68,100,100,100,100,100,100,100,-81,100,52
-66,-34,-45,-56,-61,-59,-29,-51,100,-54,-64,-74,-62,100,-64,100,100,-80,-77,100,100,100,-76,100,52
-66,-33,-45,100,-64,-58,-29,-50,-83,-50,-63,100,-73,-70,-64,100,-75,100,100,100,100,100,100,100,52
-66,-32,-46,100,100,-60,-29,100,100,-49,-60,100,-67,100,100,100,100,100,100,100,100,100,-77,100,52
-68,-33,-43,-57,100,-59,-28,-46,100,-53,-64,100,-59,-67,-75,-74,100,100,100,100,100,100,100,100,52
-69,-34,-46,-57,-59,-59,-27,100,100,-53,100,-72,-63,-66,100,100,100,100,-82,100,100,100,100,100,52
-67,100,-47,-64,-64,-59,-26,-46,100,-56,100,-71,-62,-72,100,100,100,100,100,100,100,100,-78,100,52
-67,-37,-44,-65,-65,-58,-26,-45,100,-56,-60,100,-64,100,-64,-74,100,-79,-80,100,100,100,-78,100,52
-67,100,-46,-56,100,-62,-27,100,100,-51,-61,100,-63,100,-62,-78,100,-77,100,100,100,100,-78,100,52
-69,-35,-48,-56,-62,-58,-27,-46,-82,-56,-63,100,-58,-66,100,-74,-81,100,-80,100,100,100,-68,100,52
-68,-32,-46,-64,-65,-58,-26,-48,-83,-51,100,-72,-69,-68,100,100,100,100,100,100,100,100,100,100,52
-67,-35,-46,-54,-66,-59,-26,-44,-83,-55,100,100,100,100,100,-71,100,-80,100,100,100,100,-76,100,52
-59,-34,-45,-56,-68,-59,-26,-45,100,-49,100,100,100,100,100,100,100,100,-78,100,100,100,-76,100,52
-67,-34,-46,-57,100,-58,-27,-45,100,-55,-63,100,-63,100,100,100,100,100,100,100,100,100,-78,100,52
-68,-35,-47,-56,100,-60,-29,-45,-84,-56,-62,100,-64,-70,100,100,100,100,100,100,100,100,100,100,52
-68,-37,-45,-58,-63,-59,100,-45,100,-52,100,-72,-63,100,100,-73,100,100,100,100,100,100,100,100,52
-68,-36,-46,-59,-63,-56,-25,-45,100,-59,100,-74,-59,100,100,100,100,100,100,100,100,100,100,100,52
-69,-36,-45,-59,100,-57,-25,-44,100,-57,-61,-71,-63,-69,-67,100,100,100,-78,100,100,100,100,100,52
-68,-37,-46,-59,100,-57,-26,100,100,-59,-61,-72,-69,-71,100,100,100,100,-80,100,100,100,-79,100,52
-64,-36,-44,-62,100,-57,-25,-47,100,-55,100,100,-69,-69,-65,100,100,100,100,100,100,100,100,100,52
-67,-35,-45,-62,-65,-58,-26,-46,100,-55,100,100,-66,-69,-66,100,100,100,100,100,100,100,100,100,52
-67,-34,-47,-62,100,-56,-28,-45,100,-49,100,100,-69,-67,100,-71,100,100,-77,100,100,100,100,100,52
-70,-34,-46,-61,-64,-56,-27,100,100,-56,-62,-74,-62,-65,-65,-71,100,100,100,100,100,100,-80,100,52
-68,-34,-43,-57,-63,-58,-27,-47,100,-50,-62,100,-64,-68,-65,100,100,100,-77,100,100,100,100,100,52
-67,-33,-45,-64,-62,-59,-28,-46,100,-53,-59,100,-72,-67,100,100,100,-81,-80,100,100,100,-80,100,52
-70,-33,-45,-66,-60,-57,-27,-46,-81,-58,-63,-74,100,100,-65,100,100,100,100,100,100,100,100,100,52
-67,-34,-44,-57,-61,-57,-27,-50,-68,-56,100,100,-69,-68,-65,100,100,100,-77,100,100,100,100,100,52
-67,-38,-47,-57,100,-60,-27,100,100,-52,-62,100,100,100,-63,100,100,100,100,100,100,100,-79,100,52
-67,-34,-45,-58,-67,-52,-25,-51,100,-59,100,-73,-68,-69,-65,-71,100,100,-78,100,100,100,100,100,52
-67,-37,-46,-60,100,-57,-27,-49,-82,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52
-66,-36,-45,100,100,100,-26,-53,100,-55,-63,100,-67,-74,-75,100,100,100,100,100,100,100,100,100,52
-66,-39,-47,-59,-61,-58,-25,-49,100,-50,-62,-72,100,-73,-72,-71,100,100,100,100,100,100,-83,100,52
-66,-36,-47,-60,100,-56,-25,-51,100,-57,-61,-69,-68,-70,-65,-68,100,100,100,100,100,100,100,100,52
-65,-36,-47,-60,-63,-56,-25,-52,100,-51,-62,100,-67,-69,-66,100,100,100,100,100,100,100,100,100,52
-66,-36,-44,-60,-62,-56,-25,-54,-84,-56,-62,100,-65,100,-65,-70,100,-81,100,100,100,100,100,100,52
-65,-35,-45,-63,-62,-57,-25,-51,100,-56,-62,-76,-67,-68,-72,-71,100,100,100,100,-81,100,100,100,52
-66,100,-45,-58,-61,-56,-25,100,100,-55,-63,100,-67,-69,100,100,100,100,-74,100,100,100,100,100,52
-66,-37,-47,-58,-63,-57,-25,-53,100,-55,-64,-75,-65,100,-65,-70,100,100,100,100,100,100,100,100,52
-64,-35,-47,-58,-70,-57,-26,100,100,-56,100,100,-63,100,100,100,100,100,100,100,100,100,100,100,52
-65,-35,-46,100,-62,-57,-26,-52,100,-52,100,100,100,-67,100,-73,100,100,-74,100,100,100,100,100,52
-64,-33,-44,-55,-67,-57,-25,-54,100,-51,100,100,-66,100,-66,100,100,100,100,100,100,100,100,100,52
-65,-35,-45,-57,-63,-52,-26,-54,100,-56,-65,100,-65,-69,-74,100,100,100,100,100,100,100,100,100,52
-65,-35,-45,-57,-63,-56,-25,-51,100,-56,100,-73,-62,-69,100,100,100,100,-72,100,100,100,-79,100,52
-65,-36,-47,-56,-62,-55,-25,-51,100,-56,100,-74,-60,100,-67,-70,100,100,-74,100,100,100,-80,100,52
-67,-36,-47,-56,-63,-56,-25,-52,100,-51,-62,100,100,-68,100,100,100,100,100,100,100,100,-86,100,52
-66,-37,-47,-55,-62,-56,-28,-56,100,-56,-62,-72,-62,-73,-73,100,100,100,100,100,-83,100,-80,100,52
-65,-36,-45,100,100,100,-25,-55,100,-56,100,100,-61,100,-67,100,100,100,100,100,100,100,100,100,52
-67,-35,-47,-57,100,-57,-25,-55,100,-56,-61,100,-62,-69,-67,-73,100,100,100,100,100,100,100,100,52
-66,-36,-47,-62,100,-57,-25,-56,100,-52,-62,-74,-63,-69,-75,-73,100,100,-71,100,100,100,100,100,52
-67,-36,-48,-56,-60,-57,-62,-54,-84,-52,100,100,-62,-70,100,100,100,100,100,100,100,100,100,100,52
-66,-36,-47,-59,-61,-65,-29,-55,-84,-56,-62,100,100,-68,100,100,100,100,-73,100,100,100,100,100,52
-66,-35,-47,-57,-61,-58,-25,-55,-84,-53,100,100,-62,-70,-75,-76,100,-79,-76,100,100,100,-67,100,52
-66,-35,-48,-56,-63,-56,-25,-55,100,-51,-61,100,-63,-70,-67,100,100,100,100,100,100,100,100,100,52
-67,-35,-48,-55,-62,-57,-25,-54,-83,-51,100,100,-61,-69,-66,100,100,100,-73,100,100,100,100,100,52
-65,-34,-43,100,-63,-58,-29,-47,100,-58,-63,100,-68,-67,-65,100,100,100,-76,100,100,100,100,100,52
-66,-36,-46,-55,-59,-59,-29,-48,100,-55,100,-74,-64,100,-70,100,100,100,100,100,100,100,100,100,52
-65,-34,-45,-55,-62,-59,-27,-46,100,-56,100,-72,-69,-68,-67,100,100,100,100,100,100,100,-79,100,52
-66,-35,-44,-55,-63,-58,-29,-48,100,-55,100,-73,-64,-68,-67,-69,100,100,100,100,100,100,-77,100,52
-64,-34,-45,-53,-61,-57,-26,-51,100,-56,-62,-72,-70,-69,100,-71,100,100,100,100,100,100,-75,100,52
-64,-38,-46,-54,-63,-57,-27,-47,100,-56,-63,-71,-70,-74,-78,-69,100,-80,100,100,-84,100,-75,100,52
-71,-27,-43,-48,100,-59,-29,-52,-82,-53,100,100,-64,-72,100,100,-78,100,100,100,-83,100,100,100,6
-71,-26,-43,-51,-61,-57,-27,-52,100,-55,-68,-77,-63,-69,-70,100,100,100,-78,100,100,100,100,100,6
-68,-26,-43,-62,100,-59,-28,-47,-83,-56,-69,100,-61,-72,-71,-70,-79,100,-76,100,100,100,-76,100,6
-67,-31,-41,-53,-61,-56,-32,-48,-80,-57,-68,100,-61,-68,-82,100,-79,100,-76,100,100,100,100,100,6
-68,-31,-42,-57,-62,100,-29,-48,100,-56,-76,100,-64,-64,-70,100,100,100,100,100,100,100,100,100,6
-68,-28,-43,-50,-60,-59,-29,-50,-82,-55,100,100,-61,-70,-71,-66,100,100,100,100,100,100,-65,100,6
-67,-24,-43,-56,-61,-58,-28,-48,-77,-54,100,100,-62,-68,100,-69,-79,100,100,100,100,100,-65,100,6
-65,-27,-43,-51,-61,-61,-33,-49,100,-54,-70,100,-63,-68,100,-68,100,100,-75,100,100,100,-77,100,6
-66,-28,-43,-61,-58,-56,-27,-46,100,-54,-69,-78,-58,-67,-68,100,-76,-73,-74,100,-84,100,-74,100,6
-68,-46,-43,-51,-63,-59,-29,-52,-82,-54,100,-81,-61,-70,-66,-68,100,-52,-74,100,100,100,-77,100,6
-67,-29,-41,-53,-62,-59,-29,-47,-82,-53,100,-78,-61,-69,-65,-69,100,100,100,100,100,100,100,100,6
-67,-27,-43,-51,-66,-58,-30,-49,100,-52,-67,-80,100,-68,-69,-68,100,100,100,100,100,100,-66,-94,6
-69,-27,-43,-53,-60,-57,-29,-52,100,-56,100,-77,-66,100,-64,-72,100,100,100,100,-83,100,100,100,6
-68,-27,-43,-57,-60,-57,100,-48,100,-56,100,100,-64,-67,-67,100,100,100,100,100,100,100,100,100,6
-70,-24,-43,-52,100,-60,-30,-49,100,-59,100,100,-61,-66,100,-67,100,100,100,100,100,100,100,100,6
-68,-27,-43,-54,-62,-59,-31,-48,100,-53,100,100,-61,-66,100,-68,100,100,100,100,100,100,100,100,6
-71,-26,-43,-58,-61,-60,-30,-48,100,-55,-72,100,-65,-66,-68,-68,100,100,100,100,100,100,-77,100,6
-69,-27,-42,-51,-58,-62,-30,-49,-85,-48,-71,-75,-63,-66,-66,-68,-82,100,-75,-86,-82,100,-78,-92,6
-70,-26,-43,100,100,-58,-30,-51,-83,-55,-72,100,-68,-66,-67,-62,-80,100,-76,100,-84,100,-78,100,6
-71,-27,-42,-53,-59,-62,-30,-49,-76,-59,-70,-78,-65,-60,-66,-68,100,100,-77,100,100,100,-76,100,6
-72,-26,-42,-50,-60,-61,-29,-51,100,-54,100,100,-64,-68,100,-69,100,100,100,100,100,100,100,100,6
-68,-25,-43,-56,-57,-55,-30,-51,-82,-57,-74,-82,-62,-64,-69,100,100,100,100,100,100,100,-74,100,6
