@relation RFKON_train

@attribute 4c:5e:0c:71:a8:bf numeric
@attribute d4:ca:6d:bc:1d:73 numeric
@attribute 18:28:61:13:0d:9d numeric
@attribute 00:26:5a:52:0b:8c numeric
@attribute 18:28:61:58:78:6a numeric
@attribute 4c:5e:0c:6f:20:b2 numeric
@attribute 64:66:b3:d0:4a:8d numeric
@attribute dc:02:8e:c2:23:52 numeric
@attribute 4c:5e:0c:70:52:5a numeric
@attribute 18:28:61:9e:ab:5c numeric
@attribute 4c:5e:0c:6f:20:fa numeric
@attribute c8:6c:87:46:62:1c numeric
@attribute e4:8d:8c:20:4d:c1 numeric
@attribute 18:28:61:c7:6b:67 numeric
@attribute d4:ca:6d:c9:f1:c5 numeric
@attribute 4c:5e:0c:71:aa:15 numeric
@attribute 04:18:d6:3e:4d:9f numeric
@attribute 18:28:61:1c:0b:69 numeric
@attribute 18:28:61:c7:6b:40 numeric
@attribute 98:fc:11:d7:73:e4 numeric
@attribute 18:28:61:72:86:cc numeric
@attribute c0:4a:00:0f:03:51 numeric
@attribute 4c:5e:0c:23:44:33 numeric
@attribute 08:37:3d:c7:8d:ea numeric
@attribute 06:18:d6:c2:98:24 numeric
@attribute 04:18:d6:c1:98:24 numeric
@attribute 88:e3:ab:57:c1:14 numeric
@attribute 4c:5e:0c:6f:73:41 numeric
@attribute 64:70:02:a4:35:04 numeric
@attribute ba:b4:2e:cd:29:8a numeric
@attribute e8:37:7a:6c:7f:55 numeric
@attribute c8:d7:19:bc:98:31 numeric
@attribute 38:2d:d1:3e:15:9d numeric
@attribute 3c:33:00:50:6c:77 numeric
@attribute e4:8d:8c:95:5c:60 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
100,-63,100,-83,100,-53,100,-71,-77,100,-70,100,-76,100,-55,-49,100,-50,100,100,100,-57,-72,100,-69,-52,100,100,100,100,100,-73,100,100,100,7
-77,-63,100,-83,100,-52,100,-76,-28,-70,-69,100,-77,100,-55,-46,100,-51,100,100,100,-57,-73,100,-69,-52,100,100,100,100,100,-68,100,100,100,7
-76,-63,100,100,100,-53,100,-70,-29,100,-68,100,-79,100,-54,-48,100,-51,100,100,100,-57,-72,100,-68,-56,100,100,100,100,100,-60,100,100,100,7
100,-63,100,100,100,-52,100,100,-29,100,-68,100,100,100,-54,-47,100,-51,100,100,100,-57,100,100,-61,-50,100,100,100,100,100,100,100,100,100,7
100,-66,100,100,100,-52,100,-69,-28,-70,-68,100,-78,100,100,-48,100,-50,100,100,100,-57,-72,100,-69,-57,100,100,100,100,100,-68,100,100,100,7
-76,100,100,-81,-87,-52,-85,-69,-29,-69,-68,100,-79,100,-53,-45,100,-50,100,100,100,-56,-72,100,-68,-53,100,100,100,100,100,-68,100,100,100,7
100,100,100,-84,100,-52,100,-68,-28,100,-69,100,100,100,-54,-48,100,-50,100,100,100,-57,100,100,-69,-54,100,100,100,100,100,-68,100,100,100,7
-80,-62,100,-85,100,-50,-84,-72,-29,100,-70,100,100,100,-54,-53,100,-50,100,100,100,-56,-72,100,-70,-53,100,100,100,100,100,-68,100,100,100,7
100,-62,100,100,100,-53,-84,100,-29,-68,-68,100,100,100,-56,-47,100,-50,100,100,100,-55,-71,100,-69,-57,100,100,100,100,100,-67,100,100,100,7
100,100,100,-83,100,-52,-86,100,-45,100,100,100,100,100,-55,-46,100,-50,100,100,100,-54,-74,100,-70,-54,100,100,100,100,100,-68,100,100,100,7
-77,-63,100,-83,100,-52,-85,-69,-29,-73,-72,100,-78,100,-56,-43,100,-51,100,100,100,-57,-73,100,-65,-55,100,100,100,100,100,-68,100,100,100,7
-77,-63,-88,-84,100,-68,-72,-70,-29,-72,-68,100,-76,100,-55,-42,100,-51,100,100,100,-57,100,100,-70,-52,100,100,100,100,100,-68,100,100,100,7
-77,-60,100,-84,100,-55,100,-68,-29,100,100,100,100,100,-54,-44,100,-51,100,100,100,-57,-82,100,-69,-52,100,100,100,100,100,100,100,100,100,7
100,-64,100,-83,100,-53,100,-70,-29,100,100,100,100,100,-54,-45,100,-51,100,100,100,-56,100,100,-69,-56,100,100,100,100,100,100,100,100,100,7
100,-66,100,100,100,-52,100,100,100,100,100,100,100,100,-55,100,100,-52,100,100,100,100,100,100,-70,-56,100,100,100,100,100,100,100,100,100,7
100,-62,100,100,100,-54,100,-67,-29,100,-69,100,100,100,-55,-44,100,-47,100,100,100,-57,100,100,-70,-57,100,100,100,100,100,-70,100,100,100,7
-77,-62,100,100,100,-52,100,-69,-29,-73,-68,100,-77,100,-55,-51,100,-54,100,100,100,-57,-80,100,-69,-55,100,100,100,100,100,-69,100,100,100,7
-76,-62,100,100,100,-54,100,-69,-29,-72,-68,100,100,100,100,-43,100,-49,100,100,100,-57,100,100,-70,-52,100,100,100,100,100,-69,100,100,100,7
100,-65,100,-83,100,-56,100,-70,-28,-69,-67,100,-79,100,100,-45,100,-50,100,100,100,-57,-81,100,-69,-53,100,100,100,100,100,-69,100,100,100,7
100,-63,100,-83,100,-54,100,-68,-29,-73,-65,100,-78,100,-54,-43,100,-53,100,100,100,-58,100,100,-70,-56,100,100,100,100,100,-68,100,100,100,7
100,-63,100,100,100,-55,-84,-68,-28,-70,100,100,100,100,-57,-45,100,-56,100,100,100,-57,100,100,-70,-57,100,100,100,100,100,-72,100,100,100,7
-78,-61,100,-82,100,-54,-84,-68,-29,-69,100,100,100,100,-57,-45,100,-55,100,100,100,-57,-81,100,-69,-55,100,100,100,100,100,-69,100,100,100,7
100,-65,-87,-80,100,-48,100,-69,-29,-69,-69,100,-77,100,-56,-45,100,-54,100,100,100,-56,-81,100,-70,-54,100,100,100,100,100,-69,100,100,100,7
-81,-62,100,100,100,-53,100,-71,-29,-72,100,100,-79,100,-54,-49,100,-52,100,100,100,-56,-81,100,-69,-57,100,100,100,100,100,-70,100,100,100,7
-76,-62,100,-82,100,-53,-84,-69,-29,-84,100,100,100,100,-57,-48,100,-51,100,100,100,-57,-84,100,-69,-55,100,100,100,100,100,-69,100,100,100,7
-77,100,100,-83,100,-52,-84,-69,-29,100,-69,100,100,100,-56,-46,100,-51,100,100,100,-57,-82,100,-69,-54,100,100,100,100,100,-68,100,100,100,7
-79,-62,100,100,100,-51,100,-68,-29,-70,-69,100,-78,100,-54,-44,100,-51,100,100,100,-58,100,100,-71,-51,100,100,100,100,100,-70,100,100,100,7
-77,-61,100,-82,100,-54,100,100,-29,-70,100,100,100,100,-54,-53,100,-51,100,100,100,-83,-83,100,-70,-54,100,100,100,100,100,100,100,100,100,7
-76,-63,100,100,100,-53,-84,-69,-28,-70,-68,100,100,100,-53,-45,100,-50,100,100,100,-54,-81,100,-69,-53,100,100,100,100,100,-69,100,100,100,7
-76,-63,100,-82,100,-53,-84,-70,-29,-68,-69,100,-78,100,-55,-46,100,-51,100,100,100,-57,-81,100,-67,-52,100,100,100,100,100,-67,100,100,100,7
-78,-64,-87,-83,100,-52,100,-70,-29,-68,100,100,-69,100,-55,-46,100,-51,100,100,100,-57,100,100,-61,-53,100,100,100,100,100,100,100,100,100,7
100,-63,100,100,100,-54,100,-69,-70,100,100,100,100,100,-55,-52,100,-51,100,100,100,-57,100,100,-68,-59,100,100,100,100,100,100,100,100,100,7
100,-64,100,100,100,100,100,100,100,100,-63,100,100,100,-56,-46,100,-51,100,100,100,-54,100,100,-69,-57,100,100,100,100,100,100,100,100,100,7
100,-65,100,-84,-87,-53,100,-70,-28,-69,-67,100,-79,100,-52,-47,100,-50,100,100,100,-60,-81,100,-67,-53,100,100,100,100,100,-68,100,100,100,7
-82,-62,100,100,100,-54,100,-70,-29,100,-68,100,100,100,-54,-45,100,-50,100,100,100,-59,-81,100,-67,-53,100,100,100,100,100,-68,100,100,100,7
-77,-63,-87,-74,100,-52,100,-70,-29,-75,-69,100,-76,100,-54,-46,100,-52,100,100,100,-57,-79,100,-67,-52,100,100,100,100,100,-70,100,100,100,7
-81,-64,-88,100,100,-52,100,-69,-30,-70,-68,100,-79,100,100,-47,100,-53,100,100,100,-56,-83,100,-68,-56,100,100,100,100,100,-68,100,100,100,7
-77,-63,100,-83,100,-52,-85,-70,-29,-68,100,100,-79,100,-56,-45,100,-52,100,100,100,-57,-81,100,-68,-57,100,100,100,100,100,-67,100,100,100,7
100,-65,100,-84,100,-54,100,-71,-32,-74,100,100,100,100,-56,-46,100,-51,100,100,100,-56,100,100,-67,-55,100,100,100,100,100,-68,100,100,100,7
100,-64,100,-85,100,-54,-85,-71,-32,-73,100,100,-80,100,-55,-46,100,-51,100,100,100,-54,-81,100,-68,-57,100,100,100,100,100,-68,100,100,100,7
-76,-62,100,-83,100,-53,-85,-70,-29,-71,-68,100,-80,100,-54,-45,100,-51,100,100,100,-54,-73,100,-69,-52,100,100,100,100,100,-66,100,100,100,7
100,-62,100,-83,100,-53,-84,-81,-28,-70,100,100,100,100,-54,-45,100,-51,100,100,100,-55,100,100,-69,-54,100,100,100,100,100,-68,100,100,100,7
100,-60,100,100,100,-54,-84,-69,-33,-70,100,100,100,100,-54,-45,100,-51,100,100,100,-58,-72,100,-68,-53,100,100,100,100,100,-60,100,100,100,7
-78,-69,100,100,100,-49,100,-71,-36,-68,100,100,-78,100,-59,-41,100,-50,100,100,100,-54,-78,100,-65,-51,100,100,100,100,100,-70,100,100,100,11
-77,-70,100,100,100,-49,-85,-74,-36,100,-66,100,100,100,-59,-41,100,-47,100,100,100,-54,-80,100,-66,-52,100,100,100,100,100,-68,100,100,100,11
-77,-71,100,100,-84,-49,100,-78,-38,-68,-66,100,-75,100,-60,-42,100,-49,100,100,100,-54,-80,100,-66,-50,100,100,100,100,100,-68,100,100,100,11
100,-71,100,100,100,100,-82,100,-35,-70,100,100,100,100,-60,-42,100,-49,100,100,100,-53,100,100,-66,-51,100,100,100,100,100,-69,100,100,100,11
-77,-72,100,100,-83,-48,100,100,-36,100,-67,100,-79,100,-59,-43,100,-49,100,100,100,-50,-78,100,-67,-50,100,100,100,100,100,-68,100,100,100,11
-77,-71,100,-87,100,-49,100,-72,-39,-68,100,100,-82,100,-59,-40,100,-50,100,100,100,-54,100,100,-67,-49,100,100,100,100,100,100,100,100,100,11
100,-69,100,100,100,-50,100,100,-35,-69,-66,100,100,100,-59,-40,100,-49,100,100,100,-53,100,100,-66,-50,100,100,100,100,100,-69,100,100,100,11
100,100,100,100,100,-50,100,-74,-37,-68,-65,100,-73,100,-59,-42,100,-49,100,100,100,-52,-80,100,-62,-50,100,100,100,100,100,-68,100,100,100,11
100,-72,100,100,-81,100,100,-74,-37,100,100,100,100,100,-60,100,100,-47,100,100,100,-54,100,100,-65,-50,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,100,100,-73,-37,100,-62,100,100,100,-60,-42,100,-49,100,100,100,-53,100,100,-65,-52,100,100,100,100,100,100,100,100,100,11
-75,-70,100,100,100,-50,-85,-73,-37,100,-66,100,100,100,-60,-42,100,-49,100,100,100,100,-85,100,-65,-50,100,100,100,100,100,-70,100,100,100,11
-77,-70,100,100,100,-51,100,-73,-35,-69,-66,100,100,100,-59,-42,100,-50,100,100,100,-51,100,100,-65,-49,100,100,100,100,100,-69,100,100,100,11
100,-70,100,-85,100,-50,100,100,-37,-69,-65,100,-74,100,-59,-42,100,-50,100,100,100,-51,100,100,-66,-51,100,100,100,100,100,-68,100,100,100,11
100,-69,100,-83,100,-50,100,-71,-37,-68,-66,100,100,100,-59,-40,100,-51,100,100,100,-50,-81,100,-66,-53,100,100,100,100,100,-69,100,100,100,11
-77,-69,100,100,-83,-51,100,-71,-35,-69,-68,-91,-79,100,-65,-38,100,-51,100,100,100,-53,100,100,-67,-51,100,100,100,100,100,-70,100,100,100,11
-78,-69,100,-87,100,-50,100,-68,-34,100,-66,100,-77,100,100,-39,100,-51,100,100,100,-53,100,100,-66,-52,100,100,100,100,100,-69,100,100,100,11
-77,-69,100,100,100,-49,100,-71,-37,-67,-66,100,100,100,-58,-42,100,-50,100,100,100,-54,-80,100,-67,-56,100,100,100,100,100,100,100,100,100,11
100,-70,100,-85,100,-49,100,100,-33,-68,-67,100,-77,100,-58,-37,100,-50,100,100,100,-53,100,100,-64,-51,100,100,100,100,100,-70,100,100,100,11
100,-69,100,-86,100,-48,100,-72,-34,-67,-67,100,-74,100,-58,-40,100,-56,100,100,100,-53,-79,100,-64,-53,100,100,100,100,100,-70,100,100,100,11
100,100,100,100,100,-49,100,-71,-36,100,-67,100,-73,100,-58,-37,100,-52,100,100,100,-50,-79,100,-64,-50,100,100,100,100,100,-71,100,100,100,11
-75,-71,100,-88,100,-48,100,-82,-38,-68,100,100,-71,100,-60,-38,100,-51,100,100,100,-53,-77,100,-63,-52,100,100,100,100,100,-70,100,100,100,11
-78,-69,100,-86,100,-49,-85,-70,-36,-69,-67,-92,-77,100,-59,-37,100,-49,100,100,100,-53,100,100,-64,-50,100,100,100,100,100,-88,100,100,100,11
-78,-70,100,100,100,-50,-86,-81,-36,-69,-67,100,-78,100,-58,-38,100,-51,100,100,100,-53,100,100,-63,-50,100,100,100,100,100,-70,100,100,100,11
-78,-68,100,100,100,-49,100,-71,-36,100,-67,100,100,100,-58,-37,100,-51,100,100,100,-50,-75,100,-63,-51,100,100,100,100,100,100,100,100,100,11
100,-68,100,-81,100,100,100,-78,-37,100,100,-93,-79,100,-57,100,-95,-51,100,100,100,-51,-76,100,-63,-56,100,100,100,100,100,-72,100,100,100,11
100,100,100,100,100,100,100,-71,-37,100,100,100,100,100,-59,100,100,-51,100,100,100,-53,-74,100,-63,-50,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,-50,100,-72,-37,100,-67,100,100,100,-58,-37,100,-51,100,100,100,-53,100,100,-64,-53,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,100,100,100,-36,100,-66,-91,100,100,-57,-37,100,-52,100,100,100,-53,100,100,-64,-51,100,100,100,100,100,-70,100,100,100,11
-78,-67,100,100,100,-50,100,-71,-37,100,100,100,100,100,-58,-38,100,-51,100,100,100,-54,100,100,-64,-51,100,100,100,100,100,-70,100,100,100,11
-78,-68,100,-86,100,-50,-86,-80,-36,-70,-67,100,-75,100,-57,-38,100,-51,100,100,100,-53,-75,100,-64,-51,100,100,100,100,100,-70,100,100,100,11
-78,100,100,100,100,-50,-84,-71,-37,-70,-67,100,-80,100,-57,-38,100,-51,100,100,100,-49,100,100,-64,-50,100,100,100,100,100,100,100,100,100,11
100,-68,100,-86,100,-50,100,-70,-37,-71,-67,100,-81,100,100,-38,100,-51,100,100,100,-53,100,100,-58,-51,100,100,100,100,100,-72,100,100,100,11
-78,-68,100,-86,100,100,100,-69,-37,-70,100,100,-82,100,-58,-37,100,-52,100,100,100,-53,-78,100,-63,-53,100,100,100,100,100,100,100,100,100,11
-79,-68,100,-85,-83,-49,-86,-69,-37,100,-67,100,100,100,-58,-37,100,-51,100,100,100,-53,-77,100,-63,-53,100,100,100,100,100,-72,100,100,100,11
-79,-68,100,100,-83,-50,100,-70,-36,-68,-67,100,100,100,-58,-37,100,-49,100,100,100,-53,-81,100,-64,-52,100,100,100,100,100,-70,100,100,100,11
100,-72,100,-83,100,-49,100,-71,-37,100,-66,-91,100,100,-57,-38,100,-50,100,100,100,-53,100,100,-63,-51,100,100,100,100,100,-72,100,100,100,11
100,100,100,-83,100,-49,-83,-70,-34,-70,-67,100,100,100,-57,-38,100,-51,100,100,100,-52,-77,100,-64,-51,100,100,100,100,100,100,100,100,100,11
100,-69,100,-86,100,-84,-84,-70,-33,-70,100,100,-79,100,-57,-38,100,-49,100,100,100,-53,-77,100,-64,-52,100,100,100,100,100,-71,100,100,100,11
-78,-69,100,100,100,100,100,100,-37,-75,-66,100,-79,100,-57,-42,100,-51,100,100,100,-52,-79,100,-63,-53,100,100,100,100,100,-72,100,100,100,11
-79,-68,100,-83,100,-50,-84,-70,-37,-70,-66,100,-71,100,-58,-37,100,-51,100,100,100,-52,100,100,-64,-53,100,100,100,100,100,-72,100,100,100,11
100,-70,100,100,-81,-49,100,-70,-37,-69,-66,100,-78,100,-57,-82,100,-51,100,100,100,-52,-78,100,-63,-52,100,100,100,100,100,-70,100,100,100,11
100,-69,100,-84,100,-49,-84,-70,-34,-70,-67,100,-78,100,-57,-38,100,-49,100,100,100,-52,-79,100,-63,-51,100,100,100,100,100,-71,100,100,100,11
-78,-70,100,-85,100,-65,-84,-70,-37,-70,-66,100,-77,100,-83,-37,100,-49,100,100,100,-53,-79,100,-63,-50,100,100,100,100,100,-70,100,100,100,11
100,-68,100,-85,100,-49,100,-69,-37,100,-66,100,100,100,-57,-38,100,-51,100,100,100,-52,100,100,-63,-52,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,100,100,100,-37,100,100,100,100,100,-58,100,100,-50,100,100,100,-57,100,100,-63,-51,100,100,100,100,100,100,100,100,100,11
100,-76,100,100,100,-52,100,100,-37,100,-66,100,100,100,-57,100,100,-52,100,100,100,100,100,100,-63,-52,100,100,100,100,100,100,100,100,100,11
100,-70,100,-84,100,-49,-85,100,-37,-70,-66,100,-81,100,-57,-37,100,-51,100,100,100,100,-78,100,-64,-52,100,100,100,100,100,100,100,100,100,11
100,100,100,-83,-82,-49,100,-79,-38,-70,-66,100,-79,100,-57,-38,100,-52,100,100,100,-49,-79,100,-64,-51,100,100,100,100,100,-72,100,100,100,11
-77,100,100,-84,100,-49,-84,-68,-37,-69,-66,100,100,100,100,-38,100,-52,100,100,100,100,100,100,-64,-54,100,100,100,100,100,-69,100,100,100,11
-76,-70,100,-83,100,-48,100,100,-35,-71,100,100,-77,100,100,-38,100,-51,100,100,100,-53,100,100,-64,-53,100,100,100,100,100,-71,100,100,100,11
100,-70,100,-76,-84,-48,100,-73,-37,-71,-66,100,100,100,-63,-38,100,-50,100,100,100,-48,100,100,-64,-52,100,100,100,100,100,-71,100,100,100,11
100,100,100,100,100,-47,100,-70,-38,-75,-66,100,100,100,-57,-38,100,-51,100,100,100,-53,-83,100,-64,-52,100,100,100,100,100,-71,100,100,100,11
100,-70,-89,-83,100,-47,-77,-69,-36,-69,-66,100,100,100,100,-38,100,-51,100,100,100,-52,-83,100,-64,-53,100,100,100,100,100,-70,100,100,100,11
100,-68,100,100,100,-50,100,-70,-37,100,100,100,100,100,-57,-35,100,-52,100,100,100,-48,-82,100,-64,-49,100,100,100,100,100,-69,100,100,100,11
-78,-70,100,100,-82,-48,100,-69,-38,-69,-67,100,100,100,100,-38,100,-50,100,100,100,-52,-83,100,-63,-51,100,100,100,100,100,100,100,100,100,11
100,-69,100,-75,100,-48,100,-77,-37,-69,-66,100,100,100,-58,-42,100,-51,100,100,100,100,-81,100,-64,-52,100,100,100,100,100,-70,100,100,100,11
100,-68,100,100,-81,-49,100,-69,-37,-69,-66,100,-77,100,-59,-37,100,-52,100,100,100,-53,-73,100,-65,-52,100,100,100,100,100,-69,100,100,100,11
-78,-68,100,100,100,-50,100,-69,-37,-69,-67,100,-79,100,-58,-37,100,-49,100,100,100,-52,100,100,-65,-51,100,100,100,100,100,-69,100,100,100,11
-78,-69,-89,-86,100,-49,100,-69,-37,-74,-64,100,100,100,-57,-37,100,-52,100,100,100,-53,100,100,-64,-52,100,100,100,100,100,-69,100,100,100,11
-77,-67,100,-77,100,-50,-83,-68,-38,-67,-66,100,-77,100,-58,-38,100,-52,100,100,100,-52,-78,100,-65,-50,100,100,100,100,100,100,100,100,100,11
100,-69,100,100,100,-49,100,-69,-37,-69,-66,100,-71,100,-58,-37,100,-51,100,100,100,-52,-79,100,-65,-50,100,100,100,100,100,-71,100,100,100,11
-77,100,100,-86,100,-48,100,-70,-37,100,-66,100,-76,100,-58,100,100,-51,100,100,100,100,100,100,-65,-53,100,100,100,100,100,100,100,100,100,11
100,100,100,100,100,-49,100,100,-37,100,100,100,100,100,-58,-42,100,-51,100,100,100,100,100,100,-64,-52,100,100,100,100,100,100,100,100,100,11
100,-70,100,-86,100,-50,100,-66,-37,-70,-66,100,-77,100,-60,-38,100,-51,100,100,100,-50,100,100,-65,-50,100,100,100,100,100,-69,100,100,100,11
100,-69,100,-86,-82,-49,-84,-66,-37,-69,-66,100,-76,100,-59,-37,100,-51,100,100,100,-53,-79,100,-65,-51,100,100,100,100,100,-69,100,100,100,11
-78,-69,100,100,-82,-50,-83,-68,-38,-71,-65,100,-76,100,-57,-37,100,-52,100,100,100,-53,-76,100,-66,-53,100,100,100,100,100,-69,100,100,100,11
-77,-70,100,100,100,100,-77,-68,-37,-71,-66,100,-73,100,-59,100,100,-52,100,100,100,-53,100,100,-65,-51,100,100,100,100,100,-70,100,100,100,11
100,-70,100,100,-81,-51,-86,-68,-37,-72,-66,100,100,100,-59,-36,100,-52,100,100,100,-53,-78,100,-65,-51,100,100,100,100,100,-68,100,100,100,11
-77,-70,100,-87,100,-50,100,-69,-37,-72,-66,100,-75,100,100,-36,100,-52,100,100,100,100,100,100,-65,-52,100,100,100,100,100,-68,100,100,100,11
-77,-69,100,100,-82,-51,-85,-68,-37,-71,-66,100,-75,100,100,-36,100,-49,100,100,100,-52,100,100,-64,-54,100,100,100,100,100,-68,100,100,100,11
-77,-69,100,100,100,100,-86,-69,-38,-71,100,100,-73,100,-59,-36,100,-52,100,100,100,-53,-77,100,-64,-52,100,100,100,100,100,-70,100,100,100,11
100,-70,100,100,100,-52,100,-67,-37,-71,-66,100,-75,100,-59,-36,100,-49,100,100,100,-53,-77,100,-65,-58,100,100,100,100,100,100,100,100,100,11
-77,-71,100,100,100,-50,100,-67,-37,100,-66,100,-78,100,-57,-36,100,-51,100,100,100,-53,100,100,-64,-52,100,100,100,100,100,100,100,100,100,11
-80,-71,100,100,100,-50,100,-68,-39,-69,-66,100,100,100,-59,-36,100,-49,100,100,100,-52,-76,100,-67,-53,100,100,100,100,100,100,100,100,100,11
-77,-68,-85,100,100,-49,100,-71,-38,100,-66,100,100,100,-58,-36,100,-51,100,100,100,-52,-79,100,-64,-53,100,100,100,100,100,100,100,100,100,11
-69,-65,100,100,100,-46,100,-62,-33,100,-71,100,-70,100,-56,-34,100,-48,100,100,100,-57,100,100,-69,-62,100,100,100,100,100,100,100,100,100,51
-69,-65,100,100,100,-46,100,-62,-32,-66,100,100,100,100,-56,-63,100,-50,100,100,100,-58,100,100,-70,-62,100,100,100,100,100,100,100,100,100,51
-68,-65,100,-81,100,-46,-80,-62,-31,-66,-71,100,-71,100,-57,-35,100,-50,100,100,100,-55,100,100,-70,-64,100,100,100,100,100,-78,100,100,100,51
-69,-62,-83,-82,100,-46,-81,-61,-32,-66,-71,100,-71,100,-57,-34,100,-49,100,100,100,-58,-77,100,-69,-54,100,100,100,100,100,-75,100,100,100,51
-69,-66,100,-81,100,-46,100,-60,-32,-66,-71,100,-70,100,100,-35,100,-50,100,100,100,-59,-76,100,-69,-55,100,100,100,100,100,-73,100,100,100,51
-69,-64,100,100,100,-46,-82,-62,-28,100,-71,100,-70,100,-56,-35,100,-50,100,100,100,-56,100,100,-69,-63,100,100,100,100,100,100,100,100,100,51
100,-65,100,100,100,-47,-81,-64,-36,-66,100,100,-69,100,-57,-34,100,-50,100,100,100,-58,-74,100,-70,-55,100,100,100,100,100,-74,100,100,100,51
-69,-65,100,100,100,-46,100,-62,-32,-67,-73,100,-70,100,-58,-34,100,-51,100,100,100,-57,100,100,-70,-55,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-46,100,-62,-32,-66,100,100,-71,100,-57,-34,100,-50,100,100,100,-58,-76,100,-69,-55,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-46,-80,-63,-32,-67,100,100,-70,100,-56,-34,100,-52,100,100,100,-58,100,100,-70,-55,100,100,100,100,100,-73,100,100,100,51
-69,100,100,-82,100,-46,-81,-63,-32,-67,-73,100,-70,100,-57,-34,100,-50,100,100,100,-59,100,100,-69,-58,100,100,100,100,100,-74,100,100,100,51
100,-67,-84,-83,100,-47,100,-62,-32,-67,100,100,-70,100,-56,-34,100,-53,100,100,100,-58,-76,100,-70,-65,100,100,100,100,100,-75,100,100,100,51
100,-67,100,100,100,-46,100,-62,-32,-66,-71,100,-71,100,-57,-34,100,-50,100,100,100,-56,-78,100,-70,-54,100,100,100,100,100,-74,100,100,100,51
-69,-66,-84,100,100,-46,100,-61,-32,-67,-72,100,-71,100,-57,-34,100,-51,100,100,100,-58,100,100,-69,-64,100,100,100,100,100,-74,100,100,100,51
-69,-64,-82,100,100,-46,-81,-61,-32,-67,-72,100,-71,100,-59,-34,100,-52,100,100,100,-62,-77,100,-70,-65,100,100,100,100,100,-75,100,100,100,51
-69,-65,100,-82,-85,-45,-72,-62,-32,-67,-72,100,-71,100,-57,-34,100,-52,100,100,100,-57,-78,100,-70,-55,100,100,100,100,100,-75,100,100,100,51
100,-65,100,-82,100,-46,-81,-62,-30,-66,-72,100,-70,100,-55,-35,100,-52,100,100,100,-58,-77,100,-71,-64,100,100,100,100,100,100,100,100,100,51
-69,-66,100,-80,-84,-46,100,-74,-32,-65,-72,100,-70,100,-56,-69,100,-51,100,100,100,-58,-77,100,-71,-64,100,100,100,100,100,100,100,100,100,51
100,100,100,-81,100,-47,100,-61,-33,-68,100,100,-70,100,-56,-35,100,-52,100,100,100,-58,100,100,-70,-57,100,100,100,100,100,100,100,100,100,51
-69,-66,100,-81,100,-47,-80,-61,-33,100,-71,100,100,100,-57,-34,100,-51,100,100,100,-57,100,100,-71,-62,100,100,100,100,100,100,100,100,100,51
-69,-65,-84,100,-84,-46,-80,-62,-32,-66,100,100,-70,100,-56,-35,100,-48,100,100,100,-59,-76,100,-70,-52,100,100,100,100,100,-76,100,100,100,51
-70,-63,100,-81,100,-45,-80,-62,-32,100,-71,100,-69,100,-56,-34,100,-50,100,100,100,-57,100,100,-70,-61,100,100,100,100,100,-73,100,100,100,51
100,-65,100,-81,100,-46,-80,-61,-32,-67,100,100,100,100,-57,-34,100,-50,100,100,100,-57,-76,100,-70,-63,100,100,100,100,100,100,100,100,100,51
-68,-66,100,-69,100,-46,100,-62,-32,-66,-71,100,-70,100,100,-35,100,-52,100,100,100,-59,-77,100,-69,-53,100,100,100,100,100,-74,100,100,100,51
-69,-66,100,-82,100,-46,-68,-61,-32,-66,-72,100,-70,100,-56,-34,100,-53,100,100,100,-57,-76,100,-69,-58,100,100,100,100,100,-73,100,100,100,51
100,-66,100,100,100,-46,100,-61,-32,100,-72,100,-67,100,100,100,100,-52,100,100,100,-58,-77,100,-69,-57,100,100,100,100,100,-74,100,100,100,51
100,-66,100,100,100,-46,-80,-66,-32,-67,100,100,-72,100,-57,100,100,-49,100,100,100,-59,-78,100,-69,-65,100,100,100,100,100,-74,100,100,100,51
100,-64,100,100,100,-46,100,-61,-32,-65,-72,100,-70,100,-57,-34,100,-49,100,100,100,-58,-78,100,-70,-54,100,100,100,100,100,-74,100,100,100,51
100,-65,100,100,-85,-46,100,100,-35,100,100,100,100,100,100,-35,100,-50,100,100,100,-59,100,100,-69,-53,100,100,100,100,100,100,100,100,100,51
100,100,100,100,100,-49,-80,-62,-32,-65,-71,100,100,100,-56,-35,100,-50,100,100,100,-57,100,100,-70,-54,100,100,100,100,100,100,100,100,100,51
100,-65,100,-80,100,-46,100,-62,-32,-66,-71,100,-69,100,-56,-35,100,-50,100,100,100,-58,-77,100,-69,-56,100,100,100,100,100,-76,100,100,100,51
100,-67,100,100,-85,-46,100,-60,-32,-66,-73,100,-70,100,-56,-35,100,-50,100,100,100,-58,-79,100,-69,-55,100,100,100,100,100,100,100,100,100,51
-69,-65,100,100,100,-46,100,-61,-32,-66,-72,100,-69,100,-56,-35,100,-50,100,100,100,-58,100,100,-70,-56,100,100,100,100,100,-75,100,100,100,51
