@relation RFKON_train

@attribute 4c:5e:0c:71:a8:bf numeric
@attribute d4:ca:6d:bc:1d:73 numeric
@attribute 18:28:61:13:0d:9d numeric
@attribute 00:26:5a:52:0b:8c numeric
@attribute 18:28:61:58:78:6a numeric
@attribute 4c:5e:0c:6f:20:b2 numeric
@attribute 64:66:b3:d0:4a:8d numeric
@attribute dc:02:8e:c2:23:52 numeric
@attribute 4c:5e:0c:70:52:5a numeric
@attribute 18:28:61:9e:ab:5c numeric
@attribute 4c:5e:0c:6f:20:fa numeric
@attribute c8:6c:87:46:62:1c numeric
@attribute e4:8d:8c:20:4d:c1 numeric
@attribute 18:28:61:c7:6b:67 numeric
@attribute d4:ca:6d:c9:f1:c5 numeric
@attribute 4c:5e:0c:71:aa:15 numeric
@attribute 04:18:d6:3e:4d:9f numeric
@attribute 18:28:61:1c:0b:69 numeric
@attribute 18:28:61:c7:6b:40 numeric
@attribute 98:fc:11:d7:73:e4 numeric
@attribute 18:28:61:72:86:cc numeric
@attribute c0:4a:00:0f:03:51 numeric
@attribute 4c:5e:0c:23:44:33 numeric
@attribute 08:37:3d:c7:8d:ea numeric
@attribute 06:18:d6:c2:98:24 numeric
@attribute 04:18:d6:c1:98:24 numeric
@attribute 88:e3:ab:57:c1:14 numeric
@attribute 4c:5e:0c:6f:73:41 numeric
@attribute 64:70:02:a4:35:04 numeric
@attribute ba:b4:2e:cd:29:8a numeric
@attribute e8:37:7a:6c:7f:55 numeric
@attribute c8:d7:19:bc:98:31 numeric
@attribute 38:2d:d1:3e:15:9d numeric
@attribute 3c:33:00:50:6c:77 numeric
@attribute e4:8d:8c:95:5c:60 numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,50,51,52,53,54}

@data
100,100,100,100,100,-50,100,-65,-34,-63,-63,100,100,100,-58,-38,100,-46,100,100,100,-54,-73,100,-69,-57,100,100,100,100,100,100,100,100,-69,8
100,-69,100,100,100,-53,-82,-65,-34,100,100,100,-69,100,-57,-38,100,-45,100,100,100,-50,100,100,-70,-50,100,100,100,100,100,100,100,100,-80,8
-79,-68,100,-88,100,-50,100,-65,-36,-63,-63,100,-71,100,-58,-38,100,-44,100,100,100,-54,-73,100,-70,-49,100,100,100,100,100,-72,100,100,-81,8
-80,-71,100,-85,100,-50,100,100,-34,-62,-63,100,-65,100,-59,-37,100,-45,100,100,100,-54,-73,100,-69,-58,100,100,100,100,100,100,100,100,-84,8
-78,-68,100,-82,100,-49,100,-65,-34,-63,-63,100,-70,100,-59,-38,100,-44,100,100,100,-53,-73,100,-70,-62,100,100,100,100,100,100,100,100,100,8
100,-68,100,100,100,-50,-70,-65,-34,-63,-63,100,100,100,-58,-37,100,-46,100,100,100,-53,100,100,-70,-57,100,100,100,100,100,100,100,100,-69,8
100,100,100,100,100,-50,100,100,-34,100,-63,100,100,100,-58,-37,100,-46,100,100,100,-54,-72,100,-70,-63,100,100,100,100,100,100,100,100,100,8
100,-67,100,100,100,-50,100,-65,-34,100,-63,100,100,100,-59,-37,100,-46,100,100,100,-54,-72,100,-70,-57,100,100,100,100,100,100,100,100,100,8
-80,-67,100,-86,100,-50,100,-65,-50,100,-64,100,-72,100,-58,-37,100,-46,100,100,100,-53,-72,100,-70,-57,100,100,100,100,100,100,100,100,-74,8
-79,-68,-80,-87,100,-50,100,-65,-32,-60,-67,100,-71,100,-57,-38,100,-45,100,100,100,-53,100,100,-69,-56,100,100,100,100,100,-73,100,100,-75,8
-78,100,100,-90,100,-50,100,-66,-34,-63,-63,100,-72,100,-59,-38,100,-46,100,100,100,-53,100,100,-70,-50,100,100,100,100,100,100,100,100,-77,8
100,100,100,-88,-83,-50,100,100,-34,-61,-63,100,-72,100,-60,-40,100,-45,100,100,100,-53,100,100,-70,-56,100,100,100,100,100,100,100,100,-71,8
100,-67,100,100,100,-50,100,-65,-35,100,100,100,-71,100,-60,-38,100,-46,100,100,100,-53,-73,100,-70,-56,100,100,100,100,100,100,100,100,-72,8
-79,100,100,100,-83,-49,100,-65,-34,-61,100,100,100,100,-58,-39,100,-46,100,100,100,-50,-73,100,-70,-50,100,100,100,100,100,-74,100,100,-72,8
-79,-68,100,100,100,-51,100,-65,-35,100,-63,100,-70,100,-60,-38,100,-46,100,100,100,-54,100,100,-70,-49,100,100,100,100,100,100,100,100,-73,8
-79,100,100,100,100,-49,100,100,100,-62,-63,100,-71,100,100,-38,100,-46,100,100,100,-54,-73,100,-72,-50,100,100,100,100,100,-72,100,100,-72,8
100,100,100,100,100,-52,100,-66,-34,-63,-63,100,-71,100,-59,-38,100,-46,100,100,100,-53,100,100,100,-57,100,100,100,100,100,-72,100,100,-72,8
-78,-68,100,100,100,-51,100,100,-35,-63,-63,100,-71,100,-59,-38,100,-46,100,100,100,-54,100,100,-70,-51,100,100,100,100,100,100,100,100,-69,8
-78,100,100,100,100,-49,100,-66,-34,100,-63,100,-73,100,-59,-38,100,-46,100,100,100,-54,-73,100,-71,-50,100,100,100,100,100,100,100,100,-72,8
-79,100,100,100,100,-49,100,-66,-34,-63,-63,100,-71,100,-60,-41,100,-46,100,100,100,-54,-73,100,-69,-49,100,100,100,100,100,-74,100,100,-68,8
100,100,100,100,100,-49,100,-65,-34,-62,-63,100,-71,100,-60,-37,100,-46,100,100,100,-53,-72,100,-70,-50,100,100,100,100,100,-75,100,100,-72,8
100,100,100,-89,100,-50,100,100,100,100,100,100,-71,100,-60,-40,100,-45,100,100,100,-52,100,100,-69,-50,100,100,100,100,100,-74,100,100,-73,8
-77,-66,100,100,100,-50,100,-65,-35,-64,-63,100,-71,100,-58,-37,100,-46,100,100,100,-54,-72,100,-71,-55,100,100,100,100,100,100,100,100,-73,8
100,100,100,100,100,-50,100,-65,100,100,100,100,100,100,-58,-37,100,-46,100,100,100,-53,100,100,-70,-59,100,100,100,100,100,100,100,100,100,8
100,100,100,100,100,-50,100,-64,-34,100,-59,100,100,100,-57,-38,100,-46,100,100,100,-50,100,100,-71,-57,100,100,100,100,100,100,100,100,100,8
-76,-67,100,100,100,-50,100,-65,-35,-63,-64,100,100,100,-58,-37,100,-45,100,100,100,-50,100,100,-72,-55,100,100,100,100,100,100,100,100,-73,8
-78,-64,100,100,100,-51,100,-66,-34,100,-64,100,-70,100,-55,-38,100,-45,100,100,100,-53,-72,100,-70,-50,100,100,100,100,100,100,100,100,-74,8
-76,-65,100,100,100,-50,100,-65,-34,100,-63,100,-70,100,-56,-39,100,-44,100,100,100,-54,-73,100,-70,-51,100,100,100,100,100,-72,100,100,-74,8
-78,-66,100,100,100,-50,100,-67,-33,100,-63,100,-71,100,100,-38,100,-46,100,100,100,-54,-72,100,-71,-50,100,100,100,100,100,100,100,100,-73,8
100,-65,100,100,100,-49,100,-65,-34,100,100,100,-69,100,-57,-38,100,-46,100,100,100,-53,-72,100,-71,-60,100,100,100,100,100,-80,100,100,-75,8
-78,100,100,100,-84,-50,100,-65,-34,-61,100,100,-69,100,-57,-38,100,-44,100,100,100,-54,-72,100,-70,-59,100,100,100,100,100,100,100,100,100,8
-78,-66,100,100,-83,-50,100,-66,-34,-61,-64,100,100,100,-57,-39,100,-45,100,100,100,-53,100,100,-71,-50,100,100,100,100,100,100,100,100,-73,8
100,-65,100,100,100,-50,100,-65,-34,-61,-63,100,100,100,-57,-37,100,-45,100,100,100,-54,-72,100,-71,-58,100,100,100,100,100,100,100,100,-67,8
100,100,100,100,-85,-51,100,-65,-34,-61,-63,100,-71,100,-56,-37,100,-46,100,100,100,-52,-71,100,-72,-57,100,100,100,100,100,100,100,100,-74,8
100,100,100,100,100,-51,100,-65,-34,-62,100,100,-70,100,-55,-37,100,-46,100,100,100,-54,-72,100,-71,-56,100,100,100,100,100,-74,100,100,-75,8
100,-66,100,-89,-84,-48,100,-65,-34,-63,100,100,-71,100,-54,-37,100,-46,100,100,100,-50,100,100,-70,-57,100,100,100,100,100,100,100,100,-75,8
-78,100,100,-90,100,-51,100,-65,-33,-63,-64,100,-71,100,-57,-38,100,-45,100,100,100,-52,-73,100,-71,-57,100,100,100,100,100,-77,100,100,-73,8
-77,-67,100,100,100,-51,100,-64,-32,-60,-63,100,-70,100,-56,-37,100,-46,100,100,100,-54,100,100,-71,-60,100,100,100,100,100,-74,100,100,-73,8
-78,100,100,100,100,100,100,-64,-37,-63,100,100,100,100,-56,100,100,-46,100,100,100,-54,100,100,-70,-58,100,100,100,100,100,100,100,100,-73,8
100,-63,100,100,-84,-49,100,-65,-34,-60,-63,100,-70,100,-56,-37,100,-43,100,100,100,-49,-74,100,-70,-60,100,100,100,100,100,-74,100,100,-72,8
100,100,100,100,100,-49,100,-65,-34,100,-64,100,100,100,-56,-65,100,-46,100,100,100,-54,100,100,-70,-57,100,100,100,100,100,100,100,100,100,8
100,-68,100,100,100,-49,100,100,-34,100,-63,100,100,100,-55,-39,100,-45,100,100,100,-53,100,100,-71,-53,100,100,100,100,100,100,100,100,100,8
-79,-63,100,-87,100,100,100,-67,-33,-63,-62,100,100,100,-56,-72,100,-46,100,100,100,-54,100,100,-72,-55,100,100,100,100,100,100,100,100,100,8
-78,-65,100,100,100,-50,100,-65,-34,-63,-63,100,-71,100,-56,-37,100,-43,100,100,100,-54,-72,100,-72,-50,100,100,100,100,100,-69,100,100,-72,8
-78,-61,100,100,100,-50,100,-66,-34,-63,-63,100,100,100,-58,-37,100,-45,100,100,100,-52,-71,100,-72,-50,100,100,100,100,100,100,100,100,-71,8
-78,-70,100,100,100,-50,100,-68,-34,100,-63,100,-73,100,-57,-36,100,-44,100,100,100,-54,-75,100,-72,-48,100,100,100,100,100,-72,100,100,-72,8
-78,-66,100,100,100,-49,100,-66,-30,100,-63,100,-73,100,-58,-37,100,-46,100,100,100,-53,-74,100,-72,-50,100,100,100,100,100,100,100,100,-73,8
-79,-66,100,100,100,-49,100,-65,-34,-60,100,100,-71,100,-57,-36,100,-45,100,100,100,-54,100,100,-71,-58,100,100,100,100,100,-73,100,100,-73,8
-78,-65,100,100,100,-54,100,100,100,100,-63,100,-72,100,100,100,100,-45,100,100,100,-53,-74,100,-71,-50,100,100,100,100,100,100,100,100,-72,8
100,100,-80,100,100,-50,100,-65,-33,100,-63,100,-69,100,-58,-36,100,-46,100,100,100,-55,-73,100,-60,-57,100,100,100,100,100,100,100,100,-72,8
-76,100,100,100,100,-50,100,-65,-34,-63,-63,100,100,100,-57,-37,100,-45,100,100,100,-53,100,100,-72,-56,100,100,100,100,100,-71,100,100,-72,8
100,100,-79,100,100,-50,100,100,-34,100,100,100,-70,100,100,-37,100,-45,100,100,100,-53,100,100,-72,-58,100,100,100,100,100,100,100,100,-72,8
100,-67,100,100,100,-52,100,-65,-34,-64,100,100,100,100,-57,-36,100,-46,100,100,100,-53,100,100,-68,-54,100,100,100,100,100,100,100,100,-72,8
-80,-65,100,100,100,-49,100,-65,-31,-61,-63,100,-69,100,-56,-37,100,-45,100,100,100,-54,-73,100,-69,-61,100,100,100,100,100,-73,100,100,-73,8
100,-63,100,100,100,-52,100,-65,-34,100,-60,100,-68,100,-61,-36,100,-45,100,100,100,-54,-72,100,-69,-55,100,100,100,100,100,-73,100,100,-71,8
-79,-66,100,100,100,-52,100,-65,-34,100,-56,100,100,100,-64,-35,100,-45,100,100,100,-54,-74,100,-69,-55,100,100,100,100,100,-73,100,100,-71,8
100,-65,100,100,-84,-49,100,-64,-35,-62,-63,100,-69,100,-55,-38,100,-46,100,100,100,-53,100,100,-69,-55,100,100,100,100,100,-75,100,100,-71,8
100,-65,-77,100,-84,-48,100,-63,-35,100,100,100,-70,100,-60,-36,100,-45,100,100,100,-54,-76,100,-70,-57,100,100,100,100,100,-73,100,100,-70,8
-84,-65,100,100,100,-53,100,100,-31,100,-65,100,100,100,-56,-37,100,-45,100,100,100,-55,100,100,-72,-57,100,100,100,100,100,100,100,100,100,8
100,-64,100,100,100,-52,100,-65,-33,-63,100,100,100,100,-57,-38,100,-45,100,100,100,-55,100,100,-71,-56,100,100,100,100,100,100,100,100,100,8
-83,-65,100,100,100,-53,100,-62,100,-61,-64,100,100,100,-56,-37,100,-45,100,100,100,-54,-73,100,-71,-57,100,100,100,100,100,100,100,100,100,8
-81,-66,100,100,100,-52,100,-64,-31,-62,100,100,-69,100,-56,-37,100,-45,100,100,100,-55,100,100,-62,-48,100,100,100,100,100,-71,100,100,-71,8
-81,-67,100,100,100,-50,100,-62,-36,-61,-68,100,-69,100,-56,-37,100,-45,100,100,100,-54,-72,100,-73,-57,100,100,100,100,100,100,100,100,-70,8
-77,-67,100,100,100,-50,-83,-65,-43,-62,100,100,-71,100,-56,-40,100,-44,100,100,100,-53,-74,100,-69,-56,100,100,100,100,100,100,100,100,-73,8
-78,-68,-80,100,100,-55,-82,-69,-32,-64,100,100,-73,100,-57,-38,100,-44,100,100,100,-53,-73,100,-69,-48,100,100,100,100,100,100,100,100,-72,8
-76,-67,100,100,100,-52,100,-67,-30,-62,100,100,-73,100,-57,-37,100,-45,100,100,100,-56,-74,100,-72,-49,100,100,100,100,100,-69,100,100,-73,8
-77,100,-82,-74,100,-50,100,-67,-30,100,-65,100,-73,100,-59,-37,100,-45,100,100,100,-55,-73,100,-71,-54,100,100,100,100,100,-69,100,100,-77,8
100,100,100,100,100,-50,100,-67,-31,-63,-64,100,100,100,-57,-38,100,-45,100,100,100,-54,100,100,-70,-64,100,100,100,100,100,-73,100,100,-79,8
100,100,100,-82,-85,-51,100,-67,-78,-62,-65,100,100,100,-58,-38,100,-43,100,100,100,-54,-73,100,-70,-54,100,100,100,100,100,100,100,100,-74,8
100,100,100,-86,100,-51,-84,-69,-30,-64,-65,100,100,100,-56,-36,100,-43,100,100,100,-52,-73,100,-69,-56,100,100,100,100,100,-73,100,100,-79,8
-81,-63,-82,-86,100,-50,100,-71,-33,-61,-64,100,-71,100,-56,-36,100,-43,100,100,100,-56,-72,100,-69,-50,100,100,100,100,100,-83,100,100,-76,8
-79,-65,100,-82,-84,-51,100,-66,-24,-70,100,100,100,100,-59,-34,100,-46,100,100,100,-58,100,100,-67,-52,100,100,100,100,100,-75,100,100,-67,10
-78,100,100,-82,100,-52,100,-67,-23,-69,100,100,-73,100,100,-71,100,-44,100,100,100,-57,100,100,-67,-52,100,100,100,100,100,100,100,100,-73,10
100,-66,100,-82,100,-55,100,-66,-23,-70,100,100,-72,100,100,-35,100,-45,100,100,100,-58,100,100,-67,-52,100,100,100,100,100,-74,100,100,100,10
100,-66,100,100,100,-53,100,-78,-24,-67,100,100,100,100,-59,-34,100,-46,100,100,100,-57,-80,100,-68,-48,100,100,100,100,100,-73,100,100,-72,10
100,100,100,-82,100,-53,100,-65,-23,-67,100,100,-75,100,-60,100,100,-45,100,100,100,-53,100,100,-67,-52,100,100,100,100,100,100,100,100,100,10
-80,-64,100,-83,100,-53,100,-66,-23,-73,-69,100,-77,100,100,-36,100,-52,100,100,100,-56,-71,100,-60,-52,100,100,100,100,100,-72,100,100,-72,10
100,-66,100,100,-83,-54,100,-65,-23,-74,-68,100,-76,100,-57,-35,100,-48,100,100,100,-53,100,100,-67,-53,100,100,100,100,100,-71,100,100,-71,10
100,-63,-87,100,100,-57,100,-65,-23,-71,-68,100,100,100,-58,-39,100,-48,100,100,100,-56,-69,100,-67,-49,100,100,100,100,100,-73,100,100,-73,10
-81,-63,100,100,100,-53,-86,-66,-23,-76,-67,100,-79,100,-58,-37,100,-47,100,100,100,-54,100,100,-66,-50,100,100,100,100,100,100,100,100,-67,10
-79,-65,100,100,-82,-57,-88,-67,-23,-70,100,100,-74,100,-57,-41,100,-48,100,100,100,-57,-69,100,-67,-49,100,100,100,100,100,-73,100,100,-72,10
100,-64,100,-81,100,-49,100,100,-22,-71,-68,100,-76,100,-57,-35,100,-46,100,100,100,-57,-72,100,-68,-50,100,100,100,100,100,-75,100,100,-72,10
-79,-65,100,100,100,-53,100,-66,-23,-74,100,100,-74,100,-58,-34,100,-47,100,100,100,-57,-70,100,-68,-51,100,100,100,100,100,-76,100,100,100,10
100,-66,100,-81,100,-54,100,100,-27,100,-69,100,100,100,-60,-34,100,-49,100,100,100,-59,100,100,-68,-49,100,100,100,100,100,100,100,100,-73,10
100,-65,100,100,100,-52,100,100,-23,100,100,100,100,100,-60,-35,100,-47,100,100,100,-57,100,100,-68,-50,100,100,100,100,100,100,100,100,100,10
100,-66,100,-81,100,-69,100,-69,-23,100,100,100,100,100,-59,-35,100,-47,100,100,100,-56,-72,100,-70,-51,100,100,100,100,100,100,100,100,100,10
-79,-66,100,-81,100,-53,-88,100,-23,-69,-69,100,100,100,-59,-72,100,-47,100,100,100,-54,100,100,-68,-50,100,100,100,100,100,-76,100,100,-72,10
100,-67,100,100,100,-53,100,-67,-23,-71,-74,100,100,100,-61,-38,100,-47,100,100,100,-58,100,100,-68,-50,100,100,100,100,100,100,100,100,-71,10
-77,-67,100,-82,100,-54,100,-67,-23,-72,-72,100,100,100,-61,100,100,-49,100,100,100,-59,-72,100,-68,-49,100,100,100,100,100,100,100,100,-71,10
100,-67,100,100,100,100,100,-67,-23,-72,100,100,100,100,-60,-39,100,-47,100,100,100,-57,100,100,-60,-50,100,100,100,100,100,100,100,100,100,10
100,-67,100,100,100,100,100,-68,-23,-72,100,100,100,100,-63,-78,100,-48,100,100,100,100,-71,100,-69,-51,100,100,100,100,100,-75,100,100,100,10
-78,100,100,100,100,-54,100,100,-23,-73,100,100,100,100,-62,-37,100,-47,100,100,100,-58,100,100,-68,-50,100,100,100,100,100,-73,100,100,-73,10
100,-68,100,100,-81,-55,100,-68,-23,-74,100,100,100,100,-61,-37,100,-49,100,100,100,-58,-70,100,-56,-48,100,100,100,100,100,-75,100,100,-72,10
-77,-68,100,100,100,-53,100,-67,-23,100,100,100,100,100,-61,-38,100,-56,100,100,100,-57,-70,100,-68,-51,100,100,100,100,100,100,100,100,-72,10
-77,-69,100,100,-81,-54,100,-67,-23,-74,100,100,-75,100,100,-37,100,-48,100,100,100,-62,-70,100,-69,-55,100,100,100,100,100,100,100,100,-72,10
100,-68,100,100,100,-53,-87,-66,-23,-74,100,100,100,100,-61,-38,100,-48,100,100,100,-57,100,100,-68,-49,100,100,100,100,100,-75,100,100,-72,10
100,-68,100,100,100,100,100,-67,-23,-75,100,100,-76,100,-60,-37,100,-49,100,100,100,-58,-71,100,-68,-51,100,100,100,100,100,-77,100,100,-71,10
100,-67,100,100,100,-54,100,100,-23,-76,100,100,100,100,-62,-37,100,-47,100,100,100,-55,-71,100,-67,-53,100,100,100,100,100,100,100,100,-71,10
-79,-68,100,100,100,100,100,-66,-23,100,-75,100,-73,100,100,-37,100,-49,100,100,100,-57,100,100,-54,-49,100,100,100,100,100,-75,100,100,100,10
-77,-68,100,-82,100,-55,100,-65,-23,-74,-72,100,-75,100,-63,-38,100,-49,100,100,100,-56,-77,100,-69,-50,100,100,100,100,100,100,100,100,-71,10
-78,-68,-88,100,-82,-56,100,-66,-23,-72,-71,100,100,100,-62,-37,100,-49,100,100,100,-55,100,100,-69,-50,100,100,100,100,100,-74,100,100,-72,10
100,-68,100,100,100,-55,100,-65,-23,100,-70,100,100,100,-63,100,100,-47,100,100,100,-55,100,100,-69,-50,100,100,100,100,100,100,100,100,100,10
100,100,100,100,100,100,100,-66,-23,100,100,100,100,100,-60,100,100,-50,100,100,100,-56,100,100,-69,-50,100,100,100,100,100,100,100,100,100,10
100,-66,100,100,100,100,100,100,-23,100,100,100,-75,100,100,-37,100,-49,100,100,100,-56,100,100,-68,-50,100,100,100,100,100,-74,100,100,100,10
100,-67,100,-81,100,-55,100,-67,-23,-75,100,100,-74,100,-61,-37,100,-49,100,100,100,-57,-71,100,-68,-48,100,100,100,100,100,-73,100,100,-68,10
100,-67,100,-80,100,-52,100,-68,-22,-74,-70,100,-75,100,100,-36,100,-47,100,100,100,-55,100,100,-68,-51,100,100,100,100,100,-88,100,100,-74,10
-77,-67,100,100,100,100,100,-57,-23,-77,-71,100,100,100,-63,-38,100,-47,100,100,100,-56,100,100,-68,-51,100,100,100,100,100,100,100,100,-72,10
100,-68,100,100,100,100,100,-66,-23,-77,100,100,-77,100,-62,-37,100,-49,100,100,100,-55,100,100,-68,-49,100,100,100,100,100,-73,100,100,-72,10
-76,-67,100,100,100,100,100,-66,-23,100,100,100,100,100,-60,-38,100,-48,100,100,100,-56,-68,100,-68,-58,100,100,100,100,100,100,100,100,-73,10
100,-72,100,-82,-81,-60,100,-68,-22,100,100,100,100,100,-61,-38,100,-49,100,100,100,-56,100,100,-68,-51,100,100,100,100,100,100,100,100,-72,10
100,-67,-86,100,100,-54,100,-67,-22,-76,-71,100,-74,100,100,-38,100,-47,100,100,100,-57,100,100,-68,-51,100,100,100,100,100,-74,100,100,-71,10
-79,-67,100,100,-82,100,100,-67,-23,-73,100,100,100,100,-61,-39,100,-48,100,100,100,-57,-71,100,-67,-50,100,100,100,100,100,100,100,100,-71,10
100,-67,100,100,100,-53,100,-66,-23,-72,-71,100,-75,100,100,100,100,-49,100,100,100,-58,100,100,-68,-49,100,100,100,100,100,100,100,100,-69,10
-79,-67,100,100,100,-53,100,-66,-23,-74,100,100,-75,100,-62,-39,100,-48,100,100,100,-57,-81,100,-68,-49,100,100,100,100,100,100,100,100,100,10
-79,100,100,100,100,-53,100,-66,-53,100,-72,100,100,100,100,-39,100,-50,100,100,100,100,-81,100,-68,-50,100,100,100,100,100,100,100,100,100,10
-79,-66,-88,100,100,-53,-86,-67,-23,100,-73,100,100,100,-63,-38,100,-49,100,100,100,-56,-79,100,-68,-49,100,100,100,100,100,-75,100,100,-71,10
-77,-67,100,100,100,-53,100,-67,-23,100,100,100,100,100,-62,-38,100,-48,100,100,100,-55,-82,100,-68,-50,100,100,100,100,100,100,100,100,-70,10
100,-68,100,-83,100,-54,100,-66,-23,-71,-73,100,100,100,-63,100,100,-49,100,100,100,-56,100,100,-67,-50,100,100,100,100,100,100,100,100,100,10
100,100,100,100,100,-52,100,100,-24,100,100,100,100,100,-63,-39,100,-49,100,100,100,-56,100,100,-68,-49,100,100,100,100,100,100,100,100,100,10
100,100,100,-78,100,-54,100,-64,-23,100,100,100,100,100,-63,-40,100,-49,100,100,100,-57,100,100,-69,-51,100,100,100,100,100,100,100,100,-73,10
-76,100,100,100,100,-53,100,100,-23,-73,-72,100,100,100,-63,-41,100,-48,100,100,100,-52,-72,100,-69,-49,100,100,100,100,100,100,100,100,100,10
-77,-68,100,100,100,-53,100,-65,-23,100,100,100,100,100,-62,-41,100,-49,100,100,100,-56,-71,100,-68,-50,100,100,100,100,100,100,100,100,-72,10
100,-66,100,-81,-81,-53,100,100,-23,100,-71,100,100,100,100,-38,100,-46,100,100,100,-55,100,100,-68,-50,100,100,100,100,100,100,100,100,-72,10
-77,-68,100,-81,-82,-51,100,-67,-23,100,100,100,100,100,-64,-39,100,-48,100,100,100,-55,100,100,-68,-51,100,100,100,100,100,-77,100,100,-71,10
-77,-72,100,100,100,-52,100,-66,-23,100,100,100,100,100,-63,-40,100,-48,100,100,100,-55,-72,100,-68,-49,100,100,100,100,100,100,100,100,-71,10
100,-67,100,100,100,-52,100,-66,-23,100,100,100,100,100,-61,-40,100,-48,100,100,100,-56,100,100,-68,-50,100,100,100,100,100,100,100,100,-71,10
-77,-68,100,100,100,-52,-87,-66,-24,100,100,100,100,100,-63,-40,100,-46,100,100,100,-56,100,100,-69,-51,100,100,100,100,100,100,100,100,-71,10
-78,-69,100,100,100,-52,100,100,-24,100,100,100,100,100,-63,-40,100,-49,100,100,100,-56,100,100,-69,-49,100,100,100,100,100,100,100,100,-70,10
-79,-69,100,100,100,-52,100,100,-23,100,100,100,-77,100,-62,-39,100,-48,100,100,100,-60,100,100,-69,-51,100,100,100,100,100,-84,100,100,-71,10
-78,100,100,100,-86,-52,100,100,-24,100,-72,100,100,100,-63,-40,100,-48,100,100,100,-57,100,100,-69,-51,100,100,100,100,100,-76,100,100,-71,10
100,-67,100,-83,100,-52,100,100,-23,100,100,100,100,100,-62,-39,100,-48,100,100,100,-56,-73,100,-68,-49,100,100,100,100,100,100,100,100,-71,10
-75,-69,100,100,100,-52,100,100,-23,100,100,100,100,100,-61,-39,100,-48,100,100,100,-55,100,100,-57,-51,100,100,100,100,100,100,100,100,-72,10
100,-69,100,100,100,-50,100,100,-23,-74,100,100,100,100,-62,-40,100,-48,100,100,100,-55,100,100,-69,-48,100,100,100,100,100,-76,100,100,-71,10
100,100,100,-82,100,-52,100,100,-43,100,100,100,100,100,-68,-40,100,-46,100,100,100,-56,100,100,-69,-48,100,100,100,100,100,100,100,100,100,10
100,-69,100,-82,100,-51,100,100,-23,100,100,100,100,100,-63,-40,100,-49,100,100,100,-55,100,100,-69,-50,100,100,100,100,100,100,100,100,100,10
100,100,100,-82,100,-52,100,100,-24,100,100,100,-77,100,100,-40,100,-49,100,100,100,-56,100,100,-69,-49,100,100,100,100,100,100,100,100,-69,10
-76,100,100,100,100,-51,100,-66,-23,-72,100,100,-76,100,-68,-40,100,-48,100,100,100,-57,100,100,-68,-49,100,100,100,100,100,100,100,100,-69,10
-78,-68,100,100,100,-52,100,-66,-23,100,100,100,-76,100,100,-40,100,-49,100,100,100,-56,100,100,-68,-48,100,100,100,100,100,-75,100,100,-71,10
-77,-68,100,100,100,-52,100,-67,-23,-72,-72,100,100,100,100,-40,100,-49,100,100,100,100,100,100,-68,-51,100,100,100,100,100,100,100,100,100,10
-78,-73,100,-82,100,-53,-86,-66,-23,-72,100,100,-77,100,-69,-39,100,-48,100,100,100,-59,-81,100,-59,-51,100,100,100,100,100,100,100,100,-68,10
-77,-74,-87,100,100,100,-87,-66,-23,-73,-69,100,-75,100,-61,-40,100,-49,100,100,100,-57,100,100,-69,-48,100,100,100,100,100,-70,100,100,100,10
100,100,100,-82,100,-53,100,-64,-24,100,100,100,-75,100,-63,-39,100,-48,100,100,100,-57,-81,100,-69,-51,100,100,100,100,100,100,100,100,-72,10
-79,-67,100,100,100,-53,100,-67,-23,-73,100,100,-75,100,-61,-40,100,-49,100,100,100,-57,100,100,-69,-51,100,100,100,100,100,100,100,100,-73,10
-78,-67,100,100,-81,-54,-87,100,-23,-71,-70,100,-76,100,-69,-39,100,-49,100,100,100,-56,-86,100,-69,-51,100,100,100,100,100,-75,100,100,-72,10
-78,-67,100,100,100,-52,100,-66,-23,-74,-69,100,-75,100,-64,-39,100,-46,100,100,100,-57,100,100,-68,-49,100,100,100,100,100,100,100,100,100,10
-78,-74,100,100,-82,-52,100,-67,-23,-73,-70,100,-72,100,-70,-40,100,-48,100,100,100,-56,-82,100,-69,-48,100,100,100,100,100,100,100,100,-73,10
-77,-69,100,100,100,-56,100,-60,-32,-63,100,100,-79,100,-60,-37,100,-50,100,100,100,-56,-78,100,-70,-56,100,100,100,100,100,100,100,100,100,50
-79,-68,-88,100,100,-57,100,-58,-32,100,-69,100,-79,100,-61,-42,100,-50,100,100,100,-55,-77,100,-70,-55,100,100,100,100,100,100,100,100,100,50
-79,100,100,100,100,-57,100,-58,-32,100,100,100,-77,100,-62,100,100,-51,100,100,100,-54,100,100,-70,-55,100,100,100,100,100,100,100,100,100,50
100,-73,100,100,100,-56,100,-57,-32,-64,-70,100,100,100,-61,-37,100,-49,100,100,100,-56,-78,100,-71,-56,100,100,100,100,100,-76,100,100,-82,50
-77,-70,-86,100,100,100,-81,-58,-32,100,-69,100,-79,100,100,-37,100,-50,100,100,100,-56,-78,100,-69,-60,100,100,100,100,100,100,100,100,-81,50
-78,100,100,100,100,-59,100,-58,-33,-63,100,100,-75,100,-61,-36,100,-49,100,100,100,-56,-79,100,-71,-56,100,100,100,100,100,-76,100,100,-75,50
