06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e4:8d:8c:20:4d:c1_UPLAT,18:28:61:13:0d:9d_EROGLU,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-66,-52,-76,-33,-48,-51,-58,-55,-49,-77,-44,NaN,-53,-63,-68,-59,-72,-68,-76,14
-65,-52,-50,-32,-47,-52,-63,-60,-49,NaN,-44,-53,-53,-63,-66,-58,-72,-69,-78,14
-65,-52,-53,-32,-47,-53,-63,-60,-48,-79,-44,-55,-53,-63,-68,-61,NaN,-68,-78,14
-65,-55,-48,-32,-48,-52,-61,-59,-47,-78,-44,-52,-53,NaN,-68,-60,NaN,-68,NaN,14
-65,-53,-47,-33,-48,-47,-60,-59,-49,-78,-44,-52,-53,NaN,-68,-61,NaN,-69,-79,14
-65,-52,-47,-32,-48,-51,-58,-58,-48,-81,-41,-53,-53,NaN,-68,-59,NaN,-69,-78,14
-66,-52,-44,-32,-48,-51,-60,-58,-49,-76,-44,-54,-53,-66,-68,-61,NaN,-68,-80,14
-57,-53,-48,-32,-48,-63,-58,-58,-49,-74,-42,-57,-54,-64,-68,-64,-74,-68,-80,14
-66,-52,-48,-32,-47,-63,-60,-58,-48,-74,-44,-55,-52,-64,-69,-60,-90,-68,-81,14
-66,-52,-48,-32,-47,-52,-63,-58,-49,-79,-44,-55,-52,NaN,-68,-61,-69,-72,-81,14
-65,-52,-48,-32,-47,-52,-60,-59,-49,-79,-44,-53,-53,-65,-69,-67,-69,-72,NaN,14
-66,-52,-49,-32,-48,-49,-63,-58,-50,-78,-45,-54,-52,-53,-69,-61,NaN,-67,-80,14
-66,-51,-52,-32,-48,-52,-62,-60,-48,-78,-44,-55,-51,-63,-68,-59,NaN,-69,-75,14
-66,-52,-49,-32,-47,-53,-60,-65,-49,-78,-43,-57,-51,-63,-69,-61,NaN,-68,-75,14
-66,-53,-49,-32,-49,-52,-60,-59,-48,NaN,-44,-55,-53,-63,-68,-60,-70,-68,NaN,14
-66,-52,-50,-31,-47,-51,-66,-58,-48,-79,-44,-57,-53,NaN,-68,-60,-72,-68,NaN,14
-67,-53,-49,-33,-48,-53,-63,-54,-49,-79,-44,-57,-54,NaN,-69,-61,-72,-69,NaN,14
-67,-53,-49,-32,-48,-53,-61,-60,-45,NaN,-41,-57,-53,NaN,-68,-61,NaN,-75,NaN,14
-67,-53,-49,-32,-48,-52,-53,-59,-49,NaN,-44,-57,-54,-63,-65,-61,NaN,-69,NaN,14
-67,-53,-49,-32,-47,-53,-63,-59,-49,NaN,-44,NaN,-54,-64,-67,-58,NaN,-65,NaN,14
-66,-53,-52,-35,-48,-53,-63,-59,-49,NaN,-44,NaN,-53,-64,-65,-60,NaN,-68,NaN,14
-65,-54,-50,-32,-47,-52,-65,-59,-48,-74,-44,NaN,-53,NaN,-67,-59,NaN,-69,-75,14
-65,-53,-49,-32,-48,-51,-65,-60,-47,-74,-44,NaN,-53,NaN,-67,-60,-72,-69,-75,14
-66,-53,-51,-32,-48,-53,NaN,-63,-49,-79,-44,-53,-53,NaN,-68,-58,-72,-69,NaN,14
-67,-52,-50,-32,-48,-51,NaN,-59,-48,-78,-44,-54,-53,-65,-68,-60,-72,-70,NaN,14
-68,-52,-50,-33,-48,-52,-59,-59,-49,-78,-44,-57,-53,-65,-66,-60,-72,-69,-75,14
-67,-52,-48,-32,-48,-52,-60,-59,-49,NaN,-47,-57,-53,-66,-68,-61,NaN,-69,-75,14
-67,-52,-49,-31,-48,-52,-65,-58,-49,NaN,-44,-57,-52,-65,-67,-58,-70,NaN,NaN,14
-66,-53,-74,-32,-90,-52,-62,-59,-49,NaN,-44,-57,-52,-68,-68,-61,-70,-67,-74,14
-67,-53,-49,-32,-48,-52,-62,-57,-48,-80,-44,-57,-53,-64,-68,-60,-71,-69,-73,14
-67,-53,-49,-32,-48,-52,-62,-63,-49,-80,-44,-57,-53,-64,-68,-58,-71,-69,-75,14
-67,-53,-49,-32,-48,-52,-60,-59,-47,NaN,-43,-56,-55,-63,-68,-58,NaN,-69,-74,14
-67,-54,-51,-32,-48,-52,-60,-56,-47,-80,-44,-56,-55,-63,-68,-59,NaN,-69,-78,14
-67,-53,-48,-32,-47,-53,-60,-60,-78,-80,-43,NaN,-54,-65,-68,-59,NaN,-69,-72,14
-67,-52,-50,-32,-52,-52,-63,-61,-47,-79,-43,NaN,-53,-66,-66,-58,-72,-69,-80,14
-68,-52,-50,-32,-48,-52,-64,-58,-48,-79,-47,NaN,-53,-64,-67,-57,-72,-69,-77,14
-65,-53,-50,-32,-48,-52,-60,-58,-48,-78,-44,-56,-53,-64,-68,-59,-84,-69,-79,14
-65,-52,-50,-32,-48,-60,-56,-56,-49,-77,-43,-56,-51,-63,-68,-58,-84,-68,-75,14
-66,-55,-50,-32,-48,-53,-59,-59,-49,-81,-43,-57,-53,-64,-68,-59,-71,-65,-75,14
-65,-53,-48,-32,-48,-51,-61,-65,-47,-81,-44,-54,-52,-63,-68,-60,-57,-65,-76,14
-66,-51,-49,-32,-48,-53,-60,-62,-46,-80,-44,-55,-52,-63,-67,-60,-57,-69,-76,14
-65,-52,-50,-32,-48,-52,-60,-60,-46,-78,-44,-55,-50,-64,-70,-59,-59,-67,NaN,14
-66,-54,-50,-32,-47,-52,-63,-63,-48,-77,-45,-54,-53,-64,-70,-60,-59,-69,NaN,14
-67,-54,-49,-32,-47,-53,-62,-62,-49,-77,-44,-53,-53,-65,-67,-59,-75,-66,NaN,14
-65,-55,-47,-32,-48,-58,-62,-60,-49,-78,-44,-57,-53,-65,-65,-60,-73,-68,NaN,14
-66,-54,-49,-32,-47,-51,-63,-62,-47,-78,-44,-57,-53,-65,-67,-60,-71,-69,NaN,14
-67,-53,-48,-32,-47,-52,-63,-59,-49,-78,-40,-57,-54,-65,-67,-60,-71,-69,NaN,14
-59,-60,-47,-34,-46,-52,-59,-63,-49,-78,-37,-63,-62,-67,-68,-58,NaN,-62,-74,15
-57,-53,-47,-37,-44,-56,-55,-57,-58,-73,-37,-52,-56,-62,-67,-55,-82,-60,-75,15
-58,-52,-48,-37,-44,-49,-56,-58,-57,-73,-38,-54,-57,-63,-67,-57,-82,-78,-75,15
-57,-53,-49,-37,-44,-52,-56,-58,-58,-73,-37,-51,-70,-61,-67,-53,NaN,-60,NaN,15
-57,-52,-50,-37,-48,-51,-57,-58,-56,-73,-37,-52,-70,-60,-67,-53,NaN,-60,-74,15
-56,-53,-49,-38,-44,-50,-54,-57,-55,-72,-37,-52,-57,-62,-66,-56,NaN,-60,-72,15
-57,-52,-49,-38,-43,-51,-54,-57,-57,-73,-34,-54,-56,-62,-67,-55,-75,-61,-72,15
-57,-53,-48,-37,-44,-49,-55,-57,-53,-74,-38,-54,-56,-60,-66,-55,-75,-58,-74,15
-56,-52,-49,-37,-44,-49,-54,-59,-53,-72,-37,-53,-56,-60,-66,-54,NaN,-60,-74,15
-56,-52,-50,-36,-44,-51,-56,-59,-57,-72,-38,-51,-56,-63,-66,-53,NaN,-60,-73,15
-56,-52,-49,-38,-44,-51,-57,-56,-58,-73,-34,-51,-56,-64,-66,-55,-69,-60,-73,15
-56,-53,-50,-37,-44,-51,-57,-57,-56,-72,-37,-54,-59,-62,-67,-53,-76,-60,-77,15
-56,-51,-50,-37,-44,-50,-55,-56,-56,-73,-38,-54,-58,-64,-66,-57,-75,-60,-77,15
-56,-52,-55,-37,-44,-52,-56,-57,-57,-73,-37,-54,-55,-72,-67,-56,-78,-59,NaN,15
-56,-52,-49,-37,-43,-50,-55,-58,-57,-73,-38,-51,-55,-72,-66,-60,-78,-59,NaN,15
-56,-55,-49,-37,-44,-50,-56,-55,-53,-71,-37,-53,-56,-63,-67,-54,NaN,-60,NaN,15
-56,-52,-50,-37,-44,-52,-54,-60,-57,-73,-39,-53,-59,-64,-67,-54,NaN,-60,-74,15
-56,-52,-50,-37,-44,-50,-55,-57,-56,-74,-38,-57,-55,-64,-66,-59,NaN,-61,-74,15
-57,-51,-49,-38,-44,-65,-58,-57,-56,-75,-37,-51,-57,-65,-67,-59,-77,-59,-72,15
-57,-51,-49,-38,-44,-51,-57,-57,-57,-75,-37,-51,-54,-63,-65,-55,-77,-56,-74,15
-57,-51,-60,-34,-48,-49,-56,-53,-55,-72,-37,-51,-54,-63,-67,-53,NaN,-60,-75,15
-57,-52,-50,-39,-44,-48,-57,-59,-56,-72,-37,-51,-56,-60,-66,-54,NaN,-60,-74,15
-57,-52,-49,-37,-44,-49,-57,-60,-57,-74,-37,-53,-70,-70,-67,-55,NaN,-60,-74,15
-56,-52,-49,-37,-48,-50,-56,-58,-77,-73,-36,-55,-56,-62,-66,-54,NaN,-61,-74,15
-56,-51,-48,-38,-44,-52,-55,-54,-57,-69,-37,-57,-55,-63,-66,-56,NaN,-58,-76,15
-56,-51,-48,-38,-44,-50,-57,-59,-57,-69,-36,-52,-55,-63,-66,-53,NaN,-58,-75,15
-57,-51,-48,-37,-44,-50,-56,-58,-57,-73,-38,-51,-56,-72,-66,-55,-69,-59,-74,15
-57,-52,-48,-38,-44,-55,-57,-57,-56,-74,-38,-50,-56,-61,-67,-56,-77,-61,-74,15
-57,-51,-48,-38,-44,-50,-56,-56,-56,-71,-37,-51,-57,-61,-67,-55,-77,-61,-74,15
-57,-54,-50,-39,-44,-51,-56,-57,-57,-71,-37,-53,-55,-64,-67,-52,-77,-60,-76,15
-57,-51,-49,-37,-44,-50,-55,-54,-55,-73,-37,-53,-56,-71,-66,-54,-77,-60,-76,15
-55,-51,-49,-39,-44,-50,-55,-58,-56,-74,-38,-51,-65,-63,-67,-53,NaN,-59,-79,15
-57,-52,-46,-38,-44,-49,-56,-57,-56,-73,-38,-53,-55,-63,-67,-54,NaN,-59,-79,15
-57,-51,-49,-38,-44,-51,-54,-58,-57,-74,-36,-52,-55,NaN,-66,-54,NaN,-60,NaN,15
-57,-50,-49,-37,-44,-50,-57,-57,-57,-74,-37,-53,-57,-62,-65,-55,NaN,-60,-72,15
-57,-51,-48,-37,-44,-50,-55,-58,-57,-74,-36,-53,-54,-60,-66,-53,-70,-59,-74,15
-57,-50,-48,-37,-44,-50,-55,-58,-56,-74,-37,-54,-56,-61,-67,-55,-70,-59,-74,15
-57,-51,-49,-37,-44,-50,-54,-56,-57,-72,-38,-53,-56,-61,-67,-54,NaN,-59,NaN,15
-57,-50,-48,-35,-44,-51,-50,-58,-56,-72,-38,-53,-56,-61,-65,-54,NaN,-59,NaN,15
-57,-51,-49,-37,-44,-50,-62,-58,-56,-73,-37,-56,-56,-61,-66,-55,NaN,-60,NaN,15
-57,-50,-49,-35,-44,-50,-55,-56,-57,-74,-37,-52,-50,NaN,-67,-53,NaN,-59,NaN,15
-57,-52,-49,-37,-44,-69,-55,-56,-57,-74,-38,-52,-57,NaN,-67,-53,NaN,-59,-74,15
-57,-51,-48,-37,-44,-50,-57,-53,NaN,-73,-37,-53,-63,-60,-66,-54,NaN,-59,-76,15
-58,-50,-49,-37,-44,-50,-51,-57,-56,-73,-37,-52,-54,-60,-66,-55,NaN,-59,-76,15
-57,-52,-46,-38,-44,-50,-55,-57,-55,-73,-38,-57,-53,-68,-65,-53,NaN,-61,NaN,15
-57,-52,-49,-36,-48,-49,-55,-51,-56,-70,-38,-53,-53,-63,-66,-52,-78,-58,-76,15
-57,-50,-48,-37,-44,-51,-57,-56,-57,-73,-38,-54,-66,-63,-66,-54,-78,-59,-76,15
-57,-51,-49,-36,-44,-50,-55,-55,-57,-73,-38,-57,-66,NaN,-67,-54,NaN,-59,NaN,15
-57,-51,-48,-37,-44,-50,-57,-56,-57,NaN,NaN,-53,-56,NaN,-66,-54,NaN,-60,NaN,15
-57,-55,-48,-37,-44,-50,-55,-58,-58,-70,-37,-55,-56,-60,-66,-55,NaN,-60,-75,15
-57,-56,-49,-37,-45,-49,-53,-56,-57,-73,-38,-54,-57,-60,-67,-57,NaN,-60,-75,15
-56,-51,-49,-33,-44,-51,-54,-58,-57,-73,-38,-54,-57,-60,-67,-54,-76,-60,-76,15
-57,-49,-49,-37,-48,-51,-56,-56,-58,-72,-37,-54,-58,-59,-67,-54,-76,-61,-76,15
-56,-50,-49,-38,-48,-51,-56,-59,-58,-72,-38,-53,-56,-59,-66,-53,NaN,-60,NaN,15
-56,-50,-49,-37,-44,-50,-53,-58,-56,-73,-37,-53,-58,NaN,-67,-56,NaN,-60,NaN,15
-56,-50,-49,-37,-44,-51,-57,-58,-57,-73,-37,-58,-58,NaN,-67,-54,NaN,-60,NaN,15
-57,-51,-46,-38,-48,-50,-55,-59,-56,NaN,-36,-52,-54,-61,-66,-56,-69,-59,NaN,15
-56,-51,-50,-88,-48,-50,-56,-57,-57,NaN,-37,-50,-56,-61,-67,-55,-69,-60,-62,15
-57,-50,-49,-37,-44,-50,-55,-59,-56,-71,-37,-53,-56,-62,-67,-56,NaN,-63,-69,15
-55,-51,-49,-39,-44,-50,-58,-56,-49,-75,-38,-51,-56,-59,-66,-54,NaN,-63,-76,15
-57,-51,-50,-37,-44,-51,-54,-56,-58,-75,-37,-52,-57,-59,-66,-55,-78,-60,-76,15
-56,-54,-51,-37,-44,-52,-57,-58,-58,NaN,-37,-51,-57,NaN,-67,-54,-78,-60,NaN,15
-57,-53,-50,-37,-44,-52,-55,-54,-58,-73,-38,-53,-56,NaN,-66,-56,NaN,-59,-75,15
-56,-53,-50,-37,-44,-50,-49,-58,-58,-75,-39,-52,-58,NaN,-67,-55,NaN,-60,-76,15
-58,-55,-48,-38,-44,-50,-55,-58,-57,-75,-38,-52,-57,-60,-67,-55,NaN,-59,-76,15
-57,-51,-49,-38,-48,-52,-58,-60,-58,NaN,-37,-52,-57,-60,-66,-54,NaN,-59,-75,15
-57,-53,-48,-38,-44,-48,-58,-55,-58,NaN,-33,-52,-56,NaN,-67,-56,NaN,-59,-75,15
-57,-54,-48,-37,-44,-52,-49,-56,-57,NaN,-34,-53,-56,NaN,-67,-55,NaN,-58,NaN,15
-56,-53,-48,-36,-45,-49,-57,-57,-54,NaN,-38,-63,-54,-60,-66,-60,-77,-62,NaN,15
-57,-54,-48,-37,-44,-51,-55,-56,-56,NaN,-40,-50,-56,-60,-66,-55,-77,-59,NaN,15
-57,-53,-48,-38,-44,-53,-55,-58,-57,NaN,-37,-51,-56,NaN,-64,-58,NaN,-63,-75,15
-57,-52,-49,-37,-44,-51,-58,-53,-56,-74,-38,-55,-56,-58,-67,-53,-77,-60,-75,15
-56,-53,-49,-38,-44,-50,-53,-56,-57,-74,-38,-51,-57,-58,-65,-53,-77,-60,NaN,15
-57,-56,-51,-33,-43,-52,-57,-58,-58,-73,-38,-51,-57,NaN,-67,-56,NaN,-60,NaN,15
-56,-55,-53,-38,-44,-51,-57,-55,-58,-73,-38,-55,-56,-60,-67,-57,-77,-62,NaN,15
-57,-53,-50,-37,-44,-57,-55,-58,-57,-73,-37,-55,-56,-60,-67,-59,-77,-60,NaN,15
-56,-51,-52,-38,-44,-54,-54,-55,-56,-75,-39,NaN,NaN,NaN,-66,-54,-77,-60,NaN,15
-57,-55,-74,-38,-44,-53,-54,-52,-56,-75,-39,-52,-55,-61,-66,-55,NaN,-59,NaN,15
-57,-55,-54,-38,-44,-53,-59,-59,-56,-74,-38,-53,-55,-61,-65,-56,NaN,-59,-75,15
-57,-52,-49,-37,-48,-47,-56,-57,-58,-75,-38,-54,-54,-59,-66,-55,NaN,-60,-75,15
-64,-49,-49,-39,-49,-45,-57,-66,-51,-76,-35,-51,-53,-60,-66,-57,NaN,-58,NaN,16
-64,-50,-46,-39,-52,-47,-57,-54,-45,-76,-35,-51,-53,-58,-60,-57,-68,-56,-69,16
-53,-48,-46,-33,-49,-50,-60,-53,-46,-74,-35,-50,-57,-67,-58,-53,-67,-57,-69,16
-64,-49,-45,-33,-60,-47,-54,-53,-43,-74,-34,-55,-53,-62,-60,-57,-67,-54,-65,16
-65,-49,-47,-33,-53,-52,-54,-56,-48,NaN,-34,-50,-53,-63,-61,-56,NaN,-63,-65,16
-64,-50,-48,-33,-53,-50,-54,-56,-48,-78,-35,-52,-53,-63,-60,-57,-67,-93,-65,16
-64,-48,-47,-33,-53,-49,-55,-54,-46,-78,-34,-52,-57,-63,-57,-56,-69,-56,NaN,16
-63,-48,-50,-33,-53,-50,-55,-56,-45,NaN,-35,-52,-54,-62,-60,-52,-69,-54,NaN,16
-65,-49,-46,-33,-53,-50,-56,-54,-46,-77,-35,-52,-90,-64,-60,-57,NaN,-55,-68,16
-64,-50,-45,-33,-52,-48,-57,-52,-45,-78,-35,-51,-52,-62,-60,-55,NaN,-55,-75,16
-64,-48,-46,-33,-52,-47,-57,-55,-46,-79,-35,-53,-52,-62,-60,-57,-67,-55,-75,16
-54,-48,-45,-34,-53,-49,-58,-54,-45,-79,-34,-50,-53,-63,-55,-60,-67,-58,NaN,16
-63,-49,-48,-34,-53,-49,-55,-66,-47,-76,-34,-50,-53,-63,-59,-57,NaN,-55,NaN,16
-63,-51,-47,-32,-55,-47,-55,-58,-49,-76,-35,-52,-55,NaN,-62,-58,NaN,-57,NaN,16
-64,-50,-47,-32,-53,-52,-56,-54,-47,NaN,-35,-52,-54,-64,-60,-59,-68,-56,-67,16
-63,-49,-54,-34,-53,-47,-54,-55,-46,NaN,-34,-51,-54,-64,-60,-59,-67,-55,-67,16
-63,-50,-46,-34,-53,-49,-57,-55,-46,NaN,-34,-51,-53,-65,-60,-56,-66,-55,-69,16
-63,-49,-45,-34,-53,-48,-56,-54,-46,NaN,-35,-50,-54,-63,-60,-58,-66,-54,-69,16
-63,-49,-44,-33,-53,-48,-56,-55,-45,NaN,-35,-50,-54,-75,-60,-57,NaN,-55,NaN,16
-63,-51,-44,-34,-53,-48,-58,-54,-46,-75,-34,-54,-54,-75,-59,-55,-68,-66,NaN,16
-63,-48,-45,-33,-53,-49,-55,-55,-46,-78,-34,-54,-54,-69,-60,-57,-68,-63,NaN,16
-63,-48,-45,-34,-53,-52,-57,-52,-45,-78,-35,-55,-53,-69,-60,-58,-67,-55,NaN,16
-63,-50,-44,-34,-53,-48,-57,-55,-46,-75,-34,-55,-53,NaN,-60,-56,-67,-55,-66,16
-64,-48,-45,-33,-53,-48,-57,-55,-45,-78,-34,NaN,-53,-66,-60,-57,NaN,-55,-66,16
-63,-48,-44,-34,-52,-48,-58,-55,-45,-78,-34,NaN,-53,-65,-60,-57,-68,-55,-67,16
-63,-48,-43,-34,-52,-47,-57,-54,-45,NaN,-34,-50,-54,-65,-60,-57,-70,-55,-67,16
-63,-48,-43,-34,-53,-48,-57,-53,-46,-76,-34,-50,-52,NaN,-60,-55,-70,-55,NaN,16
-63,-49,-44,-34,-52,-50,-58,-54,-45,-73,-34,-52,-53,NaN,-60,-57,NaN,-55,NaN,16
-63,-48,-45,-34,-53,-48,-55,-56,-43,-78,-35,-52,-54,-66,-60,-57,NaN,-56,NaN,16
-64,-48,-44,-33,-52,-49,-52,-54,-46,-79,-34,-52,-54,-66,-60,-58,-70,-56,-64,16
-63,-49,-46,-34,-53,-49,-55,-55,-46,-79,-35,-55,-53,-65,-60,-59,-70,-55,-64,16
-63,-47,-46,-34,-60,-49,-55,-54,-46,NaN,-35,-50,-53,-65,-58,-55,-68,-56,-66,16
-62,-48,-45,-34,-60,NaN,-57,-56,-45,NaN,-34,-51,-52,-63,-60,-58,-68,-56,-66,16
-63,-48,-46,NaN,-53,-49,-57,-55,-44,NaN,-34,-51,-52,-63,-58,-57,-69,-63,NaN,16
-64,-48,-46,NaN,-53,-53,-56,-56,-44,NaN,-34,-51,-52,NaN,-60,-54,-69,-63,NaN,16
-63,-50,-46,-33,-50,-49,-56,-54,-45,-77,-34,NaN,-53,NaN,-60,-58,NaN,-56,NaN,16
-63,-48,-46,-33,-52,-49,-56,-54,-45,-77,-34,-51,-53,-64,-60,-57,-67,-55,NaN,16
-63,-49,-46,-34,-53,-49,-54,-56,-45,NaN,-34,-51,-54,-65,-59,-57,-68,-55,NaN,16
-63,-49,-46,-33,-53,-48,-58,-56,-45,NaN,-33,-51,-58,-66,-60,-53,-68,-55,-62,16
-63,-49,-46,-33,-53,-48,-54,-54,-45,-76,-35,NaN,-58,-66,-60,-58,-68,-55,-62,16
-64,-48,-46,-32,-53,-49,-57,-55,-45,-77,-33,NaN,-55,NaN,-59,-58,-68,-55,-66,16
-55,-47,-46,-33,-52,-49,-55,-54,-45,-77,-35,-52,-54,NaN,-60,-49,-68,-56,-66,16
-63,-48,-45,-34,-52,-49,-55,-54,-45,NaN,-34,-51,-55,NaN,-60,-90,NaN,-55,NaN,16
-64,-47,-44,-34,-53,-49,-53,-56,-45,NaN,-35,-51,-54,NaN,-89,-53,NaN,-55,-67,16
-64,-49,-46,-33,-54,-49,-54,-55,-45,NaN,-35,-47,-59,NaN,-59,-59,-68,-55,-67,16
-63,-47,-46,-34,-53,-50,-58,-55,-45,-75,-35,-53,-54,NaN,-59,-59,-68,-55,NaN,16
-63,-47,-46,-33,-60,-50,-54,-54,-49,-75,-34,-54,-53,NaN,-59,-59,NaN,-56,NaN,16
-63,-49,-47,-34,-53,-49,-52,-54,-49,NaN,-34,-54,-53,NaN,-59,-58,NaN,-55,NaN,16
-62,-47,-47,-34,-88,-49,-54,-56,-46,-76,-33,-54,-54,NaN,-60,-57,NaN,-55,NaN,16
-62,-47,-46,-33,-88,-48,-55,-55,-46,-76,-33,-54,-54,NaN,-59,-55,NaN,-56,-66,16
-63,-47,-46,-34,-52,-49,-55,-54,-46,NaN,-34,-54,-54,NaN,-60,-57,NaN,-56,-66,16
-63,-47,-44,-34,-59,-49,-57,-63,-48,NaN,-34,-54,-55,NaN,-59,-55,-67,-56,-66,16
-62,-49,-46,-34,-53,-49,-57,-63,-44,NaN,-33,-53,-55,NaN,-59,-55,-67,-57,NaN,16
-62,-47,-47,-33,-52,-48,-57,-63,-45,NaN,-34,-53,-55,NaN,-57,-54,NaN,-55,-67,16
-63,-50,-45,-33,-53,-49,-52,-56,-46,-76,-34,NaN,-52,NaN,-60,-57,-69,-56,-69,16
-63,-48,-45,-33,-53,-50,-55,-56,-48,-77,-34,-54,-53,NaN,-57,-57,-69,-57,-68,16
-63,-47,-46,-32,-52,-50,-55,-56,-48,-78,-35,-54,-52,-64,-59,-57,-68,-54,-68,16
-55,-47,-46,-32,-59,-50,-54,-56,-45,-78,-34,NaN,-53,-64,-60,-57,-68,-54,-65,16
-63,-50,-46,-34,-60,-48,-57,-56,-46,NaN,-35,-55,-54,-64,-60,-59,-66,-55,-65,16
-62,-50,NaN,-34,-52,-49,-55,-56,-45,-77,-35,-51,-55,-62,-59,-59,-67,-56,NaN,16
-63,-48,-48,-34,-53,-49,-59,-52,-45,-77,-37,-51,-55,-62,-60,-60,-67,-56,-65,16
-64,-47,-46,-33,-53,-49,-53,-54,-45,-77,-34,-54,-54,-65,-58,-60,NaN,-54,-67,16
-63,-47,-46,-34,-53,-49,-57,-53,-44,NaN,-35,-50,-56,-63,-59,-57,-67,-54,-69,16
-63,-47,-47,-33,-52,-49,-56,-53,-45,-69,-37,-51,-55,-63,-55,-58,-67,-55,-69,16
-61,-46,-47,-32,-49,-50,-54,-67,-45,-77,-36,-50,-54,-61,-60,-58,-68,-56,-66,16
-63,-47,-48,-33,-55,-48,-55,-55,-45,-77,-37,-51,-55,-63,-60,-61,-68,-56,-66,16
-63,-48,-47,-33,-54,-49,-51,-59,-44,NaN,-34,-51,-58,-63,-57,-57,-68,NaN,-71,16
-62,-48,-48,-33,-48,-49,-51,-50,-45,NaN,-34,-51,-58,-63,-59,-58,-69,-56,-68,16
-62,-46,-44,-34,-53,-49,NaN,-51,-39,-77,-35,NaN,-58,-63,-58,-53,-69,-55,-68,16
-63,-47,-45,-32,-52,-49,-57,-54,-45,-74,-35,-54,-56,NaN,-60,-54,NaN,-55,NaN,16
-62,-50,-46,-32,-52,-49,-56,-56,-44,-72,-35,-54,-56,NaN,-59,-55,NaN,-56,-67,16
-63,-47,-46,-33,-53,-51,-55,-53,-47,-76,-37,-54,-53,-63,-59,-58,-67,-55,-67,16
-62,-47,-44,-33,-54,-48,-55,-55,-43,-79,-35,-51,-55,-63,-60,-50,-67,-55,NaN,16
-64,-47,-44,-34,-53,-50,-59,-56,-45,-79,-37,-51,-52,-60,-60,-57,-67,-55,NaN,16
-55,-48,-47,-34,-50,-50,-59,-64,-43,NaN,-34,NaN,-52,-60,-59,-54,NaN,-56,NaN,16
-63,-48,-47,-34,-53,-50,-57,-54,-46,NaN,-35,-53,-54,NaN,-57,-55,NaN,-54,-66,16
-63,-47,-47,-32,-52,-51,-58,-51,-45,NaN,-35,-53,-54,-64,-60,-58,NaN,-53,-66,16
-63,-48,-45,-33,-51,-49,-57,-56,-46,-78,-35,NaN,-54,-64,-60,-57,NaN,-56,NaN,16
-64,-47,-45,-33,-52,-49,-57,-55,-46,-78,-35,NaN,NaN,-64,-60,-54,NaN,-55,NaN,16
-64,-48,-46,-33,-52,-48,-59,-55,-45,-74,-35,-54,NaN,-64,-60,-57,NaN,-52,-67,16
-62,-56,-53,-40,-52,-59,-66,-53,-56,-71,-50,-54,-51,-62,-59,-59,NaN,-62,-69,17
-69,-54,-56,-35,-50,-56,-61,-60,-48,-71,-47,-55,-50,-59,-59,-57,NaN,-62,-69,17
-69,-53,-56,-35,-50,-57,-61,-60,-49,NaN,-47,-54,-49,-59,-59,-58,NaN,-60,NaN,17
-70,-56,-58,-35,-49,-58,NaN,-60,-49,-79,-45,-56,-48,-59,-58,-58,NaN,-61,-73,17
-69,-53,-58,-35,-50,-57,NaN,-62,-49,-79,-47,-54,-52,-61,-59,-60,NaN,-64,-73,17
-68,-54,-58,-35,-50,-59,NaN,-62,-50,NaN,-44,-52,-50,-59,-57,-59,NaN,-60,-74,17
-68,-54,-58,-34,-50,-56,NaN,-62,-70,NaN,-47,-57,-50,-60,-58,-60,NaN,-64,-70,17
-68,-53,-54,-34,-50,-56,NaN,-59,-51,-79,-43,-58,-48,-59,-60,-59,NaN,-63,-70,17
-68,-53,-54,-34,-51,-57,-63,-89,-49,-79,-45,-58,-48,-59,-58,-62,NaN,-63,-66,17
-68,-53,-54,-35,-50,-57,-70,-60,-49,NaN,-46,-58,-50,NaN,-59,-60,-74,-63,-66,17
-67,-53,-53,-35,-51,-53,-70,-63,-46,NaN,-46,-56,-48,-59,-59,-58,-74,-60,-70,17
-65,-53,-52,-44,-51,-59,NaN,-63,-51,-78,-44,-56,-51,-60,-56,-56,NaN,-64,-70,17
-71,-54,-51,-34,-50,-58,-64,-61,-49,-65,-45,-60,-50,-60,-58,-58,NaN,-64,NaN,17
-68,-53,-52,-35,-50,-59,-64,-61,-49,-65,-45,-54,-50,-56,-56,-56,NaN,-69,NaN,17
-69,-53,-60,-36,-51,-57,NaN,-61,-48,-78,-45,-54,-50,-60,-60,-60,NaN,-62,-66,17
-70,-54,-53,-35,-51,-57,-65,-58,-50,-78,-45,-54,-49,-56,-58,-58,NaN,-63,-66,17
