06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,4c:5e:0c:6f:20:b2_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:9e:ab:5c_MMD,4c:5e:0c:70:52:5a_RFKON2014-Mesh,c0:4a:00:0f:03:51_BilTAY Teknoloji,dc:02:8e:c2:23:52_ILKSEM,4c:5e:0c:71:aa:15_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,e4:8d:8c:20:4d:c1_UPLAT,18:28:61:13:0d:9d_EROGLU,00:26:5a:52:0b:8c_RFKON_115,18:28:61:58:78:6a_Dlink_DAP-1360,REF_POINT
-68,-50,-47,-59,-64,-35,-57,-62,-31,-77,NaN,NaN,NaN,-71,-50,-73,-81,NaN,NaN,6
-68,-49,-47,-93,-63,-35,-56,-63,-30,-74,-71,-75,NaN,-70,-50,-73,-81,-86,NaN,6
-67,-52,-46,-60,-63,-35,-56,-65,-30,-75,-69,-75,-75,-70,-50,-76,NaN,-86,NaN,6
-67,-56,-47,-60,-62,-36,-57,-64,-32,-74,-69,-80,-75,NaN,-50,-76,NaN,-86,NaN,6
-68,-49,-45,-59,-64,-35,-56,-63,-32,-72,-72,-77,-76,NaN,-50,NaN,NaN,-87,NaN,6
-68,-51,-45,-60,-63,-36,-57,-63,-32,-74,-73,-77,-76,NaN,-50,NaN,NaN,-85,NaN,6
-67,-52,-46,-62,-62,-35,-57,-64,-32,-75,-75,NaN,NaN,NaN,-51,NaN,NaN,-86,NaN,6
-68,-52,-46,-59,-62,-36,-58,-69,-32,-75,-70,-77,NaN,NaN,-51,-76,NaN,-86,NaN,6
-67,-51,-46,-60,-63,-36,-58,-63,-31,-74,-68,-77,-75,NaN,-50,-72,NaN,NaN,NaN,6
-68,-51,-46,-60,-64,-36,-58,-62,-32,-74,-68,-70,-75,-67,-51,-76,-84,-87,NaN,6
-68,-51,-46,-59,-63,-35,-58,-57,-32,-74,NaN,-76,NaN,-67,-51,-76,-84,-87,NaN,6
-68,-49,-45,-59,-63,-35,-58,-62,-32,-73,NaN,-75,NaN,-70,-51,-76,-82,NaN,NaN,6
-68,-51,-46,-59,-63,-36,-58,-63,-32,-74,-70,-74,NaN,-64,-50,-76,-82,NaN,NaN,6
-68,-50,-45,-59,-63,-35,-58,-63,-32,-75,-70,-75,NaN,-68,-50,-76,NaN,-85,NaN,6
-69,-53,-45,-58,-63,-36,-56,-62,-32,-72,-70,-76,-74,-69,-50,-76,NaN,-86,NaN,6
-68,-50,-47,-59,-63,-36,-58,-66,-32,-74,-71,-73,-81,-69,-50,-77,NaN,-86,NaN,6
-68,-51,-46,-59,-63,-36,-58,-62,-31,-72,-70,-78,-66,-70,-51,-77,-84,-86,NaN,6
-68,-51,-46,-59,-63,-36,-58,-63,-31,-75,-70,-76,-66,-69,-51,-77,-83,-73,NaN,6
-67,-50,-46,NaN,-64,-36,-56,-63,-32,-74,-70,-76,NaN,-68,-50,-77,-83,-73,NaN,6
-68,-51,-46,-60,-63,-35,-56,-67,-32,-75,-67,NaN,NaN,-70,-51,-76,-85,NaN,NaN,6
-69,-51,-47,-60,-64,-35,-57,-54,-32,-74,-70,NaN,-73,-68,-50,-77,-85,-86,NaN,6
-61,-51,-46,-59,-63,-36,-58,-63,-32,-75,-70,NaN,-77,-70,-50,-77,NaN,-86,NaN,6
-68,-51,-46,-60,-63,-36,-56,-63,-32,-74,-68,NaN,-77,-68,-48,-76,NaN,NaN,NaN,6
-68,-51,-47,-59,-63,-36,-56,-67,-32,-75,-68,NaN,-77,-70,-51,-76,-84,NaN,NaN,6
-63,-51,-47,-57,-63,-36,-57,-62,-32,-71,-75,NaN,-77,-68,-50,-76,-85,NaN,NaN,6
-69,-51,-47,-59,-63,-36,-57,-61,-32,-74,-75,-75,-77,-68,-50,-75,-85,-87,NaN,6
-68,-51,-46,-59,-63,-36,-56,-63,-31,-75,-70,-72,-74,-68,-51,-75,NaN,-87,NaN,6
-68,-50,-47,-59,-64,-36,-57,-63,-32,-75,-70,-72,-77,-68,-51,-77,NaN,NaN,NaN,6
-68,-51,-47,-59,-63,-34,-57,-62,-32,-74,-70,-76,-66,-68,-51,-77,-78,NaN,NaN,6
-68,-50,-46,-58,-63,-89,-57,-64,-32,-74,-66,-76,-66,-68,-51,-76,-78,NaN,NaN,6
-68,-50,-47,-58,-63,-36,-56,-64,-30,-71,-70,-76,-77,-70,-50,-75,NaN,-87,NaN,6
-55,-51,-47,-59,-63,-33,-56,-63,-32,-72,-70,NaN,-77,-69,-50,-75,NaN,-87,NaN,6
-68,-51,-46,-58,-62,-36,-56,-62,-32,-74,-71,NaN,-78,-69,-51,-81,NaN,-87,NaN,6
-68,-50,-46,-59,-62,-39,-57,-62,-32,-75,-72,NaN,-75,-68,-51,-81,NaN,-86,NaN,6
-61,-52,-46,-59,-63,-36,-57,-64,-32,-75,-71,NaN,-75,-69,-51,NaN,NaN,-86,NaN,6
-68,-52,-46,-60,-63,-36,-57,-63,-32,-74,-71,-65,-72,-69,-49,-76,NaN,-85,NaN,6
-69,-51,-46,-59,-63,-36,-52,-64,-30,-75,-71,-65,-75,-70,-51,-76,NaN,-84,NaN,6
-68,-52,-47,-59,-63,-36,-57,-63,-32,-74,-71,NaN,-75,-68,-51,-78,NaN,-84,NaN,6
-68,-50,-47,-60,-63,-36,-57,-64,-32,-76,NaN,-75,-76,-68,-51,-77,NaN,-73,NaN,6
-68,-50,-45,-60,-63,-36,-57,-64,-32,-67,-71,-76,-76,-70,-51,-78,NaN,-86,NaN,6
-69,-51,-46,-60,-62,-36,-58,-62,-32,-74,-70,-76,-76,-68,-50,-78,-81,-73,NaN,6
-69,-52,-47,-59,-63,-36,-57,-58,-31,-75,-70,-77,-76,-70,-50,NaN,-81,-73,NaN,6
-56,-52,-47,-59,-63,-36,-57,-63,-33,-75,-69,-77,-74,-69,-55,-77,NaN,-85,NaN,6
-68,-52,-47,-59,-63,-36,-58,-63,-33,-74,-70,-75,-76,-70,-54,-78,-84,-88,NaN,6
-68,-51,-47,-60,-63,-34,-58,-60,-33,-73,-71,-75,-76,-70,-55,-78,-85,-88,NaN,6
-55,-52,-46,-59,-63,-35,-58,-63,-32,-74,-69,-71,-76,-68,-57,-78,-85,NaN,NaN,6
-68,-52,-47,-59,-62,-35,-56,-62,-30,-75,-69,-75,-78,-68,-57,-78,-85,NaN,NaN,6
-68,-51,-47,-60,-62,-35,-78,-68,-31,-74,-69,-72,-76,-68,-57,NaN,-84,NaN,NaN,6
-68,-51,-46,-59,-63,-35,-59,-63,-32,-74,-70,-71,-78,-69,-57,NaN,-84,-74,NaN,6
-69,-51,-46,-60,-63,-35,-61,-63,-32,-74,-69,-72,-78,-70,-58,-76,NaN,-76,NaN,6
-69,-51,-47,-60,-62,-35,-57,-55,-31,-74,-70,-72,-77,-70,-56,-76,NaN,-76,NaN,6
-68,-51,-47,-60,-63,-35,-58,-68,-31,-75,-69,-75,-77,NaN,-57,NaN,-84,NaN,NaN,6
-69,-52,-46,-59,-63,-36,-55,-68,-32,-75,-70,-75,-76,-69,-57,-77,-84,NaN,NaN,6
-68,-56,-46,-59,-62,-34,-58,-62,-32,-74,-70,-75,-77,-69,-58,-78,-84,-88,NaN,6
-67,-51,-47,-59,-63,-35,-57,-63,-32,-74,-70,-76,-77,-69,-58,-78,-84,-88,NaN,6
-67,-52,-46,-60,-64,-35,-57,-63,-32,-74,-70,-77,-77,-69,-57,-78,-83,NaN,NaN,6
-69,-51,-47,-59,-63,-35,-59,-66,-32,-74,-70,-75,-77,-68,-59,-78,-83,NaN,NaN,6
-56,-51,-46,-59,-63,-35,-56,-66,-32,-75,-70,-75,NaN,-68,-55,NaN,NaN,-88,NaN,6
-67,-50,-47,-58,NaN,-76,-55,-63,-32,-75,-69,-78,NaN,-70,-58,NaN,NaN,-88,NaN,6
-68,-51,-47,-61,-63,-35,-55,-64,-31,-75,-69,-76,-76,-68,-57,NaN,NaN,NaN,NaN,6
-56,-51,-51,-59,-62,-35,-60,-63,-32,-75,-70,-76,-76,-70,-58,-76,NaN,NaN,NaN,6
-67,-51,-48,-60,-63,-35,-58,-64,-32,-69,-72,-77,-76,-67,-59,-77,NaN,-86,NaN,6
-67,-52,-48,-59,-62,-35,-58,-66,-31,-74,-68,-77,NaN,-70,-58,-76,-84,-76,NaN,6
-68,-51,-48,-56,-62,-35,-61,-64,-32,-73,-68,-75,NaN,-69,-59,-77,-89,-88,NaN,6
-67,-51,-46,-57,-64,-34,-57,-64,-32,-72,-68,-75,-74,-72,-60,-76,-89,-87,NaN,6
-67,-49,-47,-58,-64,-36,-58,-63,-31,-74,-68,NaN,-74,-72,-54,-78,NaN,-87,-86,6
-57,-51,-45,-58,-62,-38,-60,-64,-32,-73,-75,-74,-77,-69,-60,-76,NaN,NaN,-86,6
-67,-51,-47,-57,-64,-36,-56,-63,-32,-74,-70,-77,-73,-69,-57,-76,NaN,-86,NaN,6
-67,-51,-47,-61,-63,-35,-56,-62,-32,-72,-71,-77,-75,-69,-58,NaN,NaN,-85,NaN,6
-68,-52,-47,-59,-64,-35,-59,-68,-32,-74,-72,-74,-76,-67,-59,NaN,NaN,-85,NaN,6
-67,-51,-47,-58,-64,-35,-55,-62,-32,-74,-72,-78,-77,-68,-57,NaN,NaN,NaN,NaN,6
-67,-51,-46,-59,-64,-35,-55,-62,-32,-74,-70,-78,-75,-70,-55,NaN,NaN,NaN,NaN,6
-67,-57,-48,-59,NaN,-35,-59,-61,-32,-72,-71,-80,-76,-70,-55,-78,NaN,NaN,NaN,6
-68,-51,-48,-59,-63,-35,-59,-63,-32,-74,-71,-79,-76,-70,-57,-78,NaN,NaN,NaN,6
-71,-52,-54,-57,-66,-37,-67,-66,-50,-74,-60,-79,-71,-72,-48,-73,-81,-87,-88,7
-70,-57,-54,-54,-63,-38,-59,-63,-43,NaN,-62,-73,-63,-72,-49,-75,-81,-83,NaN,7
-70,-55,NaN,-62,-63,-37,-63,-63,-48,-82,-57,-80,-63,-71,-48,-75,-80,-79,NaN,7
-71,-60,-59,-58,NaN,-63,-61,-63,-83,-82,-58,-70,-63,-69,-48,NaN,-80,-79,-84,7
-72,-56,-59,-65,-63,-37,-63,NaN,-43,-82,-57,-70,-61,-69,-49,-71,NaN,NaN,-84,7
-71,-56,-59,-58,-63,-37,-64,-65,-43,-83,-56,-75,-73,NaN,-49,-71,-78,-82,NaN,7
-69,-57,-62,-57,-61,-39,-60,-65,-39,-80,-57,-74,-66,-70,-50,-71,-78,-82,NaN,7
-71,-56,-59,-52,-63,-38,-61,-64,-46,-81,-56,-75,-63,-73,-48,-71,NaN,-83,NaN,7
-71,-56,-59,-50,-63,-39,-61,-66,-45,-81,-56,-76,-60,-72,-48,-71,NaN,-82,-83,7
-72,-59,-61,-50,-65,-39,-60,-66,-51,NaN,-56,-74,-63,-72,-48,-71,NaN,-82,-83,7
-71,-55,-84,-50,-65,-38,-60,-67,-47,-79,-54,-76,-64,-72,-47,-71,NaN,-83,-84,7
-72,-56,-60,-50,-65,-85,-61,-63,-50,-81,-56,-74,-63,-71,-48,-71,NaN,-82,-83,7
-72,-56,-67,-55,-65,-42,-61,-68,-48,-82,-57,-77,-63,-71,-48,-69,-82,-70,-83,7
-72,-56,-67,-51,-65,-42,-63,-67,-50,-81,-57,-75,-71,-71,-47,-71,-84,-70,NaN,7
-72,-50,-64,-48,-65,-44,-59,-68,-50,-81,-56,-75,-63,-72,-48,-71,-84,-70,NaN,7
-72,-55,-59,-50,-65,-40,-61,-68,-50,-80,-55,-74,-63,-71,-48,-70,-82,-85,NaN,7
-72,-58,-60,-50,-64,-40,-59,-67,-69,-80,-56,-74,-62,-71,-47,-70,-82,-84,NaN,7
-65,-59,-59,-51,-64,-41,-63,-66,-48,-82,-56,NaN,-63,-72,-46,-71,NaN,-84,NaN,7
-72,-59,-62,-50,-64,-42,-61,-69,-47,-82,-56,NaN,-63,-77,-48,-71,NaN,-83,NaN,7
-72,-58,-59,-50,-64,-42,-61,-65,-48,-82,-56,-76,-64,-76,-48,-70,-80,-84,NaN,7
-72,-56,-59,-50,-64,-40,-61,-67,-47,-80,-56,-76,-64,-71,-48,-70,-80,-84,-82,7
-70,-58,-60,-50,-65,-41,-63,-68,-50,-80,-56,-71,-63,-72,-48,-71,NaN,-86,-84,7
-65,-59,-59,-49,-64,-38,-64,-67,-42,-82,-56,-73,-67,-72,-48,-71,NaN,-86,-84,7
-71,-57,-59,-48,-63,-37,-60,-68,-46,-76,-54,-76,-65,NaN,-48,-73,-82,-82,NaN,7
-71,-57,-54,-49,-64,-38,-59,-68,-50,-79,-55,-74,-61,-71,-49,-83,-82,-86,NaN,7
-72,-56,-64,-50,-64,-39,-60,-68,-48,-72,-56,-74,-61,-71,-49,-71,-82,-86,NaN,7
-69,-60,-60,-50,-64,-37,-60,-68,-50,-72,-56,-73,-63,NaN,-48,-71,NaN,NaN,NaN,7
-72,-55,-66,-50,-64,-39,-59,-77,-53,NaN,-56,-74,-63,-70,-45,-71,NaN,-87,NaN,7
-72,-56,-65,-50,-64,-43,-58,-68,-51,-81,-56,-74,-63,-70,-48,-71,-81,-86,NaN,7
-63,-56,-66,-50,-64,-39,-60,-66,-51,-80,-56,-73,-63,-72,-49,-71,-81,-86,NaN,7
-71,-56,-61,-51,-65,-39,-59,-65,-53,-80,-56,-73,-63,-72,-49,-72,NaN,-86,NaN,7
-72,-56,-66,-51,-65,-39,-58,-66,-53,-81,-55,-75,-63,-76,-49,-69,-80,-86,NaN,7
-71,-56,-64,-51,NaN,-39,-59,-66,-54,-81,-54,-74,-63,-73,-49,-70,-80,NaN,NaN,7
-71,-57,-66,-55,-65,-40,-57,-66,-53,-82,-55,-69,-63,-73,-49,-71,NaN,NaN,NaN,7
-68,-57,-65,-48,-64,-39,-59,-67,-54,-81,-56,-69,-59,-73,-49,-70,NaN,-72,NaN,7
-71,-58,-65,-50,-65,-38,-59,-67,-53,-81,-56,NaN,-62,-73,-49,-70,NaN,-72,NaN,7
-71,-56,-64,-49,-65,-41,-60,-66,-54,NaN,-56,NaN,-63,-74,-49,-71,-78,-85,NaN,7
-72,-60,-65,-50,-64,-39,-60,-66,-52,-82,-57,-71,-62,-73,-48,-72,-78,-85,-84,7
-73,-51,-63,-50,-64,-39,-60,NaN,-56,-82,-56,-74,-63,-74,-48,-72,NaN,NaN,-84,7
-68,-57,-56,-61,-90,-40,-60,NaN,-40,-82,-62,-77,-69,-76,-48,-78,NaN,-87,NaN,7
-73,-57,-53,-54,-58,-38,-59,NaN,-38,-82,-62,-68,-65,-76,-45,-78,NaN,-87,NaN,7
-74,-56,-61,-51,-63,-37,-60,-66,-43,-83,-54,-72,-62,-76,-48,-73,NaN,NaN,NaN,7
-69,-61,-64,-49,-64,-37,-61,-64,-45,-68,-56,-72,-63,-71,-47,-73,NaN,-68,NaN,7
-71,-60,-58,-49,-63,-38,-63,-66,-42,-83,-57,-74,-62,-70,-49,-75,-80,-68,-83,7
-71,-60,-64,-51,-63,-37,-63,-66,-46,-83,-56,-74,-62,-75,-48,-75,-80,NaN,-83,7
-71,-60,-62,-51,-62,-38,-65,-69,-46,-83,-59,-74,-63,-74,-48,-72,-80,NaN,NaN,7
-70,-60,-64,-50,-62,-37,-63,-66,-44,-79,-57,-74,-64,-75,-48,-75,NaN,-84,-82,7
-71,-55,-52,-52,-59,-37,-60,-66,-44,-73,-59,-71,-64,-74,-49,-75,-84,-78,-82,7
-71,-51,-63,-57,-62,-38,-59,-68,-45,-73,-59,-76,NaN,-70,-48,-69,-83,-81,-74,7
-72,-59,-52,-56,-63,-38,-59,-67,-45,-84,-58,-76,NaN,-70,-49,-74,-83,-81,-74,7
-67,-58,-52,-57,-62,-39,-59,-68,-44,-82,-57,-73,-63,-79,-49,-74,-80,-83,-84,7
-72,-58,-54,-56,-62,-38,-59,-70,-44,-82,-56,-76,-63,-71,-48,-73,-80,-83,-84,7
-72,-57,-52,-55,-61,-38,-58,-69,-44,-83,-56,-76,-62,-71,-48,-73,-80,NaN,NaN,7
-70,-62,-58,-59,-61,-38,-59,-69,-44,-83,-57,NaN,-62,-70,-49,-73,-80,-83,NaN,7
-69,-59,-57,-52,NaN,-37,-62,-66,-50,-91,-60,-70,-63,-70,-49,-73,NaN,-79,NaN,7
-70,-60,-59,-55,-64,-38,-62,-68,-44,-80,-64,-75,-64,-70,-48,-75,NaN,-79,NaN,7
-70,-59,-59,-57,-63,-39,-61,-67,-44,-80,-57,-75,-65,-70,-48,-75,NaN,-79,NaN,7
-71,-59,-63,-50,-63,-37,-60,-69,-47,-82,-60,NaN,-61,-72,-48,-76,NaN,-83,NaN,7
-71,-61,-58,-56,-63,-38,-59,-71,-40,-79,-54,-70,-64,-70,-49,-76,NaN,-69,NaN,7
-70,-65,-60,-56,-64,-41,-63,-71,-43,-84,-54,-75,-63,-69,-48,NaN,NaN,-69,-85,7
-71,-60,-64,-51,-66,-37,-61,-65,-49,-84,-56,-73,-64,-73,-48,-76,-81,NaN,-85,7
-71,-59,-61,-51,-67,-38,-67,-65,-52,-81,-55,-78,-63,-78,-48,-74,-81,NaN,-81,7
-70,-60,-81,-52,-67,-38,-61,-65,-48,-82,-57,-77,-63,-74,-48,-77,NaN,-83,-81,7
-71,-58,-62,-51,-67,-38,-61,-66,-48,-82,-56,-77,-63,-74,-48,-76,-81,-83,-82,7
-71,-58,-58,-52,-64,-38,-59,-66,-50,-79,-56,NaN,-63,-74,-48,-77,-83,-84,-82,7
-63,-58,-60,-52,-64,-40,-59,-66,-49,-79,-56,-76,-63,-70,-47,-77,-83,-86,NaN,7
-72,-51,-60,-53,-66,-38,-60,-65,-74,NaN,-55,-76,-63,-70,-48,NaN,NaN,-86,NaN,7
-72,-59,-60,-52,-65,-37,-63,-65,-48,-72,-56,NaN,NaN,-74,-47,-76,-82,NaN,NaN,7
-72,-59,-60,-52,-64,-38,-61,-65,-48,-81,-59,-67,-63,-73,-48,-79,-81,NaN,NaN,7
-72,-59,-60,-52,-64,-38,-63,-66,-55,-82,-56,-75,-64,-70,-47,-78,-81,NaN,-81,7
-72,-59,-60,-52,-64,-38,-63,-65,-55,-80,-55,-77,-64,-69,-47,-78,-83,-84,-81,7
-72,-60,-60,-52,-65,-38,-61,-64,-81,-82,-56,-77,-72,-69,-48,-77,-83,-84,NaN,7
-72,-59,-60,-52,-65,-38,-63,-64,-49,-82,-56,-77,-63,-73,-47,-78,-81,NaN,NaN,7
-72,-58,-58,-52,-64,-37,-63,NaN,-46,-80,-56,-77,-62,-73,-48,-78,-81,-84,NaN,7
-72,-58,-58,-53,-65,-38,-63,-65,-49,-81,-56,-76,-63,-72,-48,-80,-81,-84,NaN,7
-73,-59,-60,-51,-65,-63,-60,-64,-50,-77,-55,-80,-63,-74,-48,-79,-81,-83,-83,7
-72,-60,-59,-52,-64,-37,-62,-66,-46,-77,-58,-72,-63,-74,-49,-79,NaN,-83,-83,7
-70,-62,-61,-53,-59,-38,-57,-67,-46,NaN,-59,-72,-68,-75,-48,NaN,NaN,-76,-83,7
-71,-57,-58,-59,-65,-39,-59,-68,-62,-70,-65,NaN,-68,-75,-46,NaN,NaN,-83,-83,7
-71,-59,-59,-59,-63,-36,-57,-66,-38,-79,-62,NaN,NaN,NaN,-51,-70,NaN,-83,NaN,7
-66,-54,-53,-47,-58,-44,-60,-64,-41,-78,-58,-70,-68,-71,-56,-73,NaN,-80,NaN,8
-65,-58,-51,-47,-58,-41,-60,-62,-33,-77,-60,-77,-67,-69,-50,-73,-83,-76,-83,8
-66,-56,-51,-46,-57,-42,-61,-63,-32,-71,-60,-69,-65,-68,-52,NaN,-84,-77,-71,8
-65,-54,-52,-47,-58,-41,-59,-63,-32,-71,-60,-76,-66,-71,-52,-77,-84,-77,-81,8
-64,-58,-51,-47,-57,-40,-58,-71,-31,-77,-66,-71,-64,-69,-51,-75,NaN,NaN,-79,8
-67,-58,-54,-49,-55,-38,-61,-63,-31,-77,-56,-71,-64,-67,-51,-78,-84,-77,-79,8
-64,-56,-50,-47,-57,-42,-67,-63,-32,-77,-59,-71,-64,-67,-50,-78,-84,-72,NaN,8
-65,-60,-51,-48,-59,-41,-61,-63,-31,NaN,-59,NaN,-64,NaN,-51,-72,-82,-72,NaN,8
-65,-57,-48,-47,-66,-40,-66,-61,-31,-78,-61,-74,-63,-70,-51,-72,-82,NaN,-81,8
-65,-59,-48,-47,-57,-41,-62,-63,-32,-72,-62,-74,-63,-66,-51,-75,NaN,NaN,-81,8
-65,-57,-48,-47,-57,-40,-62,-61,-31,-72,-61,-77,-63,-66,-52,-74,NaN,-80,-78,8
-64,-56,-49,-47,NaN,-39,-66,-59,-31,-77,-59,-75,-65,-67,-51,-74,NaN,-80,-78,8
-65,-58,-49,-53,-57,-41,-60,-62,-30,-77,-61,-75,-65,-66,-51,NaN,NaN,-78,NaN,8
-65,-59,-48,-48,-58,-41,-59,-59,-31,-77,-64,NaN,-63,-69,-50,NaN,NaN,-74,NaN,8
-64,-59,-51,-48,-57,-43,-59,-64,-31,-77,-60,-69,-64,-68,-52,NaN,NaN,-77,NaN,8
-64,-59,-52,-48,-57,-44,-59,-62,-31,-73,-61,-69,-64,-59,-51,-75,NaN,-77,NaN,8
-64,-60,-51,-47,-57,-42,-58,-61,-30,-78,-61,-67,-64,-76,-52,-77,-81,-78,NaN,8
-64,-58,-51,-47,-57,-42,-59,-61,-30,-77,-60,-68,-64,-76,-51,-77,-81,-78,NaN,8
-65,-58,-89,-48,-57,-43,-60,-60,-32,-76,-58,-68,-64,-67,-51,-75,NaN,-76,NaN,8
-64,-58,-51,-47,-57,-42,-59,-66,-31,-74,-65,-68,-65,-70,-51,-77,-79,-78,-80,8
-65,-61,-51,-48,-57,-42,-62,-73,-31,-74,-61,-68,-65,-78,-51,-77,-83,-78,-80,8
-65,-55,-50,-47,-57,-42,-60,-61,-31,-78,-62,-69,-65,-69,-51,-75,-83,-75,-80,8
-64,-58,-50,-47,-57,-43,-63,-60,-32,-77,-61,-67,-65,-70,-51,-75,NaN,-74,-80,8
-66,-59,-80,-48,-57,-42,-61,-61,-31,-71,-62,-61,-64,-67,-50,NaN,NaN,-72,-70,8
-65,-54,-50,-46,-58,-42,-61,-61,-31,-77,-60,-59,-64,-71,-50,-76,NaN,-75,-80,8
-65,-58,-50,-46,-57,-41,-61,-60,-31,-77,-62,-70,-70,-66,-51,-61,NaN,-75,-79,8
-65,-58,-51,-48,-57,-40,-74,-60,-68,-76,-60,-69,-65,-71,-51,-74,-83,-75,-78,8
-65,-61,-51,-47,-57,-46,-62,-60,-30,-77,-60,-66,-65,-71,-51,-74,-80,-76,-78,8
-65,-57,-50,-47,-58,-42,-62,-75,-31,-77,-60,-68,NaN,-60,-49,-75,-80,-77,NaN,8
-65,-59,-50,-45,-58,-40,-63,-59,-31,-78,-61,-63,-66,-66,-48,-75,NaN,-76,-70,8
-64,-61,-51,-47,-58,-42,-63,-63,-31,-78,-62,-68,-66,-67,-49,-75,NaN,-76,-81,8
-64,-57,-70,-47,-57,-42,-63,-61,-79,-77,-62,-67,-65,-70,-51,-75,-82,NaN,-81,8
-64,-57,-64,-47,-58,-40,-61,-63,-57,-77,-63,-67,-65,-77,-49,NaN,-82,NaN,NaN,8
-64,-57,-52,-47,-58,-42,-60,-73,-32,-78,-60,-78,-64,-66,-51,-76,NaN,-72,NaN,8
-64,-60,-51,-47,-58,-43,-63,-74,-32,-77,-60,-77,-66,-69,-51,-74,NaN,-76,NaN,8
-65,-55,-49,-47,-58,-42,-63,-63,-31,-71,-60,-78,-65,-69,-51,-75,-82,-72,-79,8
-64,-58,-51,-47,-58,-69,-60,-62,-31,-78,-58,-81,-63,-69,-51,-75,-82,-73,-81,8
-65,-58,-51,-47,-57,-41,-62,-59,-74,-76,-58,-69,-63,-69,-48,-76,NaN,-78,-81,8
-65,-58,-51,-53,-57,-43,-59,-61,-31,-72,-64,-75,-63,-68,-49,-76,-79,-78,NaN,8
-64,-57,-51,-47,-57,-42,-63,-58,-31,-78,-60,-77,-65,-68,-51,NaN,-79,NaN,-82,8
-64,-57,-52,-52,-57,-42,-58,-63,-32,-76,-61,-77,-67,-70,-50,-77,NaN,-77,-82,8
-64,-60,-52,-47,-57,-42,-62,-63,-31,-75,-62,-77,-65,-69,-48,-77,-80,-77,NaN,8
-62,-61,-56,-47,-57,-42,-59,-75,-32,-77,-62,NaN,-64,-69,-50,NaN,-80,NaN,NaN,8
-64,-57,-50,-47,-57,-42,-59,-63,-32,-76,NaN,NaN,-64,-70,-48,NaN,NaN,-78,NaN,8
-64,-59,-51,-47,-57,-41,-59,-62,-31,-77,-63,-77,-65,-78,-50,-75,-82,-75,NaN,8
-65,-58,-51,-47,-57,-41,-59,-63,-32,-78,-61,-79,-65,-70,-50,-75,-82,-75,NaN,8
-65,-58,-51,-47,-58,-41,-62,-60,-32,-76,-61,-71,-64,-68,-50,-76,NaN,-75,-82,8
-64,-58,-50,-48,-58,-41,-62,-72,-31,-78,-64,-71,-66,-68,-50,-76,NaN,-72,-82,8
-64,-57,-51,-45,-57,-43,-61,-63,-33,-77,-64,-72,-66,-69,-50,NaN,NaN,-72,-83,8
-64,-58,-50,-47,-57,-44,-61,-60,-32,-77,-75,-78,-65,-77,-50,NaN,NaN,NaN,-83,8
-65,-58,-51,-47,-57,-42,-62,-60,-31,-77,-61,-78,-64,-67,-50,-75,-82,-69,-83,8
-65,-58,-51,-48,-58,-42,-59,-72,-32,-77,-60,-82,-64,-69,-50,-75,-82,-77,-83,8
-64,-59,-50,-47,-58,-41,-59,-63,-32,-76,-63,-82,-65,-69,-50,-75,NaN,-71,NaN,8
-65,-58,-56,-47,-57,-42,-62,-60,-31,-77,-59,NaN,-65,-70,-50,-74,NaN,-76,NaN,8
-64,-53,-50,-47,-57,-41,-62,-59,-31,-77,-61,NaN,-65,-70,-49,-73,NaN,-76,NaN,8
-64,-59,-50,-47,-57,-40,-62,-58,-32,-77,-60,-65,-64,-69,-50,-76,NaN,NaN,NaN,8
-65,-60,-51,-48,-57,-42,-60,-62,-32,-77,-61,-65,-65,-69,-50,-74,NaN,-71,-83,8
-64,-59,-50,-47,-57,-41,-67,-60,-32,-74,-60,-68,-65,-70,-50,-74,-82,-77,-83,8
-64,-58,-51,-47,-57,-42,-62,-60,-32,-74,-55,-67,-64,-70,-50,-74,-82,-77,-81,8
-64,-58,-51,NaN,-57,-42,-61,-61,-32,NaN,-60,-67,-66,NaN,-50,-75,-82,NaN,-81,8
-64,-61,-50,-48,-57,NaN,-61,-61,-34,-77,-61,-68,-66,-70,-50,-75,NaN,-75,NaN,8
-65,-59,-50,-47,-57,-42,-63,-63,-32,-77,-60,-66,-65,-70,-50,NaN,NaN,-75,NaN,8
-64,-54,-50,-47,-58,-44,-63,-60,-32,-76,-61,-65,-65,-67,-48,NaN,NaN,-76,NaN,8
-64,-59,-50,-48,-58,-42,-60,-62,-32,-76,-60,-58,-65,-78,-50,-74,NaN,-76,NaN,8
-64,-58,-50,-47,-57,-42,-58,-63,-32,-76,-60,-66,NaN,-78,-48,-75,-82,-77,-81,8
-64,-59,-50,-47,-57,-41,-60,-60,-32,-74,-59,-66,-65,NaN,-50,-75,-82,-76,-81,8
-64,-61,-56,-47,-57,-42,-60,-63,-32,-74,-61,-66,-65,NaN,-48,-74,-82,-76,-83,8
