@relation 'LogDosyasi_Samsung_Tablet_Train_WiFi-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,1-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-53,-30,-31,-54,-52,?,?,-46,?,-67,?,?,?,?,-73,-81,?,?,?,?,?,?,?,5
-54,-30,-30,-54,-51,-56,-46,-45,-69,-66,?,-57,-75,-64,?,?,?,-78,?,-72,?,?,?,5
-53,-30,-31,?,-51,-56,-43,-45,-66,-67,?,-57,-72,-65,-73,?,?,-76,?,-73,?,?,?,5
-56,-29,-31,-51,-51,-56,-44,-45,-66,-61,-67,-58,-73,?,?,-80,?,?,?,-70,?,?,?,5
-55,-29,-34,-51,-51,-57,-43,-45,?,-67,-68,-57,?,-72,?,?,?,-77,?,?,?,?,?,5
-55,-29,?,-51,-51,-56,-44,-59,-67,-67,-69,?,-79,-65,?,?,?,-77,?,-72,?,?,?,5
-54,-30,?,-51,-49,-56,-44,-45,-67,-67,?,-56,-79,-71,-73,?,?,?,?,?,?,?,?,5
-55,-30,-31,-51,-50,-57,-43,-46,-68,-66,-69,-56,-73,-65,-73,?,?,-77,?,?,?,?,?,5
-55,-30,-31,-54,-48,-56,?,-59,-66,-68,?,-56,?,-72,?,-84,?,-78,?,?,?,?,?,5
-54,-33,-31,-51,-52,-57,-44,-45,-67,-66,-67,-57,-72,-64,-69,?,?,?,?,?,?,?,?,5
-54,-30,-34,-51,-50,-56,-47,-58,-65,-67,-68,?,?,?,-72,?,?,-78,?,?,?,?,?,5
-56,-30,-35,-50,-48,-47,-43,-86,-64,-67,-68,-57,-74,-65,?,?,?,?,-86,?,?,?,?,5
-55,-30,-32,-51,-51,-56,-44,-46,-64,-67,?,-56,?,?,-73,?,?,?,?,-76,?,?,?,5
-56,-29,-31,-51,-51,-54,-44,-45,?,-66,-68,-56,-76,-65,?,?,?,?,?,?,?,?,?,5
-55,-30,-32,-50,-51,-55,-48,-46,-66,-67,-68,?,?,-65,-74,?,?,?,?,?,?,?,?,5
-55,-30,-31,-50,-51,-58,-44,-55,-65,-66,?,-56,?,-65,-73,?,?,?,?,?,?,?,?,5
-58,-30,-31,-50,-51,-58,-44,-46,-65,-67,-67,-57,?,?,?,?,?,?,?,?,?,?,?,5
-57,-30,-31,-50,-52,-58,-45,-45,?,-67,-66,?,?,?,?,-81,?,-78,?,?,?,?,?,5
-55,-30,-31,-51,-51,-57,-45,-45,-64,-67,-67,-58,?,?,-73,?,?,-77,?,?,?,?,?,5
-60,-30,-31,-51,-51,-53,?,-46,-68,-67,?,-56,?,?,?,?,?,?,?,?,?,?,?,5
-54,-31,-31,-51,-51,-57,-44,-51,-70,-66,?,-57,?,-65,-73,?,?,?,?,?,?,?,?,5
-63,-32,-39,-53,-46,-48,-48,-48,-60,-64,-64,-62,-75,-67,?,?,?,-71,?,-69,?,?,?,6
-61,-32,-39,-52,-46,-53,-47,-45,-65,-64,-63,-63,?,-70,?,?,?,?,?,?,?,?,?,6
-60,-31,-38,?,-46,-53,?,-46,-66,-64,-64,-63,?,-70,-67,-77,?,-73,?,-71,?,?,?,6
-61,-31,-38,-53,-46,-52,-85,-46,-65,-64,?,-62,?,?,?,?,?,?,?,?,?,?,-92,6
-60,-32,-38,-53,-46,-53,?,-45,?,-64,?,-69,?,?,?,?,?,-75,?,?,?,?,?,6
-59,-33,-39,?,-47,-54,-45,-48,-65,-66,-75,?,?,-68,-69,?,?,?,?,?,?,?,?,6
-54,-32,-38,-51,-45,-53,-49,-83,-66,-65,-65,-62,?,-71,-68,?,?,-73,?,-70,?,?,?,6
-61,-32,-37,-54,?,-52,-69,-53,-67,-65,-67,-60,?,-69,-70,?,?,?,?,?,?,?,?,6
-60,-32,-37,-51,-44,-51,-46,-51,-66,-64,-67,?,?,-70,?,?,?,?,?,?,?,?,?,6
-59,-32,-38,-53,-87,-52,?,-52,-68,-64,?,-61,-73,?,-68,?,?,?,?,?,?,?,?,6
-59,-32,-38,-52,-46,-53,-46,-45,-66,-64,?,?,?,-70,?,-80,?,-73,?,?,?,?,?,6
-60,-31,-38,-54,-44,-52,-46,-46,-68,-64,?,?,?,-71,?,-79,?,-75,?,?,?,?,-89,6
-59,-32,-38,-52,-44,-53,?,-45,?,-65,?,-63,?,?,?,?,?,?,?,?,?,?,?,6
-59,-32,-38,-52,-46,-53,-46,-51,-67,-53,-66,-88,?,-71,-73,?,?,?,?,?,?,?,?,6
-60,-32,-38,-52,-47,-53,-45,-45,-66,-65,-64,-63,-67,-66,-67,?,?,-68,?,?,?,?,?,6
-61,-31,-38,-51,-47,-52,-47,?,-68,-64,-65,-62,-68,-70,-67,?,?,-74,?,?,?,?,?,6
-59,-32,-38,-52,-45,-53,-46,-46,-66,-64,-65,-61,?,-69,-67,-78,?,-82,?,?,?,?,?,6
-65,-31,-39,-54,-46,-52,-46,-50,-65,-65,-66,?,?,-71,?,?,?,?,?,?,?,?,?,6
-59,-32,-37,?,-46,-53,-51,-45,?,-65,?,?,?,-70,?,?,?,-75,?,?,?,?,?,6
-59,?,-38,-52,-45,-47,-46,-45,-66,-66,-67,?,-69,-71,-67,?,?,?,?,?,?,?,?,6
-60,-32,-38,-52,-46,-52,-49,-45,?,-65,?,-62,-77,-70,?,-78,?,-74,?,?,?,?,?,6
-59,?,-38,-52,-46,-52,-48,-45,-66,-67,?,-63,?,-69,?,?,?,?,?,-75,?,?,?,6
-59,-31,-38,-53,?,-52,-57,-48,-66,-66,?,-64,-73,-69,?,-80,?,-74,?,?,?,?,?,6
-58,-29,-38,-51,?,-52,-48,-50,-67,-64,-66,-65,-77,-68,?,?,?,?,?,-78,?,?,?,6
-58,-31,-38,-52,-46,-57,-49,-45,-65,-65,-68,-62,?,-69,?,?,?,?,?,?,?,?,?,6
-60,-32,-37,-52,-46,-52,-49,-45,-65,-65,-62,-63,?,-69,?,-79,?,-73,?,?,?,?,?,6
-62,-31,-38,-52,-46,-52,-48,-45,-61,-65,-66,-64,-71,?,-67,?,?,-74,?,?,?,?,?,6
-62,-32,-39,-52,-45,-51,-48,-45,-64,-67,-65,?,?,-71,-74,?,?,-73,?,?,?,?,?,6
-60,-87,-39,-55,-46,-51,-52,-44,-59,-63,-60,?,?,-69,-68,?,?,-75,?,?,?,?,?,6
-60,-31,-39,-51,-46,-52,-52,-45,-67,-65,-67,-58,-69,-69,-68,?,?,-74,?,?,?,?,?,6
-60,-31,-38,-53,-46,-52,-47,-42,?,-64,?,-63,-71,?,-68,?,?,-76,?,?,?,?,?,6
-60,-33,-38,-70,-46,-52,-47,-45,-66,-64,-67,-62,?,-69,?,?,?,?,?,?,?,?,?,6
-60,-32,-39,-52,-46,-52,-48,-47,-65,-65,?,?,-77,-69,?,?,?,?,?,?,?,?,?,6
-58,-31,-38,-52,-46,-51,-48,-45,-64,-56,-66,-61,-75,-69,-73,?,?,?,?,-78,?,?,-90,6
-59,-31,-38,-52,-46,-52,-48,-85,-64,-64,-65,?,-75,-69,-68,?,?,-74,?,-76,?,?,?,6
-61,-32,-71,-52,-46,-52,?,-45,-66,-64,-64,?,?,-69,-67,-76,?,?,?,-71,?,?,?,6
-60,-31,-39,-51,-46,-52,-52,-45,-63,-65,-66,?,?,-69,-65,?,?,?,?,?,?,?,?,6
-60,-31,-38,-58,-43,-52,-49,?,?,-64,-66,?,-76,?,-72,?,?,?,?,-81,?,?,?,6
-60,-32,-38,-52,-45,-52,-47,-51,-64,-64,?,?,?,-70,-69,-79,?,?,?,-69,?,?,-90,6
-61,-31,-39,-53,-46,-52,?,-45,-67,-64,?,?,?,?,?,?,?,-72,?,?,?,?,?,6
-59,-31,-38,-53,-47,-44,-47,-45,-63,-64,-65,?,?,?,?,?,?,?,?,?,?,?,?,6
-62,-32,-38,-54,-43,-51,-48,-46,-64,-64,?,?,?,-70,-74,?,?,?,?,-79,?,?,?,6
-59,-32,-38,-53,-45,-52,?,-46,-64,-64,?,?,?,-66,?,?,?,-75,?,-77,?,?,?,6
-59,-31,-38,-53,-46,-51,-48,-45,-78,-64,-66,?,?,-69,-70,?,?,-75,?,?,?,?,?,6
-60,-32,-39,-53,-45,-52,-53,-45,-64,-65,-65,?,-78,-70,?,?,?,-74,?,?,?,?,?,6
-59,-31,-39,-53,-45,-50,-49,-50,-66,-65,?,?,?,-69,?,?,?,?,?,?,?,?,?,6
-63,-31,-38,-53,-45,-51,-49,-45,-64,-59,?,-61,?,-70,-68,?,?,-74,?,-70,?,?,?,6
-60,-31,-38,-52,-46,-51,-48,-45,-64,-64,?,-63,-68,-68,-67,-78,?,?,-85,-74,?,?,?,6
-60,-31,-38,-53,-46,-52,-49,-45,-66,-64,-65,-61,-68,?,-65,?,?,-74,?,-71,?,?,?,6
-60,-31,-38,-53,-45,-52,?,-44,?,-64,?,-60,-70,-69,?,?,?,?,?,?,?,?,?,6
-59,-31,-38,-54,-45,-51,-48,-46,-64,-64,?,-62,-68,?,-68,?,?,?,?,-67,?,-91,?,6
-61,-31,-39,-53,-45,-52,-49,-45,-66,-64,?,-75,-69,-69,?,?,?,?,?,-71,-89,?,?,6
-60,-32,-39,-53,-43,-52,-48,-45,-64,-64,-66,?,?,?,?,?,?,?,?,-71,?,?,?,6
-62,-31,-39,-53,-43,-52,-51,-45,-65,-64,-66,-61,-69,?,?,?,?,-74,?,?,?,?,?,6
-60,-31,-38,-53,-45,-51,-48,?,-65,-64,?,-61,-68,-68,-73,?,?,-74,?,?,?,?,?,6
-60,-32,-38,-52,-46,-52,-48,-46,-64,-64,?,-60,-67,-69,-68,?,?,?,?,-69,?,?,?,6
-60,-31,-39,-53,-45,-52,-48,-45,-65,-64,-63,?,?,-70,?,?,?,?,?,?,?,?,?,6
-60,-32,-38,?,-45,-52,-48,-44,?,-63,?,?,?,?,?,-78,?,?,?,-67,?,?,?,6
-60,-32,-38,-53,-45,-52,-49,-51,-66,-64,-65,-60,-78,-70,?,?,?,?,?,-68,?,?,?,6
-58,-31,-39,-52,?,-52,-48,-51,-65,-63,-66,?,?,-70,-68,?,?,-74,?,-66,?,?,?,6
-60,-32,-38,-52,-46,-52,-47,-45,-63,-63,-65,?,?,?,?,-78,?,?,?,?,?,?,?,6
-60,-31,-39,-52,-45,-52,-48,-45,-65,-63,-64,-62,?,?,-73,?,?,?,?,-67,?,?,?,6
-62,-32,-39,-54,-44,-53,-48,-45,-63,-63,-66,-63,-69,-82,-68,-80,?,-74,?,?,?,-90,?,6
-59,?,-38,-51,-46,-51,-48,-44,-66,-63,-64,?,-70,?,-68,?,?,?,?,?,?,?,?,6
-62,-32,-38,-52,-46,-52,?,-46,-65,-63,-66,-62,?,-71,-68,?,?,-74,?,?,?,?,?,6
-60,-31,-39,-52,-46,-52,-47,-48,-65,-63,-67,-64,-70,?,-68,?,?,?,?,?,?,?,?,6
-60,-31,-38,?,-45,-52,-47,-44,?,-65,-65,-64,?,?,-69,?,?,-75,-84,-68,?,?,?,6
-61,-31,-38,-52,-45,-52,-47,-46,-63,-63,-66,-62,-70,-69,-69,?,?,-90,-83,-69,?,?,?,6
-61,-32,-38,-52,-45,-52,-47,-45,?,-63,?,?,-70,?,-73,?,?,?,?,?,?,?,?,6
-61,-32,-39,-53,-44,-52,-47,-41,-65,-54,-66,-62,-74,-70,?,?,?,-74,?,?,?,?,?,6
-62,-31,-38,-52,-45,-52,-48,-45,-66,-64,?,-63,-69,-70,?,-75,?,-74,?,?,?,?,?,6
-60,-31,-39,-52,-45,-51,-48,-45,-66,-65,?,-63,-70,-71,?,?,?,-73,?,?,?,?,?,6
-59,-31,-40,-53,-43,-52,-48,-46,-66,-64,-63,-62,?,-69,?,-81,?,-73,?,-66,?,?,?,6
-59,-32,-39,-52,-45,-52,-69,-51,-65,-64,-63,-64,?,-70,-69,?,?,?,?,?,?,?,?,6
-59,-31,-39,-52,-46,-53,?,-46,-65,-64,?,-64,?,-69,?,-79,?,?,?,?,?,?,?,6
-67,-31,-38,-52,-45,-52,-48,-45,?,-54,?,-63,-70,-69,?,?,?,-73,?,-66,?,?,?,6
-59,-32,?,-60,-45,-51,?,-50,?,-65,?,?,?,-70,-69,?,?,?,?,?,?,?,?,6
-60,-32,-40,-52,-46,-51,-52,-45,?,-51,-68,-62,?,-69,?,?,?,?,?,?,?,?,?,6
-69,-31,-38,?,-45,-52,-49,-46,-64,-63,-66,-60,-76,?,-69,?,?,-74,?,-68,?,?,?,6
-60,-32,-38,-52,-43,-52,-49,-46,-66,-64,?,-62,?,-70,?,?,?,?,?,?,?,?,?,6
-67,-26,-44,-51,-40,-52,-58,-45,-66,-65,-59,-59,-74,-69,?,?,?,-76,?,-71,?,?,?,7
-68,-27,-46,-56,-34,-60,?,-47,-66,-68,-63,-57,-72,?,-71,?,?,-77,?,?,?,?,?,7
-68,-30,-40,-60,-34,-59,-79,-46,-66,-68,-61,-57,-70,-66,-74,?,?,?,-81,-67,?,?,?,7
-68,-27,-42,-59,-34,-58,-54,-47,-62,-67,-60,-57,-72,?,?,?,?,-89,?,-60,?,?,?,7
-68,-27,-42,-59,-34,-51,?,-46,?,-67,?,-57,-70,?,-68,?,?,?,?,-66,?,?,?,7
-70,-27,-43,-60,-34,-53,-54,-46,-64,-68,-60,-57,-70,?,?,?,?,?,-80,-66,?,?,?,7
-72,-27,-42,-61,-34,-56,-54,-49,-63,-69,-60,?,-72,?,?,?,?,-78,?,?,?,?,?,7
-67,-27,?,-63,-32,-74,-54,-46,-68,-67,?,-58,?,?,?,?,?,-77,?,?,?,?,?,7
-67,-28,-42,-61,-31,-53,-54,-47,-72,-68,-60,-58,-69,?,?,?,?,-88,?,?,?,?,?,7
-68,-27,-60,?,-31,-52,-52,-49,-70,-67,-60,?,-66,-65,?,?,?,?,?,?,?,?,?,7
-69,-27,-42,-61,-34,-59,-52,-49,-69,-67,-59,-57,?,?,?,-81,?,-77,?,-65,?,?,?,7
-69,-27,-49,-60,-31,-57,?,-46,-63,-68,-60,-56,-69,?,?,-78,?,-77,?,?,?,?,?,7
-70,-28,?,-63,-32,-58,-51,-46,?,-69,-60,-58,-69,?,?,?,?,?,?,?,?,?,?,7
-67,-27,-42,-60,-34,-58,-52,-45,-68,-69,-61,-58,?,?,?,?,?,?,?,-68,?,-88,?,7
-68,-27,-42,-61,-34,-63,-54,-46,-64,-68,-61,-56,-69,-67,?,?,?,-76,?,?,?,?,?,7
-66,-27,-41,-60,-31,-51,-55,-48,-62,-68,-59,-57,?,-66,?,?,?,-77,?,-65,?,?,?,7
-67,-27,-42,-60,-34,-61,-53,-46,-63,-67,-59,-57,-69,-66,-68,-80,-82,-77,?,-66,-75,?,?,7
-65,-27,-42,-60,-34,-53,-54,-44,-63,-68,-62,-56,?,-66,-68,-78,-80,?,?,-66,?,-86,-87,7
-67,-26,-42,-62,-34,-63,-53,-49,-65,-68,-60,-56,?,-65,-68,?,?,-76,?,?,?,?,?,7
-70,-27,-42,-60,-34,-55,-59,-44,-65,-67,-60,-57,-69,-66,-68,?,?,?,?,?,?,-86,?,7
-68,-28,-41,-57,-34,-56,-56,-48,-67,-69,-59,-57,?,-66,-69,?,?,?,-80,?,?,?,?,7
-74,-27,-42,-59,-34,-59,-53,-46,-65,-69,?,-56,-70,-61,-69,?,?,?,?,?,?,?,?,7
-70,-28,-42,?,-34,-52,-54,-45,-67,-68,-60,-57,?,-66,?,?,?,?,?,?,?,-98,?,7
-69,-27,-41,-60,-32,-52,-51,-46,-63,-65,-61,-58,-70,?,?,?,?,?,?,?,?,?,?,7
-72,-27,-41,-60,-31,-53,-51,-46,-65,-67,-61,-58,-70,-66,?,-82,?,?,?,?,?,?,?,7
-71,-27,-41,-59,-34,-57,-50,-45,-63,-68,-61,?,?,-66,-70,?,?,?,?,?,?,?,?,7
-72,-26,-41,-61,-34,-56,-54,-46,-63,-67,-60,?,-69,-66,-69,?,?,?,?,?,?,?,?,7
-70,-27,-41,-60,-32,-57,-52,-49,-63,-68,-59,?,-68,-67,-67,?,?,?,?,-66,?,?,?,7
-68,-27,-42,-60,-33,-57,-53,-46,-71,-62,-61,-56,?,-66,-68,?,?,-77,?,?,?,?,?,7
-68,-27,-42,-59,-33,-53,-54,-46,-64,-69,-61,-56,-70,-67,-68,?,?,?,?,?,?,?,?,7
-71,-27,-42,-59,-32,-57,-54,-50,-67,-69,-60,-56,-70,-68,?,-78,?,-77,?,-71,?,?,?,7
-68,-26,-41,-61,-34,-57,-53,-46,-64,-68,-59,-58,?,-66,?,?,-82,-77,?,-71,?,?,?,7
-68,-56,-41,-62,-31,-56,?,-46,-72,-69,-59,-48,-69,?,?,?,?,-77,?,?,?,?,?,7
-68,-27,-41,-60,-32,-56,?,-45,-65,-69,-58,-55,-69,-66,-68,?,?,?,?,?,?,?,?,7
-69,-27,-41,-59,-31,-54,-55,-49,-65,-68,-60,?,?,?,?,?,?,?,-80,?,?,?,?,7
-79,-27,-42,-62,-33,-52,-52,-49,-69,-68,-59,-57,-72,-67,?,?,?,?,?,?,?,?,?,7
-68,-27,-41,-59,-32,-58,?,-48,-65,-67,-63,-56,-71,?,?,?,?,?,?,?,?,?,?,7
-66,-27,-41,-60,-32,-51,-52,-46,-64,-67,-59,-57,-70,-69,?,?,?,?,?,?,?,?,?,7
-69,-29,-41,?,-31,-52,?,-45,-64,-67,-60,-57,?,-63,-71,?,?,?,?,?,?,?,?,7
-67,-27,-40,-62,-34,-57,-55,-49,-65,-68,-59,-57,-69,-67,?,?,?,?,?,?,?,?,?,7
-69,-27,-40,?,-32,-56,-53,-45,-64,-69,-60,-56,-71,-68,-69,?,?,?,?,?,?,?,?,7
-68,-31,-41,-60,-33,-57,-53,-45,-65,-70,-59,?,?,?,?,?,?,-77,?,?,?,-86,?,7
-70,-27,-41,-62,-31,-56,-52,-45,-62,-69,-61,?,-69,?,?,?,?,?,?,?,?,?,?,7
-69,-31,-40,-67,-32,-52,-55,-46,?,-68,-62,-56,-71,?,?,?,?,?,?,?,?,?,?,7
-67,-27,-40,-62,-33,-52,-52,-46,-63,-68,-59,-56,-73,-66,?,-81,?,?,?,?,?,?,?,7
-70,-27,-40,?,-32,-56,-52,-46,-67,-69,-61,-57,?,?,?,?,?,-74,?,?,?,?,?,7
-70,-72,-45,-60,-34,-51,-53,-46,-64,-70,?,-59,-71,?,-72,?,?,-75,?,-70,?,?,?,7
-67,-27,-40,-61,-32,-56,-53,-48,-65,-69,-60,-57,-71,-67,-76,?,?,?,-78,-71,?,-97,-80,7
-67,-27,-40,-63,-33,-56,-52,-46,?,-68,?,-57,-74,-67,?,?,?,?,-81,?,?,?,?,7
-68,-27,-40,-62,-31,-56,-51,-47,-63,-68,-60,-57,-76,-66,?,?,?,?,?,?,?,?,?,7
-71,-27,-40,-70,-34,-54,?,-50,-63,-69,?,?,-72,?,-73,?,?,?,?,-66,?,?,?,7
-67,-27,-41,-60,-33,-52,-53,-47,-63,-68,-60,-57,?,?,?,?,?,?,?,-65,?,?,?,7
-68,-27,-47,-60,-33,-57,-54,-46,-66,-69,-60,-58,?,-66,?,?,?,?,?,-65,?,?,?,7
-69,-27,-41,-60,-34,-52,-53,-46,-63,-70,-58,-85,-71,-65,?,?,?,-75,?,?,?,?,?,7
-68,-29,-42,-63,-34,-54,?,-46,-62,-57,-61,-62,-71,?,?,?,?,?,?,-66,?,?,?,7
-68,-27,-42,?,-34,-57,-53,-49,-63,-70,-61,-58,?,?,?,?,?,?,?,-64,?,?,?,7
-73,-29,-41,-62,-32,-55,-56,-46,-63,-70,-61,-57,?,-67,-69,?,?,?,?,-68,?,?,?,7
-67,-31,-40,-61,-31,-57,-53,-50,-63,-70,-60,-58,-71,?,-65,?,?,?,?,?,?,?,?,7
-67,-27,-41,-60,-33,-52,-53,-51,-63,-70,-62,?,?,-66,?,?,?,?,?,-52,?,?,?,7
-68,-27,-41,-61,-34,-57,-53,-48,-64,-71,-60,-58,-71,-66,?,?,?,?,-82,-66,?,?,?,7
-63,-27,-41,-58,-34,-52,-53,-46,-63,-70,?,-58,-71,?,?,?,?,?,?,-67,?,?,?,7
-69,-27,-41,-64,-34,-57,-53,-54,-62,-62,?,-57,-70,-67,?,?,?,-74,?,?,?,?,?,7
-66,-28,-41,-61,-34,-57,-53,-46,-63,-70,-60,-57,?,?,?,-83,?,-75,?,?,?,?,?,7
-67,-28,-41,-61,-34,-57,-54,-49,-65,-67,-60,-69,?,-67,?,-79,?,?,?,?,?,-85,?,7
-64,-27,-41,-62,-34,-58,-53,-45,-63,-68,-59,?,-70,-66,?,-84,?,-75,?,?,?,?,?,7
-70,-27,-40,-62,-31,-56,-55,-49,-64,-70,-58,-57,-70,-66,?,?,?,?,?,?,?,?,?,7
-66,-29,-41,-54,-33,-52,-50,-48,-65,-71,-57,-54,-71,-65,?,?,?,-80,?,-69,?,?,?,7
-74,-29,-41,-54,-34,-54,-52,-49,-67,-68,-59,-60,?,?,-77,?,?,?,?,?,?,?,?,7
-66,-28,-41,-59,-33,-56,-52,-50,-65,-71,-64,-53,-73,-67,?,?,?,?,?,?,?,?,?,7
-68,-28,-41,-54,-31,-56,-51,-45,-65,-71,-60,-57,-72,?,?,?,?,-71,?,?,?,?,?,7
-68,-28,-41,-60,-31,-56,-52,-46,-65,-71,-59,-55,?,?,?,?,?,?,?,?,?,?,?,7
-68,-28,-46,-62,-31,-50,-54,-46,-63,-71,-63,-58,-71,-67,-68,?,?,?,?,-66,?,?,?,7
-67,-29,-41,-62,-31,-49,-53,-47,-63,-72,-60,-74,-70,-67,-74,?,?,?,?,-67,?,?,?,7
-68,-27,-41,-61,-31,-53,?,-49,-66,-71,-60,-56,-74,?,?,?,?,?,?,-66,?,?,?,7
-68,-27,-42,-59,-32,-56,-54,-54,-62,-73,-88,?,-71,-67,?,?,?,-76,?,?,?,?,?,7
-66,-27,-41,-59,-33,-55,-56,-46,-63,-69,-58,?,-71,-66,?,?,?,?,?,?,?,?,?,7
-68,-27,-40,-59,-31,-53,-55,-47,?,-69,-61,?,?,-68,-70,?,?,?,?,-59,?,?,?,7
-72,-27,-41,-58,-31,-55,-59,-47,-63,-70,-60,?,-69,-65,?,?,?,?,-79,?,?,?,?,7
-67,-27,-41,-59,-33,-52,-54,-47,-63,-66,-60,?,-70,-63,?,-72,?,?,?,-66,?,?,?,7
-68,-27,-41,-59,-31,-55,?,-48,-63,-70,?,-57,-71,?,?,?,-93,?,?,-65,?,?,?,7
-59,-37,-39,-47,-48,-50,-47,-43,-64,-58,-51,?,-71,-66,-66,?,?,-76,?,-66,?,?,?,8
-60,-32,-43,-52,-43,-48,-45,-44,-65,-57,-48,-60,-72,?,?,?,?,-77,?,?,?,?,?,8
-58,?,?,-52,-45,-50,-46,-44,-63,-58,?,?,-72,?,?,?,?,-75,?,?,?,?,?,8
-59,-33,-41,-51,-43,-49,-47,-45,-69,-58,-48,?,?,?,-67,?,?,?,?,?,?,?,?,8
-58,-31,-40,-51,-45,-49,-45,-45,-69,-58,-49,-63,-73,?,-66,?,?,-74,?,?,?,?,?,8
-59,-31,-42,-51,-45,-49,-45,-43,-66,-59,-49,-60,-71,?,?,?,?,?,?,?,?,?,?,8
-58,-31,-42,-57,-45,-49,-46,-44,-67,-58,-64,-59,-68,?,?,?,?,-73,?,?,?,?,?,8
-58,-30,-40,-51,-45,-43,-45,-45,-68,-59,?,?,?,?,?,-80,?,-71,?,?,?,?,?,8
-58,-33,-40,-51,-45,-48,-46,-44,-68,-59,-50,-58,?,?,?,?,?,-77,?,?,?,?,?,8
-59,-30,-64,-51,-46,-44,-45,-43,?,-58,-49,-61,-69,-64,?,?,?,-72,?,?,?,?,?,8
-58,-31,-40,-52,-44,-48,-46,-45,-65,-59,-49,-62,?,?,?,-72,?,?,?,?,?,?,?,8
-58,-31,-40,-51,-45,-49,-46,-44,-65,-59,-49,-60,-70,-64,?,?,?,?,?,-70,?,?,?,8
-55,?,?,-52,-46,-49,-48,-45,-63,-59,-49,-61,-71,?,-67,?,?,?,?,?,?,-89,?,8
-58,-31,-40,?,-45,-49,-47,-45,?,-59,-50,?,-69,?,-66,?,?,?,?,?,?,?,?,8
-58,-31,-40,-52,-45,-48,-48,-45,-68,-58,-49,-61,?,-64,-76,?,?,?,?,?,?,?,?,8
-58,-30,-74,-52,-45,-48,?,-44,-66,-58,?,-59,-68,?,?,?,?,?,?,?,?,?,?,8
-59,-30,-40,-50,-45,-49,-47,-44,-64,-58,-46,-58,?,-65,-66,?,?,?,?,?,?,?,?,8
-58,-31,-40,-52,-44,-48,-47,-44,-64,-58,?,-59,-72,?,?,-86,?,?,?,?,?,?,?,8
-49,-31,-39,-52,-44,-49,-48,-43,-67,-58,-49,-58,-66,?,?,?,?,-73,?,?,?,?,?,8
-61,-30,-41,-52,-45,-49,-48,-83,-69,-58,-64,-59,-66,?,?,?,?,?,?,?,?,?,?,8
-56,-30,-41,-51,-45,-48,-47,-45,-64,-58,-51,-59,-66,?,-66,?,-75,?,?,?,?,?,?,8
-59,-30,-40,-50,-44,-49,-46,-44,-68,-58,?,-59,?,?,-65,?,-75,-74,?,-70,?,?,?,8
-60,-33,-40,-52,-44,-49,-46,-45,-64,-58,-49,-60,-66,-64,?,?,?,-75,?,-69,?,-89,-92,8
-58,-30,-39,-51,-43,-49,-47,-43,-65,-58,-49,-57,?,?,-64,?,-73,?,?,-72,?,?,?,8
-59,-33,?,?,-45,-49,-48,-45,-64,-58,?,-59,-69,-65,?,?,?,-79,?,?,?,?,?,8
-58,-30,-39,-52,-45,-50,-47,-44,-64,-57,-49,-58,-70,-65,?,?,?,?,?,-70,?,?,?,8
-55,-30,-42,-52,-45,-49,-48,-44,-70,-58,-49,-60,?,?,?,?,?,?,?,?,?,?,?,8
-58,-30,-41,-52,-44,-49,-48,-44,-65,-58,-50,-57,-69,?,?,?,?,-73,?,?,?,?,?,8
-55,-30,-42,-52,-44,-49,-50,-44,-70,-58,?,-85,-68,?,-67,?,?,-73,?,?,?,?,?,8
-58,-30,-41,-52,-44,-49,-48,-44,-65,-58,-49,-58,-71,?,-74,?,?,?,?,?,?,?,?,8
