4c:5e:0c:6f:20:b2_RFKON2014-Mesh,4c:5e:0c:71:aa:15_RFKON2014-Mesh,e8:37:7a:6c:7f:55_PYR,e4:8d:8c:20:4d:c1_UPLAT,dc:02:8e:c2:23:52_ILKSEM,06:18:d6:c2:98:24_inonet,04:18:d6:c1:98:24_inonet,c0:4a:00:0f:03:51_BilTAY Teknoloji,4c:5e:0c:70:52:5a_RFKON2014-Mesh,d4:ca:6d:c9:f1:c5_RFKON2014-Mesh,18:28:61:1c:0b:69_EVOSOFT,64:66:b3:d0:4a:8d_DLink_D01,d4:ca:6d:bc:1d:73_RFKON2014-Mesh,4c:5e:0c:71:a8:bf_RFKON2014-Mesh,c4:6e:1f:58:40:d2_DLink_D01,4c:5e:0c:6f:20:fa_RFKON2014-Mesh,4c:5e:0c:23:44:33_RFKON2014-Mesh,00:26:5a:52:0b:8c_RFKON_115,18:28:61:9e:ab:5c_MMD,18:28:61:58:78:6a_Dlink_DAP-1360,18:28:61:13:0d:9d_EROGLU,REF_POINT
-59,-34,-51,-59,-57,-52,-47,-56,-47,-42,-62,-74,-48,-61,-77,-72,-63,-68,-87,-81,-77,12
-47,-33,-55,-65,-57,-48,-53,-58,-48,-42,-59,-79,-53,-62,-77,-73,-63,-60,-45,-80,-77,12
-47,-33,-52,-66,-56,-48,-44,-53,-48,-40,-59,-72,-52,-62,-82,-73,-63,-68,-45,-80,NaN,12
-47,-32,-51,-65,-58,-49,-44,-50,-48,-39,-61,-73,-53,-64,-82,NaN,-64,-63,-44,-80,NaN,12
-51,-33,-49,-66,-56,-50,-46,-49,-48,-42,-62,-75,-53,-62,-82,-72,-64,-63,-44,NaN,-78,12
-47,-33,-56,-63,-56,-50,-50,-52,-50,-42,-62,-75,-53,-62,-79,-71,-64,-68,-46,NaN,-78,12
-48,-34,-57,-63,-57,-48,-45,-51,-50,-41,NaN,-70,-53,-62,-79,-72,NaN,-69,-44,NaN,NaN,12
-50,-33,-52,-63,-58,-49,-44,-48,-50,-39,-63,-72,-52,-63,-78,-72,NaN,-68,-45,-78,NaN,12
-51,-35,-52,-59,-68,-48,-45,-51,-49,-40,-63,-72,-55,-63,-78,-72,NaN,-68,-46,-78,-80,12
-49,-59,-48,-60,-63,-55,-54,-58,-58,-35,-62,-72,-43,NaN,-78,-77,-59,-62,-46,-70,-80,13
-44,-46,-47,-60,-54,-57,-51,-54,-52,-40,-58,-73,-48,NaN,NaN,NaN,-61,-62,-46,-70,NaN,13
-46,-48,-46,-59,-54,-56,-49,-55,-51,-40,-52,-76,-45,NaN,NaN,NaN,-62,-62,-46,NaN,NaN,13
-47,-70,-46,-60,-53,-56,-48,-54,-46,-39,-58,-76,-45,-58,-83,-75,-61,NaN,-45,-70,NaN,13
-59,-46,-46,-60,-65,-56,-51,-55,-51,-40,-56,-76,-49,-58,-83,-75,-61,-62,-44,-69,NaN,13
-47,-43,-47,-60,-54,-56,-50,-54,-48,-41,-58,-77,-49,NaN,NaN,NaN,-61,-83,-46,-70,-75,13
-47,-46,-46,-60,-54,-57,-49,-55,-49,-41,-58,-74,-45,-60,-79,-70,-60,-63,-45,-69,-76,13
-48,-45,-47,-60,-69,-55,-50,-55,-49,-39,-56,-77,-46,-58,-79,-72,-60,-62,-45,-69,-76,13
-47,-45,-47,-60,-54,-57,-49,-57,-59,-40,-56,-77,-49,-58,NaN,-72,NaN,-62,-45,NaN,NaN,13
-47,-42,-46,-62,-54,-56,-49,-55,-59,-40,-63,NaN,-50,NaN,NaN,NaN,-58,-60,-45,NaN,NaN,13
-50,-46,-48,-55,-53,-56,-50,-53,-50,-40,-57,-75,-48,NaN,NaN,NaN,-58,-62,-45,NaN,NaN,13
-50,-47,-47,-60,-54,-55,-79,-53,-48,-42,-58,-75,-54,-59,NaN,NaN,-59,-62,-45,NaN,NaN,13
-45,-46,-46,-64,-54,-55,-55,-55,-48,-43,-58,-72,-44,-59,-80,NaN,-59,-63,-46,NaN,NaN,13
-49,-46,-46,-62,-54,-55,-55,-54,-45,-41,-59,-75,-45,-59,-80,NaN,NaN,-62,-46,NaN,NaN,13
-50,-44,-53,-59,-54,-55,NaN,-54,-49,-39,-56,-74,-44,-58,NaN,NaN,-61,-62,-45,-70,NaN,13
-50,-44,-46,-63,-55,-55,NaN,-53,-48,-39,-59,-74,-46,-62,-76,-70,-62,NaN,-45,-71,NaN,13
-50,-46,-47,-63,-54,-57,-48,-53,-47,-39,-58,-77,-46,-62,-78,-70,-60,-62,-45,-70,NaN,13
-48,-44,-46,-61,-53,-57,-48,-54,-49,-40,-57,-78,-46,-60,-78,NaN,-60,-56,-44,-70,NaN,13
-48,-71,-51,-55,-54,-56,-49,-53,-48,-41,-60,-78,-47,-60,-78,NaN,-60,-60,-45,NaN,NaN,13
-45,-45,-51,-55,-54,-56,-56,-53,-48,-39,-58,NaN,-45,-59,NaN,-71,-61,-61,-48,-71,NaN,13
-50,-45,-47,-60,-55,-58,-53,-53,-49,-39,-59,-76,-46,-59,NaN,-70,-62,-69,-45,-71,-80,13
-71,-44,-47,-58,-55,-57,-55,-51,-47,-41,-58,-77,-46,-66,-77,-70,-62,-57,-45,NaN,-80,13
-51,-45,-46,-59,-55,-56,-49,-53,-49,-38,-58,-76,-46,-66,-77,-71,-62,-57,-46,NaN,NaN,13
-50,-45,-47,-58,-55,-56,-49,-53,-47,-38,-58,-76,-46,-59,NaN,-78,-62,-62,-46,NaN,-81,13
-52,-45,-54,-59,-54,-56,-49,-53,-49,-39,-56,-76,-45,-59,-75,-78,-62,-62,-48,NaN,-75,13
-52,-45,-47,-59,-54,-56,-49,-54,-49,-42,-58,-76,-45,-60,-75,-71,-62,-62,-46,NaN,-75,13
-51,-46,-47,-58,-65,-56,-49,-54,-49,-40,-59,-76,-46,-60,NaN,-73,-61,-62,-48,-70,NaN,13
-50,-44,-48,-61,-55,-58,-49,-54,-47,-37,-58,-75,-44,NaN,NaN,-74,-65,-56,-45,-71,NaN,13
-51,-59,-47,-60,-65,-56,-48,-54,-46,-39,-58,-75,-46,-60,-77,-70,-61,-62,-45,-71,NaN,13
-51,-43,-47,-58,-54,-57,-56,-54,-51,-39,-58,-75,-45,-60,-77,-71,-61,-62,-46,-71,NaN,13
-50,-46,-47,-58,-54,-56,-51,-53,-47,-87,-55,-77,-45,-58,-79,-68,-61,-57,-46,-73,-76,13
-50,-45,-46,-57,-54,-56,-56,-52,-48,-39,-56,-77,-45,-58,-79,-68,-64,-60,-46,-73,-76,13
-51,-42,-47,-59,-54,-56,-51,-53,-47,-44,-59,NaN,-45,-58,-77,NaN,-60,-61,-46,NaN,NaN,13
-48,-45,-50,-58,-54,-58,-53,-53,-47,-39,-58,NaN,-44,-62,-77,-72,-60,-57,-45,NaN,NaN,13
-47,-45,-46,-58,-53,-56,-51,-51,-48,-41,-55,-75,-42,-66,-77,-71,-63,-57,-46,-70,-80,13
-47,-45,-46,-59,-53,-57,-56,-53,-47,-39,-59,-76,-46,-60,-77,-72,-62,-56,-46,-71,-80,13
-48,-46,-46,-59,-54,-57,-53,-53,-47,-40,-58,-79,-45,-66,-77,-72,-63,-69,NaN,-70,NaN,13
-48,-45,-46,-62,-54,-57,-53,-53,-48,-39,-57,-77,-46,-60,-77,-72,-60,-57,-46,-69,NaN,13
-49,-45,-46,-60,-67,-55,-52,-52,-48,-39,-58,-76,-45,-67,NaN,-73,-60,-57,-46,-69,NaN,13
-49,-42,-47,-60,-54,-56,-53,-52,-47,-43,-55,-77,-46,-67,NaN,-73,-61,-57,-46,NaN,NaN,13
-45,-44,-46,-61,-54,-57,-52,-53,-49,-39,-56,-77,-45,-60,NaN,NaN,-60,-62,-45,NaN,NaN,13
-49,-45,-46,-60,-53,-57,-50,-53,-49,-39,-59,-77,-46,-58,NaN,-72,-64,-62,-46,NaN,NaN,13
-49,-45,-54,-63,-55,-58,-54,-53,-50,-39,-58,-77,-46,-63,NaN,-69,-61,-57,-47,-69,NaN,13
-48,-44,-46,-62,-66,-57,-55,-52,-47,-38,-58,-77,-45,-63,-78,-73,-60,-63,-46,-70,NaN,13
-50,-45,-46,-60,-54,-57,-51,-53,-48,-41,-56,-75,-45,-59,-78,-73,-60,-57,-46,-70,-79,13
-50,-46,-47,-61,-54,-57,-58,-54,-49,-45,-56,-76,-45,-59,-76,NaN,-60,-57,-45,-70,-79,13
-50,-45,-53,-61,-54,-57,-48,-54,-49,-45,-57,-77,-45,NaN,-76,NaN,-59,-57,-46,-70,NaN,13
-53,-45,-46,-58,-54,-56,-52,-52,-47,-40,-58,-75,-46,-58,-79,-70,-60,-62,-46,-71,NaN,13
-50,-45,-46,-62,-54,-56,-50,-53,-47,-39,-58,-77,-45,-58,-82,-70,-57,-61,-46,-71,-77,13
-50,-44,-46,-60,-53,-57,-50,-54,-46,-41,-58,-76,-45,NaN,-82,NaN,-57,-56,-46,-70,-77,13
-47,-45,-47,-60,-53,-58,-48,-54,-48,-78,-56,-73,-45,-58,-77,-71,-58,-57,-46,-70,-80,13
-46,-44,-47,-55,-53,-56,-49,-53,-46,-39,-56,-80,-44,-64,-77,-71,-60,-57,-46,NaN,-80,13
-50,-42,-47,-58,-54,-56,-49,-53,-47,-41,-56,-80,-45,-60,NaN,-74,-61,-62,-46,NaN,-77,13
-47,-45,-54,-58,-54,-56,-52,-52,-48,-40,-58,NaN,-45,-65,-75,-74,-64,-62,NaN,NaN,-75,13
-48,-46,-46,-58,-53,-56,-52,-52,-48,-40,-58,-76,-46,-65,-70,-72,-65,-62,-46,NaN,-75,13
-47,-45,-46,-58,-54,-56,-51,-51,-44,-41,-56,-75,-49,NaN,-76,-72,-62,NaN,-46,NaN,NaN,13
-47,-46,-47,-59,-54,-57,-56,-52,-46,-38,-58,-75,-45,-59,-76,NaN,-63,NaN,-64,NaN,NaN,13
-49,-44,-47,-57,-54,-56,-48,-50,-45,-41,-57,NaN,-45,-59,NaN,NaN,-61,-61,-64,-70,NaN,13
-48,-45,-46,-58,-53,-56,-48,-51,-45,-42,-58,-77,-45,-59,-79,-72,-82,-62,-46,-71,-77,13
-49,-45,-47,-58,-53,-57,-56,-51,-46,-40,-56,-73,-45,-57,-81,-72,-61,-62,-45,-70,-77,13
-56,-46,-47,-58,-54,-57,-50,-52,-71,-41,-58,-76,-45,-59,-75,-72,-60,-61,-46,-71,NaN,13
-50,-42,-47,-58,-54,-56,-50,-53,-48,-40,-58,-76,-45,-59,-79,NaN,-61,-62,-46,-76,NaN,13
-52,-45,-46,-60,-55,-57,-56,-53,-47,-39,-52,-75,-47,NaN,-79,-75,-60,-65,-46,-71,NaN,13
-50,-45,-46,-57,-54,-57,-45,-53,-48,-39,-52,-75,-45,-63,NaN,-75,-67,-62,-46,-69,-75,13
-52,-42,-46,-57,-54,-58,-78,-52,-48,-40,-58,-75,-45,-58,NaN,NaN,-64,-62,-50,-69,-75,13
-50,-46,-55,-58,-54,-59,-52,-53,-47,-39,-63,-78,-45,-59,-80,NaN,-64,-57,-45,-70,NaN,13
-52,-70,-52,-58,-54,-58,-50,-53,-47,-40,-58,-76,-48,-65,-83,NaN,-58,-57,-45,-70,-79,13
-58,-44,-53,-58,-55,-57,-53,-53,-47,-35,-59,-77,-45,-63,-77,-74,-56,-62,-46,-70,-79,13
-54,-45,-47,-58,-55,-58,-48,-55,-47,-41,-58,-75,-45,-63,-81,-74,-57,-62,-46,-70,NaN,13
-53,-45,-48,-59,-54,-58,-49,-55,-45,-40,-59,-75,-48,-65,-81,NaN,-57,-62,-46,-69,NaN,13
-51,-45,-54,-58,-54,-57,-49,-55,-47,-40,-57,-79,-46,-65,NaN,NaN,-57,-62,-45,-70,NaN,13
-51,-70,-46,-59,-54,-57,-50,-56,-49,-40,-56,-79,-46,-60,NaN,NaN,-63,-74,-46,-70,NaN,13
-53,-46,-54,-58,-54,-57,-51,-56,-50,-81,-56,-76,-49,-65,-80,-72,-63,-62,-46,NaN,NaN,13
-51,-46,-47,-59,-54,-57,-51,-55,-47,-45,-55,-72,-46,-65,-80,-72,NaN,-62,-51,NaN,-82,13
-52,-46,-46,-58,-55,-57,-55,-56,-46,-40,-58,-72,-42,-59,NaN,-71,-61,-62,-45,-69,-82,13
-52,-45,-46,-58,-54,-57,-51,-56,-46,-37,-58,-75,-45,-59,-80,-75,-63,-61,-45,-70,NaN,13
-50,-45,-80,-58,-53,-57,-49,-54,-43,-41,-57,-76,-46,-58,-80,-74,-63,-62,-48,-69,-77,13
-70,-45,-47,-58,-55,-57,-49,-54,-47,-39,-58,-76,-48,-59,NaN,-74,-61,-62,-45,-69,-77,13
-53,-43,-47,-59,-55,-57,-79,-54,-49,-41,-58,-76,-49,-65,NaN,-74,-59,-62,-45,-69,NaN,13
-52,-45,-51,-59,-55,-58,-79,-56,-48,-41,-60,-76,-46,-60,NaN,NaN,-58,-63,-44,-71,NaN,13
-54,-60,-61,-60,-56,-64,-56,-55,-54,-46,-57,-74,-47,-65,NaN,NaN,-61,-58,-47,-71,NaN,14
-51,-89,-52,-61,-56,-67,-51,-60,-54,-37,-67,NaN,-47,-57,-81,NaN,-62,-56,-49,-69,NaN,14
-51,-44,-55,-61,-58,-66,-56,-60,-59,-37,-65,-72,-53,-57,-80,-68,-63,-56,-50,-71,NaN,14
-52,-47,-54,-59,-57,-65,-54,-60,-51,-81,-64,-82,-47,-56,-80,-70,-64,-57,-51,-71,NaN,14
-52,-47,-54,-59,-57,-66,-56,-65,-51,-38,-64,-82,-54,-57,-80,-70,-63,-74,-50,NaN,NaN,14
-50,-48,-55,-61,-57,-65,-55,-61,-50,-37,-66,-82,-49,-63,-80,NaN,-80,-57,-51,-68,NaN,14
-51,-48,-54,-59,-58,-65,-53,-61,-54,-37,-66,NaN,-47,-55,-78,-71,-63,-61,-51,-69,NaN,14
-50,-48,-60,-60,-56,-65,-53,-69,-49,-36,-64,-83,-47,-57,-79,-72,-63,-57,-51,-70,NaN,14
-50,-47,-54,-60,-58,-67,-57,-63,-53,-38,-66,-83,-48,-56,-79,-72,-57,-71,-50,-70,NaN,14
-49,-45,-54,-55,-58,-66,-53,-63,-48,-37,-70,NaN,-53,-57,NaN,-76,-59,-56,-50,-69,NaN,14
-50,-47,-54,-58,-57,-66,-53,-61,-49,-38,-63,-75,-48,-55,NaN,-76,-59,-57,-51,-69,NaN,14
-50,-47,-54,-63,-57,-64,-55,-62,-55,-37,-66,-75,-48,-57,-75,NaN,-59,-56,-50,-69,NaN,14
-51,-48,-57,-60,-58,-65,-54,-62,-55,-37,-65,-80,-47,-55,-77,-71,NaN,-57,-50,-70,NaN,14
-51,-46,-57,-59,-56,-66,-55,-62,-80,-37,-57,-81,-53,-56,-77,-71,-58,-65,NaN,-69,-80,14
-52,-46,-54,-53,-61,-65,-53,-63,-53,-37,-64,-81,-46,-56,-77,-70,-59,-65,NaN,-70,-80,14
-52,-46,-55,-58,-58,-66,-54,-60,-50,-37,-66,-82,-47,-56,-77,-70,-60,-57,NaN,-70,-72,14
-49,-50,-55,-59,-60,-66,-54,-62,-50,-38,-66,-81,-88,NaN,NaN,-70,-59,-57,NaN,-68,-72,14
-49,-50,-54,-54,-60,-65,-53,-63,-51,-37,-64,-82,-54,-56,-76,-70,-58,-57,-52,-68,NaN,14
-51,-86,-54,-54,-57,-66,-53,-63,-51,-37,-66,-82,-48,-56,-76,NaN,-58,-56,-49,-69,NaN,14
-51,-80,-56,-54,-61,-66,-53,-63,-50,-38,-66,-81,-48,-56,NaN,NaN,-61,-56,-50,-69,NaN,14
-69,-48,-54,-53,-56,-66,-55,-61,-50,-43,-63,-81,NaN,-58,NaN,-69,-64,-57,-50,-69,NaN,14
-87,-49,-58,-53,-57,-65,-56,-61,-50,-37,-63,-80,-47,-56,NaN,-68,-60,-57,-50,-69,NaN,14
-51,-48,-58,-55,-60,-65,-55,-61,-51,-37,-59,-80,-48,-56,NaN,-70,-60,-56,-51,-72,NaN,14
-52,-48,-57,-54,-57,-64,-55,-62,-59,-37,-63,-79,-47,-54,-78,-79,-60,-56,-51,-68,-80,14
-49,-48,-56,-55,-57,-65,-55,-63,-52,-39,-63,-79,-45,-54,-78,-79,-58,-56,-51,-68,-80,14
-51,-48,-55,-55,-58,-66,-53,-70,-54,-36,-65,NaN,-47,-57,-78,NaN,-58,-57,-50,NaN,NaN,14
-50,-48,-54,-55,-56,-65,-53,-52,-80,-37,-63,-82,-47,-54,-78,-76,-57,-57,-51,-70,NaN,14
-51,-79,-55,-55,-56,-66,-55,-61,-51,-38,-65,-82,-54,-54,-77,-76,-57,-57,-50,-70,NaN,14
-50,-48,-55,-58,-57,-66,-55,-62,-54,-86,-65,-80,-52,-57,-78,-76,-57,-56,-51,NaN,NaN,14
-50,-50,-55,-55,-60,-65,-56,-62,-50,-41,-63,-80,-54,-56,-78,-73,-57,-56,-53,-70,-84,14
-50,-48,-55,-57,-57,-65,-55,-62,-50,-37,-64,NaN,-54,-56,NaN,-73,-58,-56,-51,-69,-84,14
-50,-48,-57,-55,-57,-65,-52,-63,-51,-36,-68,-79,-45,NaN,-77,-73,-57,-57,-51,-69,NaN,14
-50,-48,-75,-55,-56,-64,-54,-62,-51,-37,-56,-80,-47,NaN,-78,-73,-59,-56,-51,NaN,-79,14
-48,-51,-53,-55,-56,-64,-53,-60,-56,-36,-63,-75,-46,-61,-78,NaN,-60,-60,NaN,NaN,-79,14
-51,-47,-75,-55,-56,-65,-55,-61,-49,-37,-64,-80,-47,-56,NaN,-71,-59,-57,-50,NaN,NaN,14
-51,-48,-54,-55,-56,-65,-54,-64,-50,-38,-65,-80,-48,-56,NaN,-73,-60,-57,-49,NaN,NaN,14
-51,-48,-54,-55,-57,-65,-55,-73,-49,-37,-62,-80,-47,-56,-79,-80,-60,-57,-51,-68,NaN,14
-51,-47,-57,-54,-57,-65,-54,-62,-50,-35,-67,-80,-47,-55,-79,-72,-60,-57,-51,-69,-80,14
-51,-49,-58,-55,-59,-65,-54,-63,-51,-37,-65,-81,-46,-55,NaN,-73,-59,-57,NaN,-69,-80,14
-48,-69,-57,-55,-60,-64,-54,-60,-51,-37,-63,-80,-47,-55,NaN,-73,-58,-57,-50,-69,NaN,14
-48,-49,-55,-54,-57,-64,-55,-62,-52,-37,-63,-80,-46,-54,-79,-69,-56,-56,-50,-70,NaN,14
-48,-46,-54,-55,-57,-64,-55,-61,-51,-38,-66,-80,-46,-54,-81,-69,-61,-58,-53,-69,NaN,14
-48,-50,-74,-54,-57,-63,-55,-65,-54,-43,-64,NaN,-51,-60,-80,NaN,-57,-57,-53,-68,-84,14
-49,-48,-57,-54,-56,-64,-55,-62,-49,-37,-62,-81,-48,-55,-76,-72,-55,-57,-50,-68,-84,14
-49,-48,-55,-65,-56,-64,-56,-62,-50,-36,-62,-80,-48,-56,-79,-72,-58,-57,-50,-69,-79,14
-72,-47,-52,-53,-58,-64,-55,-62,-57,-37,-64,-82,-47,-56,-79,-73,-62,-56,-50,-69,-79,14
-50,-47,-55,-54,-58,-65,-55,-62,-54,-37,-65,-79,-54,-56,-79,-73,-57,-68,-50,-69,NaN,14
-51,-48,-57,-53,-60,-65,-56,-63,-54,-37,-65,-81,-47,-57,-78,-72,-58,-57,-50,-69,NaN,14
-49,-48,-53,-55,-58,-65,-52,-63,-54,-38,-63,-81,-48,-55,-78,-72,-57,-56,-51,-69,-78,14
-49,-46,-54,-55,-57,-64,-53,-62,-50,-38,-65,-81,-47,-57,-78,-78,-57,-56,-51,-68,-78,14
-49,-48,-64,-54,-59,-64,-55,-61,-51,-38,-65,-79,-47,-57,NaN,-78,-57,-57,-50,-69,NaN,14
-50,-48,-54,-53,-56,-65,-56,-73,-50,-37,-63,-78,-63,-56,-78,-71,-57,-57,-51,-69,NaN,14
-50,-48,-55,-52,-56,-65,-56,-61,-51,-38,-64,-80,-48,-57,-80,-71,-60,-57,-51,-70,-78,14
-52,-46,-54,-56,-57,-65,-54,-73,-51,-37,-64,-77,-48,-57,-76,-70,-59,-56,-50,-71,-78,14
-49,-48,-56,-53,-59,-65,-53,-61,-51,-37,-65,-72,-48,-58,-70,-79,-59,-59,-51,-68,NaN,14
-49,-46,-56,-55,-57,-65,-55,-63,-50,-38,-62,-80,-47,-62,-81,-79,-59,-57,-51,-68,NaN,14
-44,-49,-55,-60,-60,-65,-56,-61,-50,-33,-62,-80,-48,-62,-80,NaN,-59,-56,-50,NaN,NaN,14
-49,-49,-57,-58,-56,-65,-56,-61,-49,-37,-65,-80,-47,-62,-78,NaN,-57,-57,-51,-69,NaN,14
-50,-48,-56,-59,-57,-65,-54,-62,-50,-37,-58,-81,-44,-57,-79,-71,-57,-57,-51,-69,-78,14
-70,-49,-55,-59,-57,-65,-56,-63,-50,-37,-62,-80,-48,-56,-79,-76,-57,-58,-50,-69,-81,14
-56,-48,-56,-59,-59,-66,-53,-63,-69,-37,-57,-80,-47,-55,-80,-71,-58,-57,-50,NaN,-78,14
-49,-48,-56,-60,-57,-65,-55,-63,-50,-38,-64,NaN,-55,-57,-80,-71,-58,-57,-49,-69,-78,14
-50,-49,-53,-60,-58,-65,-53,-63,-50,-38,-62,-81,-47,-80,-79,NaN,-58,-58,-49,-69,-80,14
-50,-48,-54,-58,-58,-65,-54,-60,-51,-37,-64,-80,-48,-62,-78,-70,-60,-57,-50,NaN,-80,14
-50,-49,-54,-58,-59,-66,-54,-59,-50,-38,-63,-80,-48,-60,-78,-74,-58,-58,-50,NaN,NaN,14
-50,-48,-55,-58,-57,-64,-53,-61,-51,-36,-64,NaN,-48,-56,-80,-72,-58,-58,-50,NaN,-78,14
-50,-50,-61,-57,-56,-65,-54,-61,-50,-37,-64,-81,-83,-56,-79,-73,-58,-58,-49,-69,-78,14
-49,-48,-55,-59,-57,-65,-55,-69,-69,-37,-65,-81,-46,-57,-78,-69,-58,-82,-50,-69,NaN,14
-51,-48,-55,-58,-60,-65,-53,-64,-51,-41,-68,-82,-48,-57,-79,-70,-58,-57,-51,-69,NaN,14
-69,-48,-54,-59,-57,-65,-53,-63,-49,-37,-64,-81,-47,-55,-78,-69,-57,-57,-51,NaN,-79,14
-51,-48,-54,-59,-58,-64,-53,-63,-50,-38,-65,-81,-53,-55,-78,-69,-62,-57,-50,NaN,-79,14
-50,-48,-56,-59,-60,-65,-52,-60,-51,-38,-57,-81,-43,-56,NaN,-69,-58,-57,-50,NaN,NaN,14
-49,-48,-56,-59,-57,-66,-55,-61,-54,-37,-65,-81,-45,-60,-78,-75,-58,-57,-50,-70,NaN,14
-49,-45,-54,-59,-57,-65,-55,-61,-51,-38,-65,-82,-47,-65,-73,-74,-62,-57,-51,-70,NaN,14
-70,-48,-55,-60,-58,-65,-57,-61,-51,-37,-63,-80,-47,-57,-77,-74,-60,-57,-50,-69,-81,14
-49,-47,-57,-60,-57,-65,-59,-60,-50,-38,-65,-81,-46,-57,-78,NaN,-56,-57,-51,-69,-78,14
-49,-47,-56,-61,-57,-65,-56,-61,-69,-37,-65,-81,-47,-57,-78,NaN,-61,-56,-52,-69,-78,14
-49,-50,-55,-59,-57,-65,-53,-61,-50,-37,NaN,-81,-47,-60,-78,-75,-61,-56,-84,-70,NaN,14
-49,-44,-54,-59,-60,-65,-52,-61,-50,-37,-65,-81,-46,-60,-79,-72,-58,-57,-52,-71,NaN,14
-50,-48,-54,-61,-78,-65,-52,-61,-50,-37,-65,-81,-47,-56,-79,-76,-58,-57,-51,-71,-82,14
-47,-53,-52,-61,-58,-55,-53,-71,-52,-36,-66,-69,-57,-62,-78,-73,-67,-55,-45,-73,-74,15
-51,-81,-51,-59,-58,-56,-54,-65,-55,-35,-66,-82,-54,-62,-78,-64,-64,-56,-45,-76,-74,15
-48,-52,-51,-58,-66,-55,-74,-64,-55,-32,NaN,-67,-58,-69,NaN,-64,-64,-58,-45,-76,NaN,15
-45,-51,-56,-60,-57,-57,-50,-63,-56,-33,NaN,-79,-51,-69,-77,-64,-64,-58,-45,NaN,NaN,15
-54,-52,-56,-59,-57,-56,-55,-64,-53,-33,NaN,-81,-49,-54,-77,NaN,-64,-59,-44,NaN,NaN,15
-45,-51,-55,-59,-58,-58,-50,-64,-57,-33,NaN,-77,-49,-54,NaN,-63,-64,-57,-44,NaN,NaN,15
-44,-52,-51,-59,-57,-58,-47,-63,-54,-33,NaN,-80,-50,-70,-78,-63,-66,-57,-44,NaN,NaN,15
-46,-49,-52,-60,-59,-57,-52,-64,-55,-33,-67,-82,-50,-54,-76,-65,-63,-58,-44,NaN,-80,15
-45,-49,-56,-63,-58,-58,-47,-58,-53,-35,-64,-77,-45,-54,-77,-64,-63,-58,-45,-70,-80,15
-46,-50,-52,-56,-67,-58,-48,-63,-55,-32,-68,-80,-49,-53,-80,-63,-67,-58,-45,-70,-77,15
-46,-51,-52,-54,-58,-58,-53,-63,-55,-33,-68,-80,-49,-57,-80,-63,-67,-58,-45,-70,-77,15
-49,-51,-51,-55,-57,-59,-53,-63,-56,-32,NaN,NaN,-50,-68,NaN,-65,-65,-57,-44,NaN,NaN,15
-49,-51,-51,-56,-57,-58,-49,-64,-55,-33,NaN,-80,-50,-56,NaN,-63,-63,-57,-44,-71,-76,15
-45,-50,-56,-56,-58,-58,-67,-64,-56,-33,NaN,-80,-50,-51,-79,-63,-67,-58,-44,-71,-76,15
-72,-52,-56,-56,-58,-58,-67,-63,-54,-33,-68,-81,-50,-51,-79,NaN,-67,-58,-44,-72,NaN,15
-45,-51,-56,-56,-59,-59,-54,-64,-56,-33,-68,-78,-51,NaN,-79,-64,NaN,-57,-44,-72,-76,15
-45,-82,-53,-56,-62,-59,-53,-63,-55,-33,NaN,-72,-81,NaN,-80,-64,-64,-57,-44,-72,-76,15
-45,-51,-52,-51,-57,-59,-48,-64,-56,-33,NaN,-80,-81,NaN,-80,-64,-64,-58,-44,-72,NaN,15
-49,-51,-56,-57,-57,-60,-49,-64,-56,-34,-66,-79,NaN,-70,-80,NaN,NaN,-58,-44,NaN,-76,15
-45,-51,-51,-56,-59,-59,-50,-64,-60,-33,-65,-79,-50,-69,-80,NaN,-57,-57,-45,NaN,-76,15
-49,-51,-52,-57,-58,-59,-49,NaN,-56,-34,-65,-80,-50,-54,NaN,-61,-57,-57,-45,-71,NaN,15
-45,-51,-51,-60,-58,-58,-48,-64,-56,-33,-65,-80,-51,-55,NaN,-61,-57,-57,-45,-76,NaN,15
-46,-72,-56,-60,-58,-58,-47,-63,-55,-33,-65,-71,-53,-54,-79,-65,-58,-58,-49,-76,NaN,15
-46,-51,-52,-62,-58,-59,-48,-62,-59,-33,-66,-81,-50,-55,-79,-63,-58,-57,-49,-73,-74,15
-46,-51,-56,-61,-58,-59,-48,-69,-56,-33,-65,-81,-47,-55,NaN,-63,-61,-59,-45,-73,-74,15
-42,-52,-57,-61,-57,-58,-52,-64,-55,-33,-65,NaN,-47,-69,NaN,-63,-70,-58,-45,-74,NaN,15
-45,-51,-56,-65,-57,-59,-54,-64,-56,-33,NaN,NaN,-51,-69,NaN,NaN,-68,-57,-45,-74,NaN,15
-49,-51,-52,-64,-68,-59,-49,-63,-55,-33,-72,-79,-52,-54,-78,-64,-68,-58,-44,-72,NaN,15
-45,-51,-51,-62,-58,-58,-49,-62,-55,-33,-68,-79,-52,-54,-79,-64,-63,-57,-45,-72,-73,15
-45,-52,-51,-62,-57,-58,-53,-68,-56,-33,-68,-79,-50,-53,-83,NaN,-63,-59,-45,-71,-75,15
-45,-51,-52,-60,-57,-58,-50,-61,-55,-32,-65,-72,-51,-54,-80,-63,-58,-58,-44,-71,-73,15
-45,-51,-51,-62,-56,-59,-49,-63,-56,-33,-68,-78,-52,-54,-80,-64,-57,-58,-44,-71,-73,15
-44,-52,-52,-62,-74,-59,-54,-63,-53,-33,-65,-78,-51,-69,-79,-63,-59,-67,-44,-71,-73,15
