10.8,8.4,-41.663,-33.462,-50.475,-69.904,-63.646,-50.987,-46.625,-48.925,-45.835,-55.087,-56.688,-76.195,-55.924,-56.797,-72.038,-68.912,-66.147,-68.463,-48.857,-81.88,-79.575,7.1298,4.8207,2.6095,2.7546,1.1551,0.2974,4.1897,1.016,6.0286,5.1267,2.6318,1.7921,5.6563,1.3046,2.8485,3.4196,1.7218,2.1813,5.9774,2.4379,2.6105,1.3931e-07,15.101,-26.073,5.2125e-07,0.26053,0.46621
13.2,8.4,-49.375,-36.163,-52.076,-62.809,-57.15,-47.938,-43.087,-53.3,-51.313,-41.475,-63.603,-72.595,-52.025,-64.343,-77.613,-73.593,-66.838,-68.744,-46.779,-80.048,-77.946,4.4562,11.09,4.763,2.7113,1.863,1.0231,2.5715,2.3728,7.2646,1.6068,3.6122,1.8503,4.3175,4.1455,2.3874,3.2596,4.0283,2.31,8.1558,1.9248,2.2478,-1.679e-08,12.435,-28.188,4.5541e-07,0.23294,0.26544
15.6,8.4,-50.2,-46.462,-48.075,-59.125,-55.038,-56.587,-52.538,-53.487,-48.375,-41.563,-57.475,-75.892,-45.825,-60.783,-78.212,-72.333,-61.091,-61.184,-46.282,-70.222,-77.781,4.2049,6.0377,4.403,1.8168,3.4179,0.88151,6.6872,1.4408,3.6643,8.2552,1.869,1.6845,1.7773,2.8588,2.4281,2.1892,3.2003,4.0123,3.0954,1.2079,2.2538,3.8957e-08,12.602,-26.74,5.0221e-07,0.28189,0.27252
18,8.4,-51.763,-49.987,-56.087,-56.987,-57.825,-65.037,-54.35,-62.275,-52.75,-38.65,-63.797,-80.056,-49.228,-57.286,-78.2,-72.606,-59.215,-57.975,-50.919,-69.262,-79.294,6.4597,8.3507,4.174,2.8396,2.6614,0.7368,1.4151,3.1421,5.946,7.424,2.5388,2.194,6.6525,3.5757,1.7695,3.0477,3.0746,4.1184,4.0128,0.90618,2.6461,-4.6878e-08,9.893,-24.333,6.638e-07,0.27273,0.28182
15.6,10.8,-46.737,-52.975,-53.425,-60.413,-58.237,-58.1,-51.684,-63.57,-55.587,-35.325,-66.281,-77.592,-52.089,-57.878,-78.279,-64.06,-60.792,-57.938,-44.862,-72.094,-75.628,4.7912,7.3708,2.438,2.8627,2.6731,0.85091,4.6231,2.0611,2.6941,10.1,2.6456,3.3394,6.1648,6.3827,2.7309,3.4854,3.7217,2.2295,1.0403,2.0025,2.1605,3.625e-08,15.347,-29.575,5.5022e-07,0.33068,0.28896
18,10.8,-52.225,-58.513,-51.837,-59.163,-57.3,-59.087,-52.212,-62.608,-52.788,-33.675,-58.462,-75.658,-39.587,-52.675,-72.054,-62.959,-52.756,-57.212,-44.1,-67.902,-68.709,3.6629,3.6423,1.9645,1.8033,4.6861,0.55561,1.7909,2.8975,4.2178,9.6493,3.6972,2.616,8.0421,2.5694,1.7272,2.4852,5.0303,2.7453,1.9,2.508,2.2334,-6.1775e-08,11.379,-25.681,4.9835e-07,0.27862,0.29245
15.6,13.2,-52.188,-50.2,-53.075,-64.987,-57.911,-66.862,-56.612,-57.188,-50.654,-48.026,-67.101,-78.419,-45.1,-62.216,-80.449,-66.391,-57.141,-72.162,-52.835,-65.179,-72.073,4.6717,4.5768,3.7137,1.6108,0.55907,0.93786,2.8396,0.87285,3.5851,4.1183,2.9422,3.1318,1.4548,2.6133,3.4021,2.2571,2.6713,2.7762,1.2953,1.4027,2.5881,-2.232e-08,9.0506,-29.057,4.3006e-07,0.25933,0.33416
18,13.2,-52.775,-48,-59.587,-55.862,-60.925,-53.675,-54.41,-60.6,-55.139,-43.112,-60,-74.828,-38.169,-54.64,-74.035,-56.041,-48.413,-50.663,-50.338,-66.508,-71.163,2.5357,3.4973,7.3376,1.2901,2.6182,0.49746,4.0176,1.7903,5.784,3.7987,1.4142,3.2343,3.6605,1.6078,2.1873,3.6506,1.9661,3.8185,4.8112,1.1622,4.0995,9.8248e-08,7.4172,-26.842,4.3122e-07,0.26355,0.38204
18,15.6,-52.064,-67.855,-69.881,-51.138,-64.39,-69.037,-65.392,-70.342,-59.658,-38.897,-79.056,-83.35,-36.253,-53.087,-74.274,-55.759,-47.5,-48.6,-60.683,-62.842,-75.171,2.9025,3.0971,2.6142,4.5583,4.1554,0.92015,3.4322,2.2124,4.2499,3.0434,1.9559,2.6365,9.9518,4.1922,1.8832,4.0071,5.1164,4.5994,2.2564,2.1544,3.3083,-9.9675e-08,10.529,-26.726,4.7269e-07,0.36787,0.27372
18,18,-61.177,-59.09,-70.857,-58.3,-67.544,-77.037,-64.638,-79.339,-62.939,-56.595,-79.075,-83.373,-39.938,-54.938,-77.208,-58.885,-50.325,-51.388,-68.421,-68.147,-72.183,3.3656,3.4195,2.6281,3.8431,2.3359,1.7021,2.148,2.9188,2.2863,6.4936,3.9574,2.9937,6.7848,3.8823,1.7795,4.7781,2.5595,3.5667,2.9818,3.2104,2.0126,-4.1282e-08,14.964,-34.213,6.9943e-07,0.31943,0.36043
