@relation 'Sony_Xperia_Train_WiFi-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-56,-56,-53,-49,-62,-60,-57,-54,-47,-55,-43,-49,-58,-57,-50,-78,-68,-62,?,-63,?,?,?,17
-57,-56,-54,-67,-67,-60,-57,-60,-48,-59,-41,-53,-58,-56,-56,-78,?,-61,?,-64,?,?,?,17
-56,-59,-53,-67,-66,-60,-59,-60,-47,-59,-40,-53,-58,-57,-54,-78,?,-64,?,-64,?,?,?,17
-57,-54,-53,?,-67,-60,-58,?,-46,-58,-41,?,-57,-57,-54,-78,?,-64,-74,-64,?,-79,?,17
-56,-57,-53,-48,-69,-60,-59,?,-47,-59,-38,?,-56,-57,-51,-75,?,-66,-74,-65,?,-79,?,17
-56,-61,-52,-52,-61,-68,-57,?,-44,-59,-52,?,-56,-60,-53,-75,-66,-63,?,-65,?,?,?,17
-59,-60,-51,-52,-61,-60,-56,?,-47,-58,-42,-51,-62,-57,-54,?,-66,-63,?,-61,?,?,?,17
-54,-65,-52,-48,-64,-60,-61,-65,-46,-60,-41,-51,-55,-58,-54,-75,-69,-63,?,-61,?,-79,-80,17
-54,-59,-51,-49,-67,-67,-61,-65,-46,-60,-40,?,-56,-57,?,-77,-69,-64,?,-65,?,-79,-80,17
-55,-59,-50,-49,-66,-67,-58,-65,-46,-59,-40,-51,-56,-57,-50,-77,-66,-62,?,-65,?,?,?,17
-54,-57,-53,-46,-66,-61,-58,-64,-46,-69,-41,-51,-55,-60,-51,?,-67,-62,?,?,?,?,?,17
-55,-60,-51,-51,-55,-60,-64,-60,-49,-61,-38,-50,-54,-65,-49,-70,-66,-55,-77,-66,?,-70,-74,18
-55,-47,-52,-51,-56,?,-62,-67,-41,-53,-38,-49,-53,-58,-49,-66,?,-53,-77,-66,?,-70,-76,18
-55,-48,-43,-51,-54,-63,-61,-59,-40,-55,-37,-49,-52,-56,-45,-67,?,-53,-73,-66,?,?,-76,18
-55,-48,-50,-54,-54,-63,-60,-66,-51,-58,-37,-49,-51,-56,-44,-67,?,-51,-73,-67,?,?,?,18
-53,-48,-49,-54,-54,-60,-60,-66,-39,-56,-37,-49,-53,-67,-48,-67,?,-53,?,-67,?,?,?,18
-54,-46,-50,-54,-52,-63,-61,-59,-42,-55,-37,-50,-51,-58,-45,-74,?,-52,?,-68,?,?,?,18
-52,-46,-50,?,-53,-63,-61,-65,-36,-57,-35,-50,-52,-57,-45,-69,?,-50,-73,-68,?,?,?,18
-52,?,-47,-49,-52,-66,-59,-61,-41,-55,-40,?,-50,-57,-48,-66,?,-50,-73,-65,?,?,?,18
-55,-45,-49,-49,-56,-64,-58,-68,-41,-57,-37,-49,-53,-57,-45,-68,-68,-45,?,-79,?,-71,?,18
-52,-45,-49,-52,-56,-64,-63,-67,-40,-56,-37,-48,-47,-57,-43,-79,-68,-56,?,-79,?,-72,?,18
-52,?,-50,-52,?,-63,-63,-67,-38,-55,-37,-48,-52,-56,-43,-69,-68,-53,?,-65,?,-72,?,18
-53,-47,-49,-52,-56,-68,-61,-59,-50,-54,?,-49,-52,-56,-44,-72,-67,-53,?,-68,?,-72,-72,18
-53,-47,-49,-50,-56,-64,-62,-59,-40,-55,-36,-49,-52,-57,-48,-76,-67,-54,?,-65,?,-72,-72,18
?,-48,-49,-48,-58,-63,-67,-66,-39,-55,-38,-49,-48,-57,-47,-69,?,-53,?,-69,?,?,?,18
-54,-48,-48,-48,-56,-62,-63,-51,-40,-54,-38,-48,-48,-57,-44,-69,-66,-51,?,-69,?,?,?,18
-55,-55,-49,?,-57,-60,-62,-65,-44,-55,-34,-48,-56,-57,-56,-69,-71,-53,-70,-69,?,-72,-73,18
-57,-50,-49,?,-57,-65,-59,-65,-41,-51,-36,-49,-57,-56,-45,-69,-69,-53,-70,-64,?,-74,-73,18
-57,-55,-49,-53,-57,-63,-58,-62,-41,-56,-37,-49,-55,-57,-46,-71,-69,-51,?,-68,?,-74,?,18
-56,-49,-49,-51,-57,-63,-57,-63,-42,-56,-36,-49,-55,-56,-49,-68,-66,-54,?,-68,?,?,?,18
-56,-48,-49,-55,-57,-63,-60,-63,-41,-56,-37,-50,-55,-64,-47,-68,-66,-62,?,-68,?,?,?,18
?,-48,-49,-55,-57,-63,-60,?,-42,-56,-42,-50,-55,-65,-53,?,?,-56,?,-68,?,?,?,18
-57,-49,-49,-53,-56,?,-60,-65,-40,-56,-37,-50,-55,-56,-47,-68,?,-53,?,-67,?,?,?,18
-55,-48,-49,-51,-56,?,-59,-59,-40,-56,-37,-50,-54,-56,-44,-73,-68,-71,?,-70,?,-74,?,18
-55,-49,-49,-53,-56,-63,-62,-59,-42,-58,-37,-50,-54,-56,-45,-73,-68,-53,?,-73,?,-74,?,18
-57,-50,-49,-53,-56,-63,-59,-60,-40,-55,-36,-50,-54,-56,-45,?,?,-54,?,-68,?,?,?,18
-57,-50,-49,-53,-57,-68,-61,-58,-42,-56,-37,-50,-53,-56,-45,-68,-68,-54,?,-64,?,?,-71,18
-58,-47,-49,-52,-53,-68,-60,-58,-42,-54,-37,-50,-54,-57,-45,-68,-68,-53,?,-70,?,?,-71,18
-57,-49,-49,-52,-53,-69,-61,-58,-40,-56,-37,-49,-54,-56,-45,-65,-69,-54,?,-63,?,?,-73,18
-56,-50,-49,-52,-56,-66,-60,-59,-42,-55,-36,-52,-55,-56,-47,-70,-69,-56,?,-65,?,?,-73,18
-56,-49,-50,-53,-56,-66,-59,-59,-39,-56,-36,-49,-52,-49,-48,-66,?,-56,-74,-65,?,-74,?,18
-56,-61,-49,-52,-56,-61,-60,?,-40,-57,-37,-52,-54,-56,-48,-66,-68,-58,-74,-64,?,-74,?,18
?,-49,-49,-54,-57,-61,-60,-59,-39,-59,-37,-51,-53,-57,?,?,-67,-55,?,-69,?,?,?,18
-54,-49,-49,-54,-57,?,-60,-64,-49,-54,-37,-49,-55,-52,-46,?,-69,-52,?,-70,?,?,?,18
-54,?,-49,-52,-57,-70,-60,-64,-41,-56,-37,-49,-53,-56,-46,-70,-69,-55,?,-70,?,-75,?,18
-58,-50,-49,-52,-56,-63,-62,?,-40,-57,-37,-50,-54,-56,-46,-67,?,-52,?,-65,?,-75,?,18
-57,-50,-48,-57,-56,-63,-64,-64,-38,-54,-35,-50,-53,-53,-46,-67,-64,-55,?,-64,?,?,?,18
-55,-50,-49,-54,-56,-62,-60,-64,-42,-55,-38,-50,-53,-57,-47,-71,-64,-52,?,-68,?,?,?,18
-55,?,-49,-52,-56,-65,-60,?,-40,-51,-38,-50,-52,-56,-47,-71,?,-54,?,-67,?,?,?,18
-56,-49,-49,-52,-56,-65,-60,?,-40,-55,-38,-51,-54,-56,?,-72,-67,-55,?,-67,?,?,?,18
-54,-50,-49,-53,-56,-62,-64,-57,-41,-56,-38,-50,-53,-56,-44,-73,-65,-50,?,-66,?,?,?,18
-56,-57,-50,-52,-56,-62,-59,-57,-42,-55,-38,-51,-52,-57,-44,-68,-68,-54,?,-68,?,?,-77,18
-56,-50,-49,-51,-56,-61,-60,-58,-48,-54,-37,-50,-53,-57,-45,-68,-68,-54,?,-68,?,-74,-74,18
-56,-49,-49,-53,-56,-58,-60,-65,-48,-90,-38,-53,-54,-56,-47,-72,-68,-57,?,-68,?,-74,-74,18
-56,-49,-49,-52,-56,-60,-60,-64,-41,-57,-38,-50,-54,-57,-47,-70,-68,-54,?,-70,?,?,?,18
-56,-51,-49,-52,-56,-60,-61,-63,-40,-55,-37,-52,-54,-64,?,-71,?,-54,?,-69,?,-78,-76,18
-57,-54,-49,-52,-56,?,-61,-63,-40,-56,-38,-52,-54,-57,-47,-68,?,-56,?,-67,?,-78,-76,18
-55,-66,-49,-52,-56,-62,-56,-52,-40,-55,-38,-47,-54,-64,-47,-75,?,-56,?,-66,?,-78,-73,18
-56,-50,-49,-53,-56,-66,-61,-64,-39,-58,-38,-52,-54,-57,-46,-68,?,-54,?,-66,?,-78,-73,18
-57,-50,-50,-54,-53,-62,-59,-64,-40,-54,-39,-53,-54,-55,-44,-71,-71,-57,?,-68,?,?,?,18
-56,-49,-49,-53,-56,-67,-62,-54,-48,-55,-37,-52,-54,-57,-43,-71,-64,-65,?,-70,?,-77,-77,18
-56,-50,-49,-54,-56,-74,-58,-54,-39,-56,-38,-52,-52,-57,-45,-70,-64,-55,?,-69,?,-77,-77,18
-57,-50,-49,-53,-56,-62,-60,-53,-41,-55,-38,?,-53,-56,-44,-69,?,-58,?,-69,?,?,?,18
-56,-50,-49,-53,-56,-72,-63,-65,-48,-54,-38,-51,-53,-55,-43,-68,-74,-58,?,-69,?,-74,-74,18
-56,-50,-50,-52,-56,-63,-62,-65,-41,-55,-38,-51,-53,-57,-45,-70,-75,-57,?,-67,?,-71,-74,18
-56,-50,-49,-52,-56,-63,-60,?,-41,-53,-38,?,-53,-62,-46,-70,-68,-57,?,-62,?,-71,-75,18
-57,-56,-49,-52,-56,-63,-59,-66,-41,-53,-38,-51,-54,-57,-46,-67,-68,-54,?,-69,?,-77,-75,18
-57,-51,-50,-52,-56,-61,-60,-64,-40,-55,-37,-53,-53,-57,-46,-67,-74,-53,-76,-68,?,-75,-75,18
-57,-50,-49,-52,-56,-66,-60,-64,-41,-58,-38,-50,-53,-56,-52,-73,-66,-55,-76,-69,?,-75,-75,18
-55,-47,-49,-52,-56,-63,-60,?,-40,-53,-38,-51,-53,-58,-46,-73,-66,-55,?,-70,?,-75,-75,18
-55,-51,-49,-52,-56,-63,-61,?,-42,-57,-38,-49,-53,-56,-47,-67,-70,-53,?,-68,?,?,?,18
-56,-49,-49,-52,-56,-60,-60,?,-42,-55,-38,-53,-53,-56,-45,-67,-70,-56,?,-70,?,?,?,18
-56,-50,-49,-63,-56,-60,-60,-67,-42,-53,-38,-49,-54,-73,-47,-68,?,-55,?,-65,?,?,?,18
-57,-50,-49,-52,-56,-64,-61,-67,-40,-55,-59,-52,-54,-55,-46,-60,?,-52,?,-69,?,?,?,18
-55,-53,-50,-53,-56,-63,-60,?,-42,-55,-59,-51,-54,-56,-46,-66,?,-71,?,-69,?,?,?,18
-56,-53,-50,-53,-56,-63,-61,-66,-41,-56,-39,-52,-53,-70,-45,-67,?,-53,?,?,?,?,?,18
-57,-46,-50,-53,-56,-63,-62,-59,-42,-55,-38,-52,-53,-56,-45,-67,?,-56,?,?,?,-74,?,18
-56,-54,-49,-54,-56,-63,-61,-67,-40,-58,-37,-51,-53,-56,-47,?,?,-51,?,-67,?,-74,?,18
-56,-51,-50,-54,-57,-64,-62,-67,-41,-59,-37,-51,-53,-57,-53,-66,?,-55,?,-66,?,-75,-76,18
-56,-50,-49,-55,-56,-64,-62,?,-41,-58,-38,?,-54,-56,-46,-75,?,-55,-77,-69,?,-75,-76,18
-54,-50,-49,-55,-56,?,-61,-65,-40,-54,-38,-50,-55,-56,-49,-73,-69,-55,-77,-70,?,?,-73,18
-54,?,-49,?,-56,-71,-59,-66,-42,-57,-37,-52,-56,-58,-49,-68,-69,-55,?,-68,?,-73,-73,18
-56,-50,-48,-51,-59,-71,-58,-66,-42,-53,-38,-52,-55,-52,?,-68,?,-53,?,-68,?,-73,?,18
-53,-49,-49,-51,-54,?,-60,?,-39,-54,-43,-50,-54,-73,-48,-66,?,-55,-75,-66,?,?,?,18
-60,-47,-50,-50,-57,-66,-65,-64,-40,-57,-43,-49,-54,-56,-44,-66,?,-53,-75,-65,?,?,?,18
-55,-49,-49,-62,-57,-63,-62,-64,-41,-55,?,-49,-52,-56,-48,-66,?,-54,?,-65,?,?,?,18
-55,-48,-48,-65,-56,-63,-62,-64,-40,-56,-38,-49,-51,-56,-47,?,-66,-55,?,-67,?,-75,?,18
-55,-47,-48,-54,-57,-67,-60,-63,-40,-55,-38,-52,-51,-56,-47,?,-66,-56,?,-70,?,-75,?,18
-55,-49,-47,-54,-57,-67,-62,-63,-43,-59,-38,-52,-51,-57,-50,-70,?,-53,?,-66,?,-73,?,18
-56,-58,-50,-52,-56,-64,-63,-65,-37,-51,-32,-49,-51,-57,-47,-63,-70,-52,?,-64,?,-73,-73,18
-56,-49,-48,-51,-56,-64,-60,-66,-38,-58,-34,-52,-52,-57,-47,-63,-66,-51,?,-74,?,-73,-73,18
?,-56,-64,-54,-68,?,-70,-67,-41,-68,-48,-57,-60,-49,-48,-67,-63,-59,?,?,?,-81,-81,19
?,-54,-61,?,-71,-62,-59,-67,-34,-67,-48,-55,-65,-46,-48,-69,-63,-54,?,-73,?,-81,?,19
?,-55,-64,?,-66,-65,-64,-65,-34,-58,-46,-55,-63,-46,-46,-69,-63,-56,-81,-73,?,?,?,19
?,-54,-67,-54,-69,-65,-64,-64,-34,-66,-46,-54,-65,-49,-46,-68,-63,-58,-81,-77,?,?,?,19
-64,-54,-65,-51,-68,-72,-65,-64,-33,-65,-48,-52,-64,-53,-46,-68,-63,-53,?,-77,?,?,?,19
-64,?,-61,-51,-68,-72,-65,?,-35,-70,-64,-52,-64,-46,-45,-66,-64,-56,-74,-77,?,?,?,19
-63,?,-60,-52,-68,-63,-63,?,-33,-64,-48,-51,-65,-46,-45,-66,-64,-56,-74,-77,?,-78,-78,19
-62,-56,-61,-51,-69,-63,-63,?,-34,-65,-48,-51,-64,-46,-46,-68,-66,-54,?,?,?,-78,-78,19
-63,-55,-66,-51,-69,-69,-70,?,-33,-65,-52,-53,-65,-46,-47,-70,-64,-57,?,-78,?,?,?,19
-63,-56,-62,-51,-69,-69,-64,-64,-34,-65,-49,-52,-66,-46,-46,-70,-64,-54,?,-77,?,-76,-76,19
?,-56,-61,-51,-67,-64,-63,-64,-33,-65,-49,-53,-66,-46,-47,-71,-63,-55,?,-77,?,-76,-76,19
?,-56,-62,-51,-69,-64,-63,-64,-34,-66,-50,-55,-65,-47,-47,-71,-66,-54,?,-65,?,?,?,19
-60,-56,-66,-51,-68,-65,-65,-64,-34,-70,-47,-86,-65,-46,-46,-66,-64,-56,?,-80,?,?,?,19
-63,-63,-66,-51,-68,-65,-65,-64,-34,-65,-49,-53,-65,-46,-46,-68,-64,-63,?,-80,?,?,?,19
-60,-63,-63,-51,-69,-67,-63,-76,-35,-65,-48,-53,-67,-47,-47,-67,-64,-57,-79,-78,?,?,-78,19
-59,-55,-63,-51,-69,-62,-64,-76,-34,-65,-44,-55,-65,-46,-52,-67,-64,-56,-79,-78,?,?,-78,19
-59,-55,-60,-52,-67,-61,-69,-66,-33,-64,-49,-55,-63,-46,-44,?,-59,-57,?,-75,?,-82,?,19
-65,-54,-66,-52,-68,-64,-63,-66,-33,-62,-47,-56,-65,-47,-44,-73,-65,-54,?,-75,?,-82,?,19
-62,-55,-60,-51,-69,-65,-62,?,-33,-62,-50,-56,-67,-49,-42,-66,-65,-58,?,-66,?,-78,-61,19
-61,-55,-61,-51,-68,-71,-65,?,-35,-65,-48,-56,-65,-46,-43,-72,?,-58,?,-66,?,-78,-61,19
-63,-54,-60,-55,-69,-66,-65,?,-35,-65,-47,-56,-62,-47,-45,-72,-63,-53,?,?,?,?,?,19
-63,-54,-60,-51,-69,-66,-69,-75,-34,-63,-47,-54,-65,-46,-44,-68,-63,-52,?,-66,?,?,?,19
?,-55,-61,-51,-68,?,-69,-75,-34,-65,-46,-54,-65,-47,-43,-68,?,-52,?,-78,?,?,?,19
-62,-54,-61,-51,-68,-64,-64,?,-35,-65,-46,-54,-64,-46,-41,-69,?,-52,?,-78,?,?,?,19
-62,-55,-60,-65,-69,-64,-64,?,-35,-65,-47,?,-64,-49,-42,-71,?,-55,?,-77,?,?,?,19
-60,-55,-60,-45,-68,-65,-65,?,-35,-65,-48,-55,-66,-47,-44,-71,-65,-54,?,-77,?,?,?,19
-60,-55,-64,-52,-69,-65,-64,?,-34,-68,-47,-54,-63,-46,-44,-71,-67,-52,?,-77,?,?,?,19
-60,-55,-60,-51,-68,-66,-64,?,-34,-65,-47,-54,-55,-58,-43,-81,-67,-57,?,?,?,?,?,19
-60,-54,-61,-52,-68,-65,-64,?,-34,-69,-46,-55,-65,-46,-46,-81,-64,-54,?,-70,?,?,?,19
?,-54,-61,-52,-69,-66,-65,-76,-35,-66,-48,-55,-65,-47,-46,-68,-64,-54,?,-70,?,?,?,19
-63,-55,-61,-52,-69,-66,-64,-76,-34,-64,-46,?,-64,-47,-44,-73,-65,-52,?,-56,?,-74,?,19
-63,-55,-61,-54,-69,?,-65,-63,-34,-65,-47,?,-61,-47,-44,-67,-66,-53,?,-70,?,-74,?,19
-63,-54,-61,-51,-69,-64,-64,-63,-35,-65,-45,-57,-65,-47,-49,-67,-66,-56,?,-77,?,?,?,19
-64,-54,-62,-51,-69,-64,-65,?,-35,-65,-47,-56,-65,-47,-45,-67,-64,-54,?,-77,?,?,?,19
-63,-54,-62,-51,-69,?,-63,-76,-35,-64,-45,-56,-63,-47,-45,-67,-64,-55,?,-69,?,?,?,19
-63,-54,-61,-51,-64,?,-64,-75,-34,-63,-47,?,-63,-49,?,?,-65,-55,?,-74,?,?,?,19
-63,-55,-64,-51,-69,?,-65,-75,-34,-70,-47,-57,-65,-93,-46,?,-65,-50,?,-75,?,?,?,19
?,-55,-60,-51,-69,-63,-64,?,-34,-65,-48,-57,-62,-47,-47,-69,-65,-56,?,-76,?,?,?,19
-61,-52,-60,-50,-68,-63,-60,?,-34,-70,-46,-53,-62,-44,-47,-80,-65,-54,?,-77,?,?,?,19
-70,-52,-62,-66,-69,-64,-63,?,-35,-65,-47,-57,-69,-45,-47,-70,?,-56,?,-77,?,?,?,19
-64,-54,-66,-66,-68,-64,-63,?,-37,-70,-46,-60,-64,-50,-48,-69,?,-55,?,-77,?,?,?,19
-66,-57,-62,?,-66,?,-65,?,-35,-70,-44,-55,-66,-47,-48,-69,?,-58,?,?,?,?,?,19
-69,-55,-61,-53,-70,-66,-67,?,-35,-71,-47,-55,-63,-44,?,-69,?,-55,?,?,?,?,?,19
-64,-55,-60,-53,-67,-60,-67,?,-37,-68,-47,-54,-66,-45,-44,-69,?,-53,?,-75,?,?,?,19
-63,-54,-65,?,-68,-60,-62,?,-34,-61,-47,-57,-67,-47,-43,-73,?,-53,?,-76,?,?,?,19
-63,-54,-60,?,-68,?,-62,?,-34,-61,-48,-55,-67,-46,-43,-71,-65,-56,?,-76,?,?,?,19
-64,-53,-60,-54,-69,-70,-63,-65,-35,-70,-47,-54,?,-53,-44,-71,-65,-54,?,?,?,?,?,19
-63,-55,-60,-52,-69,-70,-64,-65,-33,-70,-49,-54,-64,-46,-44,-71,?,-54,?,-77,?,?,?,19
-63,-55,-59,-54,-69,?,-61,-74,-34,-69,-50,?,-63,-53,-44,-73,?,-53,?,-78,?,?,?,19
?,-55,-63,-50,-69,?,-61,-74,-34,-68,-46,-55,-67,-46,-45,-69,?,-52,?,-78,?,-77,-74,19
-63,-54,-62,-51,-68,?,-64,?,-35,-68,-48,-55,-65,-84,-48,-72,-64,-55,?,?,?,-77,-74,19
-64,-53,-62,-51,-68,-63,-64,?,-33,-66,-47,-55,-65,-46,-43,-69,-64,-56,?,-78,?,?,?,19
-64,-55,-63,-51,-71,-67,-63,?,-34,-68,-47,-58,-64,-46,-43,-66,-68,-53,?,-78,?,?,?,19
?,-55,-61,-50,-68,-67,-65,?,-34,-65,-47,-58,-66,-46,-48,-66,-68,-54,?,?,?,?,?,19
-63,-53,-60,-51,-68,?,-64,?,-35,-66,-47,-56,-65,-63,-47,?,-68,-55,?,?,?,-75,?,19
-63,-54,-60,-51,-68,-64,-64,-69,-35,-65,-47,-58,-62,-60,-43,-69,-66,-55,?,-75,?,-75,?,19
-63,-54,-66,-51,-67,-64,-66,-69,-35,-63,-47,-58,-65,-46,-43,-69,-66,-54,?,-75,?,?,?,19
-65,-58,-62,-51,-69,-66,-66,?,-35,-70,-44,?,-63,-46,-43,-68,-67,-54,-78,?,?,?,?,19
-63,-54,-61,-50,-68,-67,-66,?,-35,-65,-47,?,-65,-47,-43,-66,-67,-55,-76,-66,?,?,?,19
-63,-57,-60,-50,-68,-63,-66,-75,-34,-63,-47,?,-65,-46,-43,-66,?,-52,-76,-74,?,?,?,19
?,-57,-66,-51,-68,-63,-64,-75,-34,-66,-45,?,-65,-46,-44,?,-65,-52,?,-68,?,?,?,19
?,-57,-60,-50,-68,?,-65,?,-34,-64,-47,?,-66,-46,-43,?,-65,-52,?,-68,?,?,?,19
?,-57,-60,-65,-68,-63,-63,-66,-35,-65,-47,-55,-68,-47,-44,-70,?,-55,?,-68,?,?,?,19
?,-54,-60,-50,-68,-63,-64,-66,-35,-65,-45,-55,-65,-49,-49,-71,?,-56,?,-79,?,?,?,19
?,-54,-62,-51,-69,-63,-65,?,-35,-65,-46,-53,-63,-46,-44,-68,-70,-52,?,-81,?,?,?,19
?,?,-61,-51,-68,-62,-62,?,-35,-66,-48,-54,-64,-63,-44,-68,-66,-53,?,-81,?,?,?,19
?,-54,-65,-53,-68,-63,-65,?,-78,-65,-47,-54,-65,-47,-42,-67,-66,-53,?,?,?,?,-76,19
-64,-54,-60,-53,-68,-61,-64,?,-34,-64,-48,-58,-65,-46,-42,-74,-66,-53,?,?,?,?,-76,19
-64,-55,-61,-51,-68,-65,-64,?,-34,-64,-47,-58,-65,-46,-42,-74,-66,-52,?,?,?,?,?,19
-64,-54,-61,-51,-68,-65,-63,?,-35,-66,-47,-55,-65,-46,-43,?,-66,-49,?,-77,?,-76,-80,19
-63,-55,-60,-50,-68,-65,-62,-62,-34,-66,-45,-66,-65,-53,-43,-74,-66,-52,-76,-76,?,-76,-80,19
-64,-53,-62,-51,-68,-65,-64,-71,-34,-66,-47,-63,-65,-54,-46,-74,-69,-52,-76,-77,?,?,?,19
-64,-55,-61,-51,-68,-65,-65,-71,-34,-66,-47,-56,-67,-46,-48,-68,-69,-54,?,-77,?,-77,-74,19
?,-54,-66,-50,-68,-64,-63,?,-34,-70,-47,-54,-63,-46,-47,-68,?,-52,?,-80,?,-77,-74,19
-63,-54,-61,-51,-69,-64,-64,?,-34,-64,-48,-54,-65,-54,-47,-72,?,-54,?,-81,?,?,?,19
-73,-53,-60,-51,-68,?,-64,?,-34,-66,-47,?,-65,-46,-43,-64,?,-51,?,-76,?,?,?,19
-64,-57,-60,-51,-68,-65,-64,?,-34,-65,-48,-53,-65,-46,-43,-64,?,-41,?,-76,?,?,?,19
-63,-54,-61,-51,-68,-65,-65,?,-34,-65,-49,-56,-62,-54,-43,-69,-66,-42,?,-68,?,?,?,19
-64,-54,-62,-50,-69,?,-64,?,-34,-65,-47,-53,-64,-62,-44,-70,-66,-41,?,-71,?,?,-83,19
-64,-54,-63,-48,-68,-53,-63,?,-34,-66,-47,-53,-62,-46,-48,-70,?,-42,?,-66,?,?,-76,19
-70,-55,-62,-60,-66,-62,-64,-67,-37,-64,-41,-50,-65,-49,-50,-70,?,-52,?,-78,?,-78,-78,20
-69,-55,-64,-55,-74,-59,-63,?,-38,-70,-43,-48,-61,-58,-52,-71,?,-54,-69,-78,?,-77,?,20
-69,-59,-66,-55,-72,-61,-63,-65,-38,-67,-41,-48,-63,-52,-52,-75,-69,-55,-69,?,?,-77,?,20
-60,-58,-71,-58,-72,-60,-63,-65,-38,-67,-43,-51,-67,-51,-52,-73,-69,-58,?,?,?,?,-76,20
-61,-58,-63,-64,-72,-60,-61,?,-40,-67,-43,-51,-65,-53,-50,-74,-72,-55,?,-83,?,?,-76,20
-61,-63,-64,-69,-71,-60,-63,?,-39,-67,-42,?,-66,-52,-49,-74,-72,-55,-69,-83,?,?,?,20
-63,-63,-67,-69,-71,-60,-65,-77,-39,-68,-42,-49,-65,-51,-48,?,?,-53,-69,?,?,?,?,20
-67,-63,-64,-68,-71,-61,-65,-77,-39,-66,-42,-49,-66,-52,-48,-75,?,-55,?,?,?,?,-79,20
-62,-63,-62,-65,-72,-62,-65,?,-38,-73,-43,-49,-66,-52,-50,-73,?,-55,?,?,?,-74,-74,20
-63,-64,-66,-65,-71,-62,-67,-68,-39,-67,-42,?,?,-52,-52,-73,?,-56,?,-84,?,-74,-74,20
-63,-64,-65,-64,-70,-60,-66,-78,-40,-67,-41,-50,-64,-53,-52,-76,-71,-53,?,-84,?,?,?,20
?,?,-64,-66,-71,-60,-64,-78,-38,-67,-41,-50,-66,-52,-51,-83,-71,-56,?,-83,?,?,?,20
-68,-63,-64,-65,-71,-60,-65,?,-38,-67,-41,-51,-65,-50,-53,-83,-71,-54,?,-85,?,-74,-74,20
-63,-63,-64,-63,-71,-61,-63,?,-40,-66,-41,-50,-66,-54,-49,-72,-71,-55,?,-82,?,-74,-74,20
-63,-62,-64,-74,-71,-60,-66,?,-40,-66,-41,-51,-66,-54,-49,-74,-70,-57,-69,-82,?,?,?,20
-67,-64,-65,-67,-71,-61,-63,?,-38,-67,-43,-49,-64,-53,?,-73,-70,-59,-69,?,?,?,?,20
-67,-64,-66,-65,-71,-60,-66,?,-41,-66,-43,-53,-64,-53,-56,-73,-70,-56,?,-82,?,?,-75,20
?,-64,-65,-66,-71,-58,-66,?,-41,-66,-43,-53,-64,-53,-51,-73,-68,-56,?,-71,?,-80,-75,20
?,?,-65,-63,-71,-67,-64,?,-39,-74,-43,?,-65,-53,-52,-84,-68,-60,?,-71,?,-80,?,20
-64,?,-65,-72,-70,-60,-66,?,-39,-65,-43,-50,-63,-52,-52,-73,-67,-59,?,-68,?,-79,-79,20
-64,-65,-64,-68,-70,-60,-63,?,-39,-66,-43,-50,-64,-54,?,-74,-68,-59,?,-68,?,-79,-73,20
-64,-66,-64,-63,-70,-60,-63,-60,-39,-66,-43,-50,-64,-53,-50,-73,-68,?,?,?,?,?,-73,20
-64,-64,-64,-63,-70,-60,-65,-60,-40,-66,-43,-49,?,-52,-52,-72,?,-61,?,?,?,?,?,20
-62,-64,-64,-64,-71,-61,-65,?,-40,?,-43,-49,?,-52,-51,-70,?,-63,?,?,?,?,?,20
-62,-63,-64,-64,-71,-61,-64,?,-39,-66,-43,-51,-64,-52,-48,-70,-68,-52,?,?,?,?,?,20
?,-64,-62,-65,-71,-60,-67,?,-39,-74,-43,-51,-64,-53,-48,-75,-69,-56,?,?,?,-76,?,20
