@relation 'Sony_Xperia_Train_WiFi-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R18,25-30'

@attribute 4c:5e:0c:70:52:5a_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:aa:15_RFKON2014-Mesh numeric
@attribute 04:18:d6:c1:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:b2_RFKON2014-Mesh numeric
@attribute 06:18:d6:c2:98:24_inonet numeric
@attribute 4c:5e:0c:6f:20:fa_RFKON2014-Mesh numeric
@attribute dc:02:8e:c2:23:52_ILKSEM numeric
@attribute 'c0:4a:00:0f:03:51_BilTAY Teknoloji' numeric
@attribute d4:ca:6d:bc:1d:73_RFKON2014-Mesh numeric
@attribute e8:37:7a:6c:7f:55_PYR numeric
@attribute d4:ca:6d:c9:f1:c5_RFKON2014-Mesh numeric
@attribute 4c:5e:0c:71:a8:bf_RFKON2014-Mesh numeric
@attribute 18:28:61:9e:ab:5c_MMD numeric
@attribute 00:26:5a:52:0b:8c_RFKON_115 numeric
@attribute 4c:5e:0c:23:44:33_RFKON2014-Mesh numeric
@attribute 64:66:b3:d0:4a:8d_Cisco_KRD numeric
@attribute 18:28:61:58:78:6a_Dlink_DAP-1360 numeric
@attribute e4:8d:8c:20:4d:c1_UPLAT numeric
@attribute 18:28:61:13:0d:9d_EROGLU numeric
@attribute 18:28:61:1c:0b:69_EVOSOFT numeric
@attribute 00:66:4b:1f:08:23_TeknoTAM numeric
@attribute 1c:87:2c:7e:23:9c_EROGLU-PRI numeric
@attribute 1c:87:2c:7e:23:9d_EROGLU-PUB numeric
@attribute REF_POINT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
-42,-39,-55,-51,-69,-65,-70,-64,-62,-59,-51,-72,?,?,?,?,?,?,?,-52,?,?,?,5
-36,-38,-54,-51,-69,-63,-70,-61,-61,-58,-52,?,?,?,-66,?,?,?,?,-52,?,?,?,5
-37,-40,-57,-51,-70,-64,-69,-64,-63,-61,-51,?,?,?,-78,?,?,?,?,-54,?,?,?,5
-37,-40,-55,-53,-70,-64,-70,-63,-61,-60,-51,-72,?,?,-78,?,?,?,?,-53,?,?,?,5
-39,-41,-55,-53,-70,?,-70,-64,-66,-58,-51,-72,-67,-73,?,?,?,?,?,-53,?,?,?,5
-37,-40,-55,-53,-69,-64,-71,-63,-66,-59,-52,-72,-67,-73,-79,?,?,?,?,-52,?,?,?,5
-36,-38,-54,-54,-62,-64,-75,-62,?,-66,-51,-71,?,?,-79,?,?,?,-82,-52,?,?,?,5
-38,-41,-55,-55,-70,-64,-70,-63,-63,-62,-52,-71,?,?,?,?,?,?,-82,-53,?,?,?,5
-38,-39,-53,-55,-62,-65,-70,-63,-63,-60,-52,?,?,?,-77,?,?,?,-85,-52,?,?,?,5
-36,-38,-54,-52,-69,-62,?,-62,-62,-58,-52,-69,?,?,-77,?,?,?,-85,-52,?,?,?,5
-36,-39,-55,-52,-71,-63,-75,-64,-62,-58,-53,-72,?,?,-77,?,?,?,?,-51,?,?,?,5
-38,-39,-55,-52,-70,-65,-69,-63,-62,-60,-52,-72,?,?,?,?,?,?,?,-53,?,?,?,5
-38,-39,-55,-54,-59,-65,-68,-63,-61,-60,-51,?,?,?,-79,?,?,?,?,-54,?,?,?,5
-43,-38,-55,-52,-69,-65,-72,-63,-61,?,-51,?,?,?,-79,?,?,?,?,-54,?,?,?,5
-42,-39,-56,-54,-70,-64,-69,-65,-62,?,-51,?,?,?,-78,?,?,?,?,-53,?,?,?,5
-42,-40,-55,-54,-68,-65,-70,-64,-65,-59,-51,-72,-67,-88,-78,-88,?,-79,?,-53,?,?,?,5
-37,-38,-54,-54,-68,-64,-69,-64,-60,-59,-51,-72,-67,-88,?,-88,?,-79,?,-52,?,?,?,5
-37,-64,-53,-52,-68,-64,-69,-64,-62,-58,-51,-72,?,?,-79,?,?,?,?,-53,?,?,?,5
-36,-40,-55,-53,-68,?,-69,-65,-62,-59,-52,-73,?,?,-79,?,?,?,-81,-53,?,?,?,5
-37,-39,-56,-52,-64,-65,-67,-63,-61,-59,-52,-71,?,?,?,?,?,?,-81,-52,?,?,?,5
-35,-42,-55,-53,-69,-65,-69,-64,-60,-58,-51,-73,?,-84,?,-87,-88,-81,-83,-54,?,?,?,5
-36,-37,-54,-52,-67,?,-76,-63,-59,-57,-51,-73,?,-84,-76,-87,-88,-81,-83,-52,?,?,?,5
-36,-37,-55,-52,-68,-63,-67,-63,-60,-57,-51,-72,-66,?,-76,-87,?,?,-80,-53,?,?,?,5
-36,-37,-54,-52,-67,-62,-75,-62,-60,-59,-51,-72,-66,-85,?,-87,?,?,-80,-52,?,?,?,5
-36,-39,-54,-50,-67,-62,-74,-62,-60,-58,-51,?,?,-85,-76,?,?,?,?,-52,?,?,?,5
-36,-38,-54,-55,-67,?,-66,-63,-61,-59,-52,?,?,?,-76,?,?,?,-83,-52,?,?,?,5
-37,-39,-53,-53,-62,-64,-66,-63,-61,-60,-52,?,-67,?,?,?,?,?,-83,-53,?,?,?,5
-37,-38,-56,-64,-67,-64,-68,-63,-61,-59,-51,-73,-68,?,?,-88,?,?,?,-54,?,?,?,5
-38,-40,-58,-64,-67,-64,-68,-63,-61,-60,-54,-73,-68,?,?,-88,?,?,?,-54,?,?,?,5
-37,-38,-54,-52,-67,-64,-68,-62,-59,-58,-51,-74,-67,?,?,?,?,?,?,-53,?,?,?,5
-36,-38,-55,-52,-67,?,-68,-62,-59,-59,-51,-74,-66,?,?,?,?,-79,?,-50,?,?,?,5
-37,-40,-57,-54,-67,-65,-73,-63,-60,-61,-52,?,-67,?,?,?,?,-79,-83,-53,?,?,?,5
-38,-38,-57,-52,-67,-65,-70,-64,-60,-59,-52,?,-67,?,-79,?,?,?,-83,-51,?,?,?,5
-36,-38,-53,-52,-65,-63,-80,-64,-59,-57,-52,-71,-67,?,-79,?,?,-79,?,-52,?,?,?,5
-36,-38,-56,-51,-65,-64,-77,-66,-57,-58,-51,-71,-67,?,?,?,?,-79,?,-53,?,?,?,5
-36,-40,-57,-51,-65,-63,-78,-66,-59,-58,-50,-72,-68,?,-80,?,?,?,?,-53,?,?,?,5
-38,-39,-56,-52,-67,-65,-78,-65,-60,-59,-51,-73,-68,?,-79,?,?,?,-84,-53,?,?,?,5
-39,-38,-55,-50,-64,-65,-69,-65,-60,-57,-51,-73,?,?,-79,?,?,?,-84,-51,?,?,?,5
-36,-38,-56,-60,-67,-64,-67,-65,-62,-57,-51,?,-67,?,-80,?,?,?,?,-52,?,?,?,5
-39,-40,-55,-63,-67,-64,-74,-72,-60,-59,-51,-72,-67,?,-79,-87,?,?,?,-52,?,?,?,5
-36,-38,-55,-57,-68,-64,-68,-63,-62,-59,-51,-72,-65,?,-79,-87,?,?,?,-52,?,?,?,5
-36,-39,-55,-64,-67,-63,-68,-66,-59,-58,-50,?,-65,?,-79,?,?,?,?,?,?,?,?,5
-36,-38,-55,-61,-66,-64,-75,-65,-59,-57,-52,-71,?,?,-67,?,?,?,?,-52,?,?,?,5
-36,-39,-55,-60,-67,-64,-69,-65,?,-57,-50,-71,-65,?,-67,?,?,?,?,-50,?,?,?,5
-36,-38,-49,-60,-68,-64,-71,-62,-59,-58,-50,-71,-65,?,?,?,?,?,?,-52,?,?,?,5
-36,-37,-55,-60,-67,-64,-68,-62,-59,-60,-50,-71,-65,?,-67,?,?,?,?,-53,?,?,?,5
-36,-37,-56,-59,-67,?,-70,-64,-64,-56,-51,-71,-64,?,-67,?,?,-77,?,-52,?,?,?,5
-37,-38,-56,-65,-66,-64,-67,-64,-64,-60,-51,?,-66,-85,-67,?,?,-77,?,-50,?,?,?,5
-63,-37,-56,-60,-66,-64,-78,-66,?,-57,-51,?,-66,-85,-67,?,?,?,?,-52,?,?,?,5
-36,-39,-57,-62,-66,?,-66,-65,-64,-57,-51,?,-66,?,-67,?,?,?,?,-52,?,?,?,5
-37,-40,-54,-68,-68,-64,-76,-65,-60,-58,-50,?,-67,-88,-66,?,?,?,?,-50,?,?,?,5
-34,-35,-53,-49,-65,-65,-60,-52,?,-50,-53,?,-64,?,?,?,?,-73,?,-53,?,?,?,6
-33,-36,-53,-49,-66,-65,-60,-52,?,-74,-50,-75,?,?,?,?,?,-73,?,-53,?,?,?,6
-33,-37,-53,-51,-66,-65,-60,-52,?,-50,-50,-75,?,?,?,?,?,-75,?,-53,?,?,?,6
-33,-37,-55,-47,-67,-65,-60,-52,-64,-51,-50,-75,-64,?,?,?,?,-75,?,-53,?,?,?,6
-35,-38,-54,-49,-66,?,-59,-51,-68,-50,-50,?,-67,?,-78,?,?,?,?,-53,?,?,?,6
-33,-83,-53,-49,-67,?,-60,-52,-68,-52,-52,?,-65,?,-78,?,?,?,?,-54,?,?,?,6
-32,-37,-53,?,-64,-63,-57,-52,?,-51,-49,?,-65,?,-73,?,?,?,-83,-53,?,?,?,6
-73,-91,-52,-47,-66,-65,-65,-52,?,-50,-49,-76,-66,?,-72,?,?,?,-83,-53,?,-92,?,6
-33,-36,-52,-47,-66,-64,-59,-52,-67,-55,-49,-73,-66,?,-71,?,?,?,?,-53,?,-92,?,6
-33,-37,-54,-47,-66,-65,-59,-52,-66,-52,-50,-73,?,-82,-71,?,?,?,?,-54,?,?,?,6
-33,-37,-53,-47,-66,-65,-59,-52,-66,-50,-51,?,?,-80,?,?,?,?,?,-53,?,?,?,6
-33,-37,-53,-47,-66,?,-61,-52,-66,-50,-50,?,?,-80,-74,?,?,?,?,-53,?,?,?,6
-33,-37,-53,?,-66,?,-83,-52,?,-55,-49,?,?,-83,-92,?,?,?,?,-53,?,?,?,6
-33,-37,-52,-49,-66,-64,-60,-52,?,-53,-50,?,-67,-83,-69,?,?,?,?,-51,?,?,?,6
-33,-37,-52,-48,-66,-65,-62,-52,-63,-55,-51,?,-67,-83,-69,?,?,?,?,-53,?,?,?,6
-33,-37,-53,-48,-67,-65,-60,-52,-66,-51,-51,?,?,?,-69,?,?,-77,?,-53,?,?,?,6
-34,-37,-52,-49,-66,?,-60,-52,-66,-51,-50,?,-65,?,-69,?,?,-77,?,-53,?,?,?,6
-32,-36,-52,-46,-65,-64,-58,-51,-70,-49,-49,?,-64,?,-70,?,?,?,?,-52,?,?,?,6
-33,-37,-52,-47,-66,-64,-61,-51,-63,-50,-50,?,-65,?,-75,?,?,?,?,-53,?,?,?,6
-33,-38,-51,-47,-68,?,-60,-46,-66,-49,-50,-74,-65,?,-75,?,?,?,?,-53,?,?,?,6
-33,-37,-53,-47,-65,-63,-59,-52,-59,-56,-51,-74,?,?,?,-85,?,?,-83,-53,?,?,?,6
-33,-37,-53,-47,-67,-63,-60,-52,-63,-54,-51,?,-62,-81,?,-85,?,?,-83,-53,?,?,?,6
-33,-37,-51,-48,-66,-65,-64,-52,-65,-51,-53,?,-65,-81,?,?,?,?,?,-53,?,?,?,6
-33,-37,-52,-46,-66,-65,-64,-51,-64,-51,-53,?,-65,-81,-71,?,?,-79,?,-52,?,?,?,6
-33,-37,-54,-48,-67,-65,-60,-52,-64,-50,-50,-75,-64,-82,-72,?,?,-76,?,-53,?,?,?,6
-33,-37,-53,-47,-66,-65,-59,-52,-65,-51,-49,-75,-66,-82,-72,?,?,-76,?,-53,?,?,?,6
-33,-37,-52,-47,-67,-65,-60,-47,-64,-51,-50,?,-66,?,?,?,?,?,?,-53,?,?,?,6
-33,-38,-51,-47,-66,-64,-58,-51,-64,-54,-50,?,?,-80,?,?,?,?,?,-52,?,?,?,6
-31,-37,-51,-46,-66,-65,-58,-51,?,-54,-49,?,?,-79,?,?,-86,?,?,-52,?,?,?,6
-33,-38,-53,-47,-62,-65,-59,-52,-65,-51,-50,?,?,-79,?,?,-86,?,?,-52,?,?,?,6
-33,-38,-53,-47,-66,-65,-59,-52,-63,-51,-50,?,-66,?,?,?,?,?,?,-51,?,?,?,6
-33,-38,-53,-51,-67,-65,-59,-52,-63,-51,-50,?,-65,?,-75,?,?,?,?,-53,?,?,?,6
-33,-38,-53,-46,-66,?,-61,-52,-65,-51,-49,?,-66,?,-75,?,?,?,?,-51,?,?,?,6
-33,-37,-53,-46,-60,?,-61,-52,-65,-51,-49,-74,-66,-81,-75,?,?,?,?,-50,?,?,?,6
-33,-37,-52,-48,-67,-65,-61,-52,-65,-50,-50,-74,-65,-81,-75,?,?,?,?,-51,?,?,?,6
-33,-37,-51,-48,-67,-64,-60,-51,-65,-51,-49,?,-65,?,?,?,?,?,?,-50,?,?,?,6
-33,-37,-46,-50,-67,-65,-60,-52,-64,-50,-49,-74,-66,?,-74,?,?,?,?,-50,?,?,?,6
-36,-38,-52,-49,-67,-65,-60,-52,-66,-50,-49,-74,-66,-81,-74,?,?,-74,?,-50,?,?,?,6
-33,-39,-52,-51,-66,?,-61,-51,-65,-51,-49,?,?,-81,-72,?,?,-74,?,-51,?,?,?,6
-33,-37,-52,-49,-67,-64,-61,-51,-66,-51,-49,?,-66,-82,-81,?,?,-74,-81,-51,?,?,?,6
-33,-37,-51,-49,-67,-65,-59,-52,-64,-50,-50,?,-66,-82,-74,?,?,-72,-81,-53,?,?,?,6
-33,-37,-52,-48,-68,-65,-62,-52,-71,-49,-50,?,-66,-81,-73,?,?,-76,?,-53,?,?,?,6
-33,-37,-51,-48,-68,-65,-60,-52,-71,-50,-49,?,-67,-83,-72,?,?,-76,?,-53,?,-90,?,6
-33,-37,-52,-48,-68,?,-60,-52,-64,-55,-49,?,-67,-83,-72,?,?,?,?,-53,?,-90,?,6
-33,-37,-51,-48,-67,-65,-61,-52,-64,-88,-50,?,?,-82,-71,?,?,?,?,-53,?,-89,?,6
-33,-37,-52,-47,-67,-65,-59,-52,-65,-50,-51,-74,?,-81,-71,?,?,-63,?,-53,?,-89,-90,6
-33,-42,-51,-47,-67,-65,-59,-52,-65,-50,-51,-74,-68,-81,-71,?,?,-63,?,-53,?,?,-90,6
-33,-37,-52,-48,-67,?,-72,-52,?,-51,-51,-73,-67,?,-75,?,?,-76,?,-53,?,?,?,6
-33,-37,-52,-51,-67,-64,-72,-52,-65,-50,-50,-73,-66,-83,-75,?,?,-75,?,-51,?,?,?,6
-33,-37,-50,-48,-57,-65,-60,-52,-66,-50,-51,?,-66,-83,?,?,?,-75,?,-53,?,-89,-90,6
-33,-38,-52,-48,-65,-65,-61,-52,-71,-50,-50,-73,-64,?,-71,?,?,?,?,-53,?,-89,-90,6
-33,-38,-54,-48,-66,-65,-59,-52,-71,-49,-50,-73,-64,?,-74,-86,?,-74,?,-53,?,?,?,6
-33,-37,-52,-52,-67,?,-58,-52,-67,-52,-50,-73,-67,?,-72,-86,?,-75,?,-55,?,?,?,6
-33,-36,-52,-48,-67,-68,-60,-52,-65,-50,-50,?,-66,?,-75,?,?,-75,?,-53,?,?,?,6
-32,-36,-51,-48,-66,-68,-59,-50,-63,-49,-50,?,-64,?,-72,?,-87,?,?,-50,?,?,?,6
-33,-36,-52,-48,-68,?,-72,-52,-66,-54,-52,?,-64,-83,-72,?,-87,?,?,-53,?,?,?,6
-32,-37,-52,-49,-68,?,-59,-52,-65,-50,-50,?,?,-89,-71,?,?,?,?,-53,?,?,?,6
-33,-38,-51,-53,-68,-64,-60,-52,-65,-50,-50,?,-65,-89,-71,?,?,?,?,-51,?,?,?,6
-32,-36,-50,-47,-67,-64,-59,-51,-64,-50,-48,?,-65,?,-67,?,?,?,?,-52,?,?,?,6
-32,-36,-51,-45,-67,-64,-71,-51,-63,-50,-48,-73,?,?,-67,?,?,?,?,-52,?,?,?,6
-33,-79,-53,-48,-62,?,-60,-50,-63,-51,?,-73,?,?,-70,?,?,-75,?,-52,?,?,?,6
-33,-39,-53,-48,-68,?,-61,-52,-63,-51,-49,-73,-64,-82,-70,?,?,-75,?,-53,?,?,?,6
-33,-37,-54,-47,-68,?,-60,-52,-63,-50,-49,-73,-66,-82,-71,?,?,-75,?,-53,?,?,?,6
-33,-38,-52,-47,-67,?,-60,-52,-64,-54,-49,?,-66,-82,-71,?,?,?,-82,-52,?,?,?,6
-33,-37,-56,-47,-68,?,-62,-51,-65,-55,-48,?,-66,?,?,?,?,?,-82,-53,?,?,?,6
-33,-37,-53,-47,-67,?,-62,-51,-65,-50,-48,?,-66,?,-75,?,?,?,?,-51,?,?,?,6
-33,-37,-54,-47,-66,-65,-60,-52,-64,-51,-48,-74,-67,-82,-75,?,?,?,?,-51,?,?,?,6
-33,-84,-52,-47,-67,-65,-60,-52,-64,-50,-48,-79,-67,-82,?,?,?,?,?,-50,?,?,?,6
-33,-38,-52,-47,-67,?,-60,-51,-65,-51,-48,-79,-67,-82,?,?,?,?,?,-53,?,?,?,6
-32,-37,-52,-48,-67,-65,-75,-52,-66,-51,-48,?,-68,-82,?,?,?,-80,?,-53,?,?,?,6
-33,-37,-52,-48,-67,-65,-63,-52,-65,-51,-49,?,-66,?,?,?,?,-74,?,-53,?,?,?,6
-33,-37,-52,-49,-65,?,-60,-52,-64,-51,-51,?,-66,-81,?,?,?,-74,?,-53,?,?,?,6
-33,-38,-52,-49,-66,?,-60,-52,-64,-51,-51,?,-66,-81,-70,?,?,?,-85,-53,?,?,?,6
-32,-38,-52,-48,-67,-65,-59,-52,-64,-55,-49,?,-66,?,-69,?,?,?,-85,-53,?,?,?,6
-33,-37,-52,-47,-65,-65,-60,-52,-66,-51,-49,?,-64,?,-71,?,?,?,?,-53,?,?,?,6
-33,-37,-52,-47,-66,-65,-60,-52,-66,-51,-49,?,-67,?,-71,?,?,?,?,-50,?,?,?,6
-33,-37,-52,-47,-65,-65,-60,-52,-66,-50,-50,?,-64,?,-78,?,?,?,?,-53,?,?,?,6
-33,-37,-52,-48,-67,-65,-63,-52,?,-51,-49,?,-68,?,-72,-86,?,-77,?,-51,?,?,?,6
-33,-37,-52,-49,-66,-65,-62,-52,-65,-51,-49,?,-67,?,-73,-86,-85,-75,?,-53,?,?,?,6
-33,-38,-53,-49,-67,?,-61,-52,-66,-50,-49,?,-67,?,-75,?,-85,-75,?,-51,?,?,?,6
-38,-34,-61,-50,-65,-72,-69,-63,-58,-54,-49,-68,-62,-79,-70,?,?,?,?,-56,?,?,-84,7
-38,-71,-59,-54,-65,-67,-64,-65,-59,-52,-50,-68,-59,-66,-67,?,?,-72,?,-44,?,?,?,7
-37,-38,-57,-54,-66,-64,-64,-70,-56,-55,-49,-70,-60,-75,-67,?,?,-73,?,-44,?,?,?,7
-35,-40,-58,-51,-69,-64,-66,-65,-58,-54,-49,-68,-59,-75,-55,?,?,-73,?,-44,?,?,?,7
-35,-39,-49,-52,-68,-64,-66,-64,-58,-53,-48,-68,-60,?,-55,-83,?,?,?,-45,?,?,?,7
-35,-38,-58,-51,-66,?,-65,-67,-58,-90,-48,?,-59,?,?,-83,?,-71,?,-45,?,?,?,7
-35,-38,-59,-54,-67,-64,-64,-64,-58,-53,-48,?,-58,?,-68,?,?,-71,?,-42,?,?,?,7
-35,-41,-58,-70,-68,-64,-64,-68,-59,-53,-49,-69,-60,-77,-68,?,?,?,?,-44,?,?,?,7
-35,-80,-59,-54,-68,?,-65,-68,-57,-53,-48,-69,-59,-77,?,?,-84,?,?,-44,?,?,?,7
-36,-40,-58,-54,-68,?,-65,-68,-58,-58,-49,?,-59,?,?,?,-84,?,?,-42,?,?,-85,7
-35,-41,-59,-51,-69,-68,-65,?,-56,-53,-48,-71,-59,-78,-68,?,?,?,?,-45,?,?,-85,7
-34,-39,-59,-51,-68,-68,-65,-64,-56,-56,-47,-69,?,-78,-65,?,?,?,?,-43,?,-81,-83,7
-34,-39,-58,-51,-68,?,-65,-64,-56,-54,-48,-69,-60,-64,-68,?,?,-70,?,-45,?,-83,-84,7
-34,-40,-56,-51,-64,-62,-65,-63,-57,-55,-47,-70,-60,-80,-68,?,?,-71,?,-44,-87,-83,-84,7
-35,-41,-50,-50,-69,-65,-65,-66,-58,-53,-46,-71,-60,-80,?,?,?,-71,-82,-45,-87,?,?,7
-34,-41,-54,-50,-68,-65,-64,-62,-57,-56,-48,-71,-90,-78,-68,?,?,-71,-82,-43,?,?,?,7
-35,-41,-55,-50,-69,-66,-67,-62,-58,-52,-48,?,-90,-78,-68,?,?,?,?,-43,?,?,-83,7
-35,-39,-56,-47,-66,-66,-65,-62,-58,-55,-47,?,-59,-78,?,?,?,?,?,-45,?,?,-83,7
-35,-39,-48,-50,-66,-64,-64,?,-58,-53,-47,-71,-58,?,-69,?,?,?,?,-45,?,?,?,7
-34,-39,-57,-52,-66,-65,-66,?,-59,-53,-47,-72,-59,-78,-69,?,?,?,?,-44,?,?,?,7
-35,-41,-55,-51,-62,-65,-66,-69,-59,-57,-47,-70,-59,-78,-69,?,?,?,?,-45,?,?,?,7
-35,-39,-57,-49,-67,?,-65,-69,-58,-55,-47,-70,-59,-77,-68,?,?,?,?,-43,?,?,?,7
-35,-40,-57,-49,-67,-65,-66,-70,-58,-54,-47,-71,-59,-78,-69,?,?,-74,?,-44,?,-81,-84,7
-35,-40,-58,-51,-67,-68,-65,-63,-58,-53,-47,-71,-59,-78,-70,?,?,-73,-83,-45,?,-83,-77,7
-35,-39,-55,-50,-67,-66,-66,-68,-58,-57,-47,-70,-59,-66,-69,-86,?,-72,-83,-43,?,-83,-77,7
-35,-43,-58,-50,-66,-66,-66,-72,-58,-53,-47,-70,-59,-66,-69,-86,?,-72,?,-43,?,-83,?,7
-35,-43,-57,-50,-67,-66,-66,-69,-57,-54,-48,-70,-58,-78,-76,?,?,?,?,-44,?,?,?,7
-34,-40,-51,-50,-67,-65,-71,-68,-57,-56,-52,?,-59,-78,-68,?,?,?,?,-45,?,?,?,7
-36,-41,-50,-49,-67,-65,-65,-69,-59,-53,-47,?,-59,?,-68,?,?,?,?,-44,?,?,-87,7
-36,-40,-57,-49,-67,?,-69,-68,-59,-56,-44,?,-60,?,-68,?,?,?,?,-43,?,?,-85,7
-36,-39,-55,-49,-67,?,-68,-68,-59,-54,-48,?,-60,?,-68,?,-84,?,?,-43,?,?,-85,7
-35,-39,-55,-50,-67,-65,-66,-67,-57,-53,-48,-70,?,-75,-69,?,-84,?,?,-42,?,?,?,7
-36,-40,-55,-50,-67,-65,-67,-67,-57,-57,-47,-70,-59,-77,-75,?,?,?,?,-42,?,-86,-86,7
-36,-39,-48,-51,-67,-65,-65,-63,-57,-54,-47,?,-58,-77,-67,?,?,-74,?,-43,?,-86,-86,7
-35,-39,-52,-51,-67,-65,-67,-63,-57,-53,-47,?,-59,?,-67,?,?,-74,?,-44,?,?,?,7
-35,-39,-48,-51,-67,-65,-66,-63,?,-53,-48,?,-60,?,?,?,?,-74,?,-45,?,?,?,7
-35,-39,-57,-50,-67,?,-67,-66,?,-57,-48,-69,-60,?,?,?,?,-74,?,-42,?,?,?,7
-35,-39,-56,-51,-67,-67,-68,-69,-58,-58,-48,-69,-60,?,-66,?,?,-75,?,-44,?,?,?,7
-35,-41,-56,-51,-67,-65,-68,-70,-58,-58,-48,-69,-59,-76,-66,?,?,-75,?,-43,?,-85,-85,7
-35,-40,-57,-49,-66,-65,?,-70,-58,-53,-48,?,-59,-76,?,?,?,?,?,-44,?,-85,-85,7
-35,-39,-57,-56,-67,?,-66,-61,-58,-53,-47,-70,?,?,-67,?,-87,?,?,-44,-87,?,?,7
-36,-38,-57,-49,-67,?,-67,-68,-58,-54,-48,-70,-59,-77,-68,?,-87,?,?,-45,-87,?,?,7
-35,-41,-56,-50,-67,-68,-72,-59,-89,-54,-48,-70,-60,-77,-68,?,?,-69,?,-44,?,-85,?,7
-36,-41,-57,-50,-66,-68,-66,-59,-57,-56,-48,?,-59,?,?,?,?,-68,?,-42,?,-85,?,7
-36,-43,-58,-50,-67,?,-66,-67,-58,-56,-47,?,-60,?,?,?,?,-69,?,-44,?,?,?,7
-36,-40,-57,-51,-67,-67,-72,-68,-58,-54,-48,?,-58,?,?,?,?,-69,?,-44,?,?,?,7
-36,-41,-57,-50,-66,-67,-65,-68,-58,-52,-48,-70,-59,-65,-69,?,?,-69,?,-44,?,?,?,7
-35,-38,-56,-50,-67,-64,-66,-59,-59,-57,-48,-70,-59,-65,-69,?,-85,-69,?,-42,?,?,?,7
-35,-41,-56,-48,-66,-64,-68,-67,-57,-58,-47,?,-59,-78,?,?,-85,-69,?,-45,?,-82,-81,7
-36,-41,-48,-49,-67,-64,-69,-63,-56,-52,-48,?,-59,-79,-67,?,?,-69,?,-45,?,-82,-81,7
-35,-39,-56,-49,-67,-67,-65,-72,-58,-54,-48,?,-59,-79,-67,?,?,?,?,-44,?,?,-86,7
-36,-41,-54,-47,-67,-64,-65,-72,-58,-56,-48,?,-57,-78,-68,?,?,?,?,-44,?,?,-86,7
-35,-40,-57,-48,-63,-64,?,-63,-63,-55,-48,-73,-62,-78,-68,?,?,?,-80,-45,?,?,?,7
-35,-40,-48,-49,-64,?,-74,-63,-63,-53,-48,-73,-58,-77,?,?,?,?,-80,-44,?,?,?,7
-35,-42,-57,-49,-65,?,-66,-67,-55,-58,-46,?,-58,-77,-69,?,?,?,?,-42,?,?,?,7
-34,-42,-57,-49,-65,?,-66,-62,-57,-53,-46,?,-58,?,-69,?,?,?,?,-45,?,-88,?,7
-35,-41,-57,-47,-66,-67,-66,-61,-56,-52,?,?,-60,-81,?,?,?,-71,?,-44,?,-88,?,7
-36,-41,-56,-48,-66,-64,-67,-62,-61,-57,-49,?,-59,-81,?,?,-85,-71,?,-44,?,?,?,7
-35,-41,-56,-48,-66,-64,-73,-68,-59,-54,-47,?,-59,-81,?,?,-85,?,?,-42,?,?,?,7
-35,-41,-56,?,-66,-64,-66,-69,-56,-53,-48,?,-57,?,?,?,?,?,?,-43,?,-86,?,7
-35,-42,-56,-48,-66,-64,-66,-69,-56,-54,-48,?,-57,?,-68,?,-84,?,?,-44,?,-86,?,7
-35,-41,-56,-49,-61,-64,-65,-64,-57,-54,-48,-64,?,-64,-69,?,-84,?,?,-43,?,?,?,7
-35,-42,-56,-54,-65,-67,-65,-69,-56,-55,-47,-64,-57,-64,-70,?,?,?,?,-42,?,?,?,7
-35,-41,-56,-48,-65,-64,-66,-70,-56,-53,-48,?,-59,?,-70,?,?,-68,?,-42,?,?,-83,7
-35,-42,-53,-48,-66,-65,-64,-68,-56,-53,-48,?,-59,?,-69,-84,?,-68,?,-45,?,?,-86,7
-35,-42,-56,-47,-66,-65,-65,-69,-57,-55,-48,?,?,?,-69,-84,?,?,?,-42,?,?,-86,7
-36,-41,-48,-48,-67,?,-65,-67,-57,-52,-48,?,-59,-77,?,?,?,?,?,-44,?,?,?,7
-35,-42,-55,-48,-67,-64,-64,-68,-58,-57,-48,?,-58,-78,-68,?,?,?,?,-44,?,?,?,7
-35,-42,-55,-49,-67,-64,-67,-69,-57,-57,-49,-73,-58,-78,-68,?,?,?,?,-44,?,?,?,7
-36,-45,-54,-49,-66,-64,-66,-69,-57,-56,-48,-73,-58,?,-71,?,?,?,?,-42,?,?,?,7
-36,-41,-56,-49,-67,?,-71,?,-57,-57,-48,-68,-58,?,-69,?,?,-69,?,-42,?,?,?,7
-35,-42,-55,-49,-66,-64,-65,-62,-57,-54,-48,-68,-58,-79,-68,?,?,-69,?,-43,-87,?,-81,7
-36,-42,-56,-49,-66,-66,-64,-69,-57,-53,-48,-68,-59,-79,-68,?,?,?,?,-44,-87,?,-81,7
-35,-41,-48,-49,-67,-64,-72,-69,-56,-52,-48,-67,-57,-79,-69,?,?,?,?,-42,?,-89,?,7
-35,-41,-50,?,-67,-67,-71,-70,-56,-53,-48,-67,-57,-79,-71,?,?,-70,?,-42,?,-89,?,7
-34,-40,-55,-49,-67,-64,-65,-69,-56,-52,-48,?,-58,?,-71,?,?,-71,?,-44,?,?,?,7
